Product code	Product label	Turkey's imports from France-Value in 2001	Turkey's imports from France-Value in 2002	Turkey's imports from France-Value in 2003	Turkey's imports from France-Value in 2004	Turkey's imports from France-Value in 2005	Turkey's imports from France-Value in 2006	Turkey's imports from France-Value in 2007	Turkey's imports from France-Value in 2008	Turkey's imports from France-Value in 2009	Turkey's imports from France-Value in 2010	Turkey's imports from France-Value in 2011	Turkey's imports from France-Value in 2012	Turkey's imports from France-Value in 2013	Turkey's imports from France-Value in 2014	Turkey's imports from France-Value in 2015	Turkey's imports from France-Value in 2016	Turkey's imports from France-Value in 2017	France's exports to world- 	France's exports to world-Value in 2001	France's exports to world-Value in 2002	France's exports to world-Value in 2003	France's exports to world-Value in 2004	France's exports to world-Value in 2005	France's exports to world-Value in 2006	France's exports to world-Value in 2007	France's exports to world-Value in 2008	France's exports to world-Value in 2009	France's exports to world-Value in 2010	France's exports to world-Value in 2011	France's exports to world-Value in 2012	France's exports to world-Value in 2013	France's exports to world-Value in 2014	France's exports to world-Value in 2015	France's exports to world-Value in 2016	France's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8716	"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ..."	3909	2876	3816	19364	6783	12406	23876	18912	1300	3519	7751	5697	4403	1238	2024	1615	4057		540659	578518	674826	840679	869039	960671	1318932	1369800	688705	640703	749792	689246	690439	747340	659863	655664	647299		18399	33356	74099	121150	102045	149624	194697	195115	69484	128407	260935	208174	205574	197319	162081	142934	152017	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	886	884	992	2057	2391	2286	2577	2184	1451	1705	3394	2601	4101	3155	1988	2557	4076		415602	397529	483845	525838	604897	645653	668131	925690	627018	585467	672757	640413	552497	536610	448645	455626	484432		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
7616	"Articles of aluminium, n.e.s."	533	1729	654	2217	4052	2602	1313	1590	1813	2250	2994	2674	3289	3018	3858	3396	4092		353332	350162	371260	466341	589257	665578	772370	866764	598759	629286	760994	719253	735017	784764	727357	761766	785840		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ..."	1471	1771	2908	3642	1588	5167	8235	3001	892	1168	1446	1996	2652	2941	2579	5904	4122		412421	424461	458798	480473	502487	563804	654883	706889	576735	610328	685357	627965	620296	621914	545345	580709	608755		27957	30988	41855	53607	60778	68831	67121	67940	57088	68571	64733	67510	68148	65923	58327	59796	50818	
8471	"Automatic data-processing machines and units thereof; magnetic or optical readers, machines ..."	16316	18614	11137	11229	14780	14711	8306	14518	7143	6674	9283	5507	14404	30480	26422	19014	4155		5342544	4398630	4372270	5122419	4649542	5314424	3767007	4078139	2932835	2998832	3131728	2523513	2523860	2584129	2331626	2223727	2281275		539124	671213	865075	1211720	1730788	1996913	1775477	1698739	1752441	2105032	2198098	2361053	2651023	2715739	2200125	1894931	2008041	
8454	"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ..."	597	310	58	682	1141	778	1095	17859	402	1875	323	17356	248	272	364	731	4264		34148	22543	36770	22919	49386	37409	58799	58895	36157	36391	42954	52641	48236	43444	31091	27193	32945		20924	18272	43777	29766	118346	154861	58906	92687	91787	67235	116156	62804	54475	67946	78543	46714	50207	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	274	212	543	1148	1145	1770	2891	3536	3635	4766	8789	6079	7719	9544	7795	3921	4271		230799	248800	301252	316792	300193	311598	368906	424922	367974	348337	416608	403899	415472	379589	322668	333946	346180		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	1507	1809	1788	1168	1056	1344	2439	2478	2125	2602	2811	1903	1943	1698	3582	3717	4278		34285	39404	45477	45440	49763	121172	75275	71558	53083	52596	61018	56154	59302	56939	49104	51323	52237		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	700	1537	1808	2925	4335	6650	9369	9488	5495	3395	2596	4418	5994	4665	3913	4159	4280		205983	219947	265840	360057	355501	441463	515045	521684	353464	433811	622655	511567	487676	465603	421986	457967	501651		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
7303	"Tubes, pipes and hollow profiles, of cast iron"	567	4926	6689	524	151	21	29	1628	1021	430	445	318	3128	1593	1819	1320	4297		35907	33546	36321	42900	0	0	0	0	0	0	0	0	0	0	0	0	0		11786	19161	20566	12925	7092	6005	21624	7531	4096	5707	24439	9011	16234	15755	15812	24551	16092	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	5219	3208	2326	1773	1044	154	434	382	1234	1034	2156	1415	3218	1691	4862	4389	4299		297145	327238	383792	402478	334594	366374	402153	412265	333439	357089	397178	377433	392370	434851	377246	337715	295722		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	572	1186	1874	3082	6888	5413	9162	11309	4195	9756	22527	8624	4831	4091	4709	3871	4335		142903	139017	177831	197373	213492	221355	272689	306295	201087	243491	285056	258786	262290	251148	229351	237305	238730		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	2268	2514	3350	3468	3609	5190	6303	8758	8228	9901	7077	7659	5923	5893	5164	4868	4362		266421	296658	305877	268709	287431	299563	281986	383744	318065	336040	334490	320620	286609	277058	258143	257204	293887		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
2922	"Oxygen-function amino-compounds"	2531	2904	4352	6803	5325	7383	9669	8089	9292	12648	9948	9719	10829	7130	6660	4664	4455		263889	262475	299157	332742	373563	114616	137795	154650	86135	117841	139934	149084	180722	191874	166768	166637	122763		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
3105	"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, ..."	121	143	141	189	692	739	1114	3136	3851	1323	1703	2185	2781	2604	2096	2525	4539		50355	47432	72022	88014	102064	100176	116867	172590	80029	64339	84288	80650	92718	115073	84383	75597	75258		84024	63804	116744	208809	293532	221455	247748	459801	324363	290753	467200	451267	384260	403694	416009	501725	443409	
8540	"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ..."	32170	77619	46744	39884	12149	1121	7261	4580	1946	864	3405	5948	3269	4913	15969	7454	4679		569171	594520	555777	592630	516938	376833	380914	319237	272555	271622	342650	306428	313445	346046	284148	265789	225988		492853	769359	897260	1139526	708834	617075	269361	146247	51746	33194	22187	12305	10270	15432	21571	18252	15263	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	2964	1529	2553	3996	3269	5898	33750	23908	24979	17793	25728	15550	15447	18743	11740	5940	4788		343124	370480	347054	365301	392562	334664	1952428	1869630	1740050	1801418	1692944	1541430	1520737	1612547	1370576	1263583	1386752		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	2272	3500	4373	8089	8751	7243	6259	10585	4396	7915	7214	7015	4851	1835	3401	6152	4822		184791	203220	222865	237896	244836	270187	315773	324400	278278	299903	295285	298066	328879	293965	268885	293556	312576		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
1804	"Cocoa butter, fat and oil"	12	474	186	290	0	159	0	255	121	20	138	4	7	789	339	5099	4887		142914	173269	233739	241033	260933	322403	366916	452120	447235	403560	389104	303543	344309	414389	480106	405648	479331		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
7407	"Bars, rods and profiles, of copper, n.e.s."	1420	1371	2395	3093	3882	4895	7665	8462	5338	8815	8144	8322	7586	8092	9972	7512	4894		218162	197958	214686	284559	295016	511605	626115	611582	346256	537923	728379	573112	503808	482448	405378	352940	391481		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
7213	"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils"	243	279	956	412	2158	2384	2630	2144	779	1545	958	1057	3281	4117	2594	2393	4904		207674	201893	262280	391708	367763	408710	518070	647125	244357	417304	510978	396640	441908	397224	289934	269695	372137		32820	46198	85809	160114	197038	175763	231724	319765	178805	259168	303863	286383	303206	342409	222630	178427	260897	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	9203	2405	7272	13251	13980	27818	32918	17215	44607	11579	16269	14099	12575	7554	10328	4152	5060		615659	538515	567538	587003	741436	845319	3560936	3350839	2145596	1881038	1912981	1728394	1577998	1363064	1102400	1088374	1165672		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	150	348	866	1743	1747	2001	2567	3043	4060	3328	2395	3112	3049	5199	3693	3885	5104		175977	186200	221344	264853	228496	264837	345225	389838	299715	319383	426858	383019	401157	424134	361430	362147	377161		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
2818	"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"	1771	1957	2530	3151	3111	4607	4783	6989	5078	6642	6756	10203	8524	10548	4982	4257	5124		143445	111986	139245	183256	207109	235300	290769	343053	233337	307705	325704	311596	287734	298994	247178	265911	284774		11666	16696	21253	24703	27676	35326	38818	52265	34678	52287	59159	55491	64746	71272	58525	72087	75862	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	649	735	1261	1231	988	1377	2554	3624	2495	2619	6484	8676	5798	4496	2857	3785	5196		228912	248494	291345	331014	335570	387027	436497	535826	369055	408686	497731	430353	474838	453661	412735	465691	515442		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	2392	2010	2255	3648	4040	5940	11241	13324	6845	6629	8030	7608	6178	5239	4259	7271	5202		497323	523575	621538	685119	674494	728022	842817	952245	768958	810278	949474	899614	900711	927070	829369	807553	841767		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
7228	"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ..."	2140	2839	4301	7793	9824	9058	11934	13545	9225	14559	18583	15188	10504	7452	5663	3268	5267		341499	289778	375827	517717	733539	800988	970377	1098146	420732	638271	896473	676558	496312	475985	403166	316201	393249		22107	32343	53734	85482	131027	133505	187977	227412	131601	185472	286206	229993	220035	218073	220520	192971	188789	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	2154	1499	2962	2387	3666	3327	4480	5088	3231	4892	4835	4223	7067	5186	7384	5053	5329		228821	236057	249478	297570	331754	373576	498551	611592	387705	345898	399344	391720	391256	388016	323678	287696	309722		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	183	114	167	415	363	900	1376	1128	756	1992	2011	2218	3254	4017	5196	4959	5431		101485	104577	116276	139753	198091	256266	270128	309881	97276	82267	132507	130541	128626	145275	155004	168137	200791		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
8412	"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ..."	654	688	826	784	684	1567	2017	1668	1192	1412	2778	2447	2188	2462	3604	4230	5459		188591	257291	248561	242662	256722	266951	251418	313242	219106	326785	417034	576332	577223	515058	450531	421130	595272		16426	19925	29834	26007	41571	56486	81832	98476	116799	99901	142030	127140	147409	148656	132588	179851	174243	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	653	646	1789	2058	1495	3080	2756	2221	1605	6517	9343	7704	5928	5435	6427	6628	5523		229224	209351	295428	323036	311119	336124	454641	537873	457585	395834	363470	353640	367832	398434	400517	395369	394493		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	14	42	58	571	4	131	33	12	1875	3309	4326	5210	3957	5121	4811	3563	5553		27594	21963	20902	20660	18180	19111	24564	22245	17253	15856	16187	18376	15956	14429	12095	16318	24429		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
8480	"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ..."	10142	24817	15889	5156	54875	15132	23715	31044	25047	7994	9625	26570	19998	5743	11370	15329	5684		316912	321577	363417	367147	394626	455263	473099	491062	387630	296243	375190	457374	427603	421335	349121	310825	344681		129478	193203	189214	184665	287652	279089	278547	313580	275582	194097	265847	337788	395223	364470	274716	311319	281502	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	8373	12186	19954	30770	29209	25563	30407	23122	19472	12600	10707	6443	6151	6513	5761	5146	5701		142490	153665	192409	215895	226963	239377	273965	259261	201280	231047	304929	235249	258340	244900	204578	213074	238228		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
7222	"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."	1827	2402	3235	2985	5115	4739	5385	8017	8092	4529	7476	5779	5415	5690	5913	4164	5764		177397	157317	200128	288180	363421	389085	638889	565453	270253	344397	450458	411167	410786	405465	325711	293575	366079		12438	17125	26948	36839	52372	54266	90170	90497	56401	70403	106926	100748	97566	115389	108049	87295	97222	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	6060	10246	9932	11724	9703	12155	11588	14625	13074	13359	22955	21035	15426	14867	8763	7263	5781		309956	321294	360740	362706	374185	389194	425043	385883	299702	361409	482770	329036	290989	260900	219134	196006	179150		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	3812	6530	7820	18841	19889	13573	22252	17081	13136	14063	15370	11231	10189	11151	7203	5019	5795		280887	288197	345668	426645	456075	513026	705321	549162	303381	330604	383281	321250	295116	311382	277249	286126	325600		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	1505	2442	3358	4324	4387	4407	5424	5397	5680	4633	5719	5719	6497	7199	7546	7155	5906		193363	246630	297810	390807	395197	396121	473440	480531	445419	499416	563437	599835	705938	776557	652759	639364	645475		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	476	692	1589	1589	1902	1598	1779	1848	2180	3818	2897	2988	3112	6619	5376	7082	5955		158529	168743	205239	249160	239768	247979	235211	275432	232237	279152	295034	271249	288249	288153	242771	252160	268364		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	478	429	455	1522	1118	1559	2510	671	1039	805	398	3338	7277	4791	5176	4848	6198		158934	165006	183323	216075	212482	287922	350838	375429	257800	245532	271914	250913	267667	282289	264487	283154	315150		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	811	1165	2217	670	956	6670	7093	5248	10523	8384	9919	1469	3754	104	2481	3361	6268		155318	168261	217821	227629	204571	212454	208239	354506	210716	210359	237898	312290	330153	195853	200223	232521	216881		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
7005	"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, ..."	100	25	46	544	1478	1571	1461	1224	2578	3113	5449	2425	4124	3814	3982	6081	6285		158405	215269	196225	268244	247859	329414	406482	395555	272698	259745	372439	304267	298809	306833	235261	239439	270919		20791	28405	39469	53139	84453	143627	170856	114670	87448	116384	115536	105949	147130	180137	159865	155501	147104	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	1011	561	206	128	222	354	900	5205	5129	4554	5160	2372	1354	2580	9363	3538	6361		395532	353915	398760	518327	570444	833191	790134	891975	667790	714578	812010	757014	800897	818092	807133	792993	738384		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	8057	20938	27675	14318	19426	8890	11584	13758	2343	11387	10737	4216	15206	20698	7570	10987	6419		136101	108227	113629	136919	119490	100771	146300	103230	56753	56513	76286	87710	83183	87904	75973	53352	76529		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
3910	"Silicones in primary forms"	3389	4278	5851	7625	6694	5082	6020	6237	3765	2679	4209	6265	6738	5250	6022	5359	6424		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	4904	6819	7391	10837	10607	11681	14745	15906	10944	7922	14023	16380	20925	13781	4252	5297	6528		484428	502897	592513	657340	705528	750184	946264	1019372	711207	751841	819844	825351	875550	874466	781110	767715	878602		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	2351	4701	2725	5968	6212	10588	12429	16928	8686	10024	26860	10813	13068	13510	5691	3257	6661		652420	755919	688950	947396	1455849	1807492	2336818	2339950	1486343	1292116	1859879	1676189	1641565	1579838	1136782	846778	738528		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	5577	8340	7600	6822	10286	6150	10183	11221	5618	4047	4147	4012	4263	10614	11976	6748	6706		165202	154849	145370	143245	125446	134416	114607	141234	53475	63368	74198	66573	61860	54406	50913	52884	47529		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
7113	"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ..."	744	164	500	491	643	2336	4384	4212	2375	3609	4747	6230	4990	6760	7354	9626	6822		777696	722859	723971	817742	1014692	1287137	1636475	1858474	1484877	1935206	2907148	3262689	3856436	4535954	4483904	4690216	5004705		58185	77619	106145	160901	203274	266628	416074	491549	264257	352597	425847	510604	725068	658639	409124	404713	556026	
8547	"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ..."	5651	6106	6492	7883	7490	9045	10504	11197	8212	8994	8797	7052	8596	9676	7746	6887	6887		87092	110684	149104	145607	135183	131685	139510	136167	82759	68416	87209	63132	67914	80179	92440	164703	166696		41929	34276	35587	41973	41301	67848	93907	91583	63231	72122	83634	72672	83873	68636	72119	80158	95431	
4901	"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ..."	300	280	456	683	772	825	946	970	1091	1413	2438	5192	5995	5462	6137	5594	6957		518811	515622	669074	742805	796681	758720	841437	905741	820080	833674	930502	860314	838933	845870	703257	674816	688509		16943	16950	21470	36165	40651	44960	50920	51822	43695	46389	57547	62055	64517	65741	72933	50579	60053	
7202	"Ferro-alloys"	2629	6654	5560	2031	6680	5138	3748	9044	5498	7036	6159	5438	4244	3409	4910	8615	6991		129512	131333	157095	219444	262438	218128	286261	367446	247058	332962	352274	293209	284556	314826	286523	253458	340264		88397	139768	167236	334690	326984	357368	597070	920847	435859	649035	698009	606591	550926	571980	455039	371673	680271	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	288	0	32	65	223	983	1435	1629	1334	2071	10542	3965	3669	4588	16670	2876	7051		125977	132820	136078	168070	166692	200627	246061	248427	175338	245679	276797	282434	243955	268351	279250	252477	268486		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
2924	"Carboxyamide-function compounds; amide-function compounds of carbonic acid"	803	368	1091	1895	1856	2019	2678	4937	3883	5258	5858	5846	5961	7780	5634	4380	7086		140269	137438	153358	171565	169914	223334	267669	264788	95508	118007	141938	101531	96684	94879	76794	74713	69744		21027	23475	28930	29462	28758	36055	36567	45206	41008	41445	49480	52715	49591	54575	48114	44803	60409	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	3076	5550	3048	11024	9945	7803	20008	10105	4454	4616	5657	5045	6030	6635	6971	13575	7141		781129	887977	1049534	1019926	1160211	1301105	1504486	1770067	1558791	1716329	1769411	1735583	1588424	1494458	1415133	1399191	1497540		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	1635	1675	1458	2438	1880	1793	1487	1995	3502	10337	7249	5179	5677	6755	6763	7112	7175		64493	103119	121174	159563	176966	195637	243526	246375	207473	237385	265468	257924	293962	313976	275201	247121	284467		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
7020	"Articles of glass, n.e.s."	51	40	155	1380	1988	2643	1826	96	172	154	1763	769	3212	6733	6179	6580	7272		48952	52793	69270	92843	79460	96617	94759	77798	72413	57740	52821	55749	60781	57856	46365	53961	60145		1577	2589	3648	7196	8141	8665	9959	12712	10190	12115	13962	13194	19286	28109	24419	23713	19811	
8424	"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ..."	953	1661	2664	1258	1279	3031	6817	4404	1426	2505	6468	3714	4328	2951	6126	4719	7318		173587	224570	229573	279874	280341	350060	392821	411438	341417	385053	486426	470561	458475	469509	417606	437116	472348		23499	38465	56684	74858	95868	111938	143396	175346	114729	143628	203089	215010	239991	279654	203195	242511	224853	
7320	"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ..."	1621	1668	2285	7289	8257	9052	13588	15485	12738	10488	10483	8474	6580	4892	5487	5946	7360		96801	108941	143441	176578	185245	195861	244583	267329	197729	244054	273302	253060	241225	227988	193959	199497	222898		12974	18755	24526	46143	50468	56852	79865	82444	59133	70218	87420	75457	85232	75316	79498	85614	83696	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	2672	3494	3903	4430	9992	9579	7604	8625	7259	7014	5652	4833	5565	5833	5890	5418	7527		514220	549375	672972	801116	750760	816388	919281	974361	727824	777632	832553	783126	769829	834748	667794	689659	742079		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
8474	"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ..."	1165	13236	3201	3478	8630	9437	14965	12285	4714	9275	15545	13186	15043	5914	5714	4709	7558		231761	339982	338273	412269	443994	528570	704944	894704	655393	570919	618374	599499	554261	480029	365420	347317	339532		38554	70805	82216	120975	144993	263898	380693	313534	218071	237585	342302	316639	359951	284782	228828	332485	251545	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	4595	5629	10317	6778	4538	3288	3246	5652	5999	6426	7742	6023	7604	6506	11853	8294	7595		485945	517021	677219	802294	901959	905303	1166419	1331677	1185581	1317964	1659108	1734894	1983358	2015005	1716938	1654823	2028483		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	3756	5924	10244	11272	12705	13930	19253	32068	25851	21534	22305	14057	7299	8417	7331	6569	7962		254860	251486	357802	370768	346842	356128	400229	415807	327207	368440	375353	311312	276555	255827	197926	204126	228663		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	5125	7163	13657	6289	17267	5419	14191	11369	16444	9318	27138	10181	15856	12037	11174	10177	8041		678607	772869	810726	839419	794938	1024920	1218503	1232840	789940	867785	942234	992954	1019126	1000037	836757	871012	975125		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
