Product code	Product label	Turkey's imports from France-Value in 2001	Turkey's imports from France-Value in 2002	Turkey's imports from France-Value in 2003	Turkey's imports from France-Value in 2004	Turkey's imports from France-Value in 2005	Turkey's imports from France-Value in 2006	Turkey's imports from France-Value in 2007	Turkey's imports from France-Value in 2008	Turkey's imports from France-Value in 2009	Turkey's imports from France-Value in 2010	Turkey's imports from France-Value in 2011	Turkey's imports from France-Value in 2012	Turkey's imports from France-Value in 2013	Turkey's imports from France-Value in 2014	Turkey's imports from France-Value in 2015	Turkey's imports from France-Value in 2016	Turkey's imports from France-Value in 2017	France's exports to world- 	France's exports to world-Value in 2001	France's exports to world-Value in 2002	France's exports to world-Value in 2003	France's exports to world-Value in 2004	France's exports to world-Value in 2005	France's exports to world-Value in 2006	France's exports to world-Value in 2007	France's exports to world-Value in 2008	France's exports to world-Value in 2009	France's exports to world-Value in 2010	France's exports to world-Value in 2011	France's exports to world-Value in 2012	France's exports to world-Value in 2013	France's exports to world-Value in 2014	France's exports to world-Value in 2015	France's exports to world-Value in 2016	France's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2830	"Sulphides; polysulphides, whether or not chemically defined"	1	5	9	0	8	0	22	0	38	0	0	3	3	0	0	0	1		1225	1190	839	978	1022	423	1439	1770	1838	1269	1266	1441	1417	1114	703	401	495		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2820	"Manganese oxides"	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1		742	251	477	825	1777	1201	2362	3722	1883	1579	1340	2285	3808	5394	5872	5466	8217		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	854	952	1145	852	1132	854	940	908	901	214	194	593	215	146	154	18	1		33434	42040	45282	52153	53489	52934	50421	49717	42205	45514	45865	39916	37410	38006	26861	21898	20821		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	83	175	185	384	657	675	1046	2165	619	331	414	304	264	32	0	0	1		22284	23486	24694	21166	21422	22176	19773	17232	11976	13517	8799	4739	1405	4796	2120	429	335		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
3817	"Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ..."	149	83	0	0	1	0	1	0	32	57	89	2	35	97	48	24	1		36040	37772	39520	37462	51543	44550	58751	49815	28312	39929	52873	48241	53969	59583	51664	43686	42658		46934	52373	59656	68387	86608	88039	88866	102490	90285	103892	120997	136744	162869	148464	106352	99478	106976	
1101	"Wheat or meslin flour"	0	1	1	1	1	1	0	0	2	0	2	23	17	16	2	2	1		136279	175696	198923	200352	157845	177986	242549	359897	259418	232049	298486	254702	280762	221980	150143	137209	113250		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	0	3	7	0	1	1	0	6	6	11	2	1	15	3	0	0	1		1928	1828	3160	3088	5030	4789	5428	2978	1816	2059	2034	2028	2035	2022	1458	1670	1293		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	1912	2851	654	2329	520	494	329	0	5	0	0	0	3	1	0	0	1		22562	17084	12216	23926	23644	33923	31141	16442	6983	8656	9936	16029	18187	14660	14966	18037	17566		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
5907	"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ..."	39	5	6	17	0	25	51	125	128	3	35	75	50	19	30	15	1		12012	12779	19663	26883	34008	34139	45580	39872	28307	26401	26186	22779	19748	24739	14036	12678	15145		4621	4791	4833	4210	5904	5455	6533	11129	10489	18729	18384	16950	20880	19046	15892	16490	15854	
4816	"Carbon paper, self-copy paper and other copying or transfer papers, in rolls of a width of ..."	422	259	508	50	133	236	26	127	14	90	82	247	518	302	138	4	1		9326	14793	10269	8668	7199	6810	5218	6575	6203	3374	3541	2519	2220	1850	1074	1230	2145		4185	5964	7692	11269	13607	13139	18383	17675	10342	14684	14688	15982	13789	13134	12204	11626	16475	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	5	15	3	23	4	10	2	2	0	0	23	0	1	0	0	0	1		2167	1028	2118	2758	2321	1142	1485	5082	1425	1042	1313	712	608	392	344	674	580		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
2819	"Chromium oxides and hydroxides"	0	0	0	0	4	0	0	0	0	2	8	1	2	5	1	21	1		553	801	1959	2031	1926	2444	3197	4294	2748	3568	3677	3693	3786	3818	2866	3315	3207		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	6	14	8	0	0	0	0	0	6	0	12	0	0	0	1		6198	5175	7829	7272	7740	10736	13319	13993	10969	12259	16336	15325	19517	18273	14703	13835	14248		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
7107	"Base metals clad with silver, not further worked than semi-manufactured"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1		1982	754	630	527	827	207	554	448	729	1253	7880	5180	4663	4169	5377	3985	6306		46	29	64	23	101	7	54	89	10	524	1834	976	1147	1675	1295	1197	1535	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	14	18	2	42	328	119	9	41	4	27	13	0	74	61	11	41	1		9234	9297	10950	13092	11960	15158	13722	12538	8847	8130	8940	9128	8397	9074	7799	6671	7442		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	1169	1018	1884	759	15	350	37	8	88	65	1	0	37	65	0	153	1		24953	20716	21917	16604	9423	8780	5324	5993	3828	2861	3510	3593	2456	2619	1825	1741	1792		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
2927	"Diazo-, azo- or azoxy-compounds"	41	3	135	65	3	1	0	4	0	0	1	1	1	3	2	0	1		23352	27924	37009	40190	39695	28806	25871	22490	8710	10848	9772	9251	10144	8509	6239	6800	6308		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
2402	"Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1		228141	316394	381886	395487	403320	342810	326786	386734	367515	341048	376692	371985	329657	161883	94065	95858	24557		7	84	11	7	13	15	323	446	1581	1454	2926	326	1692	1339	1754	407	1088	
7224	"Steel, alloy, other than stainless, in ingots or other primary forms, semi-finished products ..."	36	7	490	714	1334	936	1292	590	71	0	1	14	1	3	0	4	2		99541	123520	200872	345298	362636	440052	566335	610261	326529	466674	667586	538859	291728	295716	262341	238257	323566		2927	2906	4522	7116	12501	13191	32146	14046	12726	16821	32018	30101	27814	38465	34512	31353	86203	
8548	"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ..."	7	13	30	14	19	0	3	1	10	9	8	5	3	0	2	1	2		88599	104918	108394	131491	83762	110735	201823	182729	150597	194392	228705	185492	199764	213186	179765	174231	329730		2079	526	986	2177	2752	3000	4414	3570	3169	4275	2627	1768	1816	1329	3654	9475	7728	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		4133	2497	230	438	370	635	668	538	363	1156	1415	1022	1208	1697	835	1168	1798		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	0	23	34	70	67	18	58	12	45	5	3	25	0	3	4	2		5581	7106	7597	9207	8246	8643	9916	9324	10225	15669	15736	15247	14470	15913	17952	17815	19625		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
4414	"Wooden frames for paintings, photographs, mirrors or similar objects"	41	31	66	64	49	35	80	53	64	11	13	59	13	8	3	48	2		9398	8091	8610	10188	10796	12090	17159	17272	16459	13717	13270	12587	14406	16577	13671	15290	13972		742	681	1307	1310	1871	2165	2304	3031	1819	3320	3982	3091	3911	3654	3139	3030	3001	
9601	"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ..."	0	1	1	1	3	0	7	3	17	4	17	6	6	4	2	29	2		1043	684	647	815	584	867	1482	1317	1031	897	2103	830	1838	1253	1259	1381	785		174	219	365	441	571	746	676	855	668	864	1302	654	969	724	550	612	626	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	210	257	27495	122	1	11563	4	7	4	0	177	2202	11	92	0	0	2		138558	346592	216248	150501	156874	252041	391984	706051	474456	428423	618958	289028	293622	289176	810602	209891	67163		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
2302	"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, ..."	205	0	0	0	0	0	0	312	0	0	0	0	0	22	2	0	2		26484	30959	32814	41404	38645	43544	62961	83009	60223	60057	93367	105680	122010	92364	75195	75738	72055		3041	13565	29884	97540	50321	36266	58704	73377	42980	73353	121567	147353	192561	224758	212622	241271	320035	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	3	24	21	0	0	80	60	99	27	16	43	43	222	18	8	2	2		1047	1010	915	904	1126	1329	410	407	410	387	758	522	754	730	491	513	725		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	8	8	2	1	2	3	3	0	3	2	10	6	11	2	1	5	2		1099	964	846	965	1211	1338	1924	2176	2194	2599	3885	3460	3396	3425	3686	4778	7611		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	0	1	8	46	4	10	4	13	5	25	3	15	10	15	8	11	2		13061	12637	14244	17677	17300	14484	15286	14227	13055	17183	21652	19486	21697	23081	29531	24379	26142		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	3	7	45	0	40	95	20	9	83	12	25	12	6	5	0	0	2		3161	3784	5020	5885	4576	5171	6570	7042	7695	8795	10011	10314	8152	7148	6554	5482	6542		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2		827	653	884	817	591	624	729	1031	1305	1356	1079	648	424	360	258	220	207		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	6	6	2	16	4	92	12	0	2		332359	343380	417005	380114	389164	419054	478569	523354	536250	509477	589312	569455	581938	561710	512511	528019	544091		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	2	0	0	0	16	12	7	5	14	8	34	28	95	6	0	10	2		763	1732	471	719	579	1092	764	443	189	277	927	703	1829	3630	4789	4958	6573		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	59	61	47	8	51	100	33	23	17	18	5	26	10	26	8	2	3		63565	67918	83259	86367	97891	118595	131933	120026	115961	118648	138030	112840	106840	107628	88029	84008	80057		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	14	27	23	159	58	15	25	16	0	4	24	9	106	18	3	34	3		19878	22049	20885	23011	22399	23379	28236	22254	18290	19442	18740	19514	23906	20330	19470	32975	29899		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
2814	"Ammonia, anhydrous or in aqueous solution"	60	3	16	0	0	6	0	1	2966	1	0	0	9827	3	3800	2	3		16350	4546	13109	31563	28527	19837	29618	47183	39614	16084	33476	35676	49055	33800	57227	29830	22178		62586	71647	105600	151351	120129	176131	223654	338732	230041	304874	331546	316023	349205	292944	240364	167627	223601	
9012	"Electron microscopes, proton microscopes and diffraction apparatus"	9	324	231	193	227	196	52	490	28	0	1	70	15	3	5	0	3		9336	10941	12145	21645	18934	22872	27750	31541	25106	33285	49015	43840	49850	40018	47489	35727	35144		720	790	2810	3366	3615	5679	9593	7669	3138	6811	4536	8440	8425	7567	6640	5685	6236	
6216	"Gloves, mittens and mitts, of all types of textile materials (excluding knitted or crocheted ..."	19	34	8	3	6	10	16	13	37	26	27	8	1	1	10	5	3		7994	9706	11854	15461	17592	20254	17748	17082	18703	23411	21659	17963	18508	18630	20364	27527	33889		522	684	1302	1428	2665	2444	2679	1863	2077	2481	3432	3241	5035	3316	3182	3495	6140	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	304	382	779	68	414	265	373	228	118	119	54	24	14	8	10	20	3		39277	39742	45200	43472	45657	47393	41703	48860	38306	37663	39154	28097	25399	29240	24721	25751	29925		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	747	675	133	183	281	213	211	305	188	152	7	117	105	14	21	5	3		32184	29226	32829	27060	26693	24827	32568	37785	33751	35199	35208	30535	35128	36162	26741	22736	22958		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
5401	"Sewing thread of man-made filaments, whether or not put up for retail sale"	504	543	483	307	839	216	308	200	138	272	340	840	194	217	142	13	4		23596	30861	33374	30067	30769	15467	7127	7973	5539	6137	5991	5925	7022	6960	6671	8254	4093		5796	8530	10677	9192	10322	12851	16472	16639	15495	22096	22158	18099	20579	17712	14141	14000	12761	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	2	0	5	0	0	0	0	0	0	0	4	0	7	1	0	0	4		7941	8418	8664	11529	10147	10244	14921	17369	15469	16470	13387	11343	11200	9931	9904	7767	4221		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	10	11	23	11	5	0	4	5	2	6	7	2	6	8	32	1	4		15459	15979	18652	19973	20798	22492	25118	22705	23632	25220	25978	25893	31319	33384	29067	30420	29575		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	2984	0	3	3	7	6	0	0	2	2	5	8	4	3	2	1	4		3857	3693	6400	4284	4284	6348	9364	14500	41745	41902	32073	25173	10911	16074	17438	11376	10400		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	1	1	8	0	0	0	0	0	0	0	0	1	5	4	6	4		495	510	558	825	786	906	1360	605	617	716	642	257	645	663	1415	1551	1408		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	79	215	493	484	115	426	235	315	30	192	287	136	107	489	21	17	4		13250	13538	16038	15012	12564	13023	14574	17594	10821	17223	17703	14044	17768	15426	15772	16377	20434		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8213	"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ..."	3	2	12	4	6	13	42	37	42	21	29	16	22	20	10	12	4		7547	7348	9671	10678	11145	14077	15719	15576	12871	13944	16156	15580	17239	15733	15414	15943	15970		2419	3072	4520	5584	5360	5504	5739	7211	5447	6976	8521	7776	9842	9197	8356	6397	7137	
6507	"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ..."	0	0	0	2	3	25	15	31	16	3	17	4	11	2	3	1	4		6865	8790	13491	10290	10314	9703	10466	10608	7222	6209	6304	6760	9719	11473	6943	7957	8717		106	76	32	102	187	278	506	411	219	394	487	400	559	884	790	906	3114	
8304	"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ..."	5	5	5	12	1	2	3	0	4	1	6	0	0	0	8	0	4		4918	6047	6764	6324	6112	7359	7655	5810	3739	3229	4157	7224	3034	3809	2589	3610	4558		112	169	202	604	966	843	913	973	705	1078	1746	1197	1415	2059	1670	1794	1088	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	5	3	16	45	179	42	42	11	27	17	39	43	26	21	6	4	4		8668	10881	13347	14506	13960	13917	17092	19427	15284	14934	15775	14668	16315	19237	16534	17382	17348		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	0	0	0	10	5	2	2	60	2	11	1	10	2	2	4	13	5		2016	1926	2840	3151	3522	4031	4106	5421	5103	2810	2320	1603	1845	2050	1534	3600	1778		1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
8476	"Automatic goods-vending machines, e.g. postage stamp, cigarette, food or beverage machines, ..."	57	10	1	41	11	4	15	4	32	25	36	0	0	0	0	0	5		32099	13969	14023	26776	53816	15621	14073	31442	43022	23424	24766	39095	41716	37481	33512	35949	22822		3394	1237	1161	4154	6531	6444	11621	14585	8338	9908	9669	8065	9645	7572	6837	7207	9015	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	4	31	0	15	14	50	134	56	66	39	3	26	1	6	31	4	5		14561	9876	19368	34871	40994	65050	129791	118076	89945	97189	139327	153064	143461	81864	194853	129403	87322		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
0901	"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ..."	24	12	0	0	2	10	24	19	71	117	162	150	213	390	269	56	5		84339	82821	98215	98406	120313	114461	137630	221621	269287	318128	396085	411684	754999	801111	704943	743110	1067324		13337	13146	13426	18289	22973	26496	43370	46091	44183	58920	82673	96580	96501	109170	146799	130503	191808	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	2074	207	41	13	0	2	649	4	0	12	379	7	0	18	46	3	5		202271	63785	60375	61614	48904	42805	33133	31644	29668	40228	41209	32573	48005	69754	50151	51903	53716		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	4	5	7	3	6	29	15	2	2	3	4	4	3	2	7	9	5		7660	5596	5920	6467	6525	7086	8711	10631	9642	10127	11797	10941	11106	7872	7909	6997	7052		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
9508	"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ..."	30	0	0	14	2	6	233	128	144	13	18	0	14	4	2109	72	5		21449	17340	16721	12644	35518	10555	14141	18550	20531	29560	23249	16755	12642	18277	17220	20662	26044		2130	758	3745	1399	9975	3572	8046	16679	13161	11293	24905	19691	97133	98153	34548	11629	10584	
1404	"Vegetable products, n.e.s."	0	2	8	3	6	3	0	0	19	17	15	44	39	28	29	42	5		5076	6366	7208	5718	6562	6415	7853	8780	7519	7403	5905	8762	9668	16578	9082	8640	8959		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
3104	"Mineral or chemical potassic fertilisers (excluding those in tablets or similar forms, or in ..."	20	7	0	0	1	0	0	0	46	44	26	1	0	0	10	153	6		14054	10142	6135	5216	14536	18526	23797	56979	24574	47662	40537	33300	29973	20614	23407	21592	21355		15818	19515	23965	32762	38582	33135	57918	57052	40317	54420	63095	72599	63762	65396	82589	57950	59886	
5109	"Yarn of wool or fine animal hair, put up for retail sale"	17	1	48	20	8	4	6	9	9	20	10	13	15	13	7	7	6		4131	4162	3492	5445	3914	2818	3635	2882	2245	2232	2463	2085	4070	3596	2721	2205	2245		283	135	137	89	12	321	693	1308	107	268	326	299	393	825	767	389	312	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	0	0	0	0	37	37	22	0	20	30	16	119	6		55238	27477	34423	79776	62309	122191	48209	141617	86745	40125	56757	96465	75461	127557	217980	205531	220096		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
0508	"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ..."	7	0	0	7	0	0	0	0	0	0	0	0	83	49	0	0	6		1074	987	1317	1195	1399	2024	2016	2357	1913	2499	1849	2156	3419	2992	2674	3341	2976		144	197	435	941	527	420	778	1079	354	934	376	482	443	741	482	552	370	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	2	55	43	8	50	109	122	3	40	211	28	15	26	4	0	3	6		267364	361319	249287	276935	290927	348637	443452	439481	412460	492785	531590	553783	557096	586491	355982	347914	417308		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	2	1	10	5	6	31	40	10	2	16	18	23	14	14	7	14	6		1862	1578	1439	1671	1910	1452	2878	2685	2573	2393	3482	2929	2660	3307	4572	5206	6437		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
8007	"Articles of tin, n.e.s."	15	12	0	4	1	1	4	9	18	20	38	6	8	25	12	80	6		4320	3568	4950	6007	3600	3708	30261	38278	28466	30182	36363	23601	28876	32427	23308	26919	32702		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
2840	"Borates; peroxoborates "perborates""	46	47	41	34	92	73	119	105	72	22	25	20	22	25	0	0	6		7681	4889	5372	4594	4563	5463	7424	6839	3882	5781	6294	5188	5798	6317	5169	5760	6607		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
1008	"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ..."	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	6		9638	11985	15997	18057	22787	27773	27788	49042	28132	30582	35520	53867	43890	48137	54965	33468	35467		287	600	358	535	681	113	265	754	1051	1055	657	3941	1354	1985	2325	3543	3218	
2801	"Fluorine, chlorine, bromine and iodine"	0	0	0	11	0	221	232	254	196	242	19	1	5	2	10	12	6		8656	13625	11066	12065	12085	15134	16182	18889	12311	20290	24942	21981	16821	46690	16113	15527	11728		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	0	0	0	0	68	107	9	21	12	9	3	7		25718	29069	31088	34507	30476	29237	31073	34956	29655	33627	35915	41880	48495	51890	47831	47508	50418		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
4419	"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ..."	18	10	5	25	16	5	4	25	22	20	26	12	9	21	31	3	7		7089	8890	9100	9627	8891	9654	13264	13068	9917	8171	8597	8760	8601	9391	7584	8028	8460		843	604	991	2126	1942	2010	3570	4759	4700	6461	8525	7360	11572	12923	17185	17156	11436	
1902	"Pasta, whether or not cooked or stuffed with meat or other substances or otherwise prepared, ..."	0	0	0	0	0	0	8	70	69	88	39	20	0	0	0	0	7		76392	89790	113746	137458	134470	137500	150293	206171	187808	191327	216164	230541	225303	238261	218078	200762	216564		443	578	875	1584	2239	2533	2954	4423	4608	5217	6047	6118	7722	14698	9261	7871	9004	
2617	"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ..."	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	3	7		70	34	45	310	93	795	1090	273	257	717	997	710	194	105	129	120	175		219	189	0	64	2	4	11	16	22	352	110	193	232	189	132	136	1430	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	83	178	30	0	0	0	1	0	1	7	1	1	1	1	0	2	7		11931	19972	19588	18577	16354	14106	15879	15229	10983	11157	15106	10643	11532	11835	9843	8360	8446		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	19	4	5	2	0	0	1	2	2	1	0	1	0	1	0	0	7		133	150	153	252	264	341	242	375	335	606	1646	536	475	619	618	872	778		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
5506	"Synthetic staple fibres, carded, combed or otherwise processed for spinning"	20	46	232	1097	1214	1316	2271	870	400	176	657	459	184	76	108	21	7		21716	16767	16819	22065	27482	29560	30905	19888	13058	13925	25304	26956	19701	23282	17629	15219	17297		4329	8034	8384	9313	12563	13014	12632	14151	11979	15986	24516	23289	20403	22066	16220	15417	18645	
2509	"Chalk"	497	617	1085	1482	1629	1815	1488	1464	741	538	230	2	60	73	21	2	7		30792	29385	37991	42267	42101	44878	48253	46521	38220	38842	39137	36694	38476	32109	27705	24210	19050		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
7316	"Anchors, grapnels and parts thereof, of iron or steel"	1	0	0	0	0	2	9	47	26	7	1	5	1	2	3	7	8		987	1294	8838	2416	5415	3117	5707	4293	3145	4091	5468	2878	3429	4532	3037	29789	4912		347	356	423	806	1248	2540	2660	2229	1912	931	613	837	381	673	456	490	345	
