Product code	Product label	Turkey's imports from Iran, Islamic Republic of-Value in 2001	Turkey's imports from Iran, Islamic Republic of-Value in 2002	Turkey's imports from Iran, Islamic Republic of-Value in 2003	Turkey's imports from Iran, Islamic Republic of-Value in 2004	Turkey's imports from Iran, Islamic Republic of-Value in 2005	Turkey's imports from Iran, Islamic Republic of-Value in 2006	Turkey's imports from Iran, Islamic Republic of-Value in 2007	Turkey's imports from Iran, Islamic Republic of-Value in 2008	Turkey's imports from Iran, Islamic Republic of-Value in 2009	Turkey's imports from Iran, Islamic Republic of-Value in 2010	Turkey's imports from Iran, Islamic Republic of-Value in 2011	Turkey's imports from Iran, Islamic Republic of-Value in 2012	Turkey's imports from Iran, Islamic Republic of-Value in 2013	Turkey's imports from Iran, Islamic Republic of-Value in 2014	Turkey's imports from Iran, Islamic Republic of-Value in 2015	Turkey's imports from Iran, Islamic Republic of-Value in 2016	Turkey's imports from Iran, Islamic Republic of-Value in 2017	Iran, Islamic Republic of's exports to world- 	Iran, Islamic Republic of's exports to world-Value in 2001	Iran, Islamic Republic of's exports to world-Value in 2002	Iran, Islamic Republic of's exports to world-Value in 2003	Iran, Islamic Republic of's exports to world-Value in 2004	Iran, Islamic Republic of's exports to world-Value in 2005	Iran, Islamic Republic of's exports to world-Value in 2006	Iran, Islamic Republic of's exports to world-Value in 2007	Iran, Islamic Republic of's exports to world-Value in 2008	Iran, Islamic Republic of's exports to world-Value in 2009	Iran, Islamic Republic of's exports to world-Value in 2010	Iran, Islamic Republic of's exports to world-Value in 2011	Iran, Islamic Republic of's exports to world-Value in 2012	Iran, Islamic Republic of's exports to world-Value in 2013	Iran, Islamic Republic of's exports to world-Value in 2014	Iran, Islamic Republic of's exports to world-Value in 2015	Iran, Islamic Republic of's exports to world-Value in 2016	Iran, Islamic Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5106	"Carded wool yarn (excluding that put up for retail sale)"	56	0	163	491	497	661	925	460	228	287	237	220	223	221	56	38	37		973	705	738	885	1116	1245	1311	433	153	126	328	319	168	543		180	91		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
4408	"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ..."	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	40		84	30	118	252	419	449	314	381	78	44	0	2	0	213		125	52		2597	5192	7632	12377	13144	15999	26086	32532	20291	27867	38303	39409	41153	47666	48648	41430	48752	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40		290	430	220	151	321	121	462	208	100	24	386	226	238	45		42	72		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	1	7	39	48	97	22	0	19	0	4	15	26	37	67	41		88	94	305	161	134	209	244	88	133	116	108	270	578	4212		12809	1699		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41		708	883	1081	1772	5378	12671	13469	15486	17529	19440	47553	71529	64743	53123		99903	2693		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
8463	"Machine tools for working metal, sintered metal carbides or cermets, without removing material ..."	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	41		19	69	236	50	46	148	144	760	2870	179	239	87	339	206		762	164		18276	16996	27489	60468	53451	80120	56304	87408	33102	50799	103850	57631	61980	71619	52763	64912	57111	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	0	0	0	2	2	0	0	0	0	0	0	0	0	27	31	19	42		123	65	87	163	185	487	167	208	109	279	155	60	319	379		868	249		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
0910	"Ginger, saffron, turmeric "curcuma", thyme, bay leaves, curry and other spices (excluding pepper ..."	0	94	86	61	9	44	12	15	2	1	5	72	36	84	46	109	42		52171	54080	67036	92809	93808	87988	51890	93881	181975	333778	370629	422319	204794	232914		287648	115453		780	2055	1228	1026	1895	2094	6767	5120	4259	8005	5869	9297	10636	11660	14348	14494	16112	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	0	0	0	87	0	37	12	1	0	0	0	0	20	8	42		294	193	927	3874	152	692	543	332	538	121	142	234	858	1348		19124	1148		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
2832	"Sulphites; thiosulphates"	55	0	4	2	2	0	0	17	115	8	11	146	69	96	268	212	42		132	36	12	61	50	54	37	77	58	50	31	36	10	59		19	81		454	645	744	1001	1400	1014	1610	2034	1124	1445	1101	1147	1294	1098	1215	1294	1259	
1302	"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other ..."	0	0	9	14	13	3	0	0	0	63	6	9	8	20	56	0	42		5158	7635	8103	8456	8616	14427	18738	42507	41801	28532	46574	40788	43481	46335		42910	23702		18008	24465	36662	39252	36106	27488	18988	22954	24654	29375	33538	34455	38870	36608	34213	35593	37367	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	6	0	0	0	0	0	0	0	70	27	82	169	113	131	0	22	43		1896	2095	2303	1686	1618	5992	1779	2979	2117	1191	2097	1725	2026	2202		3284	2380		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	50	0	0	11	0	0	12	0	6	0	5	176	105	6	35	14	43		701	1492	486	576	1160	1836	1052	1762	2295	3581	3939	4892	6184	3621		2039	348		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	2	558	116	376	132	152	0	0	6	0	369	733	1344	1079	756	44		530	280	1497	1348	1133	767	1438	2223	2153	2090	1003	1197	2661	2792		2404	4422		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
2942	"Separate chemically defined organic compounds, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45		10	4	3	0	111	6	139	13	35	12	38	10	54	330		89	57		1063	1020	1703	2260	6354	9667	12594	15093	7511	5527	6292	6238	7198	4591	4497	6135	4731	
5504	"Artificial staple fibres, not carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	45		0	0	0	32	2	5	2	0	171	275	11	834	1427	1885		63	69		77934	112770	144441	205902	192504	260699	435972	412925	399497	567085	689956	632905	512921	485351	479219	540988	547377	
4804	"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	45		15	534	526	339	815	787	468	127	102	146	53	75	43	366		1860	337		47706	70791	125541	148746	165415	207564	253288	291974	224887	353500	397686	354520	409637	420801	344183	321218	356249	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	10	1	10	0	4	0	21	31	17	32	43	45	84	23	41	47	46		383	1051	1809	1332	638	629	526	947	1831	2581	1837	285	226	124		1867	132		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
8511	"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ..."	2	1	1	30	3	48	106	77	0	13	3	0	38	1	16	0	47		84	672	90	1230	145	477	500	844	624	930	768	196	873	242		646	69		50317	73518	98658	142607	155038	158219	172056	197509	157887	201164	247675	229994	229961	222596	221264	231753	260472	
7020	"Articles of glass, n.e.s."	0	0	0	0	24	9	0	0	0	0	0	0	0	0	272	26	47		632	1882	2233	1850	744	652	552	334	183	263	102	853	566	584		612	98		1577	2589	3648	7196	8141	8665	9959	12712	10190	12115	13962	13194	19286	28109	24419	23713	19811	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	0	0	221	138	107	46	12	67	52	61	382	231	70	5	1	0	48		116	712	1382	3445	3405	4278	3576	2734	1113	5944	673	515	904	7458		181	850		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
1006	"Rice"	0	0	0	0	0	189	0	0	0	15	38	0	470	56	77	90	48		180	114	153	101	319	314	3638	3139	739	36	3695	460	1587	808		546	915		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
5607	"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ..."	0	0	0	0	0	0	255	310	0	0	33	0	118	116	29	84	48		701	1975	2325	1792	4517	8325	10432	11938	7187	7796	15648	23009	20888	19009		22202	1347		2072	3858	7284	9678	9886	9490	13031	18547	8038	10289	12954	12093	14539	14309	15268	15517	16118	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	1678	2050	3405	2543	3293	2350	3382	2758	1460	1248	1062	1345	850	2313	925	74	49		537243	535259	537632	498293	463823	439889	398322	422485	494880	557377	559271	427438	315447	330627		360073	127410		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
8429	"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ..."	0	0	0	6	0	0	0	0	0	0	31	0	0	0	0	0	50		6207	4154	1294	3314	1063	4824	1130	2263	148	140	85	6419	4825	2307		67	347		138882	130680	231161	468897	817429	1076342	1188379	619935	437989	785606	1266183	1339147	1267814	1027980	995529	1067584	1028993	
8428	"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics ..."	0	23	1	0	0	15	0	0	63	6	0	1	25	2	17	60	50		179	598	582	873	516	1525	1645	978	1115	940	1457	3075	1644	966		1597	340		54682	56114	64594	108411	165152	227157	295839	351708	266614	331491	395154	471554	616779	550097	534149	634001	677973	
9706	"Antiques of > 100 years old"	3	0	0	0	0	0	0	10	4	0	115	253	41	0	0	0	51		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7524		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	0	0	0	0	0	0	0	6	0	24	20	113	35	33	52	55	52		57	21	0	2	5	345	234	379	555	904	1225	1459	5669	11984		6682	168		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	4	0	3	0	0	0	0	24	0	82	5	0	11	36	8	5	56		51	226	509	414	2154	784	1264	2118	3225	2595	3559	6699	3913	2716		5217	1141		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
6911	"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ..."	214	271	235	612	1433	1497	1720	1983	3172	1635	2934	1386	1448	510	186	662	57		2754	2488	2232	3127	4333	3303	7083	27605	24446	16232	27879	27530	16036	12491		10454	778		8449	11138	19233	24621	44621	90409	121999	123753	91190	127824	146490	135058	147327	201072	200728	130895	121785	
9607	"Slide fasteners and parts thereof"	0	1	0	0	0	0	0	28	2	0	0	83	3	16	30	105	57		581	20	1	1	4	4	3	0	6	8	1	0	0	0		32	59		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	58		0	0	3	63	105	115	4	37	261	124	0	0	20	181		322	492		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
6310	"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61		2	7	3	1	0	11	9	0	0	2	38	3	41	88		18	61		242	528	741	857	1405	2136	3462	2226	2475	8238	14580	7865	5286	7602	6801	8225	14765	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	0	0	0	0	0	1	0	0	0	0	1	0	23	1	4	0	62		1066	226	522	381	376	269	1013	1686	1965	3347	4172	7972	9503	6953		9744	226		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
3909	"Amino-resins, phenolic resins and polyurethanes, in primary forms"	0	73	424	811	531	865	428	2	16	16	0	534	2838	414	143	110	63		1664	2659	4621	17876	14009	13467	11722	14516	15372	16453	7544	5642	6890	7501		7745	1185		62946	87770	103726	137923	158649	265303	366943	388156	286319	367758	493142	511605	554428	534336	447222	410734	553888	
8537	"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus ..."	0	0	114	189	0	0	0	0	3	58	5	710	202	2	27	35	64		3075	8296	6754	8682	13118	13276	3325	5648	10055	18619	26622	44231	35518	30357		6243	1727		78029	127932	136927	152660	161004	222503	347690	441167	382259	508221	555179	547648	820926	776583	733931	816437	944664	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	64		2	6	62	24	75	90	60	103	74	86	15	15	47	86		121	690		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
3403	"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ..."	0	0	0	0	0	14	330	908	13	633	161	117	78	0	0	0	64		138	207	230	953	810	2359	410	533	536	313	286	947	489	1063		102	2816		35496	46553	61886	78975	86295	108534	151624	182741	123649	137549	167671	144388	169061	162748	141443	136005	150734	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	42	6	0	5	1	67	220	228	3518	6270	695	216	94	98	72	20	66		1200	850	3037	2657	3433	5701	4144	1187	1412	2109	2399	3018	3519	2703		5367	1465		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	18	37	7	18	6	0	0	0	6	36	11	33	231	10	4	20	66		3114	504	310	162	303	757	1488	1523	271	212	223	478	419	205		179	520		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	0	0	0	0	0	4	0	0	0	1	0	1379	237	19	100	5	68		3008	5877	6186	11751	10930	21404	35882	45100	134817	125361	96952	187251	140479	199924		222158	9694		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	0	0	107	0	0	0	0	0	0	12	0	1	14	0	2	72	68		582	1051	1787	1820	2439	2084	1974	1912	2775	5338	6292	4924	3571	3595		3037	369		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	0	0	0	0	0	0	575	207	827	759	6288	3071	1021	2170	0	14	68		9045	4600	5803	12317	38832	40880	13712	10479	22311	16950	166242	136547	150226	167965		75119	6438		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
1105	"Flour, meal, powder, flakes, granules and pellets of potatoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68		0	6	1	0	3	1	0	0	24	0	27	125	332	0		96	76		158	260	196	115	180	169	215	421	184	275	479	2318	3426	2413	2313	2897	3326	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	7	0	0	27	163	28	0	0	15	1088	2	6	3	7	0	52	69		14	66	59	37	388	152	59	111	72	68	0	25	144	160		73	89		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	0	0	0	0	0	0	0	0	0	191	0	319	959	2101	436	71		353	1409	1203	450	699	1269	877	1358	1606	1869	674	737	373	2534		142	165		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
5205	"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ..."	1	0	0	2	0	0	0	0	0	61	0	0	0	0	0	0	72		5224	2391	2880	1114	355	142	27	14	15	25	6	19	16	35		0	72		81461	127453	232316	249014	258543	286348	547003	407478	276276	545001	495057	334389	435078	439525	383812	444396	571180	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	8	0	0	6	0	785	86	0	37	0	0	1	1	0	19	18	74		428	720	869	2779	2326	6402	9674	8112	5413	7825	10915	9051	8999	24406		27293	370		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
0805	"Citrus fruit, fresh or dried"	0	0	0	0	0	0	11	33	12	88	314	0	2	0	0	1	75		5594	5085	6088	15771	22687	34026	21370	23103	15192	29557	28793	55331	15063	5676		4418	841		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
1206	"Sunflower seeds, whether or not broken"	6	0	0	0	0	5	15	6	15	0	0	83	35	0	6	4	78		29	41	224	74	179	55	1287	1315	307	634	1470	923	618	1793		1810	202		42707	42008	153335	157376	161759	116520	260166	365145	240620	349690	589577	443959	474002	406155	237984	263005	356471	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	1	0	65	5	1	135	0	74	5	18	53	34	117	118	59	156	78		681	13557	3091	3801	4489	6444	6680	6847	29798	30972	17004	41262	38196	11884		16996	13432		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	28	7	6	16	0	7	138	98	35	552	28	302	12	105	0	71	79		2708	963	863	718	1259	2799	3923	4862	2850	4798	3182	11436	5833	6996		6694	2487		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	0	14	19	23	136	0	0	0	0	0	0	0	0	0	0	0	79		2602	7998	12868	11250	14582	18103	12508	13100	4781	3518	3735	5384	4730	4951		1501	169		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
7325	"Articles of iron or steel, cast, n.e.s."	0	0	0	0	0	1	4	0	0	0	0	22	97	27	0	17	80		13657	7787	11234	1652	15387	2330	5193	5718	3650	23053	29136	26272	22821	21841		37125	19978		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	78	0	5	0	0	0	0	0	0	6	7	0	0	0	0	12	81		8087	7698	13339	16719	26293	27388	23932	36313	15763	16393	20130	19976	16068	17383		4099	8159		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	0	0	0	8	0	2	0	7	0	17	26	0	65	32	24	18	83		1	25	7	2	22	247	1400	1876	1294	583	266	174	2252	3956		1769	224		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	10	1	37	50	193	219	389	210	128	170	184	88	37	0	6	63	85		7317	5055	8233	10002	7359	16034	13771	10033	21198	15194	16088	10303	10991	9190		5058	985		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	62	50	32	0	29	0	1389	2216	530	86		0	38	45	5	33	83	32	0	2	0	10	0	50	197		580	401		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	0	39	55	0	0	0	0	0	0	96	74	74	59	7386	3936	0	96		2	513	56	895	187	6517	1493	1164	456	976	2215	3830	7413	19657		17144	114		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	0	0	0	0	0	0	0	8	0	55	0	0	0	0	0	0	97		19657	17178	28298	4815	5123	5199	5259	15955	14305	14856	1004	17007	15037	10133		12187	4964		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
2801	"Fluorine, chlorine, bromine and iodine"	0	1	0	0	0	0	0	0	0	0	22	0	0	12	98	121	98		17	20	58	34	175	94	45	115	165	111	903	741	531	7616		7372	6722		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	0	0	0	0	0	192	81	56	577	13	195	482	64	211	64	863	102		6735	10614	1531	10870	12956	33876	64850	15693	16390	4884	6364	8897	7790	5889		997	956		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8302	"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, ..."	1	0	0	3	0	6	1	2	14	146	520	119	28	54	18	12	105		4799	6863	8750	9804	6865	8143	4446	3806	10329	3763	3095	3418	1973	1992		3104	463		43794	62779	95105	150241	178210	217879	276466	302822	219382	316019	371464	356694	403659	444765	401401	386091	426597	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	0	0	5	1	0	0	0	0	0	0	0	0	0	5	9	45	106		124	3542	2559	272	652	1063	429	454	685	343	128	4	165	179		40	331		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	0	0	29	61	0	1	2	146	1112	1010	26	156	32	182	1	0	107		50	65	38	119	23	151	108	283	890	632	178	192	119	250		148	236		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
8438	"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ..."	24	15	268	112	68	612	102	204	343	423	193	29	267	435	297	29	109		1112	1811	3767	4118	3623	4062	3559	5200	9362	8785	18213	15566	17680	11930		14305	2726		26119	45870	62767	116989	94818	214103	184964	229166	121255	181457	241543	261300	320576	264709	251299	167892	153487	
8517	"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other ..."	8	0	0	17	0	1	0	7	1	34	0	2	13	107	110	119	109		5506	2725	3758	3998	6902	27228	945	1193	1236	513	19717	625	782	2091		3264	4877		321671	138738	179029	367221	485608	457535	2533076	2356545	2146056	2533130	2918347	2830607	3950656	4420076	4674820	4750825	4284907	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	16	0	7	0	0	30	231	144	109	58	77	353	106	74	122	115	112		356	272	109	169	4262	12293	10161	3085	157	194	786	786	1117	883		713	162		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	56	45	19	44	145	46	35	803	1208	534	337	2513	1627	182	323	1686	112		20988	35152	38095	37099	59802	90818	79964	67654	146480	139936	141123	177654	187720	173429		206445	9232		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
8421	"Centrifuges, incl. centrifugal dryers (excluding those for isotope separation); filtering or ..."	0	4	2	1	2	0	10	4	1	15	72	31	4	29	131	1	113		372	629	660	1722	1982	2077	5935	2763	3114	9828	4123	2866	4601	13428		4478	3090		151026	250699	266274	339869	382319	532201	732520	808791	698784	743053	921241	880763	1106874	958780	1012030	1015701	1142297	
