Product code	Product label	Turkey's imports from Iran, Islamic Republic of-Value in 2001	Turkey's imports from Iran, Islamic Republic of-Value in 2002	Turkey's imports from Iran, Islamic Republic of-Value in 2003	Turkey's imports from Iran, Islamic Republic of-Value in 2004	Turkey's imports from Iran, Islamic Republic of-Value in 2005	Turkey's imports from Iran, Islamic Republic of-Value in 2006	Turkey's imports from Iran, Islamic Republic of-Value in 2007	Turkey's imports from Iran, Islamic Republic of-Value in 2008	Turkey's imports from Iran, Islamic Republic of-Value in 2009	Turkey's imports from Iran, Islamic Republic of-Value in 2010	Turkey's imports from Iran, Islamic Republic of-Value in 2011	Turkey's imports from Iran, Islamic Republic of-Value in 2012	Turkey's imports from Iran, Islamic Republic of-Value in 2013	Turkey's imports from Iran, Islamic Republic of-Value in 2014	Turkey's imports from Iran, Islamic Republic of-Value in 2015	Turkey's imports from Iran, Islamic Republic of-Value in 2016	Turkey's imports from Iran, Islamic Republic of-Value in 2017	Iran, Islamic Republic of's exports to world- 	Iran, Islamic Republic of's exports to world-Value in 2001	Iran, Islamic Republic of's exports to world-Value in 2002	Iran, Islamic Republic of's exports to world-Value in 2003	Iran, Islamic Republic of's exports to world-Value in 2004	Iran, Islamic Republic of's exports to world-Value in 2005	Iran, Islamic Republic of's exports to world-Value in 2006	Iran, Islamic Republic of's exports to world-Value in 2007	Iran, Islamic Republic of's exports to world-Value in 2008	Iran, Islamic Republic of's exports to world-Value in 2009	Iran, Islamic Republic of's exports to world-Value in 2010	Iran, Islamic Republic of's exports to world-Value in 2011	Iran, Islamic Republic of's exports to world-Value in 2012	Iran, Islamic Republic of's exports to world-Value in 2013	Iran, Islamic Republic of's exports to world-Value in 2014	Iran, Islamic Republic of's exports to world-Value in 2015	Iran, Islamic Republic of's exports to world-Value in 2016	Iran, Islamic Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	1	1	3	4	0	0	0	0	0	0	0	13	2	3	0	0	0		445	422	811	625	994	1629	3027	10051	15470	12978	12354	10185	10595	10561		6905	260		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	331	0	0	5	0	0	0	0		1602	589	8520	3271	6845	33877	37431	29340	76715	153491	106046	140862	88569	170740		139159	17545		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	2	14		0	1		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0		2	1	4	0	3	0	1	11	1	0	0	0	7	16		9	14		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	1		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1005	"Maize or corn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	9	0	10	522	1224	45	7	8	1	34	0	22		18	26		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0		1788	9	14	2	1681	1974	13345	8619	2246	32586	7192	14402	13395	7268		6911	383		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		1011	662	1046	283	729	946	1265	940	642	670	761	628	50	39		70	19		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	27	17	50	24	67	7	33	28	14	26	26	291		40	5		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1505	"Wool grease and fatty substances derived therefrom, incl. lanolin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	49	0	0	0	0	0	0	0	2	0	0		49	10		534	553	739	792	868	967	936	1264	933	1300	2002	2031	2235	1910	1935	777	1161	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	0	0	0	0	0	0	0	0	0	0	0	1	0		4			7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	586	1063	3743	4509	14844	23716	31580	38402	30522	8871	14589	2495	2496		8908	712		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1804	"Cocoa butter, fat and oil"	0	0	0	0	0	0	0	0	0	0	0	0	4175	805	0	0	0		0	0	36	0	2186	34	81	0	12	0	0	0	13226	2030		5461	2573		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	233	0	0	0	0	0	0	2	0		0			0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
1904	"Prepared foods obtained by the swelling or roasting of cereals or cereal products, e.g. corn ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1862	1887	9195	5272	12079	24966	21804	11827	12787	14418	11810	19977	40441	55112		44787	401		5547	8934	15184	19002	16624	19550	20619	23557	26724	32342	31102	9763	10205	10297	7914	9094	9574	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		723	459	1862	3536	6668	13827	31612	74584	111252	86712	158934	221108	141167	86638		120639	161		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10	0	55		0	1074		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		511	428	718	217	827	1130	1804	2392	1917	1758	2356	2929	2726	3754		4389	246		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2509	"Chalk"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		1618	1760	1864	1927	1405	392	720	516	426	164	768	20	12	23		11	2630		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	0	0	0	222	0	0	0	1	0	0	0	0	0		94	179		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	158	0	0	0	240	0	0	0		0			0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0		3394	1722	3280	3060	4140	36033	36794	42455	24513	24370	58492	32558	46141	50896		46086	80208		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2812	"Halides and halide oxides of non-metals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	4	8	9	0	10	0	0	1	0	0		0			828	466	306	451	525	1093	997	1338	1621	890	1168	1358	1925	2020	1506	1327	1874	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	6	0	0	10	0	0	0	0	0	7		2			2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	2	0		4	0	0	14	0	0	0	18	316	356	551	132	30	27		2	4		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
3405	"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ..."	0	0	0	5	0	119	89	29	37	0	0	0	0	1	0	0	0		965	976	2007	2595	2674	1601	571	942	550	314	208	271	240	366		307	235		4201	5250	6167	7120	8673	9202	11855	12697	11018	14005	18092	16787	18218	17888	15594	14846	14504	
3406	"Candles, tapers and the like"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		224	164	147	63	61	39	40	53	100	1041	48	203	71	135		84	3		673	1317	2140	4135	4799	4851	6611	5787	6340	6821	7664	7796	10626	9131	9183	7919	7072	
3606	"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ..."	0	0	0	0	0	51	238	154	47	16	15	79	42	0	37	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			268	494	365	436	800	897	1730	1695	1264	1321	1763	2684	3155	3212	3413	3020	3260	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	62	7	0	0	12	0	0	2	99	196		72			41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
3703	"Photographic paper, paperboard and textiles, sensitised, unexposed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		1			18143	18181	19687	23369	24027	24523	19634	15425	13551	14937	16184	15010	13756	12331	10898	10756	10323	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		74	0	2	0	0	20	0	0	0	0	0	0	0	0		0	10		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
2849	"Carbides, whether or not chemically defined"	0	0	0	0	0	0	0	130	330	380	927	294	1105	2161	683	229	0		202	116	139	821	373	801	1067	2450	1230	2955	2382	1840	1639	2259		718	517		1667	3289	4176	6606	8350	7541	7275	11994	7145	10937	13714	9922	11044	13743	12526	17372	20732	
2850	"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	9	0	1210	1046	1642	1085		1			147	177	228	234	317	345	440	277	678	851	874	553	1228	1190	1009	1186	1378	
2902	"Cyclic hydrocarbons"	7382	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0		105984	95052	176005	198086	353603	243243	579119	971510	884527	617158	1334717	1042491	1131131	1675824		1331171	237531		92530	89885	112701	218794	235508	243841	300490	307224	239536	377706	570751	610071	634940	578759	486336	457182	558919	
2910	"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	18	0	0	1	0	0	0	13	3		0	8		2728	3774	5017	4611	2274	1159	1619	2302	1284	1595	2608	3087	4599	5237	4123	3180	4150	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	272	1		0	1		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
4017	"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0		7	596	362	224	286	1000	522	122	123	76	113	70	277	192		102	27		363	444	612	765	1136	1361	1669	1669	1275	2023	1523	864	1517	1555	1226	1236	1273	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	0	0	0	0	0	0	0	0	0		0			444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	0	0	0	0	0	0	0	0	0	0	0	0	0		0			2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4417	"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0		0	9	0	8	3	29	1	4	25	3	34	691	2233	1231		1141			223	221	204	423	718	981	909	1099	928	1275	1555	1721	2280	2159	2813	2829	2300	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	0	0	0	0	0	0	0	0	0	33	0	62	20	0	0	216	0		21	188	479	2657	18	10	2	202	863	330	89	122	66	9		97	1		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	4	0		0	0	114	0	0	49	5	0	1	0	0	0	0	0		28			28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0		211	212	191	132	55	203	23	35	40	8	77	67	138	142		293	18		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
4903	"Children's picture, drawing or colouring books"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	5	0	0	1	0	35	5	0	0	0	0		10			49	82	179	527	576	902	1363	1156	1467	2165	2992	4111	2457	3091	2916	3035	4159	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	11	0	0	22	96	0	7	46	15	0	21	79	143	0	0	0	0		6368	4224	5331	7183	4902	5753	3971	5363	2507	3910	2832	3180	2383	3466		5147	1		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	8	0	0	0	0	0	4		0			1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		44	0	0	0	13	187	25	14	69	299	295	0	0	32		35	17		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1	5	0	0	0	1		0			28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	0	0	0	108	0	0	0	0	18	0	0	0	0	0	0	2	0		37	34	29	107	8	22	0	0	0	0	237	7	16	4		184	227		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
5901	"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	27	0	0	473	39	0	0	0	57	16	151	1062	158		19	1		691	1077	1280	1224	1477	1316	1880	2397	1937	3063	4412	4159	4776	4026	1806	1236	1399	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		85	1	0	0	0	17	0	0	0	0	0	0	0	11		0	1		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0		0	21	2	3	157	2	99	182	11	57	99	34	33	66		28	27		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	27	2	1	165	16	0	0	0	6	0	0	38		3			0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
6106	"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0		281	417	351	3198	9871	6247	2529	1176	1234	955	56	150	57	60		179	2		2221	2498	5114	11190	11904	16370	26113	41999	35156	44911	44390	27794	34250	28607	24631	17915	15236	
6115	"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ..."	0	0	0	0	1	1	0	0	23	26	0	0	4	5	0	0	0		25544	10286	19162	16434	9305	9779	8987	12258	16229	10611	8460	7443	6281	6846		6335	40		4550	4748	6618	10640	12074	20330	28414	33700	28315	46017	61128	56091	48534	41742	35755	38026	33357	
6212	"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, ..."	43	53	226	0	48	31	91	43	15	0	0	0	0	0	0	15	0		278	1032	1248	249	77	969	373	445	212	97	48	168	38	48		18	9		6178	9500	15125	21201	19568	31632	67937	76777	69929	92147	117926	34678	43585	49938	41844	43437	56715	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	0	13	23	17	0	0	0	0	0	0	0	0	4	0	0	0	0		9185	12050	29041	26147	9100	8278	9490	12876	26483	15410	8191	9570	8384	5639		2365	12		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	0	1	0	0	35	5	0	214	73	111	215	107	149	70	69	37	0		74	91	135	179	903	127	115	96	475	210	443	665	285	878		1468	142		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		37414	18751	21011	5898	9063	9400	12269	7033	8334	8266	9240	7085	44737	12045		18802	300		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	0	0	0	0	2	0	0	0	0	0	0	3	25	0	0	0	0		868	996	2568	2008	2721	1345	2374	3039	1280	487	439	1048	921	633		1378	222		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	93	3	0	0	0	0	0	0	0	0		0			1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	0	0	14	202	111	224	86	96	100	69	73	20	0	4	1	0	0		3305	1845	2367	8957	4865	6543	2493	3144	15682	14906	7935	5444	3579	4330		5398	394		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	2	5	0	0	0	0	4	0	0	0	2	0	0	0	0		29	13	59	488	183	1843	368	64	4	76	83	80	23128	34278		5608	30		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	1	38	19	14	77	76	0	0	0	0	0		0			72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	0	0	0	0	5	0	1	1	0	2	0	0	0	0	0	0	0		2	0	0	0	1446	1037	4	1	0	0	9	34	2	0		1			1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0		9	0	0	0	42	14	0	24	49	552	71	0	406	222		134	320		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0		1	0	1	476	3643	4215	12052	27014	30849	22403	47021	14595	338	1061		5398	5		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
7215	"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further ..."	0	0	0	0	0	0	0	0	29	0	0	0	499	237	0	0	0		0	241	50	151	47	226	354	213	14	125	1213	210	220	305		298	1524		8288	10786	18270	31548	36738	41512	57000	61122	43658	62332	90145	67463	71752	68645	47768	30252	38398	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	0	0	101	0	0	1	0	0	0	0	0	0		973	1304	790	720	810	1443	1630	3797	4058	4380	6119	6141	6402	9301		8470	13		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		261	152	153	860	724	579	326	623	305	282	14	23	560	129		5613	5		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0		585	569	1359	1973	1032	1725	541	1173	2468	2310	2739	3132	1817	5116		810	11		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0		21	89	28	33	5726	109	102	45	144	77	75	70	72	299		185	16		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	1230	2076	2994	1601	2266	7887	7616	8906	6974	14691	12026	13074	13563	9640	3457	0	0		8611	11310	7269	4273	27457	36214	36031	30387	18841	50880	45051	27530	20585	14646		4996	2423		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	30	14	0	0		15	11	21	28	40	62	191	110	6	549	38	89	4	92		114			604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0		3300	791	4712	1459	4708	1062	1670	1526	1502	1838	3064	694	1469	531		179	225		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	20	5	0	0	0	0	0	0	0	0	0	0		2			1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
7907	"Articles of zinc, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		257	370	227	184	561	2724	438	374	821	209	63	136	47	27		59	34		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	1	0	0	0	0	0	0	0	0		0			0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	16	0	0	0	0	0	0	0	0		0			8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		191	0	1	1	5	4	0	0	0	0	0	0	0	0		0			2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
