Product code	Product label	Turkey's imports from Japan-Value in 2001	Turkey's imports from Japan-Value in 2002	Turkey's imports from Japan-Value in 2003	Turkey's imports from Japan-Value in 2004	Turkey's imports from Japan-Value in 2005	Turkey's imports from Japan-Value in 2006	Turkey's imports from Japan-Value in 2007	Turkey's imports from Japan-Value in 2008	Turkey's imports from Japan-Value in 2009	Turkey's imports from Japan-Value in 2010	Turkey's imports from Japan-Value in 2011	Turkey's imports from Japan-Value in 2012	Turkey's imports from Japan-Value in 2013	Turkey's imports from Japan-Value in 2014	Turkey's imports from Japan-Value in 2015	Turkey's imports from Japan-Value in 2016	Turkey's imports from Japan-Value in 2017	Japan's exports to world- 	Japan's exports to world-Value in 2001	Japan's exports to world-Value in 2002	Japan's exports to world-Value in 2003	Japan's exports to world-Value in 2004	Japan's exports to world-Value in 2005	Japan's exports to world-Value in 2006	Japan's exports to world-Value in 2007	Japan's exports to world-Value in 2008	Japan's exports to world-Value in 2009	Japan's exports to world-Value in 2010	Japan's exports to world-Value in 2011	Japan's exports to world-Value in 2012	Japan's exports to world-Value in 2013	Japan's exports to world-Value in 2014	Japan's exports to world-Value in 2015	Japan's exports to world-Value in 2016	Japan's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	0	0	0	0	0	0	0	0	0	0	3	18	26	8	1	10	7		49	88	96	69	49	66	179	154	148	164	187	135	1068	126	86	163	252		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	3	0	24	111	240	148	165	40	69	287	976	117	110	143	597	6	7		82755	96363	100801	121405	144011	149456	191845	256086	226335	400350	367994	282082	223988	207622	189335	190787	201930		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
7325	"Articles of iron or steel, cast, n.e.s."	1	0	1	25	0	0	11	0	0	1	51	3717	11	18	291	7	7		9849	14436	18571	16622	21031	25543	46413	90949	93669	110736	133511	145658	151342	121733	78104	37646	40735		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
3925	"Builders' ware of plastics, n.e.s."	27	7	6	11	12	116	1729	1515	375	295	388	72	2	38	226	49	8		26813	20463	26646	32683	29472	36845	33470	36713	35495	40260	57623	54398	54201	42128	44198	47767	58842		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
2617	"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	8		96	36	1105	404	86	134	1503	824	41	60	5619	843	54	0	7	4	11		219	189	0	64	2	4	11	16	22	352	110	193	232	189	132	136	1430	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	3	0	12	13	13	2	5	13	16	14	10	1	30	17	5	7	8		18636	16260	14721	15356	15744	18987	22974	27426	11689	19003	21004	14402	14452	13334	9889	9595	9408		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
7222	"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."	456	727	699	324	429	375	2918	1525	0	334	552	387	440	179	286	0	8		161116	179682	167620	193190	220200	231087	298327	356865	190742	307156	358179	298890	251786	259161	243870	229471	263220		12438	17125	26948	36839	52372	54266	90170	90497	56401	70403	106926	100748	97566	115389	108049	87295	97222	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	2	0	0	12	1	5	8		27984	29898	35817	44139	51568	54893	62908	77391	80700	101413	115888	117292	111794	112685	120177	149006	174633		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	0	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0	8		1892	2270	1912	4690	8220	9850	9308	30981	24547	14625	12204	4835	7787	15483	29568	32142	39141		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8		3431	4263	4711	3325	4404	1230	2061	3297	3575	3236	3993	4152	4192	4121	4948	2019	944		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	0	0	2	1	4	15	21	3	0	129	2	161	0	0	0	0	9		956	879	1090	743	744	1403	1966	2114	808	488	1408	714	725	4651	1266	1151	697		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	5	0	1459	594	68	729	180	2206	16	0	101	23	62738	145	95	12571	9		145754	130647	216385	276873	270417	271029	330536	320662	248023	294584	365744	394199	268175	266377	214333	174025	182249		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	31	86	27	32	33	42	14	9	0	2	0	2	2	2	3	5	9		23696	17339	12425	13848	9428	9637	10941	9384	6682	5927	6335	6914	4198	3756	3017	4402	2858		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
4013	"Inner tubes, of rubber"	9	1	0	30	18	20	50	60	9	13	3	0	0	4	6	3	9		4992	5131	5919	6734	5573	6481	6193	7687	2715	2756	3686	3322	2773	3366	3281	3348	3443		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	14	0	0	0	0	1	0	133	11	16	28	8	7	0	5	9	9		82564	139268	102922	116098	102716	49497	34268	5468	2643	4826	11811	5310	4798	2756	3325	3463	2372		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
9611	"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ..."	15	11	10	8	24	7	148	241	61	7	7	4	7	2	33	30	9		14924	13288	13370	12623	12389	12781	12960	13518	11246	12323	12246	12585	11361	10892	9705	9876	8679		853	1253	1523	2000	2495	1668	2204	2561	1708	1862	2116	2044	2026	2298	1865	1520	1718	
4205	"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ..."	1	3	13	2	1	2	3	3	2	4	5	4	2	3	1	0	9		3799	4898	4904	5261	4758	5999	6882	6397	3328	7694	9486	7571	5702	5811	2789	2698	2284		3506	8664	12694	11698	11608	11011	14936	18626	13873	16381	16851	16255	23974	29795	27811	28195	28234	
9404	"Mattress supports (excluding spring interiors for seats); articles of bedding and similar furnishing, ..."	0	3	0	2	2	0	0	7	7	2	1	170	53	2	6	6	9		9471	11629	14888	19925	12546	9578	12392	19574	19878	21747	30043	26701	20042	19851	29659	32504	38477		3434	2776	6541	12895	22284	34360	39058	45356	36089	63825	94937	90406	116099	127363	88189	59222	57701	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	3	2	7	9	12	95	33	21	4	2	2	3	772	1032	772	187	9		23490	28365	28275	23978	12377	10355	13079	13593	9908	12556	13578	15335	13114	5486	5910	19259	26325		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
2525	"Mica, whether or not rifted into sheets or splittings; mica waste"	0	0	0	0	0	0	0	5	5	23	29	7	21	7	10	8	10		3169	3494	3513	4675	6486	7404	7085	8674	7984	10535	11425	13323	10308	10392	9170	10797	11151		131	79	237	351	541	553	460	456	458	436	624	427	627	617	476	595	550	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	0	0	0	0	0	0	0	0	0	0	0	3	2	2	7	9	10		13462	10999	12166	15407	17788	21864	29522	35757	25606	27023	25996	27802	19152	17271	13330	12582	11870		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	4	5	0	2	0	0	0	1	0	2	3	1	1	4	7	10		28646	25016	32660	39501	39439	38411	38763	37544	59320	33472	35885	40755	38490	41752	38069	39429	42177		4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
7317	"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ..."	21	4	11	10	10	3	25	11	7	41	32	34	26	4	10	9	10		11013	11277	10934	13706	16317	13252	14389	12919	9440	11215	12101	9949	9065	9443	8692	7861	7105		1120	1752	2709	4416	3882	3803	10891	9416	5151	6204	9165	9217	10210	11441	10876	9933	11061	
4812	"Filter blocks, slabs and plates, of paper pulp"	0	1	5	0	6	4	15	0	10	8	0	0	5	0	7	1	10		124	334	223	394	1545	4192	1149	1047	1250	709	720	1079	614	359	323	472	634		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	0	0	5	1	0	0	0	4	0	1	0	0	0	2	4	16	10		200	340	365	338	569	673	422	575	533	1025	1438	1328	471	610	353	416	356		16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	3	25	0	1	17	0	145	32	31	20	3	1	1	6	4	7	10		47212	46885	51532	49822	47783	45751	45486	44425	42561	40595	43023	43153	38075	32338	23935	25070	22144		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	4146	548	258	0	0	0	1	0	0	5	3	25	40	1	4	0	10		394672	260499	196627	187844	187874	313307	350613	339275	335254	383428	372649	375784	356469	334900	269573	313743	338830		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
9114	"Clock or watch parts, n.e.s."	37	58	42	25	27	17	32	10	28	36	48	5	9	14	6	7	10		108494	89592	108343	108187	90899	76539	67732	77804	51469	82889	120085	122836	101070	99436	87895	77987	82522		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	0	6	1	0	1	11	1	5	0	2	0	1	54	3	2	1	11		1782	1714	2296	1854	2219	2594	5658	6231	3834	9095	6746	4464	5066	4906	8422	5522	4841		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
2202	"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening ..."	0	0	2	4	0	0	0	0	0	15	0	0	0	0	0	13	11		26980	36472	37141	46679	51814	58833	69997	105026	108132	136008	128009	151267	126579	150491	163111	178947	218711		6871	2161	5650	17818	11626	20891	30766	36974	30157	32542	49025	46922	68567	68388	71102	71794	72114	
9206	"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas"	36	96	90	62	124	146	118	108	72	153	139	58	55	28	16	26	11		20057	19205	21769	24961	21665	21628	24927	30416	22202	18695	21414	18059	16973	14386	13434	14889	13771		234	463	479	716	1217	1176	1344	1723	1056	1646	2047	1704	1500	1472	1067	1048	1080	
2507	"Kaolin and other kaolinic clays, whether or not calcined"	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11		2106	3125	2490	2261	2646	2626	3531	3411	2851	4334	5693	4604	3725	4612	3908	4909	5212		12234	16211	21217	25981	30489	34722	42195	46819	34461	47559	57459	57848	54797	60137	54765	47643	53568	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	3	9	6	20	5	0	33	15	21	11	10	4	11		889	1024	835	1527	1478	2289	1718	2620	2161	2136	2516	2689	2625	3363	3882	3314	4149		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	0	0	13	60	123	2	47	179	83	32	2	10	40	8	27	5	11		108244	99658	109696	119971	101366	90681	76018	79251	53308	55840	71821	68520	60163	65003	65229	68333	61399		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	9	0	4	0	0	0	1	3	3	2	0	0	2	9	5	14	12		1016	746	586	928	1072	1129	1451	1744	1439	2180	3045	3774	4084	3630	3802	4096	3064		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	4	2	0	18	29	1	1	1	0	0	1	14	13	14	30	1	12		3696	4963	5947	9006	12096	12985	14243	14846	11938	13912	15312	21219	17937	16661	11315	13938	15084		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	107	96	53	115	146	213	189	298	183	61	84	51	188	111	28	28	12		40204	39932	51226	55477	62808	69946	72297	75176	65484	77142	64713	70722	72373	67223	54697	59382	66947		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
6902	"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ..."	50	0	0	99	47	5	5	88	30	5	207	0	79	8	3714	32	12		60454	43254	49122	79223	67403	76708	99707	109004	110245	162688	150229	111692	134425	109353	95394	68227	59567		16733	37124	27593	36134	43931	85795	78570	97577	45326	57137	78409	102439	80835	85651	83953	51326	59099	
8470	"Calculating machines and pocket-size "dimensions <= 170 mm x 100 mm x 45 mm" data recording, ..."	724	443	449	524	20	53	102	4	59	35	13	22	103	27	22	8	12		126167	90603	81916	103045	108653	120456	112328	111063	77060	50268	66256	40302	13005	12312	17222	24484	18701		43467	63827	62982	131481	108894	105773	124578	165853	114414	119036	133528	111534	129549	91594	110404	109780	80750	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	1	3	0	1	3	0	11	4	11	12	6	9	0	6	0	12		18123	21049	22877	29350	31057	33659	38929	47047	49372	55649	62178	59456	56857	56547	58499	77413	85274		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
6211	"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)"	1	1	2	9	4	3	2	5	12	9	23	0	1	13	23	32	13		11710	9129	10337	14694	12399	11853	12703	13283	13118	15228	15226	12340	10238	12023	10045	11472	12598		4252	5392	8747	11610	17097	23880	34004	46101	43285	54204	73137	47366	67818	53925	47254	84586	43570	
2941	"Antibiotics"	28603	17343	11464	12436	16159	15784	10305	7423	9351	7297	766	4	4	3	5	7	13		475193	471741	478551	513056	543422	529691	508031	555062	532527	550410	515769	431705	285505	293148	290543	299871	251500		191453	201486	190005	219313	227710	197422	186379	197178	181239	196859	222184	199614	196313	178947	188323	170080	149834	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	0	0	3	0	0	0	12	16	12	1	7	10	12	6	26	10	13		13667	12549	13118	9915	11265	12713	14351	19400	12126	16093	18359	18903	14695	13051	12994	15585	18075		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
7303	"Tubes, pipes and hollow profiles, of cast iron"	40	66	10	11	7	34	21	14	240	10	602	27	19	34	11	3	13		30111	34606	87491	30464	39440	83956	36854	65428	137268	59536	32677	51153	67965	107834	151163	75172	23792		11786	19161	20566	12925	7092	6005	21624	7531	4096	5707	24439	9011	16234	15755	15812	24551	16092	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	0	0	1	0	15	5	8	4	85	96	0	0	1	0	0	0	14		5811	4629	4162	5328	3667	2991	3925	4098	4906	6423	6681	5570	3462	3391	2362	2656	2595		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
8007	"Articles of tin, n.e.s."	0	0	0	0	0	0	0	0	42	35	20	0	14	0	10	13	14		22866	21878	22403	31998	32367	39539	40079	43649	35361	40486	41193	38530	40090	47883	31137	34151	36223		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	12	7	13	795	6	15	7	0	0	0	0	0	1	1	17	16	15		16323	18321	21651	20959	25531	40648	40090	31564	18223	26052	36795	38065	14799	12509	11876	18453	20212		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	0	1	1	0	0	0	1	2	3	0	0	6	2	2	30	7	15		5465	6957	10474	8746	8148	8094	8883	11270	10225	16462	13448	13069	11519	11639	10563	12421	13375		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	0	0	0	0	0	0	2	0	4	26	15	0	2	51	25	15		0	15421	19459	22339	27545	25167	25746	26366	21584	21074	21521	17666	14986	13661	11027	10038	11612		0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	12	21	0	0	0	0	8	16	0	0	592	0	0	0	0	8	15		59086	76217	87591	119141	165216	226596	396441	336325	144825	177037	192714	245162	192633	256028	122575	148334	42160		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	143	103	114	267	39	71	98	114	48	49	78	141	160	142	59	113	16		41133	40995	45383	50111	60225	63560	62380	67353	47994	63818	65099	72115	54677	63381	54244	59856	58472		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
8712	"Bicycles and other cycles, incl. delivery tricycles, not motorised"	0	13	0	3	0	0	0	0	0	0	23	0	20	24	9	9	16		6533	6622	9966	11649	12368	12611	25773	36389	32161	36327	44019	48407	44272	48428	53514	49630	45360		1852	1595	900	1575	4840	2273	2188	3111	2987	4639	7295	7645	9716	15147	16557	16667	20928	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	1	0	0	1	0	0	5	5	27	69	125	8	1	5	0	16		5621	4026	4135	4590	5218	9068	5281	5364	4689	7281	5862	4925	5584	5616	4866	4578	6167		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
6202	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	2	0	5	13	55	40	26	25	48	93	8	43	7	17	16		8780	9906	12497	15818	15384	10584	12385	16127	11846	13550	16651	16693	14878	16862	17380	21162	18653		6349	12767	18230	35159	36047	51115	69522	106311	100174	140565	152499	134964	165645	206681	163293	140021	159840	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	1	23	48	77	38	12	23	17	11	19	35	37	31	7	15	37	17		11462	10243	5109	4712	4954	5279	4713	4089	2547	3188	5336	5142	5165	6084	4545	4964	5295		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	253163	78268	29694	0	1	13	0	2	901	0	0	0	723	1	5411	0	18		784457	872953	955777	1233995	1401382	1570060	1684893	2020828	1120073	1282252	1506047	1894428	1286149	1386884	802235	547737	598872		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	23	1	1	0	3	1	0	39	8	3	4	6	3	29	46	66	18		29584	30535	31332	30157	26693	25873	26869	23910	19763	21696	21583	21193	21535	23699	26224	31678	31101		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
2850	"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ..."	47	53	97	10	8	44	24	6	19	3	23	7	0	0	12	30	18		32125	32975	37123	39082	37208	46637	44828	51084	34049	51407	58310	60795	46342	42151	44003	47194	49454		147	177	228	234	317	345	440	277	678	851	874	553	1228	1190	1009	1186	1378	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	131	365	159	148	197	137	23	176	109	213	2	76	24	66	17	10	19		112383	117287	119168	130552	119225	123621	139939	169639	152816	147287	171729	205174	193950	165079	162791	183288	154452		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
7806	"Articles of lead, n.e.s."	0	112	22	806	285	448	1	1	0	36	0	11	12	0	8	23	19		1844	3247	3650	3543	3781	2547	5191	5925	4314	5429	6560	6501	3580	2347	2209	2334	3091		1795	1899	2406	4304	3537	3464	4314	2931	2587	6082	2679	3237	3341	4278	3079	3305	3712	
1902	"Pasta, whether or not cooked or stuffed with meat or other substances or otherwise prepared, ..."	0	3	14	0	0	0	0	71	42	67	0	0	2	0	0	0	19		48438	47779	49998	53613	56396	62359	66853	78583	81385	87637	84497	85819	87602	90731	94775	122102	129760		443	578	875	1584	2239	2533	2954	4423	4608	5217	6047	6118	7722	14698	9261	7871	9004	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	0	2	45	168	5	7	0	526	266	437	3	1	2	0	8	8	20		9814	7055	16675	19162	18805	19877	22623	28053	15372	24377	7201	15997	15135	11621	9017	14820	8058		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	3	17	17	63	26	24	49	45	63	1	34	40	16	38	14	25	20		5711	2684	3494	5809	4143	3239	5840	6336	18430	24121	29997	25767	30197	35176	17674	32310	45034		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
