Product code	Product label	Turkey's imports from Belgium-Value in 2001	Turkey's imports from Belgium-Value in 2002	Turkey's imports from Belgium-Value in 2003	Turkey's imports from Belgium-Value in 2004	Turkey's imports from Belgium-Value in 2005	Turkey's imports from Belgium-Value in 2006	Turkey's imports from Belgium-Value in 2007	Turkey's imports from Belgium-Value in 2008	Turkey's imports from Belgium-Value in 2009	Turkey's imports from Belgium-Value in 2010	Turkey's imports from Belgium-Value in 2011	Turkey's imports from Belgium-Value in 2012	Turkey's imports from Belgium-Value in 2013	Turkey's imports from Belgium-Value in 2014	Turkey's imports from Belgium-Value in 2015	Turkey's imports from Belgium-Value in 2016	Turkey's imports from Belgium-Value in 2017	Belgium's exports to world- 	Belgium's exports to world-Value in 2001	Belgium's exports to world-Value in 2002	Belgium's exports to world-Value in 2003	Belgium's exports to world-Value in 2004	Belgium's exports to world-Value in 2005	Belgium's exports to world-Value in 2006	Belgium's exports to world-Value in 2007	Belgium's exports to world-Value in 2008	Belgium's exports to world-Value in 2009	Belgium's exports to world-Value in 2010	Belgium's exports to world-Value in 2011	Belgium's exports to world-Value in 2012	Belgium's exports to world-Value in 2013	Belgium's exports to world-Value in 2014	Belgium's exports to world-Value in 2015	Belgium's exports to world-Value in 2016	Belgium's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8432	"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excluding ..."	3	3	56	16	36	0	6	2	11	2	6	0	26	51	47	3	0		35330	46779	60700	97117	70781	78061	90811	131778	106773	130698	147521	127330	155078	146500	133341	124871	138505		2014	1664	3889	5986	9482	15046	17290	26870	16839	32410	51083	50020	37151	36388	20529	18806	19847	
8478	"Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter; ..."	399	13	0	0	3	0	0	3	0	15	2	0	0	0	0	0	0		14479	15110	10361	13089	4355	4867	4209	9843	8242	3899	4565	17334	23070	7434	11147	13109	15353		16706	15484	23586	36801	44975	35529	40887	16647	23862	36384	34845	22162	32086	36784	66476	25834	20539	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	607	379	481	349	239	285	0	0	0	0	0	0	0	0	0	0	0		71084	87088	123934	137469	154597	166680	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	6	2	11	0	0	20	20	7	3	2	4	3	1	1	1	0		13669	19024	32927	39544	40252	42122	53036	55181	47545	50615	50446	37738	37039	33847	30640	34201	41352		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
8522	"Parts and accessories suitable for use solely or principally with sound reproducing and recording ..."	407	349	326	0	3	6	4	4	0	0	0	1	0	0	0	0	0		236161	193983	126203	98229	82705	42606	41823	37302	29352	21376	21424	36202	32370	32309	25818	15694	5109		5164	15349	35023	52889	37830	26459	26925	22832	26305	21155	26450	24653	17200	13297	7645	7198	8301	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		484	0	586	76	101	0	1110	1968	2688	1026	351	1170	613	9629	6874	9693	5587		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1261	3432	0	963	2651	2531	6294	0	9120	6096	8848	26625	559	1712	1180	0	141		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	19	0	0	0	12	0	0	0	0	0	0	0	0	0	38	0	0		1468	3470	4876	5762	7118	4070	5161	8657	11670	4976	2815	6233	5488	5788	5236	6940	8582		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	2	50	23	42	10	9	0	0	0	0	0	0	0	0	0	0	0		137185	163206	192795	252052	299703	321026	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9019	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ..."	157	106	45	30	38	95	65	28	26	93	9	42	20	88	8	0	0		29486	35261	70895	86303	103971	121380	208949	253180	246806	220591	190371	197628	209506	222997	193724	251514	299794		13388	15154	21997	38736	58692	80397	93629	100331	84007	120473	107760	107163	98684	94609	95362	87852	80659	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		1000	1252	1314	1562	506	508	572	322	216	185	212	350	334	213	533	694	416		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		517	317	579	250	283	452	72	90	160	125	165	144	264	111	577	292	144		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		1725	1683	1426	1736	2968	4159	5405	4202	2825	2152	4223	4195	2901	3188	3729	3908	3520		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		190	377	634	1241	1426	388	519	299	96	74	64	124	21	45	149	47	194		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		451128	429857	496132	615593	638973	603422	717245	793779	815378	873115	1004810	1053141	1119424	1021462	850930	852692	993552		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	732	465	689	448	285	380		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31451	37330	33306	42291	47140	41156	72388	44299	40872	61612	99165	115652	109834	86948	59904	64654	82397		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24	9	11	28	32	31	30	0	20	0	0	0	0	32	43	6	0		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		51483	55244	58649	68815	66692	73501	86197	101842	166497	245500	258547	251314	280181	285633	83841	90618	89623		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		165801	195265	279208	218549	262186	260673	295432	282827	239046	283185	222449	283621	297902	304254	290282	287861	304443		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0805	"Citrus fruit, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		117863	116227	124007	142305	170326	108206	105113	144231	121869	58100	55609	67560	91604	77669	73757	79231	70488		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
0813	"Dried apricots, prunes, apples, peaches, pears, papaws "papayas", tamarinds and other edible ..."	0	0	0	6	19	0	0	0	0	32	12	0	0	1	3	8	0		6473	8467	9178	9160	11345	11759	12593	15599	16231	15024	11135	11259	5102	7321	8783	9573	12692		1396	1366	2498	3261	3051	2632	3854	3183	2822	4462	11731	6580	6631	7593	10001	10637	7200	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		417	509	378	402	476	688	613	881	400	520	705	723	690	452	327	423	315		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0		2574	2928	3261	4650	3321	4197	9092	8135	7286	5687	6586	3655	5154	3949	2689	2843	2727		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		287	199	232	1177	621	368	507	365	1096	996	761	1108	845	2175	522	1067	870		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1005	"Maize or corn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16356	30343	42845	53248	36172	63894	124079	189211	78636	48707	146438	171515	111402	103220	47649	78731	69897		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0		19185	21789	34539	24148	37362	79666	85466	106195	68112	92524	155902	107563	74624	74832	73258	70184	80237		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	39	26	25	17	7	19	24	49	54	3	0	0	0	0	0	0	0		20201	24360	26997	31312	29039	33991	50571	67769	78092	18683	19540	4674	7927	7759	7098	7252	4642		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1404	"Vegetable products, n.e.s."	0	0	0	0	0	0	0	12	0	12	16	61	0	12	83	36	0		3474	5785	6704	6910	5568	5892	10567	14923	11949	13001	14006	13980	15409	15776	12659	11652	14266		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		403	621	704	1182	650	1834	1585	1122	1271	811	877	769	804	391	480	398	584		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	19	103	116	27	11	0		22881	18877	16955	25915	28245	20334	31243	39284	28896	29379	38436	36196	75098	46992	25574	41068	46170		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		189	151	196	282	486	1572	343	531	819	618	777	1678	1335	969	1027	965	1021		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	0	0	90	54	0	0	0	0	0	0	0	0	2	0	0	0	0		165504	179923	260071	293217	298120	314046	327656	380978	363410	325614	328215	301132	346339	363478	387526	388057	403651		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2757	2141	2562	3278	3108	2728	2991	3831	3407	3260	4230	4212	4842	5904	5711	6972	7832		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	0	0	0	0	0	0	0	0	0	26	0	0	0	5	89	0		10636	15528	8191	13784	12984	18831	27965	32662	39753	44966	45841	50464	63643	63305	58725	55672	54638		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
2509	"Chalk"	0	0	11	0	17	2	44	2	33	53	35	6	0	1	0	0	0		3781	7475	9028	10533	11804	12346	13412	13912	12701	12819	11784	9959	15580	12156	9276	9015	9553		594	684	1155	1580	1728	1951	1816	1599	880	637	345	139	154	221	116	59	132	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18592	17918	17523	18542	13368	14082	13205	15559	13470	15594	16345	8465	8184	4103	2265	1782	965		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	78	331	248	418	2028	3186	2475	1170	1440	1574	0	320	562	78	49070	58252		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32877	42219	39127	67511	66786	133864	179098	238628	228779	239259	349709	340649	496940	434049	316687	260232	127679		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2812	"Halides and halide oxides of non-metals"	2	8	3	3	4	4	0	8	38	19	4	0	124	0	0	0	0		8754	7159	14767	19542	16774	17748	18139	17451	9655	11333	11901	10682	11947	10593	8465	8668	9389		828	466	306	451	525	1093	997	1338	1621	890	1168	1358	1925	2020	1506	1327	1874	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		241	140	166	125	224	136	248	356	295	151	118	112	294	139	618	111	226		2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
2306	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		86379	76966	93189	107967	110786	104972	131161	210799	183786	188823	209190	235321	290817	257850	228954	217245	233196		6661	8841	13797	59971	40347	49172	72684	74873	51322	127546	182821	223258	179791	251182	224117	189809	200043	
3606	"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ..."	0	0	0	0	0	0	0	0	0	5	6	5	4	17	2	5	0		2189	2566	2974	2218	1596	1514	1996	2368	1622	1354	1788	2758	2440	3051	3137	2200	1235		268	494	365	436	800	897	1730	1695	1264	1321	1763	2684	3155	3212	3413	3020	3260	
3703	"Photographic paper, paperboard and textiles, sensitised, unexposed"	191	61	12	130	106	34	425	227	2	89	98	0	167	131	0	0	0		42811	24953	21292	26696	30544	30744	17667	23611	33264	21821	28195	34985	36540	39055	29087	27623	31336		18143	18181	19687	23369	24027	24523	19634	15425	13551	14937	16184	15010	13756	12331	10898	10756	10323	
3706	"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ..."	0	2	0	32	0	0	0	10	0	4	0	5	0	2	0	0	0		3062	2435	2718	3598	4264	2871	2621	2767	2327	2637	1952	1021	81	51	1386	1119	22		1747	2974	3216	6210	8637	7074	8626	9575	8011	5408	6512	4946	3423	185	206	0	1	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	7	39	36	9	84	135	44	62	27	27	0	0	26	1	0	1	0		6558	2640	5277	17851	12750	16563	23687	18903	25402	28874	30971	38574	35073	36610	20866	28728	26324		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0		116	147	398	296	70	139	257	199	27	57	526	92	60	12	12	1	31		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4417	"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5426	5714	5472	6263	7019	7703	8343	8051	6568	7587	11551	7353	9023	7862	6821	7780	6316		223	221	204	423	718	981	909	1099	928	1275	1555	1721	2280	2159	2813	2829	2300	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	25	93	39	124	0	0	0	0	0	0	19	0	0	46	0	0	0		24434	32884	49718	62995	54713	78083	98341	123572	96482	93560	111146	99380	117775	102786	69595	81462	73179		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		372	274	235	150	368	126	1839	2305	1589	2004	2070	2110	2168	2752	1524	1741	1403		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	70	55	22	12	85	5	86	127	47	5	78	8	6	14	4	13	0		38148	36175	36892	44755	42086	42251	49718	44755	30948	34558	39509	32338	35313	30718	24728	22737	21570		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	0	196	2	2	0	0	31	0	0	0	0	0	0	0	0	0	0		5790	4389	6943	5780	5761	4778	6384	6258	5876	7000	8788	6705	3114	2511	2533	2420	2131		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
5901	"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ..."	0	0	0	0	6	0	0	5	16	3	0	4	0	0	0	12	0		2916	3305	4333	5140	5292	9398	11729	9358	7069	6248	6155	5784	6739	5586	4528	4022	4919		691	1077	1280	1224	1477	1316	1880	2397	1937	3063	4412	4159	4776	4026	1806	1236	1399	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	1	0	0	0	0	0	10	24	5	41	0	0	3	26	0		971	921	1438	1317	1526	795	392	59	693	7666	11777	10930	14636	18845	14199	18453	27356		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	1	15	2	0	24	31	169	9	1	1	6	10	8	0	6	3	0		5991	3828	2874	727	859	269	699	2130	1037	1077	1725	2710	3289	1492	1009	1106	1891		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	9	31	24	14	7	24	39	15	11	2	0	0	0	0	0	0	0		7406	8009	8018	9900	9679	11087	17970	19753	15947	20087	22872	20382	26686	24572	20459	23717	27343		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0		742	336	223	499	736	911	761	112	267	142	241	383	498	676	296	324	698		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1876	1534	706	96	59	144	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		73	32	76	149	128	138	162	289	64	86	93	377	97	69	66	69	58		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	0	2	4	0	13	1	9	6	4	6	22	3	27	13	20		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	17	0	15	1	21	16	11	44	8	31	23	66	8	11	9	6		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	657	297	3170	0	342	84	2	1	2	0	1	1	3	29	16	0	0		17119	11485	5736	5883	8324	7092	21875	19149	11672	7208	16797	13266	14420	16648	17095	8991	10898		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	4	1	1	0	0	0	0	0	1	1	5	3	2	0	0	0	0		3201	2801	3400	5650	5081	4942	7366	4804	3956	3294	2304	3011	3414	3334	3421	3422	3116		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0		8866	13739	2892	5814	3002	4052	6933	5433	6273	6160	10207	6199	6492	8365	3832	4298	2548		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		429	60	262	1953	423	747	786	1795	877	503	20411	6902	15620	38839	7553	9832	8085		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		536	25	52	92	142	48	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0		14	72	499	1200	2053	5710	4749	2996	3439	6708	10059	3875	3864	1592	1233	1342	1728		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	1	0	0	0	0	1	0	7	3	1	3	2	1	0	0	0	0		4598	4824	6809	8696	9168	7030	7793	7704	7150	9203	11716	9072	11050	10261	10533	11556	12148		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	10	19	221	244	197	980	503	9	45	0	199	0	234	24	351	0		7850	9637	13856	19363	16714	21350	19221	53552	7361	19602	10839	9986	9886	14455	18990	13976	21442		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8519	"Sound recording or sound reproducing apparatus"	217	451	163	145	76	0	4	2	0	1	3	0	1	0	1	0	0		106981	96987	138369	163347	84166	60826	96573	93524	80356	153706	96277	75660	70312	46421	44179	55873	71128		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	6	47	1314	48	59	95	467	0	1	717	37485	0	0	1308		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0		236294	558061	643537	788295	787654	847918	971020	1071218	807405	646660	694896	623774	716332	722968	623680	823515	914221		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	80	58	574	276	585	3167	482	12	26	11	17	36	0	0	0	0	0		220072	216484	145228	127818	143794	220669	229036	145572	58296	37480	32866	26094	18380	14847	12325	11064	11897		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	0	3	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0		903	836	956	1820	1836	1890	1725	2564	1944	1724	2264	2224	1854	2430	1121	1179	904		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	1	0	0	0	495	6	128	0	0	0	0	0	289	0	280	0	0																				1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
