Product code	Product label	Turkey's imports from Russian Federation-Value in 2001	Turkey's imports from Russian Federation-Value in 2002	Turkey's imports from Russian Federation-Value in 2003	Turkey's imports from Russian Federation-Value in 2004	Turkey's imports from Russian Federation-Value in 2005	Turkey's imports from Russian Federation-Value in 2006	Turkey's imports from Russian Federation-Value in 2007	Turkey's imports from Russian Federation-Value in 2008	Turkey's imports from Russian Federation-Value in 2009	Turkey's imports from Russian Federation-Value in 2010	Turkey's imports from Russian Federation-Value in 2011	Turkey's imports from Russian Federation-Value in 2012	Turkey's imports from Russian Federation-Value in 2013	Turkey's imports from Russian Federation-Value in 2014	Turkey's imports from Russian Federation-Value in 2015	Turkey's imports from Russian Federation-Value in 2016	Turkey's imports from Russian Federation-Value in 2017	Russian Federation's exports to world- 	Russian Federation's exports to world-Value in 2001	Russian Federation's exports to world-Value in 2002	Russian Federation's exports to world-Value in 2003	Russian Federation's exports to world-Value in 2004	Russian Federation's exports to world-Value in 2005	Russian Federation's exports to world-Value in 2006	Russian Federation's exports to world-Value in 2007	Russian Federation's exports to world-Value in 2008	Russian Federation's exports to world-Value in 2009	Russian Federation's exports to world-Value in 2010	Russian Federation's exports to world-Value in 2011	Russian Federation's exports to world-Value in 2012	Russian Federation's exports to world-Value in 2013	Russian Federation's exports to world-Value in 2014	Russian Federation's exports to world-Value in 2015	Russian Federation's exports to world-Value in 2016	Russian Federation's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	1	1	4	15	37	9	10	9	21	10	9	63	14	770	979	9	52		16971	17305	24028	33788	39065	60844	70744	108722	44774	40282	54027	61482	55639	44774	32473	35772	51697		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	16	35	31	2	20	3	23	7	49	90	1	0	461	131	265	20	53		9419	11445	17451	24156	28488	39075	48845	48818	44871	57901	25204	60047	72390	86428	67130	72610	81718		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
7018	"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ..."	0	0	0	0	15	24	35	0	0	166	330	321	583	160	686	201	53		2724	1145	1697	2429	1637	2806	3785	3815	3090	3978	3340	5189	7390	6989	7169	8124	8591		6758	9002	12657	22218	30723	32538	38714	38746	30108	36242	35736	34420	39158	36852	25306	25814	24782	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	0	0	3	16	0	0	0	0	0	1	0	0	0	0	5	7	54		1123	870	1205	1643	3123	2125	1938	1421	670	129	232	2401	921	1548	3014	5677	6274		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
9002	"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ..."	0	9	0	0	0	1	0	0	0	25	282	6	10	30	70	8	54		3542	4817	4621	4088	5814	8210	6603	9372	7030	7085	6942	9387	11385	11462	7105	6541	6434		6690	5634	13030	32353	45239	42243	29459	27617	20280	22079	30606	34734	44189	41003	31162	31377	39450	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	0	0	0	0	0	0	9	0	0	5	5	0	0	8	0	56		3073	2742	2836	4100	5052	4857	12719	13377	15681	8323	26130	35730	22604	19777	10711	20726	24451		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
8411	"Turbojets, turbopropellers and other gas turbines"	0	0	0	1096	4	0	3310	308	0	0	0	55	2	3923	1520	0	56		482956	518400	593028	458705	533120	968159	1015967	1033312	1026598	1211955	1050506	1501466	1991959	1772580	1761169	1523353	1967841		780990	380019	237616	276709	345952	196778	207389	390549	598276	928994	532821	660236	576726	773408	786211	1104469	1413173	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	107	58		1907	2298	4663	8000	25987	30222	39123	46675	28669	9434	13670	52382	95941	95293	66608	71154	87775		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
8412	"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ..."	1	0	64	1	2	3	21	3	7	5	37	25	18	248	39	64	58		95629	82653	81254	91533	128021	136942	159564	146413	102573	176285	268855	284151	256567	227950	314869	295686	388353		16426	19925	29834	26007	41571	56486	81832	98476	116799	99901	142030	127140	147409	148656	132588	179851	174243	
3305	"Preparations for use on the hair"	0	0	0	0	6	28	1	0	3	0	28	32	48	62	15	10	60		9277	14103	26217	36685	51272	56487	72164	80749	82506	79121	95011	155070	187735	178955	123530	150949	190183		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
8515	"Electric, incl. electrically heated gas, laser or other light or photon beam, ultrasonic, electron ..."	14	0	93	3	2	36	0	16	0	216	201	17	2	0	8	24	63		4083	4426	5478	8311	12635	21145	18561	28451	20372	9521	10243	15140	18651	17724	14459	10130	16897		28805	37564	62548	133565	104702	174263	137704	152809	70554	107745	156503	160556	155757	169771	170287	172617	187682	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	49	2	6	0	0	2	28	433	270	536	482	0	11	22	34	22	64		1902	8481	2970	5034	4257	6009	6868	15708	15227	14284	19921	24003	42210	25884	29688	26189	32740		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	204	260	111	218	80	65		6098	5430	4416	5152	5512	2971	152	89	419	678	540	2998	1972	4049	1599	2436	2184		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	0	0	0	0	0	2	1	0	0	0	10	0	0	0	0	51	66		22	253	672	1734	2306	1205	1808	2396	1709	1250	2345	3576	2421	2607	1205	1692	2409		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	0	0	0	0	0	0	0	11	23	34	12	39	36	42	24	20	69		1704	2211	3581	3858	4356	5080	6260	6990	5100	5634	6846	8777	10627	9057	6815	7479	9639		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	0	0	0	1	0	10	27	54	556	4186	35	100	104	45	109	89	69		1251	1422	2245	5717	14793	23854	46221	38321	68979	66949	91198	113766	146382	122687	130883	237057	322352		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
2523	"Cement, incl. cement clinkers, whether or not coloured"	484	0	0	0	0	0	0	2	0	0	0	0	0	1	0	348	72		49705	46173	65772	89433	138561	187857	178349	81772	197251	163396	88956	234349	266125	197895	104473	59971	91162		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	3	0	16	15	8	56	31	2	138	36	15	12	21	53	218	87	72		13699	17917	12014	15010	16413	15392	19001	14133	11008	11828	9682	12605	18113	20041	14206	16709	16342		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	0	278	2575	478	819	2360	3174	2549	619	467	505	43	0	0	0	0	76		2668	1553	2180	1303	999	3968	3853	3207	4234	5126	5072	3482	6435	8290	5440	7018	7856		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
7113	"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ..."	512	0	6	6	816	395	32	44	51	0	715	0	0	8	362	2944	77		0	0	0	0	0	0	0	0	0	0	0	176965	718558	781724	173015	116357	83071		58185	77619	106145	160901	203274	266628	416074	491549	264257	352597	425847	510604	725068	658639	409124	404713	556026	
8537	"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus ..."	19	40	2	49	25	8	27	775	646	15	63	19	112	37	212	243	81		40618	50620	84846	76285	156225	142519	141407	220165	192605	150091	165844	214131	245016	276970	197107	248901	214232		78029	127932	136927	152660	161004	222503	347690	441167	382259	508221	555179	547648	820926	776583	733931	816437	944664	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	0	0	0	123	31	19	121	0	0	0	0	0	1570	264	0	18	86		29082	31830	33024	50036	67562	88950	95638	155532	114654	151999	164486	134775	155208	150976	102415	129864	119441		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
3906	"Acrylic polymers, in primary forms"	0	0	18	0	51	74	0	0	0	0	0	71	1	160	574	215	86		7721	1444	2060	3153	5357	6775	6249	4646	3377	3589	3113	7453	12366	14486	14484	16551	23521		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	0	0	0	25	0	0	0	0	0	0	0	234	659	52	412	87		0	34	205	28	37	95	18	8	76	337	581	933	1230	1067	1355	2479	2537		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	2	0	0	2	3	2	30	101	7	0	21	15	1	8	45	0	87		27504	14270	13604	21019	20010	18646	24594	31696	28502	57273	78581	48022	51474	57590	46395	33061	49645		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	0	0	54	0	11	0	0	0	0	0	0	99	25	0	22	36	88		1145	910	1416	1754	3254	4174	5507	7935	8505	4746	6509	14370	18785	22048	19870	19138	21353		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
3307	"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ..."	0	0	0	21	242	745	772	798	62	0	2	3	155	325	228	103	89		3816	5882	9213	13606	21788	32688	43385	54805	46141	46864	53164	80853	99843	88931	74122	89218	120051		22248	25096	31126	40795	48338	55135	64767	61515	59349	73424	86952	75287	75887	86307	75840	68785	75330	
3925	"Builders' ware of plastics, n.e.s."	1	0	8	0	0	52	3	24	60	2	3	39	136	227	494	421	90		2115	2261	4563	7792	16645	28321	44783	48600	32131	16904	20076	62217	92547	87825	73753	81701	94461		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	0	0	0	0	0	0	2	6	11	4	1	7	7	21	108	81	90		1383	10086	1559	1506	2590	2622	3157	4166	5012	7783	9449	7674	10270	13824	20374	16057	13690		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	24	20	0	1	93	105	119	701	157	430	376	323	260	206	269	203	91		64717	60690	75503	88541	126493	158323	217229	306759	224121	152643	367651	257974	294401	260149	203255	249123	271339		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	0	0	0	0	0	0	0	16	0	0	1	0	0	2	0	0	91		4663	4686	6446	7027	9793	21901	27300	41116	24873	18938	33597	27945	39116	38537	36316	53421	61308		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
7222	"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."	0	0	18	15	59	18	0	2	3	0	24	0	127	146	120	91	91		6305	4342	5378	9047	14632	18190	25682	20722	12826	18490	28886	30861	28687	23022	8265	10460	10766		12438	17125	26948	36839	52372	54266	90170	90497	56401	70403	106926	100748	97566	115389	108049	87295	97222	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	200	483	136	0	50	2	338	340	0	54	359	17	8	0	15	72	91		50782	52013	67882	78141	93188	109411	109594	102231	76841	89509	96559	113140	120994	113948	77574	56214	75239		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	0	0	0	0	1	2	60	2	13	21	35	30	43	42	36	49	94		8880	9489	14236	22591	27745	34252	41090	43519	29835	23397	24998	38905	36739	31454	21726	22921	28476		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
7013	"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes ..."	0	0	2	1	32	43	169	168	203	110	4456	5	13	198	102	194	96		4557	4560	7146	7269	11828	17435	27124	30494	25434	21832	26684	33055	40686	35975	29431	32449	40153		13509	17085	21366	34638	49760	73435	71942	78629	65808	85545	123005	75809	95999	77798	79732	85478	70408	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	6	6	0	0	16	8	0	37	2	0	44	0	101	37	27	42	96		4648	4654	5529	7482	11487	16178	26062	20052	12931	10251	12882	24051	30516	29181	27933	34867	43473		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
4001	"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ..."	0	0	36	0	0	0	0	342	63	56	196	0	37	0	31	0	99		243	206	141	58	71	10	125	112	44	564	278	233	740	564	171	455	681		55959	76729	117162	167595	192590	287709	321855	397758	202531	432165	724018	461134	396084	326238	256518	228051	345116	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	0	0	0	0	0	0	0	0	89	5	27	89	119	38	78	14	99		953	1445	1697	2112	1736	1777	2363	3353	1725	4258	1451	2255	3192	3137	3997	4337	7286		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
4102	"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	675	1422	520	601	47	0	179	11	16	0	33	0	0	178	308	0	101		777	864	436	335	91	0	4	10	0	0	0	0	46	128	462	74	96		248462	402786	371161	338861	234875	274104	242480	179840	89215	167722	311596	334036	317107	184291	61800	32532	56845	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	134	34	5	0	0	15	47	7	0	5	50	38	102		14	1	4	5	17	19	83	102	64	151	19	33	114	44	308	276	546		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	28	1	104	1	74	385	467	339	295	284	379	463	508	755	410	150	103		18177	19311	26851	40539	44493	68353	80966	82509	45498	32000	28428	51213	57573	49439	42028	43826	66807		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	0	0	2	3	0	20	2	0	0	133	5	6	15	25	106		17584	8626	10596	11909	8727	9930	16904	24644	30218	23514	17155	34015	48312	50611	42608	50487	70050		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	102	109		492	579	1009	1085	1506	2297	1645	1998	799	672	771	3632	4743	3526	2556	3256	2913		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	0	0	0	85	93	124	3	14	9	73	2	1	2	0	21	36	110		17447	16610	18178	22827	27498	39752	47128	50831	27275	35161	55329	45603	51904	57710	39680	33699	41332		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
9406	"Prefabricated buildings, whether or not complete or already assembled"	70	7	0	75	78	88	24	43	0	0	0	30	12	0	39	21	111		20021	10268	15082	24530	35118	44328	49354	41468	44012	60006	35249	105660	99126	72859	75508	80954	69331		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	0	0	0	7	37	0	31	0	751	0	0	1093	336	276	361	111		13768	10997	7333	8136	11288	21390	58053	27559	226	7815	15608	16890	18849	30330	35475	26571	36869		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	0	0	0	7	0	1	0	0	0	0	0	0	32	27	136	15	113		558	126	378	443	324	513	1188	821	1443	1918	529	585	4676	8211	21457	29029	18343		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	0	0	0	0	0	0	1	0	0	0	0	0	52	107	94	160	114		529	577	1144	1117	1155	1724	3712	3243	2182	1417	2981	4086	8375	9364	8644	9746	10293		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	0	0	0	0	0	0	0	0	0	1	46	0	0	0	4	115		6772	6143	11248	13393	10751	14909	19096	19501	23644	22895	22195	82001	39585	28475	19337	18871	13438		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	0	11	24	0	44	50	407	55	51	29	96	21	0	38	59	3	115		2713	3416	6989	9238	12430	22625	39200	45581	25547	9736	17999	60464	73746	74511	74657	56784	63321		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	179	0	222	4	172	344	3	48	0	11	39	108	0	77	157	153	117		16723	8769	16012	21622	20583	11495	10521	3871	4821	2795	3963	2388	2747	4386	3523	3463	4542		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
8454	"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ..."	3	0	47	9	0	0	0	0	0	0	0	0	0	0	1	0	119		3527	21580	7800	9856	9727	7026	6240	11585	7208	2810	1733	18677	11621	4603	3970	3255	3065		20924	18272	43777	29766	118346	154861	58906	92687	91787	67235	116156	62804	54475	67946	78543	46714	50207	
8803	"Parts of aircraft and spacecraft of heading 8801 or 8802, n.e.s."	0	0	0	0	0	0	0	0	0	6	2007	5	10	98	1601	0	120		62332	251402	151197	309937	88930	0	0	0	0	0	0	14689	16520	28610	0	0	0		116202	158122	82534	96188	53508	100088	189167	109853	145353	406321	544111	466740	348606	312820	350862	380962	513715	
2834	"Nitrites; nitrates"	0	0	0	0	0	0	0	0	0	118	740	1404	784	83	212	0	121		2447	2835	611	1307	1477	1232	1109	1550	1113	2801	7830	11959	9682	12264	9087	17016	25404		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	99	11	0	52	99	1	54	16	2653	16410	699	533	728	4537	1003	288	121		142690	120005	109726	143822	153384	167214	123278	129893	116150	97228	172552	244992	287661	288797	376968	201873	517922		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	0	0	0	0	1	1	18	3	0	15	1	81	5	0	12	9	124		3052	3205	3991	3950	4706	4048	4266	3941	2767	2355	2611	12532	11363	11294	8099	8355	7383		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	0	2	2	20	6	3	10	19	27	9	11	14	22	22	34	36	125		7809	15160	18666	18485	18139	17361	16978	17516	15950	10781	11351	20678	25604	26263	29191	24218	31523		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	0	0	0	1	0	3	0	1	0	1	0	0	0	5	14	3	131		1964	3806	3588	4071	6070	8951	13569	14553	12875	2993	4186	22835	20521	24370	21124	22372	30997		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	60	126	45	63	76	404	323	213	223	339	423	263	150	115	82	67	133		47209	14603	49115	7964	6032	5623	8046	8092	7771	6503	6398	11134	10420	10350	10514	10530	11628		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
3812	"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ..."	0	0	12	35	197	272	308	550	274	202	8	51	0	77	108	142	134		3361	2313	4091	4391	9619	9312	7901	11186	5873	6702	9924	17342	18256	13464	11362	13660	17233		19643	29279	39983	47459	52878	58204	63007	67181	55049	67773	84349	74620	74657	77611	83134	80378	94046	
9021	"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ..."	0	1	2	0	11	0	2	0	9	0	12	11	61	25	47	26	136		2625	3520	4355	3654	5050	7443	8518	9426	6601	5326	7220	9954	14975	14282	12436	14253	22306		108245	106724	109311	147211	207061	261793	286927	353159	319143	359750	401844	417004	483839	493186	424268	442956	409891	
2008	"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ..."	0	0	0	0	0	0	0	338	0	498	363	364	346	0	0	831	150		2022	1780	4362	3799	5472	6370	7788	14995	26393	19307	19903	54020	82021	101150	99815	90385	100177		2693	4692	4635	7303	20857	22646	26849	25565	20766	18732	36169	27415	32889	42797	51489	33869	30421	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	124	280	541	739	1228	963	752	441	0	392	211	181	204	111	22	246	154		17462	6592	12601	23971	25417	20466	23495	21146	12323	10252	9468	18115	16460	10380	3107	3321	5886		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51	371	155		2108	5491	7732	9311	13147	16405	26898	38010	35411	32200	41447	92303	132398	128915	133562	128844	152912		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	38	3	0	47	3	0	0	21	42	6	2	3	107	142	366	142	159		25827	12333	10950	16564	39779	49348	34081	43676	34198	33207	33850	55321	66714	40009	42069	40922	40959		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
8517	"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other ..."	66	81	28	0	26	0	20	125	65	489	136	96	146	113	105	231	162		14591	15051	21300	27196	34449	56632	192091	85238	100286	68112	100111	183239	330743	291118	181124	277707	426402		321671	138738	179029	367221	485608	457535	2533076	2356545	2146056	2533130	2918347	2830607	3950656	4420076	4674820	4750825	4284907	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	0	0	0	0	0	0	0	0	0	3	8	8	0	1	1	391	162		7760	11277	16588	23413	37895	54898	78302	113174	85876	54921	67290	113172	141331	148490	119320	118860	136351		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	1	53	102	0	0	0	39	0	19	0	0	11	185	90	0	0	164		5534	3556	4100	3250	4362	4228	4382	5467	4269	3303	249	2631	576	410	148	345	1803		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7219	"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	233	80	11	25	0	5	0	248	3	15	0	0	166		7931	12111	22899	20511	20367	32190	40017	30010	12916	9556	18323	29498	39910	25905	27524	23894	30641		102969	165451	248347	376470	471588	541656	819419	767627	511514	783938	925029	798642	999711	1043680	931976	770545	1040624	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	0	0	0	0	0	0	0	108	3	1	2	14	34	18	21	55	172		14345	16986	24466	31522	40291	49347	65035	83828	70438	42440	45348	106162	116612	98936	89987	92664	116534		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	3	2	0	13	219	5	1	1	0	0	107	8	0	60	93	59	173		7765	9370	7681	18555	20184	19262	30262	39639	27935	28663	43108	37820	32216	35415	40378	36617	34085		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	0	0	0	23	4	16	85	15	47	316	1371	262	900	1643	917	579	173		2365	2129	3222	3880	4215	4835	5864	5712	4074	6040	7701	3298	5981	3412	2277	3612	3637		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	0	0	0	89	0	389	37	2	9	38	85	640	603	149	192	119	175		57332	31925	32187	60961	174964	138317	118937	195513	54562	114454	157514	144971	169529	176560	109126	143617	180163		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	0	0	0	0	0	0	0	0	0	0	0	1	216	649	4348	2990	178		563	218	281	379	2069	4697	12920	15738	13430	2962	1936	22020	19369	26406	25815	32324	140144		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
