Product code	Product label	Turkey's imports from Netherlands-Value in 2001	Turkey's imports from Netherlands-Value in 2002	Turkey's imports from Netherlands-Value in 2003	Turkey's imports from Netherlands-Value in 2004	Turkey's imports from Netherlands-Value in 2005	Turkey's imports from Netherlands-Value in 2006	Turkey's imports from Netherlands-Value in 2007	Turkey's imports from Netherlands-Value in 2008	Turkey's imports from Netherlands-Value in 2009	Turkey's imports from Netherlands-Value in 2010	Turkey's imports from Netherlands-Value in 2011	Turkey's imports from Netherlands-Value in 2012	Turkey's imports from Netherlands-Value in 2013	Turkey's imports from Netherlands-Value in 2014	Turkey's imports from Netherlands-Value in 2015	Turkey's imports from Netherlands-Value in 2016	Turkey's imports from Netherlands-Value in 2017	Netherlands's exports to world- 	Netherlands's exports to world-Value in 2001	Netherlands's exports to world-Value in 2002	Netherlands's exports to world-Value in 2003	Netherlands's exports to world-Value in 2004	Netherlands's exports to world-Value in 2005	Netherlands's exports to world-Value in 2006	Netherlands's exports to world-Value in 2007	Netherlands's exports to world-Value in 2008	Netherlands's exports to world-Value in 2009	Netherlands's exports to world-Value in 2010	Netherlands's exports to world-Value in 2011	Netherlands's exports to world-Value in 2012	Netherlands's exports to world-Value in 2013	Netherlands's exports to world-Value in 2014	Netherlands's exports to world-Value in 2015	Netherlands's exports to world-Value in 2016	Netherlands's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	5	0	22	29	48	91	85	193	96	120	89	93	74	99	78	47	43		21128	16356	15988	21784	21211	24891	35379	37416	36382	34382	44604	44681	41776	30628	20493	19707	31713		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	1346	583	728	963	378	478	153	111	66	792	46	14	255	90	173	64	43		10697	19182	9471	10807	20416	37752	45375	36496	31840	35824	52341	35981	36347	35202	37075	31002	42071		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
8465	"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ..."	3	320	273	393	800	514	210	486	82	126	94	19	186	75	51	141	43		27299	30662	37711	46146	43960	40332	44688	50598	27858	29179	53735	34992	38674	43604	37658	29533	54547		23583	32689	71177	100824	101878	148257	123752	186109	78288	91880	187647	121555	138913	147773	96680	74608	67730	
3306	"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used ..."	0	176	306	312	405	398	328	387	42	17	11	4	34	29	54	37	43		25013	33200	48161	59859	68206	75769	60617	64587	51985	46762	64671	54645	53514	60674	72438	92579	119309		12279	12520	16112	19921	24429	32447	46033	47500	62293	69548	69587	70077	84288	104850	107173	98368	86880	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	10	0	2	13	44	224	506	901	65	81	34	99	42	87	70	106	43		3496	6668	5582	6412	10308	12981	22998	23081	15048	20001	39098	22896	42122	84492	91304	73668	108636		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
4201	"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ..."	15	23	14	6	31	3	0	0	5	15	12	22	35	36	78	45	44		4872	4613	7247	6848	7187	11066	14166	15227	16704	19645	31583	46462	40961	52975	49167	48223	68527		427	429	495	686	781	862	1126	1241	976	1701	1787	1726	1832	2036	2025	1538	2006	
8527	"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ..."	563	50	10	35	140	194	19	3	3	2	2	2	6	2	27	0	45		319725	173525	464049	428714	343719	338981	294120	335117	300203	271500	218150	189212	957383	338393	245791	195971	237863		50386	61356	99608	156082	178108	191091	187614	179397	135327	175374	185808	166217	148174	166055	157414	156916	115486	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	31	38	48	63	94	111	122	31	367	19	32	35	0	17	26	25	45		13194	13092	11681	16876	14935	17600	18257	20075	31959	7572	36104	33379	20802	13308	10366	11232	11776		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
7323	"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel ..."	140	206	436	79	129	182	234	238	32	141	39	62	86	103	123	271	45		60596	55546	77151	89372	93056	105430	112233	136284	148214	162574	194319	213337	198967	231497	226329	196773	277928		11354	13424	19004	28387	39826	45981	59098	73096	66032	87464	103631	88252	99125	92913	99103	80843	57133	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	9	1	2	2	3	10	2	52	36	56	161	168	64	59	85	44	46		10702	10545	18170	42782	27432	24774	22988	25742	42456	43169	76398	60177	50063	37250	40877	32522	67562		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
2930	"Organo-sulphur compounds"	317	318	373	210	402	147	68	111	385	176	95	224	374	190	84	130	48		59372	61109	61460	70779	77824	122665	135506	136664	121903	129578	156068	177756	225682	191728	180112	160012	171608		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	413	18	262	232	243	71	6	153	184	230	252	14	63	85	61	19	49		37012	46879	56773	69531	71981	70294	83277	76217	65529	79304	157551	139798	213609	158251	155142	127407	164631		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	195	113	127	349	101	422	84	268	160	282	451	208	360	205	440	233	49		551095	485535	685294	815684	1042302	1116690	1214213	1410004	1331635	1432560	1882278	1729814	1831804	1839761	1558971	1440106	1689188		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
8458	"Lathes, incl. turning centres, for removing metal"	23	0	141	33	54	866	22	0	0	4	26	0	186	0	4	0	50		9369	6397	16537	31528	44726	50996	49191	31900	23234	30042	48980	33645	108009	134959	63901	99874	160552		30427	44388	85435	134336	163010	175250	184744	165513	90259	134050	223103	228311	235665	244393	207442	197302	196866	
9019	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ..."	752	288	1041	456	654	806	2064	604	1260	330	905	517	205	512	437	1374	51		41410	107591	103001	131697	126872	163821	234278	220190	284592	342458	461002	454101	590566	675164	707039	678941	885199		13388	15154	21997	38736	58692	80397	93629	100331	84007	120473	107760	107163	98684	94609	95362	87852	80659	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	27	7	8	4	138	3	20	9	2	194	84	188	508	201	119	163	51		30332	41705	54035	71231	81478	72857	78020	74410	49041	45361	72554	70081	115916	102246	85202	81237	115456		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
6909	"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ..."	5	40	21	21	79	97	153	60	30	8	39	198	273	123	95	35	52		18531	7265	7880	5309	4946	6945	10421	29597	18732	27380	35442	44345	38654	44315	45173	58006	89268		3083	4398	5920	9376	12644	13116	13178	15982	17118	28697	33650	26928	27667	31175	30390	32020	30531	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	49	51	0	0	0	0	351	0	1823	2458	442	187	52		59861	53059	67766	119531	144908	137343	142572	189561	65733	129772	158486	109412	104324	106056	76185	65142	71188		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	478	738	735	590	750	476	851	737	303	385	685	272	230	130	43	37	53		8823	10637	10945	10805	9668	9837	10818	10028	6023	6366	6844	16230	13931	12370	8117	7602	28771		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
9706	"Antiques of > 100 years old"	44	59	67	103	118	127	268	182	76	41	84	710	204	646	72	44	53		17026	13931	16038	12830	18186	19246	24385	17335	10741	10122	9392	16288	10943	6077	8750	5215	9304		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
6305	"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"	161	40	50	187	183	145	218	979	161	44	203	130	464	425	236	39	53		28223	40685	44015	48341	55597	43057	45383	64320	44687	45890	85732	79027	73513	78787	72883	69530	103565		3535	4438	9651	9236	10023	10531	13147	15311	8868	12474	8951	8528	11732	10441	9984	10717	6539	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	3	5	2	119	287	0	333	23	0	20	354	0	0	0	1	51	54		41526	36061	55662	60399	60264	76180	144277	134830	63128	58199	76932	82126	105364	118399	116837	107570	136511		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	6	68	5	192	129	187	194	212	46	12	123	160	303	617	178	600	54		4767	5125	6920	7615	11176	34919	48485	43472	33689	48580	80463	73452	51602	44723	50994	47561	70736		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
7407	"Bars, rods and profiles, of copper, n.e.s."	52	87	55	63	132	41	101	251	197	116	342	59	431	0	373	41	55		34387	34804	42401	57873	64882	123231	144646	111817	64317	109361	138544	112799	138931	140866	125578	106371	117958		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
0806	"Grapes, fresh or dried"	27	0	183	164	150	0	0	0	0	0	0	0	0	0	439	0	55		147430	140451	227632	266160	353445	348567	418297	645575	588359	591953	702549	683400	836319	792084	725736	757492	889197		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
7017	"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ..."	6	8	100	10	4	28	83	50	25	31	62	61	169	94	101	55	55		6576	7390	8366	9985	9921	13491	14987	14842	16188	21287	24692	23516	19849	20111	26690	30287	39017		3539	4967	7056	8682	10881	9515	9323	8952	7023	7902	9022	9492	9855	10001	9697	10093	10263	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	200	199	809	683	521	893	1631	1702	1812	495	4647	4448	0	0	0	0	55		445041	457933	530245	836035	905560	833957	900105	1613818	1430169	1671948	1793994	1811021	2486288	2289000	1667408	1302238	1274946		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	717	984	1576	1390	787	75	415	664	168	38	0	0	0	0	49	0	56		3760	2952	3667	3062	2935	1145	5862	5358	4176	4728	5652	4296	8988	9459	7188	5799	8246		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
2614	"Titanium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	56		977	422	1725	774	1175	1202	452	1304	7158	29809	32061	53639	216515	161943	171388	122514	147437		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
5309	"Woven fabrics of flax"	1528	2004	1957	1400	1131	867	763	368	282	144	93	192	272	47	3	7	56		24122	27342	42256	39909	32982	28334	25611	28337	23621	34389	45488	28149	28674	31815	27319	22612	34074		20224	28802	46849	64362	70247	66428	58006	44229	25845	26902	31152	34190	36720	29815	20794	18953	20483	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	25	88	43	4	123	28	71	33	26	16	18	14	51	47	35	49	56		11762	12529	16945	18226	15760	11258	15461	13712	8169	9922	11484	11945	16657	20622	17388	18291	24440		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
6914	"Ceramic articles, n.e.s."	4	0	71	198	92	35	58	76	29	48	27	45	42	35	25	14	56		11772	16581	20891	22205	28404	22088	18577	21451	20368	17295	16439	23219	18150	24010	28339	31216	45960		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	1	0	0	2	11	11	28	42	0	0	0	0	0	0	2	7	57		558	650	789	1936	1303	1569	1080	2406	1190	2578	1912	1822	3075	3772	4750	4369	7464		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
2602	"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ..."	24	36	48	62	89	192	232	396	173	45	37	55	37	98	32	74	57		3286	3774	4109	4889	6315	6976	3832	14076	9466	13348	21166	18230	13728	14321	10727	10241	15496		60	55	110	70	143	209	279	1589	472	550	764	503	475	410	341	249	335	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	32	96	31	247	80	53	30	159	120	16	23	68	141	12	60	103	58		20486	16403	35400	43453	48977	55104	63271	44016	50052	34769	48434	34637	32938	32232	26288	25138	33171		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
1107	"Malt, whether or not roasted"	0	0	0	46	450	321	313	722	171	3601	2178	201	6084	3138	6445	6251	58		29498	30868	42635	53856	51069	57246	95256	120748	95122	60593	69821	78845	84091	83592	83125	85533	102497		454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	18	0	0	0	0	0	19	38	58		3716	5307	5904	4007	5186	5662	9602	14139	13517	12495	11415	14112	23094	32277	44182	42678	54483		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	0	3	0	0	1	0	0	109	81	93	238	3297	19	107	56	74	58		10398	16793	31684	36858	150813	162848	353052	225783	217342	164524	311968	667984	1575676	1041737	1073753	1617689	1966526		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
7316	"Anchors, grapnels and parts thereof, of iron or steel"	76	60	104	97	147	197	433	576	404	192	29	12	0	137	24	1	59		9916	10081	7438	12613	17765	42128	48738	47380	36587	22237	29013	31067	35747	31308	21667	12923	17510		347	356	423	806	1248	2540	2660	2229	1912	931	613	837	381	673	456	490	345	
6902	"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ..."	200	418	49	70	51	145	360	156	412	23	63	38	126	183	142	61	59		22027	31672	28919	32141	35292	51146	48555	56914	21924	24310	52382	59400	54900	44411	45031	43485	54379		16733	37124	27593	36134	43931	85795	78570	97577	45326	57137	78409	102439	80835	85651	83953	51326	59099	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	15	14	4	5	22	50	47	33	20	38	63	23	21	24	134	1	60		6956	8034	7119	10871	7474	10678	14433	12901	10793	6495	9712	6651	7756	7014	6500	5291	11159		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
4015	"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ..."	39	1	22	5	10	24	16	18	13	17	44	29	40	40	28	2	60		36139	37372	45414	47905	39404	47380	42868	41863	57522	42247	62469	105116	120111	130274	120533	106669	138785		7436	10530	11169	22453	22511	30608	45747	48461	54963	76639	104993	108755	109230	109732	126392	136154	156584	
7317	"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ..."	16	0	14	1	1	31	33	42	33	76	119	210	162	60	57	64	60		7012	12598	20072	31514	30862	36474	44768	52666	40936	46482	69058	53222	56520	64314	51941	53725	62979		1120	1752	2709	4416	3882	3803	10891	9416	5151	6204	9165	9217	10210	11441	10876	9933	11061	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	9	3	0	54	4	13	42	22	72	77	42	82	17	22	64	55	61		5955	8274	9421	8439	7414	9870	12288	10305	10978	16477	20235	22136	20179	15915	17181	15051	17835		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
5211	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	194	336	168	221	195	75	220	212	231	71	100	114	61	140	46	51	62		26118	18028	23701	23695	24107	25588	35262	34255	22807	25032	35305	31835	32899	38637	33848	31292	44073		16002	25334	28872	44400	32998	25272	62693	77094	93424	121192	122582	75964	90556	81080	67872	62352	51792	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	5	43	22	6	50	80	28	14	17	0	31	32	30	63	63		14064	18880	23818	26820	25179	33851	37631	37719	34392	41389	47121	42224	36342	45396	43450	40826	44738		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
2907	"Phenols; phenol-alcohols"	1175	350	606	733	477	1573	354	217	3184	2592	993	54	18	17	12	74	63		142859	123250	198118	285827	378346	261790	297677	238405	163777	215189	254710	184402	146325	137068	162738	210881	228497		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	180	9	31	323	83	75	14	41	24	7	46	90	129	52	87	126	66		101804	97009	103007	135678	134591	178125	189494	159312	160571	152140	181062	148692	147085	175256	160803	165940	265820		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
5212	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ..."	18	104	105	202	149	43	114	98	76	70	46	81	3	7	21	27	68		5538	5799	9017	10082	9032	8059	7067	5567	6057	7780	10304	8036	8089	11847	10318	10709	21423		1851	8392	6157	9246	10339	10521	15124	10879	7556	9562	10012	8024	5616	6360	5795	5623	5012	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	2	1	12	5	28	33	16	2	2061	3171	1127	416	230	3	112	69	68		95002	110632	125082	123157	165816	158015	196282	182456	170418	155034	188310	151667	172184	160846	119476	124161	151491		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
2935	"Sulphonamides"	295	107	3	25	16	104	41	11	123	161	144	181	107	57	126	1	68		38062	31732	32700	42036	131890	75913	80283	59232	121849	156045	279623	58785	68457	82406	68925	62931	153345		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	50	0	0	0	12	0	5	55	24	157	32	34	168	113	34	100	72		71512	60817	74960	65695	91493	108547	133143	153161	129512	137992	245861	250598	199274	199952	186871	261755	440196		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
1602	"Prepared or preserved meat, offal or blood (excluding sausages and similar products, and meat ..."	0	0	0	0	0	0	0	0	0	0	0	0	159	191	165	110	73		319927	314310	381450	393112	397216	413774	521867	722591	604754	564930	780740	751644	944850	864648	696299	676484	849619		12	1	8	79	123	211	554	1460	414	759	924	1639	2430	3701	5412	3821	387	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	91	427	299	423	477	387	350	189	123	132	60	159	74	74	21	152	74		25487	31346	44773	46074	39622	53055	57336	54313	35804	41055	60441	56236	83307	91596	87059	78120	114828		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
0712	"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared"	20	27	17	100	63	184	154	159	53	67	98	60	69	74	57	71	76		28961	31012	40420	43948	36168	41168	48907	58341	57733	58716	79348	92321	90356	94958	93751	126833	187134		1920	2555	5208	5171	4602	8140	9960	10523	7649	10245	10342	11548	12581	14088	18210	17331	20140	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	26	14	30	12	4	51	26	198	8	19	15	5	8	12	5	24	76		15832	11856	15293	19142	17145	19982	30692	35360	33012	42648	56643	55083	66626	66263	51229	65894	80529		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
9020	"Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ..."	7	36	28	25	65	29	70	34	58	25	18	11	34	124	10	159	77		22919	26195	21203	8710	9702	7142	13267	31711	19019	15302	16065	14114	14965	19098	14034	13985	17605		1281	3726	2756	3521	3310	3485	5642	7540	4932	6687	8757	7603	14089	23102	21340	12176	18297	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	2	4	0	1	0	0	3	22	6	37	110	142	164	149	87	20	77		2154	1672	1893	2521	2740	2292	4022	3364	1895	2535	11664	8865	4228	8305	16603	12711	14448		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	298	105	250	202	159	110	369	749	66	143	162	326	265	74	254	169	77		24520	28861	18448	32620	31959	36362	48199	61998	32195	33589	40657	35554	49251	46114	34493	50441	63644		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	55	60	81	65	329	145	127	474	109	71	345	146	518	558	767	655	77		24158	28744	33069	57630	59323	87606	95958	108765	87194	106486	179196	164766	150099	112461	96825	104553	101227		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	0	0	23	4	0	52	28	0	0	0	0	0	0	0	28	44	79		118649	163307	199803	207353	203979	235726	275842	261546	262889	287384	337493	300894	341053	357644	331287	284466	285141		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	196	145	188	247	214	269	344	412	332	241	479	386	406	272	275	226	79		3163	3376	4601	3266	3607	3641	7340	7421	3409	4289	4970	7348	7231	5672	7784	7277	15072		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	45	6	23	23	28	38	9	38	31	62	49	13	41	18	29	117	81		15299	18711	20735	22572	26019	27444	37915	55856	43305	55555	56687	64458	50831	50081	41529	37855	65195		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
7310	"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ..."	46	48	9	131	51	86	61	17	90	38	31	87	112	1694	350	190	81		164083	147830	179771	203589	203330	193823	220668	253830	271843	254948	290718	271969	280516	266737	209294	191403	249596		5281	6228	9431	10988	10996	17342	12232	15063	13664	17164	21140	19817	30536	32347	27201	24109	21955	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	82		14620	15835	17856	23068	25562	23259	42122	62151	83675	96357	122806	152251	129619	160795	146860	169420	197702		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
1904	"Prepared foods obtained by the swelling or roasting of cereals or cereal products, e.g. corn ..."	64	98	95	52	141	80	116	236	24	11	5	38	16	25	34	30	85		66372	76285	108670	116036	115988	106132	108674	123785	127033	131622	171391	177601	155198	122237	114986	132120	162512		5547	8934	15184	19002	16624	19550	20619	23557	26724	32342	31102	9763	10205	10297	7914	9094	9574	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	267	216	34	76	698	309	52	186	88	36	75	16	34	134	141	74	85		360184	225047	74035	257891	81621	302043	595429	555202	413569	493385	297400	141479	140430	104275	110626	107885	137190		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	10	35	79	90	117	100	219	106	73	161	289	199	134	163	94	70	86		3131	4363	4195	2358	6899	10830	10763	10147	6801	7640	12661	10579	9242	12935	8957	10553	15547		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	89	204	199	109	159	174	377	259	109	262	226	488	293	251	73	82	86		123361	145874	159761	144131	125811	167325	235574	245877	252282	281234	393163	369021	341593	339530	289789	281390	337222		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	1	2	0	3	5	97	0	22	0	0	0	0	21	0	86		73092	98119	123905	143160	128970	133779	157710	186269	180559	144473	114272	149508	160111	163731	147687	126650	150369		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
4908	"Transfers "decalcomanias""	85	137	130	73	60	84	274	250	200	149	107	35	79	25	97	120	87		8244	6474	6363	6551	3207	3803	4775	5507	3876	5348	7910	7350	5197	11296	12004	4781	6039		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	387	307	405	516	578	681	1085	1946	576	805	588	613	1040	488	334	60	88		6312	12594	15497	11874	16443	27416	23801	23798	26662	34634	33871	30295	27594	19983	20384	18346	23926		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	3	5	16	85	26	91	146	157	61	116	169	730	725	1380	240	298	89		57913	56890	66587	87809	94010	98316	124621	122852	84180	85118	145287	146346	111758	118849	102175	105103	207174		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	0	0	1074	43	0	0	0	27	0	22	106	205	117	98	115	146	90		10927	11592	15149	19723	23735	30034	40534	42006	34828	34745	41950	46998	48656	49007	47990	43999	76726		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
5905	"Textile wallcoverings"	0	3	0	0	0	5	82	31	37	96	170	186	336	652	283	98	90		3839	3609	5090	8046	13535	14393	21520	21806	13759	13616	12692	13072	13924	15156	15552	13847	16963		61	157	188	201	263	394	1128	1565	649	781	861	672	1154	1698	976	678	844	
