Product code	Product label	Turkey's imports from Greece-Value in 2001	Turkey's imports from Greece-Value in 2002	Turkey's imports from Greece-Value in 2003	Turkey's imports from Greece-Value in 2004	Turkey's imports from Greece-Value in 2005	Turkey's imports from Greece-Value in 2006	Turkey's imports from Greece-Value in 2007	Turkey's imports from Greece-Value in 2008	Turkey's imports from Greece-Value in 2009	Turkey's imports from Greece-Value in 2010	Turkey's imports from Greece-Value in 2011	Turkey's imports from Greece-Value in 2012	Turkey's imports from Greece-Value in 2013	Turkey's imports from Greece-Value in 2014	Turkey's imports from Greece-Value in 2015	Turkey's imports from Greece-Value in 2016	Turkey's imports from Greece-Value in 2017	Greece's exports to world- 	Greece's exports to world-Value in 2001	Greece's exports to world-Value in 2002	Greece's exports to world-Value in 2003	Greece's exports to world-Value in 2004	Greece's exports to world-Value in 2005	Greece's exports to world-Value in 2006	Greece's exports to world-Value in 2007	Greece's exports to world-Value in 2008	Greece's exports to world-Value in 2009	Greece's exports to world-Value in 2010	Greece's exports to world-Value in 2011	Greece's exports to world-Value in 2012	Greece's exports to world-Value in 2013	Greece's exports to world-Value in 2014	Greece's exports to world-Value in 2015	Greece's exports to world-Value in 2016	Greece's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	1	13	1	0	2	0	240	249	2	0	0	0	0	17	3	2		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	0	6	114	142	0	1	0	0	1	2	0	0	0	0	0	0		0	2173	3961	2510	1729	982	6159	8713	4818	71	80	1078	5832	4218	2591	2016	1687		0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	6	21	93	113	65	5	49	62	6	6	1	0	0	1	1	0	0		845	1930	2071	2169	1142	1213	1928	868	497	278	355	388	452	835	436	652	1199		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	3	7	17	0	27	1	0	0	2	0	0	0		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	0	10	1	4	1	98	0	7	0	25	44	0	0	0	6	0	0		3331	2001	1322	3651	4256	5324	4197	3394	5018	4768	4700	3244	1548	2878	2887	3416	3223		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		334	244	74	31	58	74	978	2563	422	3	4	3	1	5	15	9	100		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	38	1	644	999	363	9	62	112	3	163	1	4	10	5	10	7		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		120	59	65	82	135	171	246	191	224	115	10	0	7	4	25	1	1		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
7228	"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ..."	0	0	0	0	0	38	49	0	0	0	0	42	0	0	0	1	0		61	54	175	79	356	371	60	2968	756	101	121	190	34	129	27	845	440		22107	32343	53734	85482	131027	133505	187977	227412	131601	185472	286206	229993	220035	218073	220520	192971	188789	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		206	59	85	145	213	381	142	321	95	613	2096	1201	2246	1347	162	164	119		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7312	"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ..."	31	1	13	15	44	172	106	354	130	170	195	191	24	4	95	3	0		4939	3824	4938	5652	7110	5507	4699	13581	9100	6539	7706	8658	10857	10579	9956	11139	15773		11100	11130	14116	17073	27825	32070	45955	55921	49159	55707	63034	55888	70622	88029	114475	67653	88222	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	8	86	102	192	148	31	94	20	1	0	0	0	0	0	11	1	0		48953	47692	53428	70252	14040	10220	17249	19216	3152	2866	2632	940	1776	279	822	777	1468		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	0	0	0	0	0	16	1	0	0	0	1	0	1	1	0	0	0		57	86	51	100	121	235	90	393	273	134	936	307	1604	2204	3520	627	268		604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	4	1	0	0	0	0	285	166	57	76	53	64	10	0	0	0	0		407	469	1563	335	659	865	1074	1120	977	1136	981	864	940	856	536	690	1374		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	68	278	455	314	0	0	0	4	0	107	0	41	24		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	29	1	9	64	151	11	8	145	100	1	16	56	364	193	5		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	81	97	0	0	0	0	0	0	0	0		53	28	59	69	57	38	22	203	107	277	342	258	355	235	342	385	324		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
7907	"Articles of zinc, n.e.s."	37	44	119	97	194	349	362	100	11	19	7	7	4	0	0	1	0		769	1525	2633	3397	2867	2070	1377	1251	523	974	2124	372	422	197	295	388	512		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		44	0	0	164	285	0	105	0	0	87	0	0	0	0	0	0	0		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	21	506	1405	656	195	105	47	322	378	266	192	510	1111	2309	51		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31	11	45	30	107	214	257	130	0	0	38	42	19	29	2	20	81		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	3	22	1	17	0	6	25	182	78	23	15	4	50	1	0	2	0		1193	1318	1871	2045	2769	3832	3360	3634	2715	2774	4215	5028	5335	5626	5189	5597	7116		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	0	177	7	4	0	0	0	52	0	1	1	59	0	0	0	0	0		552	564	804	855	779	497	814	11773	510	784	448	11765	1013	715	1462	706	2244		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		250	706	1353	370	8268	343	1562	3064	313	926	1698	832	301	564	527	4745	807		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	0	112	193	0	91	281	0	48	0	0	0	0	0	0	0	0	0		2951	1862	1767	22497	5142	5438	2251	1656	4084	3640	2193	1027	884	161	364	870	583		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8455	"Metal-rolling mills and rolls therefor; parts of metal-rolling mills"	0	0	2	0	5	0	0	0	0	15	339	18	0	0	0	0	0		587	196	1681	1015	1051	504	1970	3199	870	460	674	1362	1722	768	498	758	1258		38093	18714	35860	75952	85327	142035	301986	155965	461904	174992	345303	191614	260687	190480	133081	255642	115376	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	0	1	0	28	0	6	2	0	0	0	0	8	0	0	0	0	0		1328	691	4188	7831	4097	765	6356	4443	1375	2276	2555	1609	2394	647	396	502	631		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	0	171	64	69	0	0	0	0	0	0	0	0	0	0	0	0	0		11685	8900	14114	15935	15789	14844	15531	15137	11973	9731	5457	10645	12153	9897	8555	9944	10213		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
8519	"Sound recording or sound reproducing apparatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0		192	211	330	717	655	244	1075	1008	1981	1435	4012	1075	508	641	438	488	605		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	0	190	89	64	132	23	32	1	85	5	2	2	0	0	3	0	0		5962	13876	10641	13553	13492	39951	42445	57488	52280	38327	62754	36997	41644	40462	29167	37426	38036		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	191	0	0	0	0	27	0	0	0	0		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0		4112	8060	2260	6155	8311	5720	10609	8643	9226	10870	7089	7660	5202	2947	3962	2650	3843		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		260	64	12	0	0	0	4045	0	101	0	60	0	0	166	0	0	1		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		855	431	966	1469	690	1277	720	1737	218	256	430	890	407	404	258	336	440		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		72	147	857	4059	1485	7634	3509	5227	24969	14141	12053	32145	43567	37515	42753	18689	17128		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		61	98	59	42	187	191	154	116	80	175	435	34	626	1000	501	108	785		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9502	"Dolls representing only human beings"	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0		954	168	192	646	1072	665	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
9604	"Hand sieves and hand riddles (excluding colanders)"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	1	2	1	2	1	5	0	0	2	9	0		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1054	884	1673	1543	740	998	1869	6766	5024	3036	1897	353	371	609	642	1339	1683		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		603	722	652	1443	2075	1387	626	1024	481	375	638	1835	2572	2448	1087	1464	1217		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	8	7	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0		57	170	224	648	1076	484	518	239	319	685	407	189	213	832	448	344	517		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	44	0	0	34	285	82	47	0	0	0	0	0	0	0	0	0		4495	10201	14364	17037	10283	9381	8733	7657	4917	12054	53612	59122	44593	48358	42153	50828	49707		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1463	751	893	923	9091	3018	5093	7073	6676	6046	6975	6233	6128	6388	6814	6722	6766		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		19435	23169	32087	51430	47274	62295	84427	84701	67335	72191	79020	85317	111596	151414	157106	151630	165799		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		45	63	1647	1622	738	621	124	85	108	242	483	451	675	898	1862	1522	2343		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		67	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0		2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	79	49	178	99	0	0	9	33	26	156	158	74	30	79	41	36		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	60	0	0	0	0	69	500	43	0	0	0	0		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0707	"Cucumbers and gherkins, fresh or chilled"	6	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0		17719	19949	17323	16052	21005	26323	18627	26746	29644	37806	26888	37510	43815	39447	26095	32375	33640		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	0	0	0	10	88	38	0	184	28	89	0	0	0	0	0	0	0		11314	6767	10088	7866	7818	10802	8759	16967	13881	12808	12510	12872	14533	14128	14974	14214	18627		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
0902	"Tea, whether or not flavoured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		282	164	247	154	242	266	311	385	890	1516	1235	1213	1035	724	825	850	847		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
1206	"Sunflower seeds, whether or not broken"	12	0	0	0	0	0	35	39	7	0	3092	0	23	0	33	0	0		511	485	960	443	667	338	848	535	943	647	3552	1110	9199	5075	15311	14632	15097		42707	42008	153335	157376	161759	116520	260166	365145	240620	349690	589577	443959	474002	406155	237984	263005	356471	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	210	339	24	9	177	335	154	146	237	102	19	18		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1620	2938	5020	5887	7580	10683	23819	36929	19791	25554	24207	19844	12707	15188	13201	12840	10932		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	3	53	93	150	83	99	82	9	2	8	5	11	8	3	2	0	0		84	107	138	171	166	297	247	356	1653	1376	810	234	367	63	55	57	311		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		424	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	448	1254	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3609	3657	4676	5044	5819	2156	677	1241	643	1996	2439	9670	8476	12784	8698	10561	11939		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		280	40	26	100	58	121	172	307	195	262	367	198	243	490	322	355	487		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	2	3	0	0	40	0	15	105	67	24	34	0	0	0	1	0	0		1379	1120	2011	1741	1288	3977	6718	16905	15015	25449	24816	18189	20599	24873	30242	18485	16928		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	0	0	0	0	9	0	0	37	0	0	0	44	0	123	1	23	0		19	42	82	83	125	122	188	298	130	263	147	551	195	178	230	234	225		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
2810	"Oxides of boron; boric acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	12	11	46	16	4	42	16	6	21	28	8	22	3	1	1	2		19	25	23	61	48	66	86	67	65	62	87	69	96	123	87	116	131	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0		1487	1515	1714	1558	3171	2862	3741	3382	3339	2291	2488	2748	3209	3094	2897	3195	3681		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	1	0	10	24	46	16	35	202	323	276	353	36	263	32	76	224		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	2	10	5	30	0	0	11	18	10	40	7	1	0	35	24	115		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
2830	"Sulphides; polysulphides, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	89	7	113	8	15	8	263	100	22	4	4	15	8	2	1	3		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	40	12	21	5	21	67	117	36	41	46	47	39	93	34	23	32		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0		19	5	7	11	41	67	82	32	85	8	11	4	12	8	6	24	36		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2847	"Hydrogen peroxide, whether or not solidified with urea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		79	118	131	192	206	231	186	236	173	129	123	203	119	94	49	12	23		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
2907	"Phenols; phenol-alcohols"	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0		42	4	4	105	87	20	37	1	12	21	91	15	15	5	6	19	31		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0		75	90	349	663	949	1073	1666	2020	1489	1666	2609	1363	1421	1282	1076	91	105		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		2	1	0	14	26	5	16	12	1	0	19	9	11	18	7	145	89		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2926	"Nitrile-function compounds"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		24	6	50	1	25	5	80	0	3	9	1	21	33	518	2	9	3		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	70	96	173	34	72	37	40	19	35	101	107	17	23	1	6	2	0		1686	2198	2565	1563	2905	2771	2315	3949	2644	3070	2102	2249	2471	2368	2194	2478	2675		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	0	0	2	266	737	88	6	1	22	85	44	6	87	220	166	67		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	14	0	0	14	23	26	49	7	110	45	15		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	7	20	646	1	37	30	20	1	45	0	15	84	15	154	304	444		889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
