Product code	Product label	Turkey's imports from United States of America-Value in 2001	Turkey's imports from United States of America-Value in 2002	Turkey's imports from United States of America-Value in 2003	Turkey's imports from United States of America-Value in 2004	Turkey's imports from United States of America-Value in 2005	Turkey's imports from United States of America-Value in 2006	Turkey's imports from United States of America-Value in 2007	Turkey's imports from United States of America-Value in 2008	Turkey's imports from United States of America-Value in 2009	Turkey's imports from United States of America-Value in 2010	Turkey's imports from United States of America-Value in 2011	Turkey's imports from United States of America-Value in 2012	Turkey's imports from United States of America-Value in 2013	Turkey's imports from United States of America-Value in 2014	Turkey's imports from United States of America-Value in 2015	Turkey's imports from United States of America-Value in 2016	Turkey's imports from United States of America-Value in 2017	United States of America's exports to world- 	United States of America's exports to world-Value in 2001	United States of America's exports to world-Value in 2002	United States of America's exports to world-Value in 2003	United States of America's exports to world-Value in 2004	United States of America's exports to world-Value in 2005	United States of America's exports to world-Value in 2006	United States of America's exports to world-Value in 2007	United States of America's exports to world-Value in 2008	United States of America's exports to world-Value in 2009	United States of America's exports to world-Value in 2010	United States of America's exports to world-Value in 2011	United States of America's exports to world-Value in 2012	United States of America's exports to world-Value in 2013	United States of America's exports to world-Value in 2014	United States of America's exports to world-Value in 2015	United States of America's exports to world-Value in 2016	United States of America's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	69	0	0	1	1	62	15	39	0	1	12	12	15	66	187	0	2		30517	25291	33069	45232	42498	41876	49012	52066	54489	51416	59853	69843	61150	73060	67840	51582	45488		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
7107	"Base metals clad with silver, not further worked than semi-manufactured"	0	0	0	1	0	0	0	0	0	7	6	1	0	3	6	1	2		41206	40014	6203	10069	6844	14185	16550	20322	14699	24714	49397	48969	55762	50866	26591	30553	27596		46	29	64	23	101	7	54	89	10	524	1834	976	1147	1675	1295	1197	1535	
7109	"Base metals or silver, clad with gold, not further worked than semi-manufactured"	0	0	0	3	1	0	0	11	0	5	5	8	4	3	17	4	2		1819	2566	2872	4891	5012	15300	16827	15448	10170	13790	17340	18606	14318	11986	23140	31248	20170		3	0	0	3	2	3	0	16	57	8	15	4313	16	4	120	199	3	
0505	"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		42336	43480	44263	56533	65495	70061	71922	79484	67237	77166	125450	133173	156053	158491	125609	76592	88559		213	265	511	768	1227	1461	2018	1697	907	1283	2672	6439	7064	4012	3647	1827	2010	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	139	202	7	0	76	174	1	34	7	10	24	4	5	9	5	2		95630	105290	118495	120196	122746	108464	106059	114671	105580	112219	131259	151649	165403	144375	129251	109066	118578		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	18	0	0	0	1	11	12	0	41	0	2	0	2		7937	7437	9875	16510	20544	51156	38500	44153	26055	48181	95390	32525	29643	36331	21502	48188	47685		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
0701	"Potatoes, fresh or chilled"	10	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2		90487	123419	89384	73660	110519	135155	134024	162132	148886	166020	222171	204837	217520	200088	183506	204423	239129		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	2	6	26	3	44	32	38	21	7	149	53	48	48	20	68	9	2		5879	5414	4850	5288	6348	6273	9441	15982	15336	17748	23917	30236	28982	30261	26423	24583	22187		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	1	8	276	869	285	13	101	101	0	18	43	55	456	6	4	51	2		49032	55257	62678	82789	93847	108431	149602	190623	172030	195869	219866	216954	212295	225226	220888	208300	187235		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	7	4	2	5	3	10	17	0	6	15	7	1	1	2	1	2	2		12317	7879	6287	4268	3907	4756	24642	44175	24601	20917	13427	6738	2149	1764	2917	2829	2638		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	5	7	12	24	22	2	28	52	16	1	2	2	230	27	13	4	2		30067	30903	39297	30018	31855	51784	30540	32028	23593	19759	17463	10590	13085	10193	8755	9116	8735		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
2831	"Dithionites and sulfoxylates"	16	49	33	0	0	0	168	1	0	5	1	2	2	1	1	2	2		7958	8051	5955	8677	8382	10476	1781	2281	2387	2694	3002	2788	2470	2929	1116	683	749		8723	10102	10926	12870	12791	13887	15657	20881	16102	18986	18371	27454	30838	30864	25457	24102	23035	
9108	"Watch movements, complete and assembled"	2	1	0	9	1	0	0	0	0	0	1	2	3	1	2	2	2		16876	15118	17528	16137	11303	15226	27757	40738	35275	64002	75503	27997	25829	29807	17576	30250	21808		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
9610	"Slates and boards, with writing or drawing surfaces, whether or not framed"	1	4	4	0	2	1	0	1	1	0	1	2	1	1	3	1	2		10761	12179	9744	12912	14391	19180	17014	14438	9552	12847	14939	14542	19553	29660	22898	20209	20678		121	192	132	325	479	462	949	1133	801	662	334	841	676	12448	3314	1087	1016	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	25	10	9	133	49	33	67	58	122	13	61	59	4	10	5	93	2		22951	21759	19993	26928	29263	29921	35985	36499	48059	61572	85332	119440	133954	141547	133691	129181	147787		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	0	53	0	0	18	8	19	3	4	2	13	11	11	2	0	8	2		47117	24708	24007	21588	25167	30959	28021	28591	39501	49838	53097	55681	46645	43089	48641	46603	51177		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	8	1	2	1	2	1	3	11	35	0	2	5	4	0	2		3803	1441	3535	2930	5137	3940	7517	8193	6926	8389	7746	9317	10824	8849	7326	6032	6003		34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	5	0	0	0	0	4	0	1	1	2	3	6	1	0	28	2		20979	12070	9330	6078	8444	8766	9585	11581	14525	11439	13168	16516	15402	19423	22449	18034	12178		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
9611	"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ..."	9	30	5	15	30	35	24	21	14	27	24	25	31	40	31	27	3		5780	8064	9115	13682	19435	20816	30517	30071	24292	18705	20396	22905	19952	17531	19624	19930	19923		853	1253	1523	2000	2495	1668	2204	2561	1708	1862	2116	2044	2026	2298	1865	1520	1718	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	2	0	25	25	216	437	95	841	97	3	6	60	6	0	48	1	3		115614	137400	178007	274271	318188	394191	462429	711985	353077	558726	663120	737251	624781	624398	426997	330422	422369		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	58	222	214	160	302	89	340	101	0	9	607	447	292	7	111	7421	3		22467	27324	22991	32648	23387	19083	27568	20549	18856	24621	19138	28634	23166	19203	24373	34685	26413		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	3	21	69	0	37	0	13	0	0	7	0	0	1	14	2	1	3		55167	66069	88828	130836	138163	121813	104324	90432	71180	91395	90069	106024	142957	117391	115177	112957	101306		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
4001	"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ..."	62	36	478	6	0	61	109	25	58	148	15	40	176	187	177	3	3		56403	53626	93438	62011	58267	70060	79849	88375	89667	150206	198203	174679	130220	132040	111601	93137	101922		55959	76729	117162	167595	192590	287709	321855	397758	202531	432165	724018	461134	396084	326238	256518	228051	345116	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	1	0	1	0	1	1	1	5	42	3	3		2557	1440	1474	1135	1730	4370	3398	2727	2384	1738	1282	1739	1092	1212	2127	1270	1179		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	3		8267	7468	7965	8698	10000	10630	10434	8213	5581	3742	4702	4359	3634	3170	3498	3734	4385		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	4	0	0	1	0	3	19	1	1	3	15	4	0	0	1	2	3		24179	19759	19019	19124	20825	22994	18454	25014	21987	21715	30922	35171	37330	39288	40910	38414	44219		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	2	0	175	103	124	2	13	113	24	6	35	26	34	5	4	85	3		215089	183775	154628	201829	204365	173513	89153	66403	43205	61083	77533	112131	151812	176421	181750	182526	189890		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	0	4	25	19	8	0	1	1	3	0	2	4	15	8	4	3	3		13771	14347	20551	18423	16606	21310	20575	16937	16162	20433	19750	20431	20401	22533	20252	17293	22515		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
5007	"Woven fabrics of silk or of silk waste"	18	56	34	79	35	170	115	242	192	75	50	90	22	7	15	3	4		20815	22424	25618	24602	28211	46529	34998	24522	17913	15329	15193	13471	9997	9385	9216	7448	11173		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	21	28	75	192	60	34	475	778	141	234	233	218	39	60	122	96	4		14850	11137	9703	11097	15677	16841	27158	23518	25509	26409	31511	32533	32250	31942	37718	34195	18929		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	4	5	421	7	82	30	110	43	2	5	6	1	15	4	4	17	4		37379	25806	39396	26362	16320	17352	15777	16359	16839	22086	31072	25593	35826	29947	29627	25819	29271		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	147	0	0	3	0	0	49	49	120	46	0	1	1	1	2	2	4		26043	22142	25219	27033	26591	29393	31008	34115	35886	39196	51494	63944	67025	71551	77717	74285	75919		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	453	43	0	27	56	0	0	0	2	3	8	16	0	8	23	29	4		55171	49324	49174	47563	47742	51381	52143	49689	30789	36339	39862	37079	38219	38059	36089	30026	31661		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	0	0	0	1	1	1	0	0	0	0	0	1	2	4	5	5	4		1045	875	744	779	824	1181	702	1096	769	802	949	1070	1356	1388	1088	1063	1119		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	0	1	0	0	0	0	0	0	4	4	0	0	0	0	0	0	4		3354	681	1060	1563	1008	996	8403	7456	5048	1658	457	1075	2287	1289	2515	275	240		1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	3	32	68	4	72	9	32	5	31	13	11	8	0	9	0	11	4		66443	69382	42309	32616	38398	38784	32444	32000	20157	32489	34427	35101	35670	31415	29815	20310	26118		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	10	92	194	2	39	128	89	64	1	12	5	4	8	3	15	63	4		35638	33227	30454	35341	35941	35479	32559	38239	35447	33665	37043	39736	39255	35366	35474	33281	35701		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	15	23	10	33	13	29	39	2	6	1	3	10	6	8	20	8	4		126182	199928	223832	147807	82665	78965	66270	69316	68354	54909	32700	28070	23113	24562	23920	21069	14167		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
5212	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ..."	5	8	6	7	6	5	3	2	19	3	4	0	1	2	1	2	4		56506	39159	90663	209756	141594	50125	35700	20935	8181	4971	4031	2463	4074	4246	3959	4246	3485		1851	8392	6157	9246	10339	10521	15124	10879	7556	9562	10012	8024	5616	6360	5795	5623	5012	
1008	"Buckwheat, millet, canary seed and other cereals (excluding wheat and meslin, rye, barley, ..."	1	15	0	0	0	0	0	0	0	0	0	0	0	13	35	0	4		41064	38327	33731	45933	47407	47503	58556	73960	69627	74949	87956	83932	88929	118155	110275	96326	93112		287	600	358	535	681	113	265	754	1051	1055	657	3941	1354	1985	2325	3543	3218	
2522	"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)"	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	4		9883	8201	8146	8640	11227	11812	15027	16412	11385	25646	29529	25790	34587	44078	48334	53479	56956		30	59	32	59	70	194	184	251	215	302	486	617	977	904	974	1258	1544	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	0	0	0	0	1	1	1330	707	2	0	31	0	1	0	1	42	4		12179	11423	7352	7985	10303	9056	14499	10719	7021	8047	13190	10993	11155	10524	8257	7476	9668		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	93	38	46	77	97	84	3	32	1	166	117	64	437	171	704	450	4		19930	11266	12092	13570	13969	27201	23361	32303	19827	28149	32144	36850	26973	43533	39996	29453	33063		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	2	0	24	4	2	15	3	7	15	16	22	7	16	17	4		44347	38297	37765	51279	53484	60421	71936	84313	77423	114283	209762	226475	86911	64699	70033	72665	66525		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	107	74	23	54	54	28	27	46	33	26	76	51	98	88	192	112	4		51599	48316	50277	47635	50333	54997	67361	67978	54017	61979	68640	68325	69746	76097	70286	56106	56800		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
9114	"Clock or watch parts, n.e.s."	6	0	6	6	7	5	5	13	1	2	0	9	1	3	0	2	4		23326	22896	15667	17299	15899	16058	39471	19735	17275	15731	15042	13766	11551	10104	13733	9510	7482		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	17	25	18	1	5	11	122	89	59	18	26	36	72	40	19	10	5		22442	27181	32416	30590	29969	26647	33599	33857	33829	30806	33095	39547	42239	45643	45123	44240	45242		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	28	1	6	6	7	23	21	10	2	5	9	9	6	3	5	45	5		11920	12506	16240	16753	14238	17890	23840	37242	37385	43168	49571	56555	65959	70611	82133	84623	101900		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
5811	"Quilted textile products in the piece, composed of one or more layers of textile materials ..."	9	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	5		43399	41592	29358	73508	107868	115664	62082	13500	11224	14166	19246	24471	18889	21840	21002	17498	22907		51051	77464	76637	31816	21186	19668	28181	26420	2509	1477	1162	1515	2209	5583	11541	17475	5573	
8007	"Articles of tin, n.e.s."	0	0	0	13	0	2	3	4	7	8	7	18	9	76	6	10	5		11627	8804	8282	10415	12390	10871	27507	28269	18327	30228	23605	22622	23946	34245	45345	29950	28450		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
4812	"Filter blocks, slabs and plates, of paper pulp"	0	3	34	43	60	25	128	119	196	256	2	15	14	240	48	13	5		4857	5795	11392	6481	4842	4780	2136	3045	3077	2398	2167	3749	2879	1903	1822	2695	1579		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	3	4	1	1	1	3	14	0	0	1	7	4	1	1	9	1	5		10700	8134	11372	11778	21618	24776	18082	20371	16660	15320	14195	16566	16546	16064	13613	12061	13171		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
9604	"Hand sieves and hand riddles (excluding colanders)"	16	11	7	9	13	31	80	3	41	8	5	19	11	5	15	12	5		1273	2562	1330	1213	1538	2509	1779	2732	1609	1884	2184	2369	2295	3288	2296	2476	2465		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
2817	"Zinc oxide; zinc peroxide"	0	0	0	1	3	0	3	594	39	144	204	5	7	9	25	5	6		17832	14765	15898	20311	24630	50353	67560	63920	31918	39114	53121	52769	35770	25972	31551	58553	93877		4594	4383	3585	4669	4222	9503	16471	12058	8146	12200	12358	9112	11423	10756	9117	8566	12033	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	2	0	4	0	1	2	0	1	4	4	11	15	3	0	21	6	6		98460	126899	109273	173260	133452	206998	96475	118550	51580	115713	118339	95935	59003	60097	52372	72569	100503		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	10	0	0	11	2	1	2	0	4	8	2	0	0	0	2	4	6		51820	58186	39806	44371	69036	41500	57427	46458	39292	44662	53771	65615	43079	40436	37739	31067	44002		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
2523	"Cement, incl. cement clinkers, whether or not coloured"	186	15	5	3	3	1	102	4	96	42	15	1	0	490	3	5	6		59496	61392	67123	69705	71990	117227	134243	124017	121320	188022	214782	264905	265434	267496	249472	205436	201680		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
3803	"Tall oil, whether or not refined"	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6		47534	21118	38330	47875	34413	39787	70834	115071	76335	126291	126195	164570	155643	122944	100817	120022	132858		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
1108	"Starches; inulin"	5	7	10	11	6	0	0	16	43	63	92	61	68	3	7	12	6		70477	64242	64248	66302	89046	95164	121415	124747	111508	127454	121108	129008	109373	115118	101718	89375	95797		2411	6404	6832	7483	8581	9785	13230	14751	15040	14082	16868	17450	14172	16690	14129	14264	15472	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	0	0	2	5	1	0	2	1	0	1	3	1	13	21	2	16	6		7094	5939	6191	6301	7655	8415	10461	10355	9481	8603	10169	16331	16096	15718	14348	13566	16907		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	1044	712	1510	1791	751	15	78	50	2	0	141	1	0	23	1	1	6		46302	55039	47582	54927	45108	64706	68378	63317	47932	62889	92449	60193	66018	72566	55774	65280	69682		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	4	14	13	7	5	3	0	5	4	24	7	5	7	13	14	3	6		7903	4823	3198	2916	4986	5927	5482	6085	4959	5441	4299	4124	5202	7345	6649	5537	5619		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
1301	"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins"	32	21	23	23	32	22	58	25	56	63	35	0	1	0	1	2	7		32826	29559	27227	33069	40290	51268	35280	43166	42778	48531	41820	41259	39694	36732	36287	32243	34323		536	802	1403	2045	2465	2733	2482	2725	2905	2747	3162	3804	5212	6436	5364	7006	6495	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	6	3	10	0	160	11	66	0	0	2	38	54	65	75	48	28	7		35237	36281	36727	35184	32597	33986	53079	54714	42727	40173	33089	35437	39170	37436	38583	41562	48344		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	98	0	0	2	15	0	0	0	0	0	0	0	0	7		20726	21718	42351	37251	37513	52168	78056	253932	85409	108584	225612	185829	136375	106925	63260	41525	37657		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
5309	"Woven fabrics of flax"	30	16	68	17	153	3	35	20	15	20	14	13	21	19	6	5	8		5165	4042	3245	3588	4059	3355	4335	4421	4059	5330	6146	7038	7503	7589	9545	8315	6738		20224	28802	46849	64362	70247	66428	58006	44229	25845	26902	31152	34190	36720	29815	20794	18953	20483	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	0	0	0	0	0	24	0	1	2	0	0	0	0	22	29	12	8		2865	3086	2357	10614	4392	26631	5422	12188	10587	3999	1371	1440	2113	3559	2816	23922	12509		13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	39	11	7	10	10	32	22	21	11	9	68	42	9	11	7	24	8		63222	68997	84804	80984	98830	103137	94962	114437	105076	144448	150774	142572	155879	146703	147616	155592	139206		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	6	0	11	0	1	24	0	24	1	15	1	3	7	21	4	3	8		17801	14119	13540	15083	15613	16681	25469	20375	16918	18965	21294	23943	22681	21649	22267	18455	16962		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
7611	"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ..."	1	0	0	28	2	11	2	0	27	90	0	0	0	0	6	0	9		50066	50528	34224	19841	43494	16389	19024	22768	13874	16645	27035	42285	40464	34376	26045	27193	24024		473	273	333	996	875	1071	929	1658	1279	761	519	1093	1012	1857	192	519	2230	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	78	93	20	10	13	17	33	26	10	7	16	23	40	5	23	11	9		179472	130964	84738	71487	71489	62975	60530	66046	70363	68008	83142	93546	100616	90304	114063	105652	101152		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
4112	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of sheep ..."	0	2181	123	143	109	37	8	24	7	3	3	5	6	40	29	1	9		0	2448	1956	3371	3774	3151	2294	2449	2363	1781	1703	2254	1964	2395	1248	1150	692		0	69417	61720	70588	64905	81217	95484	94799	60471	73350	71798	61953	64714	57367	33173	25073	22244	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	44	71	66	144	308	170	210	344	69	47	60	54	228	100	65	12	9		52073	42609	37818	36103	36194	41004	40487	50514	39787	55217	51606	49690	64423	58498	74555	68801	72980		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	3	0	1	1	4	0	4	94	0	0	6	19	20	9	26	0	9		64765	71123	58365	45876	21703	6782	5481	6770	2685	6568	6137	7301	4142	4314	6071	3635	3399		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	31	21	51	75	66	57	19	68	12	32	23	21	10	61	11	30	9		14128	11798	11304	10749	12596	15206	15173	15401	13766	15551	16710	15856	14580	15484	14973	15417	15412		1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
1202	"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)"	0	0	0	0	16	0	55	0	0	1	0	0	0	0	3298	0	10		120632	173123	116335	162355	131117	146035	176202	237409	207930	219894	220768	264005	542488	450050	421856	584649	445626		401	34	237	3578	24948	2236	20150	21448	4099	11302	20005	21976	10807	16309	58711	21485	23405	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	227	1088	867	442	191	88	15	11	3	2	0	1	1	1	33	10		0	99699	139731	140315	177710	210015	221999	209923	162810	181892	147318	126515	150674	167093	192986	181769	193425		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
