Product code	Product label	Turkey's imports from United States of America-Value in 2001	Turkey's imports from United States of America-Value in 2002	Turkey's imports from United States of America-Value in 2003	Turkey's imports from United States of America-Value in 2004	Turkey's imports from United States of America-Value in 2005	Turkey's imports from United States of America-Value in 2006	Turkey's imports from United States of America-Value in 2007	Turkey's imports from United States of America-Value in 2008	Turkey's imports from United States of America-Value in 2009	Turkey's imports from United States of America-Value in 2010	Turkey's imports from United States of America-Value in 2011	Turkey's imports from United States of America-Value in 2012	Turkey's imports from United States of America-Value in 2013	Turkey's imports from United States of America-Value in 2014	Turkey's imports from United States of America-Value in 2015	Turkey's imports from United States of America-Value in 2016	Turkey's imports from United States of America-Value in 2017	United States of America's exports to world- 	United States of America's exports to world-Value in 2001	United States of America's exports to world-Value in 2002	United States of America's exports to world-Value in 2003	United States of America's exports to world-Value in 2004	United States of America's exports to world-Value in 2005	United States of America's exports to world-Value in 2006	United States of America's exports to world-Value in 2007	United States of America's exports to world-Value in 2008	United States of America's exports to world-Value in 2009	United States of America's exports to world-Value in 2010	United States of America's exports to world-Value in 2011	United States of America's exports to world-Value in 2012	United States of America's exports to world-Value in 2013	United States of America's exports to world-Value in 2014	United States of America's exports to world-Value in 2015	United States of America's exports to world-Value in 2016	United States of America's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8501	"Electric motors and generators (excluding generating sets)"	1928	8630	4020	5559	10762	23207	15336	10823	14231	41115	10363	19906	21703	27185	23045	16345	15482		1630579	1533835	1613368	1956631	2189251	2294931	2442179	2790520	2432914	2865929	3301317	3743041	3823369	4092230	4137470	4007487	4057899		89877	181990	212167	278384	336871	396849	522843	581441	506704	588959	793028	704614	824942	778229	731024	737109	767887	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	4554	7431	15058	18067	10757	11602	16108	10896	8675	11873	11056	11459	16182	10757	8995	13045	15543		609901	638280	690631	756215	716167	839997	783592	810145	555006	795663	881693	916723	910299	921501	879866	872613	891700		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	5171	7128	14613	21683	19351	18755	49464	37558	19761	23083	25821	24006	23015	17858	21801	20293	15632		994560	841739	862552	878447	1030059	1061624	6120288	7117119	5613170	6530487	6667057	6495606	6372790	6472899	5924306	5352406	5110594		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
7009	"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ..."	354	209	181	171	407	280	371	429	545	1192	1519	2571	3288	4525	4318	7455	15893		402367	401116	485359	566168	586788	623690	670547	661064	601457	808095	982268	1049596	1135637	1277667	1397248	1477319	1612384		7382	10611	18132	32640	34198	40089	48102	52064	36053	51508	64755	57131	64141	72985	65269	58065	64948	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	5451	6167	5080	10429	22807	23726	37990	25414	33307	57806	115091	52693	55225	53899	27909	13402	15916		8057832	7867875	7486836	8688252	11130184	12432130	15874525	17298456	13205322	12366016	13244122	13585259	12155034	11529684	9140392	5955944	5947702		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	2344	3285	2789	4216	5124	5785	6594	8833	5918	9352	12998	11781	13708	15870	15326	15625	16075		1378445	1279506	1276453	1362854	1436048	1597471	1730740	1656629	1391844	1840818	2118679	2361307	2509243	2731696	2684276	2615346	2784430		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
2917	"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ..."	496	5792	3153	515	8675	16096	59028	37913	3466	12311	27213	26929	30642	34523	22778	4661	16321		465802	536404	569669	838401	845674	947063	1094071	1088774	686666	1281486	1427403	1419252	1397142	1130567	956120	698434	836448		131830	188842	251188	289700	344798	361898	418132	376656	287723	401097	508522	535320	620713	746197	538237	489330	547182	
3906	"Acrylic polymers, in primary forms"	3233	1246	8722	16074	18743	15893	8042	8113	6948	8499	8437	10083	18604	12180	14605	13862	17233		817286	860166	846047	1037654	1253371	1357570	1390409	1547203	1230915	1796228	2046281	1975693	2162618	2060416	1843777	1658418	1744221		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	3733	4632	6813	6052	8729	11187	12349	12319	11005	13695	16782	18336	17144	16873	13806	14640	17587		612979	657626	600721	699411	741854	758927	975395	1044292	1176743	1351988	1495851	1607075	1535723	1514404	1638445	1645502	1789725		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
3403	"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ..."	3099	3610	3284	4136	4229	6799	9423	13007	10216	16204	19617	18354	19041	18468	17043	16676	18295		436102	466863	528974	637148	712087	791976	888185	1065446	903889	1155543	1380123	1463436	1535152	1612021	1596996	1556408	1618884		35496	46553	61886	78975	86295	108534	151624	182741	123649	137549	167671	144388	169061	162748	141443	136005	150734	
3907	"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, ..."	1658	966	3095	6815	5395	10051	20041	26824	8656	12864	14440	15690	19964	19951	21245	16706	18432		2944721	2875184	3098761	3699803	4246183	4775232	5152346	4997258	3843696	5313773	5639443	5718670	5695002	6075450	5673914	5411000	5563118		180009	246238	340388	477241	598281	685841	837477	941414	693184	982043	1387072	1279135	1438003	1280189	1173779	1134117	1399822	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	2792	2672	4343	7023	10681	10979	15316	18159	19106	23314	33933	29659	30119	27483	19260	17358	19347		1298379	1289903	1453996	1688320	1766908	2088134	2238236	2701381	2547184	2933920	3252014	3412701	3504716	3633767	3368641	3256335	3447639		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
8409	"Parts suitable for use solely or principally with internal combustion piston engine of heading ..."	6755	7940	10491	11914	25557	29597	31408	16655	13059	16519	17597	19358	19223	21937	23496	21607	20086		4107221	4496582	4333413	4225246	4728461	4712759	5094469	5098960	4021183	5426241	5931723	5908580	5619442	6159229	6006966	5985134	6230914		149663	196530	304472	437257	566294	569642	652859	638547	543484	653297	784527	734639	753265	816679	849975	930892	1033513	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	6217	5790	6251	9153	9784	8026	11574	15792	14050	16973	27975	16155	22270	17408	26771	18377	20298		5462075	4526382	4452331	5861753	5518200	6336174	6257367	5418685	4088799	5272368	5529955	6117550	6086769	5732184	5814892	5360147	4849738		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
9026	"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ..."	4711	4840	4838	6437	9247	9416	9005	12651	13498	13320	15371	15768	15190	19248	20323	21175	20798		1336417	1266050	1389213	1632110	1817935	2149400	2534374	2747924	2306802	2811706	3290685	3551581	3619257	3790508	3468440	3305420	3451650		30008	37466	48030	59021	78378	89677	113644	133734	108907	135864	182210	182780	208285	211556	226267	235352	247148	
0713	"Dried leguminous vegetables, shelled, whether or not skinned or split"	2360	153	401	209	869	3006	1461	11645	2301	6968	8811	5221	18718	20103	20472	11539	20924		274823	280554	282219	289231	363945	407831	466327	699342	699000	729434	661694	840650	872965	914955	809399	1017086	1033940		64113	36985	14327	15201	58853	66880	78709	332831	207428	257844	282654	215283	260920	384320	370825	380383	439412	
2208	"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous ..."	597	540	551	71	353	498	534	683	3122	8906	13437	16009	20761	21325	23108	15365	20959		557107	581010	643223	742557	789720	928322	1147047	1243713	1137335	1365112	1670800	1834105	1861888	1975565	1966951	1849726	2075920		5960	7415	9130	9313	7056	13205	14682	19729	43231	40007	85996	87684	108358	132298	125055	98122	127074	
8414	"Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ..."	9370	12657	12471	31296	19081	23861	41807	44324	28662	27456	29664	30322	28180	35784	24431	22138	21596		3785705	3458378	3574688	4202114	4667827	5052337	5323414	6048235	5556103	6223750	7145921	7863759	8160370	8276005	7394171	6600441	7026664		148131	203916	299891	500790	539550	664336	874454	971338	753158	925545	1162388	1095167	1261214	1165614	999182	1104674	1149554	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	1932	4949	1171	2801	14090	5144	7482	7032	13077	17421	10677	18766	17827	20472	19866	7132	21971		792011	742601	885457	949604	1135353	1592881	2008369	2461633	2165034	2431309	2695275	2838917	2912021	2620163	1979613	1490869	1579888		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
8537	"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus ..."	22236	4432	6614	7504	7933	10844	21072	17484	15866	22732	18924	20309	35031	32612	30055	26101	21987		1317236	1280967	1385612	1473438	1765766	2654586	2907322	3059777	2738050	3197499	3837481	4597253	5315225	5701914	5656907	5424414	5756493		78029	127932	136927	152660	161004	222503	347690	441167	382259	508221	555179	547648	820926	776583	733931	816437	944664	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	7969	5810	9436	12637	9584	13917	9524	15946	8597	10347	14723	20937	21986	18732	19273	20647	22176		2106499	1989538	1973938	2067661	2219938	2596877	2755958	2787480	2183891	2432505	2772616	2928883	2991221	2961373	2899117	2697280	2692781		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
9032	"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ..."	13029	6941	6672	6752	12825	10084	9958	10226	7829	13357	11819	14074	12645	17699	22412	31898	22776		3085753	2921423	2983319	3150796	3125968	3309894	3286943	3234729	2639806	3093282	3451750	3675588	3792833	3685292	3526987	3566283	3499857		58245	88492	111399	154480	209300	236656	239145	279926	267252	454272	600988	518360	558333	586469	563842	639649	721907	
2921	"Amine-function compounds"	18205	17574	19679	20489	23742	24849	29964	41138	29211	49286	59773	47498	50057	42788	24475	15603	23008		619815	604796	696307	727704	761108	874765	937782	1046859	1109588	1590035	1792299	1681350	1577614	1617286	1561382	1167437	1224188		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	12820	6406	9348	6293	8208	3403	8021	10867	7514	5954	4623	5580	21027	46003	24280	12681	23210		1737058	1503594	1501258	1836515	1855882	2101075	2101809	2478723	2331941	2486092	2692676	2588825	2762273	2954254	3038764	3135725	3161837		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
3920	"Plates, sheets, film, foil and strip, of non-cellular plastics, not reinforced, laminated, ..."	1708	2609	3677	5737	8365	12704	16921	18250	11531	12099	16850	16248	16234	19819	22434	21986	23561		2746408	2719975	2871623	3247745	3423307	3652982	3804439	4244953	3687953	4489833	4852007	4722501	4815272	5207983	5107679	5095071	5386945		101430	141179	193852	263423	342920	409477	499504	562015	454264	627738	789809	835382	936861	1003972	922097	907137	998858	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	3468	8223	5298	10447	12301	13492	13486	15172	12388	14505	16340	16754	17379	19967	21057	23314	23728		1052009	1115517	1197790	1344544	1471765	1622950	1726632	1951995	1469545	1879092	2253294	2277941	2258908	2368561	2306030	2180572	2313084		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	6822	11188	17114	11960	19742	25617	19468	7946	7326	12795	10771	20671	39752	14981	27317	30288	24048		1905044	1701561	1692485	2124038	2536173	3076402	3210091	3486188	2454004	2805485	3534302	3765164	3944620	3873181	3781663	3583388	3547452		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
8424	"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ..."	3573	5701	7170	7780	12189	13520	16422	19142	11822	17542	18598	21914	29861	28984	22264	23116	24570		1466430	1462769	1495370	2014826	2208609	2450123	2574898	3170620	2322762	2815634	3240155	3351839	3268815	3044962	2797988	2672298	2623139		23499	38465	56684	74858	95868	111938	143396	175346	114729	143628	203089	215010	239991	279654	203195	242511	224853	
2907	"Phenols; phenol-alcohols"	1369	1498	1921	1815	2021	1399	1581	5172	766	2623	4115	1291	3266	3758	12723	11695	25838		515607	456089	689235	885834	867015	909821	1158148	1074717	536689	1056879	1277034	1211914	985665	920210	668518	588713	602418		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
8428	"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics ..."	4056	721	2271	3025	8017	10313	4237	10030	20600	8122	20133	14375	34234	18140	21671	28952	26136		1035444	944027	720552	900316	1098991	1402334	1293355	1505970	1069482	1275915	1618965	1856797	1955153	2147685	2089619	1878266	1746033		54682	56114	64594	108411	165152	227157	295839	351708	266614	331491	395154	471554	616779	550097	534149	634001	677973	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	10720	5689	4361	8423	9811	9251	14680	8287	4077	6523	6756	6963	11675	22041	16268	19757	26658		6570267	5212879	5064433	6264014	6962583	8399430	4626867	4695075	3867026	4233111	4507371	3966009	3673223	4045312	3676440	3663905	3612889		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
2902	"Cyclic hydrocarbons"	4393	126	5877	7428	1294	5531	66	10904	29440	11900	3144	23846	30795	79704	49799	15214	27446		1196632	1625664	2368756	4349537	3838568	3611686	4826869	4070283	3481692	4312095	5320631	5976320	6746709	5921355	3974801	3769752	4079067		92530	89885	112701	218794	235508	243841	300490	307224	239536	377706	570751	610071	634940	578759	486336	457182	558919	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	5119	3809	3493	4860	7805	11028	13542	14805	14103	19698	28149	23645	23765	23660	28005	24334	28219		1546894	1548095	1455692	1736468	1626552	1906288	2211716	2475963	2405949	2677621	2850077	3304018	3914188	4194664	3628680	3428059	3897093		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	69262	55284	55332	54693	75399	26332	38867	52350	95034	48031	54052	73101	217328	99235	24865	23704	28842		1389322	1216770	1181401	1066697	1133905	1289212	1685403	2597990	3003340	3096365	2699168	3474443	3998620	4216160	3886304	3297385	3131686		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	3978	5150	8089	13186	26186	20252	19799	18611	11723	20702	25561	19405	21607	24901	25857	27422	29395		1597327	1362546	1455398	1792073	2160354	2452598	3186087	5452814	3065005	3715779	4594039	4486319	4816780	4747227	4225737	4155712	4385209		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
8544	"Insulated "incl. enamelled or anodised" wire, cable "incl. coaxial cable" and other insulated ..."	4696	10011	3590	5346	5702	6953	10807	10831	9041	13438	19670	17054	17037	22452	26998	20647	30120		5230932	4574742	4301087	4813582	5366377	6410581	7042940	7015657	5744987	7622530	8630675	9544294	9806895	9875090	9650579	9432556	9901241		89461	142440	150109	233984	289949	417597	535061	579367	449050	545269	661226	622917	698771	753778	761551	868276	910837	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	12198	17857	26193	35311	48392	46551	59444	65131	66144	41796	72253	61231	69736	60879	65038	31583	30177		580692	622252	770688	912094	1029886	1118660	1225161	1417363	1069928	1091301	1311007	1266012	1238248	1260959	1084114	877236	1004518		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
8429	"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ..."	31239	9646	11264	8637	9376	19133	39493	29700	17461	33796	50411	97199	43803	25768	59078	39703	30218		2115125	2063881	2324642	2832913	3694505	4698955	5923723	7484930	3713983	5516772	7751248	8306868	6276823	5857997	4593721	3535432	4473748		138882	130680	231161	468897	817429	1076342	1188379	619935	437989	785606	1266183	1339147	1267814	1027980	995529	1067584	1028993	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	6434	8917	13159	17233	21340	22632	28139	31158	22037	38630	49091	32545	41541	42662	35007	27301	30518		837386	1004633	1174464	1339668	1360817	1422547	1636562	1867418	1663156	2110655	2646944	2464049	2264555	2298073	1965054	1937065	2147415		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
3919	"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ..."	2680	2502	3780	7370	7986	9254	10120	14474	13351	14360	16259	19449	25733	28812	30256	31262	30602		977448	1122820	1186995	1376735	1553436	1600663	1747151	1823086	1670539	2113393	2260748	2372495	2441912	2602663	2725296	2651547	2837799		41056	57995	82605	113014	127276	147679	166608	186640	163427	209623	260226	267111	322522	338848	322622	331047	340945	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	7228	5788	6374	8835	9977	11063	17434	18199	14463	16793	29348	26890	26330	25383	32263	29760	30771		3734384	2856007	2814970	3049457	3258244	3991045	4369901	4674574	4084899	5039508	5631169	5758611	6194866	6291033	6482419	5775499	5951221		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	7479	3586	377	4260	2873	3171	10499	7430	12104	19509	11709	15924	14251	22185	24800	30679	31092		1214499	1186099	1098223	917303	852014	1327814	1783175	1767336	1287633	1488269	1859654	1991687	2629045	2155706	2034592	2295565	2737867		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
8483	"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ..."	8962	21898	18387	15438	18993	19014	20773	25847	21387	29499	29388	29595	31525	33473	32408	29755	31422		1681049	1706154	1846919	2152606	2433610	2791211	3092921	3376713	3010557	3952545	4791424	5306803	5428381	6935130	6644680	5820921	5807120		82932	119100	155709	218750	257265	319619	406417	541093	452766	532454	618560	568285	639074	655650	627152	642063	704213	
4811	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ..."	7442	6315	7055	5409	6588	7525	14251	18079	12827	24145	29671	27063	32915	33912	32006	27811	31456		1267391	1297260	1266125	1410380	1569463	1761456	1891876	2113511	1991317	2268823	2290887	2272637	2258218	2310143	2318804	2279427	2380724		79468	113137	143865	198084	220445	241333	275057	304235	282258	326117	356126	343317	364944	384448	342314	332813	382856	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	3411	3469	6584	12010	12907	16656	17829	19708	15841	19165	26173	22476	28423	28012	29249	32502	32510		1434628	1453466	1546567	1821288	2096174	2344797	2666729	3013776	2778512	3103301	3334517	3715679	4085466	4296565	4522686	4721201	5320613		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
2106	"Food preparations, n.e.s."	4714	6178	14014	21045	20275	26106	25917	30633	30577	31713	37682	36830	47999	42089	38894	37959	32569		1785045	1816441	2033829	2301032	2591469	3007399	2974067	3366585	3345130	3698051	4228354	4831682	5485096	5653223	5457229	5817901	5601833		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
3926	"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."	5558	6361	10945	15809	12945	10098	14096	16951	13058	14148	20184	18362	21792	26666	29445	28843	32650		3959716	3487413	3385079	3768434	4063361	4367368	4530331	4465591	3822478	4752013	5260094	5642251	5968070	6345995	6287711	6395608	6794690		156112	188727	241172	317215	348979	379313	444679	507656	396644	500372	616881	577665	642420	702630	657907	667837	683883	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	40634	38648	46726	58989	58595	46171	29475	36174	41014	39537	42441	46163	49790	56235	63598	34825	34563		882280	874119	966728	1162339	1358838	1613812	1670883	2009140	1628970	1757685	1891923	1985467	1974545	2070020	1941690	1631567	1712644		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
8542	"Electronic integrated circuits; parts thereof"	38382	52091	42924	50603	68938	71194	36573	23165	14551	13798	16289	17989	14920	20750	22683	29217	34849		40406539	38214811	41911954	43031135	41978475	46277596	41587757	41660933	30103564	37684147	35781737	34385748	34544514	34475974	33477720	34955304	38125043		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	20538	8145	6211	7581	14657	14622	14050	13727	13189	23040	41698	28808	18105	22798	33349	33890	35153		1346153	1251715	1327174	576378	633788	1681844	1792404	1925528	746992	755576	787614	863896	1025246	970045	1060605	1055405	1032256		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
8543	"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ..."	12240	9511	11687	11380	15664	20142	19366	23010	30909	35632	40931	33445	23948	35267	25487	25653	35398		2060925	2599877	2620822	4006205	3979554	5067101	3708941	3467162	2675984	3326970	3935243	4217293	4048228	3767661	4119889	4295052	4768336		70898	69422	122935	159406	187272	202272	248360	249489	206227	245472	317256	317840	341704	335405	306896	337190	261012	
