Product code	Product label	Turkey's imports from Viet Nam-Value in 2001	Turkey's imports from Viet Nam-Value in 2002	Turkey's imports from Viet Nam-Value in 2003	Turkey's imports from Viet Nam-Value in 2004	Turkey's imports from Viet Nam-Value in 2005	Turkey's imports from Viet Nam-Value in 2006	Turkey's imports from Viet Nam-Value in 2007	Turkey's imports from Viet Nam-Value in 2008	Turkey's imports from Viet Nam-Value in 2009	Turkey's imports from Viet Nam-Value in 2010	Turkey's imports from Viet Nam-Value in 2011	Turkey's imports from Viet Nam-Value in 2012	Turkey's imports from Viet Nam-Value in 2013	Turkey's imports from Viet Nam-Value in 2014	Turkey's imports from Viet Nam-Value in 2015	Turkey's imports from Viet Nam-Value in 2016	Turkey's imports from Viet Nam-Value in 2017	Viet Nam's exports to world- 	Viet Nam's exports to world-Value in 2001	Viet Nam's exports to world-Value in 2002	Viet Nam's exports to world-Value in 2003	Viet Nam's exports to world-Value in 2004	Viet Nam's exports to world-Value in 2005	Viet Nam's exports to world-Value in 2006	Viet Nam's exports to world-Value in 2007	Viet Nam's exports to world-Value in 2008	Viet Nam's exports to world-Value in 2009	Viet Nam's exports to world-Value in 2010	Viet Nam's exports to world-Value in 2011	Viet Nam's exports to world-Value in 2012	Viet Nam's exports to world-Value in 2013	Viet Nam's exports to world-Value in 2014	Viet Nam's exports to world-Value in 2015	Viet Nam's exports to world-Value in 2016	Viet Nam's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	27	0	14	77	10	627	31	32	10	48	127	200	131	105	126	120		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	5108	388	1259	3001	4078	4433	18172	19366	32551	130513		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
8521	"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		45	164	651	1828	4377	3518	720	141	129	67	61	250	85	107	4932	122	7746		18029	27723	57323	50370	62043	61333	93003	74678	59495	69525	54755	45434	41357	36054	37583	30679	28312	
8908	"Vessels and other floating structures for breaking up"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	47	0	1032	0	0	231	0	0	0	0	0	15207	663	5800	0	2065		9205	17599	19442	24424	23767	23889	37639	52728	54493	112792	207713	286959	253837	198953	154100	109615	195749	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	3	1	0	10	5	39	48	7	317	101	29	609	94	156	44	140		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
9201	"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		161	115	125	1584	891	1794	2015	2256	2412	2550	3595	2633	2564	2572	3174	5567	2852		1069	1897	2205	3172	3691	4251	4623	4659	3811	4383	5316	4633	5026	4414	3233	2759	2247	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	112	0	148	327	0	0	0	0	0	0	0	0	0	0	0			130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	22	27	172	81	72	21	41	152	25	161	148	92	72	95	96	51		1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
9703	"Original sculptures and statuary, in any material"	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0		0	59	0	23	4	106	189	447	176	115	208	213	173	109	131	356	1414		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	2	0	0	0	15	6	5	48	275	3495	2815	5543	9811	2930	5095	369		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		431	511	258	475	1445	2040	2874	9106	4292	678	2831	8512	7352	3561	7843	3700	12230		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15795	10334	2700	2488	4868	4229	25103	49464	50784	60895	88945	118950	149832	105137	209551	217198	23622		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	0	0	0	1	0	0	0	0	141	139	0	0	0		1210	1585	1847	3807	3738	4128	6897	9629	14404	22963	21906	27907	41193	45249	29969	32124	32011		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		397	441	857	3025	3504	5919	6416	12011	8768	14916	19557	13285	15231	17808	23742	21608	5776		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	59	51	443	2658	4634	13673	5175	3921	1355	1515	1277	939	1936	2572	2206	7171		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
2401	"Unmanufactured tobacco; tobacco refuse"	2242	1419	274	13	0	0	0	92	24	0	0	301	22	39	144	0	0		7053	6197	18327	11659	2329	12669	22778	21748	31485	60457	22503	14737	25042	27102	25928	19432	18759		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
2501	"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		239	238	263	1392	2836	1390	642	550	447	819	2245	1464	1403	1287	1256	1228	1339		2257	2824	6956	9714	9293	10650	9370	16088	4739	5675	9110	8224	3547	2844	2381	2183	2242	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	40	14	0	0	0	72	0	1	0	2	1	8	8	1	10		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	35	16	22	17	10	12	18	0	0	2	12	19	160	24	7	357		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
2614	"Titanium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	181	598	114	420	71	0		13995	12299	19483	30658	33768	34595	40291	52733	30163	51169	67493	117187	79025	13805	6850	10239	66370		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
2616	"Precious-metal ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1421		0	0	0	1	1	1	15	0	4	11	40	13	8	7	7	2	523	
2705	"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	4	9	4	11	16	11	0	2	3	0	0	0	
2707	"Oils and other products of the distillation of high temperature coal tar; similar products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		172	171	54	33	16	70	95	564	59	33	55	272	61	17	51	43	13364		2242	2576	4424	8709	12857	14254	9583	13628	8095	14008	40175	23169	45892	74323	84949	47406	54360	
2716	"Electrical energy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1950	1800	363	0	0	27	286	742	11067	56603	79375	28940	177639	98144	92499	91886			162280	128215	43453	15683	18208	18204	21519	15488	17245	20455	86565	255377	334202	438826	325171	213614	85501	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	173	172	0	12	4	16	15	3	0	7320	40387	120630	134641	119420	101195	157766		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	19	0	7	0	0	0	0	0	50	7	7			944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
2824	"Lead oxides; red lead and orange lead"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	32	34	27	7	25	0	0	0	2	0	0	0	0	0			278	323	514	767	995	1568	2804	3301	1330	3247	4477	3797	3835	3776	5349	5101	6564	
2905	"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40	21	85	102	51	67	170	299	482	439	407	790	2085	1155	419	580	925		127464	136507	214001	315461	356868	432616	546469	580686	352973	560917	728557	690989	782094	850329	674051	589552	823367	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		61	13	28	115	139	366	466	459	492	496	696	596	360	510	933	2012	620		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
2922	"Oxygen-function amino-compounds"	0	17	0	0	119	0	22	0	0	0	0	0	0	0	0	0	0		29031	35525	37505	62926	74597	82387	92431	124501	79325	96379	122573	147342	113201	87519	89488	101356	79668		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	1	0	0	0	4	2	2	3	6			4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
0504	"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	47	0	0	0	2	0	11	0	12	1		11501	22173	26407	23532	18580	15094	12685	10610	11896	17940	29474	21580	25219	31025	22704	16997	24293	
0509	"Natural sponges of animal origin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0			2	2	4	7	32	26	0	0	0	0	0	0	0	0	0	0	0	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		206	404	110	57	199	526	650	1158	1489	1994	1844	2154	1928	1754	4015	6024	887		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
0705	"Lettuce "Lactuca sativa" and chicory "Cichorium spp.", fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		235	307	192	123	207	210	316	157	72	87	42	88	75	156	211	422	619		0	3	25	41	0	0	73	1058	122	239	476	930	1040	74	598	140	180	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3372	3276	6495	8979	4413	5193	8312	5848	8711	7829	21245	17733	23602	28502	18640	28958	39870		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
1002	"Rye"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	1727	4044	3070	7944	0	3859	5061	270	0	0	1	0	0	0	0	0	
1103	"Cereal groats, meal and pellets"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	43	62	141	114	211	111	23	233	172	193	172	118	63	107	124	557		31	4	100	78	242	38	211	541	41	180	206	135	167	273	907	264	341	
1109	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		128	16	0	22	0	0	0	0	0	0	0	0	0	0	0	0	61		646	1215	1444	1225	2189	3492	3576	3236	5370	11565	17104	18766	20969	23466	27320	20312	17429	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	8	0	0	0	9	0	29	10	0			11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	107	453	262	51	88	270	212	269	645	3249	1333	298	187	1778	2003	4194		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	3	0		2565	4496	5156	5644	3066	3244	3562	5402	10778	7576	13671	16015	30776	59879	67904	72528	55618		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	33	0	0	83	0	45	0	1	0	0	0	672	584			1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	299	0	36	393	259	164	260	830	1382		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5074	10797	10023	15012	19426	28603	37269	54912	57832	56531	71413	112250	106485	94929	102382	122398	72762		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	19	0	0	0	3	0	0	0	2	0	1	4	365	704	1093	398		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
3823	"Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	308	447	564	1175	2262	916	3457	3896	6064	6968	4543	2466	2062	2058	2435	4404		12384	18702	28989	38249	38361	42419	57586	73162	58599	85787	115136	117302	103988	114712	93477	100429	108255	
3906	"Acrylic polymers, in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	647	1151	1531	2471	3454	5099	5727	5900	8918	9847	10785	11023	14802	13826	16049	15215		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	2365	103	135	380	586	300	333	376	246	480	751	1169	1410	987	1285	2224		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1138	697	313	1695	4494	3574	4554	10931	322	680	633	302	321	694	288	1210		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	669	20	0	0	0	0	0	0	0	147	0	0	0	0	161		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0		9375	437	196	861	1327	2987	2612	2884	1044	927	2031	4724	5956	26432	124485	137162	151344		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4570	4402	2955	10507	3867	25892	51077	18850	12685	17326	49234	52000	93697	47115	54410	20226	72086		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0		6	548	875	460	1970	4633	6905	9021	8631	15154	13881	16293	21844	20745	18019	20654	15789		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0		1203	3107	6219	4647	4964	2174	1500	5897	11744	14447	9779	3207	9951	15387	7825	8389	11037		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	0	0	0	0	0	24	43	17	32	47	0	0		43	33	37	55	170	658	1074	510	4836	8077	12551	13625	13061	10085	6243	10512	3345		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	1	0	0	0	0	0	0	0	0	11	0	0	0	0	28	1	0		701	804	871	904	1039	1097	1582	1743	905	1285	1739	2169	7140	8310	7165	5252	11295		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	84	26	8	0	0	0	0	0	5945	2	15731	28332	15743	3391	589	902		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		83	263	103	175	56	51	202	62	57	335	252	1205	3153	2549	736	875	805		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	190	72	1	60	42	37	118	170	5	15	45	36	4	7	13		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1174	2120	4074	10866	12404	15031	12927	14297	4697	23018	28916	38929	41240	35652	44063	50766	50707		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	303	2	73	0	0	4	10	484	0	64	14	44	66	164	536	47		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	183	0	55	0	0	37	99	62	273	57	34	75	0	0			2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0			0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5201	"Cotton, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		76	5	56	130	1320	0	9	457	32	376	519	289	46	1717	2313	2474	1528		497301	492620	667313	836428	908201	969759	1277700	1000136	1002940	1720010	1849973	1274929	1681402	1750112	1232451	1238673	1676281	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0		732	1388	231	1739	947	3035	759	1342	2533	6403	1101	393	747	372	141	228	44		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		81	0	11	32	0	18	41	0	193	79	150	1477	1382	34	735	417			22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		104	312	49	75	41	163	66	5	33	3	164	482	511	1062	2020	2830	3407		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	61	87	179	250	0	0	0	21	0	0	0	0	0	0	0	0	0		5	7	125	153	1425	202	184	77	94	27	36	51	100	34	50	112	23		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	0	0	0	0	0	0	0	0	0	0	0	2	2	1	55	0	0		311	993	2197	1543	687	1021	935	984	1705	3122	3482	4683	5247	20625	13072	11668	1472		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	0	0	0	0	0	6	1	2	10	0	0	81	2	40	0	40	0		1199	1296	409	322	665	2833	1108	1384	675	1698	3093	5426	6334	7228	13615	14880	15604		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	42	2	1	0	43	109	38	20	15	121	12	155	78	33		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	56	922	29	3197	3631	551	433	65	43	1226	117	261	48	93	47	1228		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		185	35	42	1202	929	48	5	71	1164	209	162	290	265	167	124	128	84		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		328	3457	6614	620	66	126	706	364	128	10	58	84	39	723	519	667	1110		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7104	"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	59	40	265	220	58	131	46	55	66	217	70	67	219	894	631	3719		980	1263	1539	2770	2660	2884	3820	3067	2391	2813	3365	3663	4305	4156	2972	2231	2535	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	0	0	61	43	3344	8454	9002	8649	11584	28092	16512	2931	1962	4287	3740	1125		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4125	1455	110	518	60	62	122	58	828	1070	9301	6684	3069	48146	18805	310957	34177		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	0	9	0	0	0	0	15	182	476	460	1228	1883	0	11	0		665	3129	2799	9092	17117	26409	24735	17081	23401	49859	72177	116031	124815	127710	115096	95020	15984		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	0	303	379	19	44	42	122	44	1	47	3	14	65	203	70	102		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
