Product code	Product label	Turkey's imports from Viet Nam-Value in 2001	Turkey's imports from Viet Nam-Value in 2002	Turkey's imports from Viet Nam-Value in 2003	Turkey's imports from Viet Nam-Value in 2004	Turkey's imports from Viet Nam-Value in 2005	Turkey's imports from Viet Nam-Value in 2006	Turkey's imports from Viet Nam-Value in 2007	Turkey's imports from Viet Nam-Value in 2008	Turkey's imports from Viet Nam-Value in 2009	Turkey's imports from Viet Nam-Value in 2010	Turkey's imports from Viet Nam-Value in 2011	Turkey's imports from Viet Nam-Value in 2012	Turkey's imports from Viet Nam-Value in 2013	Turkey's imports from Viet Nam-Value in 2014	Turkey's imports from Viet Nam-Value in 2015	Turkey's imports from Viet Nam-Value in 2016	Turkey's imports from Viet Nam-Value in 2017	Viet Nam's exports to world- 	Viet Nam's exports to world-Value in 2001	Viet Nam's exports to world-Value in 2002	Viet Nam's exports to world-Value in 2003	Viet Nam's exports to world-Value in 2004	Viet Nam's exports to world-Value in 2005	Viet Nam's exports to world-Value in 2006	Viet Nam's exports to world-Value in 2007	Viet Nam's exports to world-Value in 2008	Viet Nam's exports to world-Value in 2009	Viet Nam's exports to world-Value in 2010	Viet Nam's exports to world-Value in 2011	Viet Nam's exports to world-Value in 2012	Viet Nam's exports to world-Value in 2013	Viet Nam's exports to world-Value in 2014	Viet Nam's exports to world-Value in 2015	Viet Nam's exports to world-Value in 2016	Viet Nam's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	522	1	0	25	0	0	0	0	0	8		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
2909	"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxide, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	5	34	85	20	37	41	29	23	8	467	119	142	274	371	30		13314	16946	23249	33995	38823	48322	59513	192825	145435	132633	230123	217266	214269	183159	166396	143772	179035	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
2917	"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		180	79	50	300	274	170	36	115	155	7045	11728	10925	19018	13765	10459	4744	7867		131830	188842	251188	289700	344798	361898	418132	376656	287723	401097	508522	535320	620713	746197	538237	489330	547182	
2924	"Carboxyamide-function compounds; amide-function compounds of carbonic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	39	0	30	170	26	2	311	203	40	217	394	194	801	151	33	67		21027	23475	28930	29462	28758	36055	36567	45206	41008	41445	49480	52715	49591	54575	48114	44803	60409	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	13	7	0	0	69	0	0	0	2	0	0	0	0	10	27		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	140	0	0	1	106	0	0	0	0	0	0	0	0	1	2		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
3103	"Mineral or chemical phosphatic fertilisers (excluding those in tablets or similar forms, or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36	25	263	165	191	373	559	3743	5247	5878	10342	18887	11022	7867	6112	6117	3788		3057	1369	3198	6045	4876	8213	9270	17813	1961	3498	6559	4000	2234	7276	10054	15307	4963	
3105	"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, ..."	0	0	0	0	0	0	0	0	25	0	350	57	0	0	0	0	0		4634	13035	14776	17227	16321	17895	23588	61345	61471	109167	203095	306310	232335	234002	205842	151053	103157		84024	63804	116744	208809	293532	221455	247748	459801	324363	290753	467200	451267	384260	403694	416009	501725	443409	
3208	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0		6149	4301	5594	3789	5064	6884	8779	9022	11622	14910	11351	14000	17991	20697	25409	15790	14522		50622	72227	99291	125421	150306	164999	211866	241005	194465	215659	244437	248448	279585	302909	267023	260868	285480	
3211	"Prepared driers"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		267	56	48	5	11	22	25	13	188	312	317	103	94	80	74	85	52		307	487	129	131	209	317	481	1310	1743	1547	2281	1501	1376	1485	1076	778	839	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	4	35	0	20	8	6	92	16	23	25	52	432	1046	1225	3799	2584		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	25	0	0	0	0	0	3	2	3	2	0	4	10	5	2	5	0		3862	3508	3341	4266	1237	2905	4153	9075	6165	3744	7555	11925	12102	11471	9486	10535	8535		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
2504	"Natural graphite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	14	6	6	0	0	0	0	73	0	0	4	1	16		2526	2636	2726	3904	5255	4499	5531	9110	4864	8361	18038	11268	12422	8578	8302	8825	11331	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	7	15	1218	7336	10539	16412	5847	54	216	2219	755	6172	8447	10939	8022	4830		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	6	8	13	153	44509	23588	36108	42801	518	11500	10940	9157	8007	11270		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	198	16	37	9	461	25	1	252	55	11	212	3		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		217	274	254	271	888	1038	3122	13916	10346	14748	19913	32922	45727	69696	89642	102409	12429		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
2522	"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	3	177	802	1079	3016	7436	15286	12171	20868	33830	48702	62406	80165	64548	65062	59916		30	59	32	59	70	194	184	251	215	302	486	617	977	904	974	1258	1544	
2524	"Asbestos (excluding products made from asbestos)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1044	237	0	0	0	0	0	84	0	0	0	0	0	0	0			3298	3891	4265	3970	3873	2757	1331	392	0	0	0	0	0	0	0	0	0	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	0	0	0	0	0	0	0	0	0	42	29	94	4	70	182	34		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
3506	"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ..."	0	0	2	0	0	0	0	0	0	0	0	2	4	5	3	25	0		5775	7063	7950	7514	3563	4210	5568	17200	22516	33458	36594	32869	35308	42539	43967	43270	34237		31995	44686	59026	81158	102044	120076	151816	172711	160574	184496	234048	237236	258769	263656	232014	224860	245378	
3603	"Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		159	80	139	332	0	22	199	40	309	0	0	0	0	0	0	0	198		3151	4522	2621	3316	5969	8226	14428	14911	14473	20020	29523	30683	32565	34913	25532	25165	29994	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		349	125	251	215	228	249	228	254	271	1028	227	217	206	227	13	0			83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
3801	"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	286	27	518	723	624	858	906	12	15	0	2	0	125	856	497	158		3111	3520	5494	6439	7908	10091	14667	18328	10200	15727	26013	18033	18374	20511	20932	19530	24944	
0102	"Live bovine animals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		33	0	0	0	0	0	0	7	0	0	0	0	0	1725	25348	5154			830	0	3279	0	3854	1166	6625	16418	13307	273755	848736	775413	300758	110333	298797	587384	1159912	
0401	"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3556	1361	3	0	106	32	0	51	242	455	584	1532	1230	1614	1239	471	9527		14	69	122	197	266	40	172	517	527	132	396	884	1574	2428	1566	1351	1788	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	7	0		889	1896	1654	1407	1678	2314	2752	3195	3943	2921	3800	6313	8439	12308	12480	16447	93454		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
4204	"Articles for technical use, of leather or composition leather"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	25	0	125	178	5	59	0	0	0	0	0	0	0	0	0			125	127	124	157	467	159	0	0	0	0	0	0	0	0	0	0	0	
4401	"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		27840	28970	28189	47515	106663	129944	178427	260186	242566	469414	709047	830012	1125566	1123834	1311983	1143155	1402997		3544	9135	26601	54987	71674	125860	148705	153768	129127	161452	190033	316104	207551	225878	316863	234983	198288	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	3		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
4701	"Mechanical wood pulp, not chemically treated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	6	9	0	7	5	2	0	0	0	2	0			691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
4705	"Wood pulp obtained by a combination of mechanical and chemical pulping processes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	0	0	925	112	651	0	0	17	44	2		3464	1543	528	437	508	0	23	0	317	3781	7124	6399	1696	967	1370	1782	894	
4805	"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		217	5893	10304	116	8192	27947	39664	35349	14176	38129	46586	50496	52655	57641	57747	61618	63168		31520	55756	94708	113784	131785	192605	248649	212942	170742	257900	308474	258152	284332	279278	209026	204214	236116	
4807	"Composite paper and paperboard "made by sticking flat layers of paper or paperboard together ..."	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0		519	15	1	23	2	169	3	0	13	28	3430	17767	11946	3494	90	176	65		1237	2199	5036	8898	11670	9168	9664	10419	6824	9804	11741	11290	13750	13358	12124	10179	13850	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	152	78	138	66	484	449	326	278	406	423	943	1144	1241	2029	2881	2148		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
4109	"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		89	540	415	0	0	0	0	0	0	0	0	0	0	0	0	0			251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	4418	5340	2158	69	0	9	191	11	8	25	737	291	113	10532		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
5203	"Cotton, carded or combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	2	92	688	1530	234	1301	264	275	3305	4507	306	1153	1201	9327	6237	6768		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
5212	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		85	442	2379	1734	1933	4767	3398	4220	1701	750	546	177	111	271	407	482	766		1851	8392	6157	9246	10339	10521	15124	10879	7556	9562	10012	8024	5616	6360	5795	5623	5012	
5309	"Woven fabrics of flax"	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0		0	0	6	38	186	155	22	93	81	90	7	2	2	47	360	2013	304		20224	28802	46849	64362	70247	66428	58006	44229	25845	26902	31152	34190	36720	29815	20794	18953	20483	
5310	"Woven fabrics of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	7	190	205	579	2	542	654	972	1056	1039	453	479	448	385	472	488		2866	3533	3227	2699	2420	3255	3204	3252	1458	3535	5234	5942	2792	2889	2030	3486	3008	
5507	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16		1529	2873	2628	1789	1911	2045	2631	2955	951	2377	1565	1295	1537	2217	1142	1390	899	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	189	128	719	651	728	0	946	1274	1801	3310	1651	2302	1374	1314	13886	1592		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0		96	1741	3862	5723	10376	2933	2280	4449	1642	125	234	414	173	1166	2375	1299	2361		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		818	1763	2096	2452	2514	3307	3264	3748	1321	791	913	2137	2483	3213	4029	5097	5415		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	40	10	6	1	3	4	354	8	2	0	0	12	33	1	232		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
6910	"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ..."	0	0	0	0	0	0	1	0	0	0	1	21	12	50	26	3	0		5702	3602	7572	12405	19176	29880	37740	40971	37367	46243	63381	79597	95604	110788	94974	97647	114352		906	1016	1767	3092	3735	7296	8626	9403	6364	8868	8833	7599	9470	9096	9099	7191	7164	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		150	0	910	12	348	354	31	102	513	151	603	284	450	268	651	961	499		2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0		34	196	96	61	1092	78185	104713	165028	203635	60710	10170	16059	3050	5762	12456	13596	377853		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
7008	"Multiple-walled insulating units of glass"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	20	9	0	64	24	18	55	37	60	492	167	104	377	399	1240	5853		1739	2504	6097	4383	3349	2139	3046	3049	721	5490	4006	2357	2296	2481	707	1155	1671	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		194	502	504	4	8	5	0	88	446	180	5	92	658	1193	322	236	173		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22423	22932	20810	32948	35299	30758	27575	21390	22556	41044	60971	111150	293653	401019	359027	299646	128211		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
7118	"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5		0	0	0	0	6	0	6	1	1	3	0	2	1	5	1	0	0	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3282	3760	5059	8426	13488	17188	17630	21035	13640	16532	24587	44318	49730	63684	53949	149775	111546		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
7218	"Stainless steel in ingots or other primary forms (excluding remelting scrap ingots and products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30	0	49	150	75	41	35	247	2	1038	4700	1813	1930	1999	1679	1804	7567		49	46	82	659	546	389	899	1882	472	685	1108	1179	1781	1792	724	345	363	
7310	"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		338	609	4709	2047	11378	6182	6579	6897	4239	5119	7725	10758	9226	10091	8273	7395	12196		5281	6228	9431	10988	10996	17342	12232	15063	13664	17164	21140	19817	30536	32347	27201	24109	21955	
7322	"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	7	17	27	22	4	120	50	18	12	61	123	36	9	239	523		7167	5124	5672	10437	10614	17609	17970	17339	15331	15083	22476	22238	25806	23285	20513	15491	17673	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	28	0	0	0	0	1143	0	0	0	0	0	406	4476	1317	365	57		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
7404	"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	103	4	8	59	1035	735	800	1008	4618	6585	8717	11679	16673	13216	25974	58438		7170	8760	41489	80336	29229	34884	17301	6011	3976	25115	44063	23015	17780	56024	43785	72101	116500	
7901	"Unwrought zinc :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	26	6	480	2263	9683	14537	18958	17049	14331	8013	5031	6095	3146	4957		70579	85242	105269	163296	218919	469799	500752	326253	243033	422501	479627	470367	498616	583189	534111	547786	853480	
8001	"Unwrought tin"	0	85	150	653	1265	123	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	20488	24221	41199	8834	27155	56774	34315	44807	37942	18476	24146	23108		6334	7733	10004	19443	22113	24496	41735	51669	24053	51854	73551	46636	54882	59805	48490	46793	67432	
8006	"Tin tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
8102	"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	179	0	0	1	2	0	540	0	0	139	139	262	8	0	11		180	265	214	581	571	985	1217	7162	1002	1571	2225	1996	1581	1308	1901	1343	1364	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	0	0	0	0	29	33	17	21	0	0	0	0	2	0	0	0	0		4518	6870	4809	4909	3785	4904	4069	3596	3324	8410	4025	9170	18177	18591	22911	21453	17613		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	44	0	227	108	139	2676	68	159	0	77	0	0	137	21	966	213		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6702	"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ..."	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		716	503	267	605	694	1037	1068	942	836	736	852	873	1008	756	671	766	1367		6126	7464	11306	15307	15784	21329	30569	28211	21611	26026	31736	26860	27517	33679	33615	31673	23781	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2752	10790			34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	61	258	51	115	192	144	2	0	143	338	61	262	662	941	822	19359		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	17	200	16	2	55	191	6	54	0	8	11	99	25	315	151	2582		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	0	0	0	0	26	0	1	4	0	0	0	0	0	0	0	0	0		2289	1860	1256	2125	2032	2438	3030	4439	5438	6179	8600	8822	8724	8310	7372	5632	1873		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
8410	"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	0	12	0	1	60	60	771	425	0	5	29	12	4	28	286	66		15374	22977	24300	37478	9014	20780	50488	101625	144415	191138	186414	158474	163489	150354	93056	71083	18916	
8603	"Self-propelled railway or tramway coaches, vans and trucks (excluding those of heading 8604)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0			59324	3822	95174	31054	543	555	38074	199294	642286	388978	546301	361734	264576	313223	139523	262381	311705	
8605	"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	237	1434	288	294	50	1762	244	218	258	28	90	0	20	65	2372	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14717	11328	0	32	56	26	483	60	196	0	552	602	118	145	381	383	1271		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
8707	"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		386	8	267	43	212	1505	1552	4035	947	454	423	466	1718	692	1248	1175	336		5208	3293	7243	12833	13178	10957	14142	21627	12684	4531	24473	20240	28500	14746	5962	4423	7619	
8801	"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	62	1	0	0	0	0	1	0	0	0	0	0	0	6	1479		274	448	1182	500	922	1341	879	1673	2211	3126	3092	2923	3353	1507	2275	1751	444	
8802	"Powered aircraft "e.g. helicopters and aeroplanes"; spacecraft, incl. satellites, and suborbital ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	865	0	0	0	7842	4800	0	6374	2435	123432	1500	2500	60564		132759	115089	58915	1107133	147970	1366700	946590	1459064	887590	2708425	3345707	2639649	1960444	2676662	3442443	3869475	2120549	
8905	"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3058	6301	334	0	0	0	21873	86722	68282	142833	87104	128	208	58750	1609	75524	4015		64976	30261	7760	17122	19189	199	2409	11779	1358	12306	514	9160	135308	3730	13896	45288	43403	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5144	1244	0		49	7	163	122	52	232	125	195	306	196	50	861	3211	692	6359	2544	1823		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
8433	"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ..."	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		2	169	285	519	687	800	777	1749	1763	2014	2789	4534	6256	4383	5929	9935	6105		28042	17700	27231	91593	175846	224952	185916	110035	73252	122240	216888	220052	308324	196575	188104	176419	171054	
