Product code	Product label	Turkey's imports from Germany-Value in 2001	Turkey's imports from Germany-Value in 2002	Turkey's imports from Germany-Value in 2003	Turkey's imports from Germany-Value in 2004	Turkey's imports from Germany-Value in 2005	Turkey's imports from Germany-Value in 2006	Turkey's imports from Germany-Value in 2007	Turkey's imports from Germany-Value in 2008	Turkey's imports from Germany-Value in 2009	Turkey's imports from Germany-Value in 2010	Turkey's imports from Germany-Value in 2011	Turkey's imports from Germany-Value in 2012	Turkey's imports from Germany-Value in 2013	Turkey's imports from Germany-Value in 2014	Turkey's imports from Germany-Value in 2015	Turkey's imports from Germany-Value in 2016	Turkey's imports from Germany-Value in 2017	Germany's exports to world- 	Germany's exports to world-Value in 2001	Germany's exports to world-Value in 2002	Germany's exports to world-Value in 2003	Germany's exports to world-Value in 2004	Germany's exports to world-Value in 2005	Germany's exports to world-Value in 2006	Germany's exports to world-Value in 2007	Germany's exports to world-Value in 2008	Germany's exports to world-Value in 2009	Germany's exports to world-Value in 2010	Germany's exports to world-Value in 2011	Germany's exports to world-Value in 2012	Germany's exports to world-Value in 2013	Germany's exports to world-Value in 2014	Germany's exports to world-Value in 2015	Germany's exports to world-Value in 2016	Germany's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7219	"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ..."	27620	43662	56033	79717	83918	84837	110764	134084	89241	97239	96593	83445	80416	45019	32684	19299	26979		1123966	1173258	1246835	1777639	1900668	2431412	2899736	2423770	1603531	1887442	2174320	1614736	1429231	1268316	965413	853092	990678		102969	165451	248347	376470	471588	541656	819419	767627	511514	783938	925029	798642	999711	1043680	931976	770545	1040624	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	1561	2231	3403	4315	4725	5891	5805	5421	9236	10431	14602	10520	11327	11222	34586	26276	27239		1160403	992108	1061878	1147144	1107122	1377305	1501051	2159399	1457361	1863303	2816912	2714931	3300511	3612138	3485576	3722523	3661860		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
2902	"Cyclic hydrocarbons"	1062	1161	555	1592	2201	4113	5927	9514	1545	1952	2968	3416	4376	2730	2735	4166	27291		618910	588807	706092	1294877	1587382	1923666	1997978	1884875	1565982	1979432	2575134	2508581	3044931	2870175	1803573	1549263	1916475		92530	89885	112701	218794	235508	243841	300490	307224	239536	377706	570751	610071	634940	578759	486336	457182	558919	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	4644	7684	9418	15911	17226	20006	21104	17725	13375	17433	21239	19871	20835	18051	16073	20451	27309		443525	547463	677183	821502	870002	979505	1125193	1198183	843051	1114613	1362101	1428855	1475954	1506984	1316543	1297189	1464732		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
8458	"Lathes, incl. turning centres, for removing metal"	4952	11729	10042	13526	14969	18446	16346	13813	28411	14213	31628	28775	50790	38484	39165	32037	27560		540146	519786	543928	642315	817906	901170	1059752	1238364	834791	775184	1162785	1220035	1170215	1163883	1066307	922005	1048200		30427	44388	85435	134336	163010	175250	184744	165513	90259	134050	223103	228311	235665	244393	207442	197302	196866	
8433	"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ..."	1871	1261	2564	12462	34502	21035	9645	11368	6164	13286	29358	34793	44442	32028	36810	32344	27600		1277475	1439408	1496173	1914391	2434873	2656656	3137815	4410163	2762213	2754482	3947509	4019143	4297508	3856955	3084054	3239975	3765196		28042	17700	27231	91593	175846	224952	185916	110035	73252	122240	216888	220052	308324	196575	188104	176419	171054	
8467	"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ..."	3285	14946	22405	28170	42825	50802	59282	45496	31620	44889	60487	51615	46772	44402	39813	35633	27899		466572	1654249	1908972	2315885	2611442	3060197	3621416	3755964	2253461	2525749	2847719	2687694	2812806	2878594	2600137	2782466	3013649		11026	42930	71485	112888	156174	172741	196096	196812	140022	232317	263397	264821	236182	242792	241979	228681	227877	
7228	"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ..."	5737	6830	11015	13040	19694	24686	31235	32003	25849	33133	39498	28184	29365	32078	29927	24909	28296		400203	405846	516588	694522	966393	1055656	1420808	1705198	893615	1251710	1680020	1448098	1479914	1572145	1226759	1186923	1451858		22107	32343	53734	85482	131027	133505	187977	227412	131601	185472	286206	229993	220035	218073	220520	192971	188789	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	6948	6345	8812	12060	15998	21142	23866	37754	21700	29544	28879	35838	41535	37952	30466	28850	28708		1087218	1239450	1480818	1635695	1842013	2234567	2441598	2771353	2290061	2293291	2678173	2532018	2503407	2602760	2219305	2254297	2369385		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	4192	2150	3418	7760	24261	28892	30701	26879	21599	32175	20623	38666	59505	18366	32113	35212	29020		570154	650005	751420	863031	866363	1149363	1281472	1273146	920999	765066	802523	884717	872746	831538	716117	697249	755911		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	5051	9436	12738	13804	14653	20881	26578	27588	22696	23990	24935	22598	25978	24497	22942	27505	29646		446739	522828	646582	798814	904404	990729	1139356	1183802	986739	1087868	1271741	1225318	1231079	1298593	1142489	1092373	1232401		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	2218	3133	5508	6117	10536	14785	24890	23907	9097	14074	16679	20270	22772	26592	29463	21616	29708		476093	582375	681575	879415	966832	1012717	1088099	1080924	685121	868550	1070608	1087685	1144317	1226015	1026996	1049616	1203741		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
3003	"Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ..."	5411	8813	13988	19042	16029	30423	30183	24904	21402	20914	17968	9680	15654	20488	20643	24809	29860		284663	263565	296718	388298	444049	452542	555260	1006969	684166	509578	392402	410834	368547	331882	360328	378009	1500053		70544	76841	95904	112064	121678	126553	128048	127637	125634	120351	131678	109164	98767	97176	102835	108719	119223	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	414	601	879	759	1243	1936	4061	3586	3008	2033	1644	3942	4474	14252	5654	1838	30293		205263	252563	290922	397951	621312	691912	500849	683160	779201	831074	959205	1030499	1200541	872457	701328	990131	1432364		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
8438	"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ..."	7404	18143	20045	52575	23088	50959	62338	56207	35021	41230	61993	55109	73048	57942	63147	41431	30686		982669	1147785	1325036	1593873	1723625	1976070	2514948	2777873	1955283	2060263	2559208	2403985	2604028	2740791	2300101	2340426	2450060		26119	45870	62767	116989	94818	214103	184964	229166	121255	181457	241543	261300	320576	264709	251299	167892	153487	
9999	"Commodities not elsewhere specified"	56239	51429	119903	84911	133829	165795	272350	224204	79537	50582	52335	45859	76030	42156	10312	9739	31303		22753353	21802714	53516676	66265235	37399255	45077185	88476965	96989702	83976176	84782888	70213237	61945156	65814423	72107073	64772359	75745420	70653207		2510861	2224681	3422565	3689466	6214911	9287654	10924866	34131572	19125400	24383848	35423236	40729748	36542161	35565420	25065939	16352330	21569047	
2401	"Unmanufactured tobacco; tobacco refuse"	2565	2178	5958	11944	18996	18128	16144	18822	25131	24157	24813	33846	32534	31847	35826	39383	31542		188039	197926	184493	239756	247627	262838	296553	298234	333617	352870	411758	347798	381770	409930	378284	408060	474889		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
8543	"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ..."	12254	10158	10742	16777	28511	26896	25631	51801	23761	24450	47833	52572	69500	44558	34320	49100	32278		1939980	1772992	2002197	2535921	2858239	3358017	3255126	3801222	2781286	3274686	4015165	3658366	4017943	3839903	3423941	3527731	3754022		70898	69422	122935	159406	187272	202272	248360	249489	206227	245472	317256	317840	341704	335405	306896	337190	261012	
8429	"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ..."	9658	6375	12601	16267	30233	34331	33013	30643	18414	46216	60160	49567	44680	34273	29851	37489	32774		1463101	1603745	1850476	2338989	2957516	3440051	4055350	4498281	1997635	2630677	3801186	3661952	3237328	3219002	2791281	2677376	3280611		138882	130680	231161	468897	817429	1076342	1188379	619935	437989	785606	1266183	1339147	1267814	1027980	995529	1067584	1028993	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	3890	5264	4637	6862	7114	8798	13878	15571	8369	12436	18319	21447	27186	31341	23560	27183	32792		783577	806526	783026	962128	1066069	1163000	1575589	1733866	1311854	1617847	1908537	1950692	2391244	2464775	2278750	2438803	3145744		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	9800	11214	14082	18587	21002	21968	26031	27796	28425	33443	38138	36554	39920	38919	33419	34173	33179		857754	960785	1111600	1259161	1333167	1449974	1680467	1785662	1712727	1955418	2512745	3097978	3515578	3485819	2918643	2940969	2966724		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	5124	20745	6484	4368	6385	8165	20372	12782	7979	12214	12952	13675	19741	19590	19621	26334	33488		665587	786976	926006	1145810	1432197	1781990	2212423	2268193	1518892	1460070	1906620	1728164	1766583	1795465	1391803	1422604	1655630		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	10840	5152	7586	7932	8698	11435	18327	17559	12041	14364	18271	14470	13990	13769	13310	16116	33521		1372681	1242910	1301258	1682968	1843971	2045408	2129460	2285535	1579699	1976547	2526427	2496204	2403846	2349856	2123505	2239433	2463782		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
8457	"Machining centres, unit construction machines "single station" and multi-station transfer machines ..."	9368	23601	13738	20928	49079	26477	39475	44120	15260	15806	26490	46618	51356	50733	38688	55279	33602		1166889	1036366	1188570	1374907	1494981	1831205	1974097	2075159	1526816	1178557	2101789	2493826	2616281	2779364	2464881	2359702	2792546		38335	80144	86611	130933	181625	176648	213231	212256	66239	138248	231656	263682	254217	272875	268031	265425	258399	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	12461	8267	8542	23241	19827	25019	49625	50524	24453	28638	37809	30203	46781	46310	41071	31359	34479		2874194	2981852	3303715	3951487	4770797	5518259	6776754	7688316	6602308	6639453	7880872	7492489	7607790	7912098	6984465	7228267	7462489		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
8471	"Automatic data-processing machines and units thereof; magnetic or optical readers, machines ..."	36175	39264	38886	45579	72812	54674	36847	66263	47296	48888	40282	50271	49905	56146	43943	37205	34985		9157669	9660109	12452865	16819804	17415767	17752646	15810038	14649154	11561348	12058293	12343041	11479824	11030830	12787882	12631331	12165208	14921185		539124	671213	865075	1211720	1730788	1996913	1775477	1698739	1752441	2105032	2198098	2361053	2651023	2715739	2200125	1894931	2008041	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	6500	10157	21377	24322	24734	26067	30413	33047	25837	31176	38701	38571	42016	37574	33640	29951	35550		944441	1080968	1395982	1704041	1581348	1680315	2174451	2224413	1666732	2191877	2700666	2666682	2952603	3278706	3133678	3501072	3877042		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	3722	5414	7237	8418	10132	12809	16319	17265	14298	19989	24175	23853	28205	29176	29752	30889	35815		351941	408144	496948	607000	688231	735272	974535	1101010	916439	1127788	1341057	1274174	1379301	1451317	1236363	1238629	1400933		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	19697	26083	47975	57957	74823	95135	82540	89997	61418	73921	106414	105535	95527	63253	46040	37920	37164		695677	814357	1074733	1208362	1427584	1668889	1759838	2003730	1582510	1690606	1928499	1727058	1758238	1639027	1428887	1321034	1453871		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	281	333	1014	1172	2298	3042	6310	15990	5297	4290	6488	7106	8801	10753	7300	18504	37250		257300	348864	596395	782315	1174297	1542623	1584205	1472214	1320564	1593601	2041591	2128697	2213740	2315064	2479585	2877514	3375839		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
2909	"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxide, ..."	4960	5144	7625	9976	13056	14419	19509	15476	14093	19813	24407	23786	21524	18581	26754	18638	37386		359847	422681	486097	656522	830887	1038037	1277752	1407961	999978	1348705	1665198	1669131	1806295	1871241	1670863	1366400	1415545		13314	16946	23249	33995	38823	48322	59513	192825	145435	132633	230123	217266	214269	183159	166396	143772	179035	
1806	"Chocolate and other food preparations containing cocoa"	5097	5186	5262	6020	6409	7791	6927	8589	9140	10954	11086	17770	27524	33223	28582	38159	38107		1134517	1326462	1551961	1844087	1900394	2234098	2717072	3216849	3130146	3328104	4001198	4013496	4454387	4964014	4382664	4503326	4821625		17230	20274	24060	36137	41544	58484	64349	80343	77269	89227	91693	100653	111379	98108	90108	92729	113354	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	9085	12244	15455	20074	21664	24071	36086	41596	39527	39666	34489	34124	47382	42595	37638	37232	38252		1435001	1769257	2039317	2568948	2659007	3021025	3551715	3821832	3241639	3415544	4005898	3646060	3857480	4008866	3705913	3886576	4146297		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	14418	14122	17972	24078	30947	32452	25007	18929	16037	20230	20863	25171	25112	28883	38683	31966	38288		1005345	1110558	1264672	1435931	1605512	1814631	2072349	2099591	1627020	1748815	2045787	1766075	1783601	1827690	1559128	1459071	1569557		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	10408	14897	24322	31722	31358	25334	39911	45621	32857	45277	38606	36103	30542	41961	35513	44836	38790		1123307	1234491	1430239	1887935	2095801	2397124	3071583	3849034	3466682	3394076	3663613	3476819	3328491	3250652	3012072	3168347	3084790		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
3903	"Polymers of styrene, in primary forms"	24461	28664	36945	54741	69251	68133	77544	50385	40149	68076	74190	63075	51931	37784	39796	32127	40409		786725	824168	1021450	1318708	1263879	1463832	1899335	1848621	740859	994952	1141752	944117	855367	856220	682135	640310	802272		136860	204206	296351	482320	541883	635311	760997	683795	494539	779746	985348	1011585	1074679	973642	795017	698281	880629	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	15428	14837	25506	36021	46765	58593	56829	61228	55968	55361	69070	52142	53324	56680	55599	55084	40619		1720679	2041138	2522767	3030769	3335163	3842994	4766273	5174221	4583356	4926515	5626500	5452201	5335385	5116670	4744307	4691494	5077589		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
8517	"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other ..."	29639	15558	40323	75448	33655	41794	179548	55708	71978	82339	72917	49337	41536	45178	51729	35951	40801		4270927	3186786	3437863	3905518	4211304	4392965	16514994	10909588	8250632	10167365	11472771	11696112	12356899	13124663	11868420	13116896	12426731		321671	138738	179029	367221	485608	457535	2533076	2356545	2146056	2533130	2918347	2830607	3950656	4420076	4674820	4750825	4284907	
8406	"Steam turbines and other vapour turbines; parts thereof"	120598	25897	18939	8498	14450	6259	5527	4270	8288	15226	12493	12906	53487	15908	2298	82264	41292		412998	466075	385619	462301	602589	749811	744308	921423	1242238	1102819	1227619	1299067	978956	913032	842895	833173	616372		166784	200742	47948	26886	57528	17537	36894	47882	265660	137613	86498	155713	490777	143375	200148	276605	154673	
