Product code	Product label	Turkey's imports from Germany-Value in 2001	Turkey's imports from Germany-Value in 2002	Turkey's imports from Germany-Value in 2003	Turkey's imports from Germany-Value in 2004	Turkey's imports from Germany-Value in 2005	Turkey's imports from Germany-Value in 2006	Turkey's imports from Germany-Value in 2007	Turkey's imports from Germany-Value in 2008	Turkey's imports from Germany-Value in 2009	Turkey's imports from Germany-Value in 2010	Turkey's imports from Germany-Value in 2011	Turkey's imports from Germany-Value in 2012	Turkey's imports from Germany-Value in 2013	Turkey's imports from Germany-Value in 2014	Turkey's imports from Germany-Value in 2015	Turkey's imports from Germany-Value in 2016	Turkey's imports from Germany-Value in 2017	Germany's exports to world- 	Germany's exports to world-Value in 2001	Germany's exports to world-Value in 2002	Germany's exports to world-Value in 2003	Germany's exports to world-Value in 2004	Germany's exports to world-Value in 2005	Germany's exports to world-Value in 2006	Germany's exports to world-Value in 2007	Germany's exports to world-Value in 2008	Germany's exports to world-Value in 2009	Germany's exports to world-Value in 2010	Germany's exports to world-Value in 2011	Germany's exports to world-Value in 2012	Germany's exports to world-Value in 2013	Germany's exports to world-Value in 2014	Germany's exports to world-Value in 2015	Germany's exports to world-Value in 2016	Germany's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	51	42	24	39	63	49	44	59	63	43	27	16	9	26	94	13	7		248888	325784	269456	278537	195474	202317	96955	31002	21459	22179	17560	16565	16791	15699	11210	11167	11126		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	310	1	612	14	25	72	51	108	37	14	61	36	66	12	7	8	7		10369	11732	7406	8660	11860	8708	9701	16434	20943	13220	11537	11966	9713	10300	8867	9787	9630		1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	6	1	0	0	47	57	78	16	3	61	3	0	26	2	0	8		23627	32830	41189	56353	54894	76484	77200	79366	79687	81225	102438	94894	114441	118520	110455	114590	121261		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	3	35	96	89	38	68	107	84	14	37	111	79	42	28	48	9	8		5954	8763	7130	7242	12323	11051	18919	15491	11640	16659	19788	19771	20693	22418	21465	21211	23158		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
5204	"Cotton sewing thread, whether or not put up for retail sale"	88	107	87	21	20	1	1	8	6	46	3	56	0	0	16	14	8		6386	6581	7048	7447	6919	8753	9228	9484	8107	9361	10040	9721	8878	7383	5751	4198	4572		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	446	393	299	462	594	399	450	516	419	690	824	231	354	406	92	12	8		17381	14506	22456	23865	22949	23152	28542	23956	20524	24824	33127	31167	28917	27445	19764	22761	21130		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	82	59	100	340	195	174	132	135	71	124	120	136	168	38	56	16	9		20198	16323	14827	45372	75497	42985	9421	8755	9998	18067	20973	20011	22583	21818	21338	20960	21281		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
8304	"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ..."	38	8	4	26	9	15	167	7	21	33	10	15	39	16	9	7	9		4177	3898	3942	4865	5663	5556	6581	7650	5459	6505	7537	11125	9383	9932	8195	8868	10132		112	169	202	604	966	843	913	973	705	1078	1746	1197	1415	2059	1670	1794	1088	
4013	"Inner tubes, of rubber"	8	9	13	8	14	16	16	152	186	33	3	2	8	5	8	9	9		7077	7712	9599	9795	9018	12741	17003	20661	20447	23262	27593	27520	31072	32081	27712	28684	29102		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	49	47	23	0	50	0	5	0	0	1	0	1	2	2	1	2	10		11304	4864	2527	265	5927	22016	579	1146	539	531	18487	19396	68446	98278	36503	11114	71956		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	1	1	2	0	2	1	2	0	0	3	0	1	6	10		416	1907	460	590	391	538	821	791	1077	1643	4375	2065	1708	1124	1850	1108	2153		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	3	0	0	0	0	0	210	230	0	0	0	10		17904	15740	18480	15998	17736	32436	20191	26020	18696	14910	24920	19599	18827	26377	17206	13375	13640		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	131	21	62	39	87	20	11	19	72	79	51	65	43	35	25	15	10		1325	1005	1003	1193	1156	1502	1132	1149	1060	946	1067	945	892	724	642	342	242		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
3201	"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"	14	3	14	36	36	37	22	15	20	40	46	17	80	29	10	20	10		2039	2744	2452	2437	3453	3611	4192	4240	5370	5073	4161	3687	5130	4877	4182	5187	5226		1926	2550	3297	4764	4533	5798	7116	8717	5165	7924	8348	8728	9483	8067	8733	9891	10205	
9706	"Antiques of > 100 years old"	5	8	47	12	26	10	326	136	36	61	164	116	150	129	1072	89	11		56988	52914	49199	62658	62367	77209	90525	83959	54596	64457	74233	76687	88161	63073	77252	79212	67706		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	21	6	18	17	3	2	0	252	356	22	12	0	0	9	15	0	11		17384	16928	6316	5748	12343	20786	9733	7954	5134	0	0	0	0	0	4330	4677	10468		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
6702	"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ..."	30	41	66	94	28	40	76	49	21	9	33	9	5	10	16	28	11		19333	21482	22869	27736	33695	38094	51047	53677	47096	47376	66430	65173	64885	69451	57866	63194	66287		6126	7464	11306	15307	15784	21329	30569	28211	21611	26026	31736	26860	27517	33679	33615	31673	23781	
7903	"Zinc dust, powders and flakes (excluding grains of zinc, and spangles of heading 8308)"	5	13	19	12	7	72	82	31	19	23	80	33	6	7	11	8	12		10935	11195	9054	9151	12094	25697	29606	17726	16147	31539	40300	41566	41064	54783	41920	45810	54686		484	484	566	1081	1180	4160	4969	3244	2113	2203	3116	4089	3884	5137	5942	4714	4906	
4112	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of sheep ..."	0	113	115	130	29	37	115	75	71	149	117	31	98	6	2	9	12		0	25146	18562	18751	12302	9519	10248	11694	10875	12798	10654	8036	8234	6072	3506	3011	3022		0	69417	61720	70588	64905	81217	95484	94799	60471	73350	71798	61953	64714	57367	33173	25073	22244	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	41	20	78	42	220	18	108	279	117	429	250	0	163	0	0	118	12		44704	54809	78598	51823	50539	65077	73641	78570	75851	73116	89031	95721	86640	87175	89866	100036	104192		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	80	26	181	286	220	75	44	20	32	46	19	11	16	38	40	12		0	30870	36223	37580	38921	42140	55553	49308	46604	49126	51001	46287	50263	54250	51612	42670	46588		0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	1	5	2	0	0	2	0	69	0	3108	26	7282	3788	840	1401	13		2542	19653	5149	13340	20550	22038	51098	31689	19585	14859	80439	34050	30547	66906	117028	48612	45059		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	3	1	4	2	7	2	3	3	17	3	7	3	7	4	4	4	13		135	58	29	17	18	40	22	24	1099	1704	1184	924	925	1100	745	887	1095		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
5106	"Carded wool yarn (excluding that put up for retail sale)"	46	82	164	35	16	93	42	81	0	125	21	2	3	0	32	0	13		14779	15550	14713	12235	12878	17729	18373	16875	10136	10739	13956	12450	10532	10125	7716	7300	7255		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	34	25	14	699	135	12	72	33	262	192	83	37	14	58	84	78	13		60547	63176	78636	80018	78029	90134	86076	116293	120978	101662	100007	96724	103623	98387	82198	79460	79479		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
2522	"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)"	22	37	26	52	22	25	16	17	54	56	73	140	139	11	8	3	13		44473	54965	74476	89457	91044	101875	127646	151492	107434	100614	112982	93248	105333	94312	87177	88276	90410		30	59	32	59	70	194	184	251	215	302	486	617	977	904	974	1258	1544	
4416	"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"	76	0	13	86	11	1	5	10	11	28	15	6	27	21	18	5	14		1625	1817	3004	1790	1827	1917	2466	2565	1567	1469	2652	2092	2990	3692	3601	2697	3770		392	511	559	653	793	683	1143	970	726	1498	1656	1250	1360	2426	712	1543	1577	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	14	2	30	152	18	39	33	20	77	1	37	47	2	9	13	27	14		10751	37357	52319	47519	51547	71004	68985	58995	48657	49129	66292	59997	63996	65028	58447	43451	43722		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
9109	"Clock movements, complete and assembled (excluding watch movements)"	1	2	24	25	22	13	34	40	77	99	86	21	22	42	16	45	14		24172	25792	26245	25234	26421	26398	22088	13927	12942	16995	16392	11073	11107	10552	8371	8852	7834		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9604	"Hand sieves and hand riddles (excluding colanders)"	29	29	33	26	34	45	39	45	58	44	88	26	48	14	9	7	15		2409	2531	2542	2848	2922	2322	3141	4485	3924	4184	4869	4487	5426	5903	5220	5883	5754		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	487	382	235	240	600	143	99	837	52	3	35	34	35	19	14	2	15		44836	37500	36238	30777	27768	19952	17428	25238	10875	12423	11498	16081	16887	20971	21964	32721	49593		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
8801	"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"	0	18	1	43	33	27	18	0	18	0	0	0	79	0	0	0	15		10962	12401	10520	27142	11618	14486	14168	29851	13215	11310	10487	10140	5953	8104	6836	4171	4724		274	448	1182	500	922	1341	879	1673	2211	3126	3092	2923	3353	1507	2275	1751	444	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	1	1	1	5	5	14	16	10	36	16	4	12	6	5	69	7	16		3480	3081	3211	3173	8281	4726	5700	7417	6429	7303	9357	9584	8454	8526	6552	5620	6230		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	16	0	11	93	1	10	29	1	39	61	101	1	41	39	6	17		13480	20730	21307	23451	39521	43855	47849	82397	67019	69587	80504	65501	36983	40053	25172	29360	27750		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
7404	"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ..."	136	532	243	2378	1139	448	0	0	25	42	22	0	275	59	541	293	17		295478	354814	434249	559043	833338	1607404	1888871	1946053	1294137	2387388	2880662	2531723	2094550	2025414	1605755	1300185	1681515		7170	8760	41489	80336	29229	34884	17301	6011	3976	25115	44063	23015	17780	56024	43785	72101	116500	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	1	0	0	0	0	0	0	0	4	0	0	0	3	0	17		578	316	438	646	434	365	195	251	102	465	201	288	142	185	195	90	120		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
4909	"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ..."	7	43	50	39	52	44	38	40	27	118	51	28	42	22	23	23	17		30745	34522	40307	45891	46373	44168	47578	57229	50198	44055	50881	47372	45481	43363	38571	36945	41655		118	227	140	210	483	376	361	572	684	674	773	656	584	533	425	363	257	
3826	"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ..."	0	0	0	0	0	0	0	0	0	0	0	1274	878	931	686	15	18		0	0	0	0	0	0	0	0	0	0	0	1570102	2008079	1836648	1275752	1423212	1554356		0	0	0	0	0	0	0	0	0	0	0	1528	1192	1697	1382	1032	1047	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	72	57	14	55	112	1851	1068	47	73	85	58	51	143	101	50	46	18		137331	140308	150798	169281	184431	186708	196662	180431	151066	143799	138998	116261	110389	100533	78277	76407	74396		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	14	2	2	30	17	6	3	16	29	28	7	7	9	15	10	6	18		25749	18963	16425	16209	20049	19818	25074	23860	21112	24402	30275	27870	26140	27210	28245	26866	31598		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
6301	"Blankets and travelling rugs of all types of textile materials (excluding table covers, bedspreads ..."	238	18	136	99	201	64	105	111	52	79	128	191	113	43	36	48	19		34158	41403	46788	49630	54332	61644	61253	71664	78323	73447	85923	87004	87893	76377	73596	66076	70788		3262	3998	3745	4014	3852	3792	2670	3002	2455	3726	4293	5966	7231	4257	4709	3714	2629	
2610	"Chromium ores and concentrates"	0	0	1	16	11	0	0	0	0	77	0	1	0	0	0	0	19		1177	2119	837	4532	6728	9698	7582	13252	8154	14912	32528	35529	33403	24324	14197	16483	24247		6933	3615	6528	6886	17937	15173	21410	37216	33557	29954	39022	56847	47418	34145	34860	25425	52532	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	43	64	74	22	60	31	16	101	7	11	30	27	6	67	40	23	20		11206	16843	19081	18473	18101	25907	28111	34885	42191	78650	80257	50132	56437	63771	49398	59482	96209		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	1	0	32	1	1	3	4	0	1	33	14	23	15	25	7	20		11963	10546	16354	17654	22691	16151	17273	11589	11186	14590	17226	15800	19602	20332	14593	11747	11991		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	1	1	1	0	0	27	0	10	30	69	38	77	50	23	33	20		783	45	22	1605	14961	34250	88771	67946	13761	39475	50540	46693	44843	55666	32802	24176	20641		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	364	0	0	0	0	1	0	3	4	3	11	12	29	2	2	4	20		14782	9341	15072	14043	17051	17200	19439	17779	16369	18450	15924	19496	20455	13324	12724	4795	4485		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	2	1	38	0	8	8	0	2	44	24	12	2	1	8	45	41	21		745	1268	2169	2086	2242	2234	2089	2104	2239	1385	1984	1759	1658	1941	2153	2919	3080		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	28	209	130	30	185	113	229	538	160	353	133	166	796	391	380	469	21		29843	30791	36439	73997	77908	85539	108445	122158	123100	138913	155063	125048	128122	156313	179538	191916	254567		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
0810	"Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and ..."	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21		30448	31189	44937	44821	64666	72975	68572	93353	86515	82217	97592	113011	108759	122798	127376	123117	147058		905	950	1050	2095	3369	3970	3785	2322	3521	2793	4526	3382	4859	3576	3721	5298	6754	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	72	96	80	70	110	107	90	49	27	367	67	143	25	30	32	32	22		86348	92191	97366	99758	115876	124076	134267	133258	118076	96502	111451	117377	100254	118818	113167	104179	109877		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
1512	"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, ..."	5	11	23	25	9	23	12	45	33	26	25	66	38	44	29	23	22		31936	38082	45664	50801	41426	47287	90155	141335	87183	104386	196253	221346	193923	201193	164836	166469	178237		63077	51745	54047	50576	138411	241095	140088	650122	471843	273625	629466	988450	918712	1201108	1101296	1015561	661061	
1513	"Coconut "copra", palm kernel or babassu oil and fractions thereof, whether or not refined, ..."	46	40	21	14	11	17	9	7	9	12	25	24	21	20	20	28	22		17250	28412	22937	32212	30013	25940	24795	25683	20133	26699	37239	47519	59254	70459	64721	59935	85543		23424	33473	41766	67206	75412	75156	92471	141968	102130	125685	191343	128825	107383	136816	104347	105375	127559	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	7	4	24	31	13	26	38	19	21	59	255	47	83	21	18	24	23		15510	14791	16647	19877	21815	16203	13151	17250	17101	23210	36457	24334	25721	28665	21794	27655	30959		86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	27	7	113	43	156	323	332	454	115	651	455	231	1225	289	0	22	24		74028	63230	73705	88357	98604	100695	101944	101901	84773	91490	119432	128005	114907	122741	105660	114714	104948		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
2813	"Sulphides of non-metals; commercial phosphorus trisulphide"	2	10	3	4	6	6	8	9	10	13	24	29	38	34	22	7	24		19444	19663	19556	23365	24228	27297	39724	78505	57585	61336	69180	30075	31895	46664	40938	39865	51167		2	10	3	4	6	6	8	14	16	15	27	32	41	43	34	32	60	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	0	2	1	2	173	92	3	4	3	3	14	7	14	24		116329	80554	111640	115639	66713	82890	61189	87230	4895	6817	14543	17349	16427	14701	12837	9070	10916		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	10	2	2	12	0	7	0	10	8	7	1	12	1	0	11	6	24		23756	8349	11474	10681	9626	4665	1138	1325	949	1680	3672	3902	4628	4601	4401	2967	3459		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	13	142	234	209	44	187	183	263	138	150	60	124	250	153	89	53	24		26428	40182	66840	72918	93454	131280	154307	220110	227240	235421	305389	243573	272577	325034	297076	302801	380150		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ..."	34	3	3	0	14	9	15	62	186	72	70	52	1	58	30	97	25		71825	87515	98468	117002	151635	179427	186158	209686	207784	172324	179706	182276	213667	220553	187732	189725	215653		233	255	264	451	505	271	607	1249	957	487	795	468	560	867	591	575	703	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	28	24	35	179	13	18	2	16	34	23	21	50	72	85	130	57	26		5424	6425	7404	8073	7753	11000	12853	17085	12956	10393	13828	13353	14072	10132	6836	6025	5856		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	429	269	500	272	172	248	216	285	111	82	187	74	28	77	36	38	27		26798	27504	33866	35669	40309	53633	48806	53028	39238	39054	39815	36394	37463	39006	31580	29737	34415		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	1	1	5	8	7	18	10	1	5	5	17	15	35	13	19	56	27		13893	16389	18399	26025	31628	31785	32003	34468	31743	31608	33047	29980	29883	28002	27661	23120	24740		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
8804	"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ..."	71	5	25	0	17	10	53	29	30	46	68	278	202	37	19	16	27		7451	11401	10990	6883	8189	13149	20142	19048	16853	18492	26763	23157	20746	20353	13523	13053	17671		190	338	266	369	386	250	1320	489	371	542	1252	1274	1135	860	1023	1591	569	
3803	"Tall oil, whether or not refined"	11	0	0	1	0	1	1	10	6	6	1	7	0	24	27	21	27		790	698	452	459	833	5069	6418	6319	5592	7912	14839	15803	13746	14110	10894	13109	13929		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
3817	"Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ..."	1621	6284	5042	6300	9740	6260	916	1643	4	583	2424	2752	652	42	28	17	28		34374	41597	37857	33723	39621	40371	62273	68383	66308	65175	88169	67281	71230	55977	19177	18071	17123		46934	52373	59656	68387	86608	88039	88866	102490	90285	103892	120997	136744	162869	148464	106352	99478	106976	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	18	56	114	573	448	0	0	0	12	34	20	0	21	21	22	25	28		2139	1842	352	1173	355	1644	1424	2956	2536	1195	1544	1186	1165	1719	2025	2681	3614		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
5203	"Cotton, carded or combed"	0	1	5	0	0	4	1	3	0	82	274	14	0	0	0	1	28		797	606	1045	548	615	3041	471	5723	3452	3727	7881	3208	4516	1957	505	482	203		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	42	58	253	305	161	107	132	101	156	121	205	72	126	69	31	36	29		77962	92341	106570	115186	131591	135691	139691	137544	127147	135009	155623	135971	154614	174272	149253	160834	181234		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
9610	"Slates and boards, with writing or drawing surfaces, whether or not framed"	28	25	8	11	26	15	14	19	9	17	26	92	47	23	31	13	29		9844	8380	8903	9100	10581	10219	12069	20617	19615	17474	20112	19161	24187	26360	21825	23380	24745		121	192	132	325	479	462	949	1133	801	662	334	841	676	12448	3314	1087	1016	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	7	22	221	234	66	192	503	205	37	73	165	54	22	105	64	82	29		28394	26914	34443	35084	38292	41658	53483	53144	47710	43160	48419	40190	41245	44937	35391	33784	39388		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	3	11	13	48	10	21	33	110	48	197	252	378	34	36	9	14	29		36931	39683	39510	37532	62461	69129	98271	108510	76988	76728	91298	68377	77056	73417	69177	73054	85969		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	2	9	7	12	0	0	0	0	0	0	0	0	0	121	15	0	29		1298	3011	2728	1995	3919	2849	1487	2907	2067	1530	1541	1705	1557	2349	1924	1583	2178		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
2801	"Fluorine, chlorine, bromine and iodine"	7	24	128	18	247	49	54	164	152	36	346	197	88	95	72	37	30		12428	11854	12144	13830	23917	20832	13838	16593	12875	13424	20248	17783	15712	13311	12157	10530	11645		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	19	610	211	316	283	329	373	414	159	112	192	27	60	74	25	37	32		27623	35296	46323	49758	51393	61183	63492	54253	44209	58007	55642	48567	54151	49783	40350	36016	39614		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	42	24	38	43	25	28	35	49	4	22	67	25	60	66	95	21	32		18713	19724	19634	22361	20969	30962	33525	32120	28385	34894	36406	37622	40085	41148	38658	43820	40632		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
0903	"Mate"	0	0	0	4	22	1	0	0	0	8	20	2	38	21	43	2	32		292	420	748	862	992	963	1169	1490	1448	1492	1600	2035	2902	3297	3937	3622	3869		0	0	0	21	68	88	58	81	60	140	126	240	480	350	724	3180	2048	
8715	"Baby carriages and parts thereof, n.e.s."	65	26	116	3	12	29	3	12	13	15	7	19	94	60	6	26	33		25456	25445	23187	19253	27304	35198	39676	61526	56266	63338	79419	70012	64108	58115	59381	78598	93133		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	137	571	13	8	22	14	16	29	3	75	74	88	35	33	32	15	33		11648	10807	11319	14238	14182	15081	18639	20262	14854	18742	20118	18836	17066	18586	14089	13618	10056		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
