Product code	Product label	Turkey's imports from Italy-Value in 2001	Turkey's imports from Italy-Value in 2002	Turkey's imports from Italy-Value in 2003	Turkey's imports from Italy-Value in 2004	Turkey's imports from Italy-Value in 2005	Turkey's imports from Italy-Value in 2006	Turkey's imports from Italy-Value in 2007	Turkey's imports from Italy-Value in 2008	Turkey's imports from Italy-Value in 2009	Turkey's imports from Italy-Value in 2010	Turkey's imports from Italy-Value in 2011	Turkey's imports from Italy-Value in 2012	Turkey's imports from Italy-Value in 2013	Turkey's imports from Italy-Value in 2014	Turkey's imports from Italy-Value in 2015	Turkey's imports from Italy-Value in 2016	Turkey's imports from Italy-Value in 2017	Italy's exports to world- 	Italy's exports to world-Value in 2001	Italy's exports to world-Value in 2002	Italy's exports to world-Value in 2003	Italy's exports to world-Value in 2004	Italy's exports to world-Value in 2005	Italy's exports to world-Value in 2006	Italy's exports to world-Value in 2007	Italy's exports to world-Value in 2008	Italy's exports to world-Value in 2009	Italy's exports to world-Value in 2010	Italy's exports to world-Value in 2011	Italy's exports to world-Value in 2012	Italy's exports to world-Value in 2013	Italy's exports to world-Value in 2014	Italy's exports to world-Value in 2015	Italy's exports to world-Value in 2016	Italy's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8533	"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ..."	1213	721	1055	1152	1013	891	1078	1105	745	743	647	547	608	1227	810	604	641		90844	59046	57410	60095	56108	63094	65842	74687	77710	82420	104393	71447	74029	77254	62974	62009	67452		15728	21985	27502	35813	29836	28122	29891	28853	22273	27048	33156	34599	37403	41190	39630	39572	47381	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	2391	2010	3908	5185	6496	2221	3064	1685	1197	1139	1569	645	810	609	592	1051	651		1725161	1222488	1563918	1381158	1383291	1060876	876920	832177	605548	649537	581303	446975	468781	429565	375223	392849	414004		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
9620	"Monopods, bipods, tripods and similar articles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83358		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4257	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	276	393	648	851	575	900	943	1074	518	780	1314	648	737	832	766	1070	660		5384	6990	10662	8305	10076	10111	10998	18342	11715	14178	17881	16501	17529	17672	17563	17331	16209		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	186	149	223	131	97	52	53	85	37	20	31	73	579	598	684	934	661		16745	15725	18450	17241	17774	19576	20032	33340	35114	33001	38815	36907	39485	35885	16874	14573	14732		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	1142	1165	598	597	789	1015	872	634	417	361	265	322	436	1442	1180	735	673		47799	32380	42149	56979	51273	61903	65590	58688	24620	27883	41035	33401	32403	36280	38496	30853	37583		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	32	33	130	310	353	428	501	744	1058	1665	730	532	538	862	511	927	675		55549	59244	76306	77743	77654	87276	95722	102970	93860	132988	163294	115235	158942	146542	109139	113058	123985		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
8307	"Flexible tubing of base metal, with or without fittings"	350	176	376	321	340	539	523	404	589	515	535	1455	813	489	1240	316	675		36610	36824	37817	46290	45317	55031	67208	73320	42613	45300	61796	46439	50235	50148	45808	45979	49939		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	2044	158	2018	2043	829	1587	1130	404	286	342	113	633	672	177	128	1538	684		221222	273866	207865	362192	504195	538972	592574	788267	497921	381025	574673	411817	318316	180870	282166	307933	94906		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	47	70	94	123	136	102	137	184	540	204	171	294	1199	1311	329	348	684		7446	9535	8742	9911	10645	18331	30248	49006	31702	37217	42686	27933	33967	33346	29440	29458	35471		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	2164	8066	10081	1568	9435	5150	10475	7618	304	6412	17893	22768	24950	10719	5944	866	691		92137	112407	106433	130938	130362	124874	144884	142358	108472	160150	168771	189618	171869	163590	127732	122183	123402		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	401	177	288	375	659	643	397	169	301	447	255	262	698	722	1802	929	695		45534	53644	68087	68014	87476	77397	95292	120620	91880	82556	83691	84419	112046	119935	117249	102257	88571		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
7413	"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ..."	29	81	166	241	437	329	453	438	375	1066	633	569	723	666	747	691	701		31606	26782	25887	37670	52625	89759	129085	125481	64403	115462	119638	85446	79842	87265	75546	67578	76453		883	1840	1092	1284	1819	2652	3238	4548	6427	12742	5473	5502	12696	7757	38475	26961	6549	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	70	999	580	727	502	556	737	941	688	673	465	707		12	122	90	209	83	125	1000	592	846	940	1042	1502	1257	755	382	601	1053		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
4017	"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s."	35	72	336	190	177	281	431	485	531	396	432	292	772	728	673	687	725		29522	32056	37029	38601	38477	41987	48109	51159	39033	51181	58401	49933	55259	62084	52539	55837	64748		363	444	612	765	1136	1361	1669	1669	1275	2023	1523	864	1517	1555	1226	1236	1273	
2841	"Salts of oxometallic or peroxometallic acids"	128	426	608	1021	1250	1189	1279	1278	781	734	703	1141	806	348	768	800	736		1076	1010	1095	3750	4674	7467	8597	7885	3906	6628	6252	6031	6236	10498	10137	8269	10311		851	1268	1781	3600	9363	8067	4746	5173	3986	7670	7665	9447	11136	9772	9056	8787	9776	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	899	1150	1111	1685	1646	2072	3230	2966	1203	987	750	1205	728	999	897	787	746		33746	32028	33744	47907	40715	44523	48486	61075	35654	37500	37882	33936	37453	41316	35416	33872	39076		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	15	11	14	42	96	203	269	473	333	580	796	928	1528	1062	1176	1270	752		161053	196947	214089	249650	303668	327219	405535	418485	390738	415697	450654	453550	507089	543178	548458	545263	596051		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	234	185	114	134	262	1017	1603	1033	539	882	856	1002	1299	1152	1056	752	754		450047	208803	182739	153328	50132	33320	415717	820742	514838	901810	1142560	875740	930392	967779	721919	466125	766857		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	1085	1269	1868	2209	2964	3522	2860	1786	2402	2202	2238	2771	2154	1197	1044	826	757		20181	24528	23204	24428	24532	28935	40337	44332	35509	45097	43155	38988	38727	39881	36917	37843	40421		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
4115	"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether ..."	0	1180	1803	1645	1209	1318	1857	1438	1126	1001	1318	1480	1429	1164	1410	628	758		0	37132	37774	42907	38134	39134	41700	33882	31848	32662	38241	34591	37967	37890	29639	25190	23025		0	4327	5190	4592	5509	6913	6096	4731	2832	2755	3581	3198	3143	3142	3620	3998	3363	
6914	"Ceramic articles, n.e.s."	311	460	618	570	244	210	380	234	194	353	467	305	170	165	219	226	766		94389	99365	98041	104413	87368	87737	104260	92298	75098	72698	69763	64657	64794	67623	56881	61274	69722		1172	1256	1599	1837	1884	2297	2665	2670	1776	3938	2889	2375	3824	4940	4438	7625	3950	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	2647	432	213	207	199	465	821	634	540	931	908	415	340	799	615	760	793		212697	211126	238946	252423	233747	258297	314892	317866	272301	297914	321197	297179	340427	384792	341866	323368	303183		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	73	1571	3301	6082	10149	12121	10607	7297	2250	838	2854	2686	29696	1372	2237	4447	798		17776	26066	33467	47484	43712	51081	76329	94804	122544	177303	302124	180463	144697	107559	85614	106218	82437		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8213	"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ..."	717	1086	1597	1693	1583	1116	1216	1298	1011	1382	1582	939	1399	880	907	770	822		24071	22640	26201	24916	29447	29270	32993	31381	24391	28709	32499	30375	31113	33569	28919	26739	28592		2419	3072	4520	5584	5360	5504	5739	7211	5447	6976	8521	7776	9842	9197	8356	6397	7137	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	446	370	454	683	543	784	1151	1242	816	1035	1054	757	1077	1180	1101	941	833		98718	111119	140924	167559	163749	163089	184198	208507	195303	177026	187600	164873	191303	167433	131233	131126	143353		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
2818	"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"	771	260	487	346	701	904	856	1120	885	923	963	920	1032	1061	858	610	839		147491	151243	170411	185193	230837	289494	304833	315451	41002	39514	53604	48205	45376	44614	48536	52682	59071		11666	16696	21253	24703	27676	35326	38818	52265	34678	52287	59159	55491	64746	71272	58525	72087	75862	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	0	0	0	0	0	0	0	23	0	2130	9030	17437	5734	1378	1123	845		29869	31369	30734	30703	39807	40958	47298	70301	67457	72608	89696	98004	131760	144583	105961	71143	94778		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	326	107	102	2038	1971	2127	2920	1436	173	489	357	329	347	559	393	351	847		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	54	105	167	478	241	782	1300	1871	1783	2393	2795	2545	2561	1247	854	870	856		3171	4584	5280	5498	6590	10721	8491	14315	18986	15452	23509	23924	12661	16486	12205	10183	20509		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	74	130	241	288	386	412	516	825	601	722	1215	611	815	1072	754	819	876		41813	40942	45756	51431	49836	53725	73686	88786	71062	104238	111426	98462	112380	145616	132492	137698	161826		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	173	51	147	177	310	651	702	848	727	523	372	76	209	947	799	497	877		32671	32190	40668	40267	36624	38818	43458	43539	43034	53764	43647	49743	54903	40390	34698	41077	79310		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	770	2334	3959	1967	484	672	306	370	39	5	0	30	2	149	656	3831	887		22448	25225	30102	34678	31349	23774	25849	11904	7336	12737	16128	13693	18357	23831	19379	19282	19391		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	1151	962	1902	1539	879	828	619	678	238	423	896	537	685	885	471	369	911		174744	174544	180964	172665	119682	136375	155870	162189	139115	171323	182900	171870	207314	235900	217628	226867	239672		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	210	257	381	337	428	579	571	728	400	377	555	612	694	835	824	734	918		52753	64336	75110	88211	86307	93714	114629	127856	111385	130952	154138	126723	138933	149670	123955	131378	162137		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	528	450	180	713	613	1267	862	223	574	484	1013	1124	1466	1124	1372	1384	924		16948	16829	13571	22255	19030	22336	29681	29143	24484	33183	50887	88522	87166	88809	64321	62544	68250		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	0	3	190	173	34	202	37	237	152	293	365	213	308	381	453	577	944		3727	2930	2889	4672	6655	7413	7531	9178	6515	7225	7739	7038	7266	8379	8266	8999	11425		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	14	4	6	58	3738	33	654	43	196	38	2696	13	30	35	11	22	961																				8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
3922	"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ..."	875	1041	3074	2445	3574	2938	3760	3105	2413	1973	2629	2381	2267	1427	1715	1245	968		195713	210074	239815	286236	259096	268694	282912	277435	202159	208075	203411	169178	174888	173396	145420	153422	161157		3900	5237	14133	21420	26623	30068	35572	31611	25428	35082	45424	44069	45848	49130	48875	41540	42393	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	411	691	778	1136	1264	1098	1429	1428	1239	1160	2352	1654	1950	1714	1861	1295	971		13186	17589	14577	20047	23660	21563	27287	30585	22633	29139	42000	41078	37710	41302	33764	34519	36630		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
6910	"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ..."	130	189	381	678	623	811	909	1609	953	1266	1307	1322	1953	1261	1355	1165	972		200551	206943	243291	289773	286819	338353	399663	429453	287880	277985	308776	277647	303517	318871	257197	247128	266276		906	1016	1767	3092	3735	7296	8626	9403	6364	8868	8833	7599	9470	9096	9099	7191	7164	
5206	"Cotton yarn containing predominantly, but < 85% cotton by weight (excluding sewing thread and ..."	2091	2034	1412	1312	1244	964	974	1464	1149	1117	1206	1347	778	1356	1076	893	987		72734	66784	67009	63329	63562	59649	50053	49083	37750	46200	55387	41999	42151	41269	32686	31333	33205		3317	3790	5174	4618	6904	5302	7230	6130	5441	11256	11441	9290	29275	69900	38589	62926	77014	
3804	"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ..."	497	258	332	123	132	390	241	327	310	716	3366	2272	1648	789	1072	1294	989		1545	1958	1918	1818	2124	3580	5020	5267	5572	6450	9110	9586	10057	10695	9853	10273	8902		3660	4364	6157	7844	9413	13778	24028	21381	17745	22833	28641	29287	33653	31996	23365	21505	20141	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	24	5	49	331	3	0	0	0	0	0	2	4587	1576	99	497	991		21477	21423	33803	56623	52954	46954	53974	83626	43256	15581	14761	14238	24841	20290	25263	14707	10427		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	284	448	335	359	440	532	670	734	699	864	1496	843	1138	1380	756	459	998		177691	141455	166917	255091	241165	422803	525548	483838	296015	444597	508376	396075	378796	368482	310568	232505	287801		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
2903	"Halogenated derivatives of hydrocarbons"	4677	1076	967	1519	4038	2409	1973	259	409	732	3973	2827	427	2120	741	956	1034		120665	109525	99958	126920	145649	128565	117029	77518	80502	111549	126747	108213	91058	77661	77256	58116	67999		26025	51069	32576	52904	58911	51775	65597	64049	55832	79949	127594	89226	74623	86238	76105	99150	111424	
1108	"Starches; inulin"	65	92	108	189	419	705	578	613	540	446	387	400	286	198	397	384	1036		23164	29604	28133	32398	32828	32841	47975	38291	35240	30066	54372	41264	54238	51730	43284	36100	38724		2411	6404	6832	7483	8581	9785	13230	14751	15040	14082	16868	17450	14172	16690	14129	14264	15472	
5306	"Flax yarn"	763	1487	867	1299	1165	1547	1579	1073	564	771	868	2071	1997	1900	1184	866	1036		38575	34196	42009	42955	40584	38599	41541	39256	30638	37362	41983	46771	44937	53599	45554	43098	40386		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	845	3914	26	675	860	1725	4347	4023	1018	4781	3403	882	1196	1288	2963	764	1049		31478	30838	31338	1272	1447	1405	2671	2640	1493	2324	4469	4376	4248	3766	2956	4275	5040		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
2909	"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxide, ..."	214	360	343	569	786	878	1287	1353	1636	1820	1176	809	950	812	838	656	1060		32541	33274	38984	44633	50882	43882	71519	76046	64289	70922	78952	66242	65268	95170	33185	34755	49919		13314	16946	23249	33995	38823	48322	59513	192825	145435	132633	230123	217266	214269	183159	166396	143772	179035	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	221	918	670	428	811	1360	1295	884	1002	1097	1479	1524	1290	1250	1094	902	1067		29201	39254	42481	43607	41100	47660	55734	102857	76058	86662	93785	91863	94760	91207	74740	67386	79091		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	2692	4235	4158	2345	3037	2012	1884	2044	2031	965	3231	2108	1232	966	1246	1218	1080		723150	819414	986637	1116572	1098423	1029815	1231847	1233800	1138049	1140711	1230031	860288	900100	937816	856758	881930	888057		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	62	346	392	488	607	593	1030	1414	1253	1010	949	655	614	907	729	888	1081		26415	27866	34651	36880	34868	39622	48230	49170	33391	44681	47314	47953	45991	53307	47528	53114	60407		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	649	791	846	896	867	2594	1026	2190	546	570	785	1647	524	3583	1263	334	1083		82957	97721	115442	182360	245164	662670	826323	788317	585520	740283	718030	733104	616843	992690	472878	746247	443530		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
7310	"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ..."	1704	1251	2931	2923	4153	7649	2348	2751	2717	3852	3239	4806	5330	2105	1157	800	1098		171121	182203	218647	270301	283812	306538	380078	399385	345326	361446	427024	415839	427746	417613	357048	375183	398689		5281	6228	9431	10988	10996	17342	12232	15063	13664	17164	21140	19817	30536	32347	27201	24109	21955	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	64	147	175	578	842	1174	1183	1086	620	1475	1194	1267	1031	1354	1248	1372	1107		32681	37749	49589	82083	86953	100053	104094	111975	70157	109198	143398	140481	131949	148086	119640	116949	135464		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
4807	"Composite paper and paperboard "made by sticking flat layers of paper or paperboard together ..."	84	180	617	639	213	215	325	280	186	216	264	237	590	225	131	185	1108		15847	14779	17747	8692	17505	21705	27847	29026	20213	25744	33342	30191	28385	30630	27582	30210	34522		1237	2199	5036	8898	11670	9168	9664	10419	6824	9804	11741	11290	13750	13358	12124	10179	13850	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	261	365	122	204	187	98	163	1099	682	461	1932	879	3902	1264	899	1169	1127		65046	57616	61314	103619	73282	68925	98825	72957	65777	49704	64853	64299	76091	93176	98351	113027	108800		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	5242	7099	12070	21624	22072	21464	4044	1541	1629	4778	1945	1295	618	1065	828	1122	1131		109470	117941	126869	77386	128849	177906	177494	195786	190705	167649	195609	194563	214312	193313	207081	238442	216093		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
2935	"Sulphonamides"	231	321	850	729	950	966	1397	2122	2308	469	684	535	883	557	578	527	1136		61308	62301	74474	72004	68116	80791	80518	83456	81110	80929	85376	93849	73979	101752	158377	142620	169933		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	3	0	0	1	0	0	0	75	1	0	2	0	19	570	1137		1448	829	3890	3376	5427	20418	5128	1969	926	2022	1240	7972	3602	5571	5224	13859	11032		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	181	293	130	126	756	1302	1465	1587	2526	2890	2083	1277	1228	1223	1076	959	1144		9970	12667	16976	17565	17031	19504	21774	25889	22914	27738	33081	28403	27314	27571	23142	24615	30200		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
7009	"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ..."	1389	1126	1610	2021	2654	4686	5110	5439	4597	5516	6446	2214	1809	1720	1568	1234	1167		83650	74352	75175	83829	79602	90931	114257	118627	84435	98301	118941	104329	116154	121544	114688	118828	118098		7382	10611	18132	32640	34198	40089	48102	52064	36053	51508	64755	57131	64141	72985	65269	58065	64948	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	35732	2583	1665	2336	1075	2525	4430	2951	1442	1091	890	2421	3067	1414	2173	1281	1173		2838164	720988	638038	577963	575513	591510	557847	508155	355854	455222	554715	490135	526513	565242	426028	344974	388309		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	220	142	263	159	444	500	528	645	485	463	806	489	644	864	939	1128	1176		28448	34010	35048	49726	56815	73026	60404	77494	73543	81461	99762	88390	104286	117508	123589	125565	130463		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
5514	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	2375	3122	1251	1257	3022	4003	3411	2181	1635	2254	2398	2265	3200	2232	1163	1098	1179		131296	120164	140278	160736	139659	149854	158735	143362	94307	114654	148577	126256	124115	131256	110429	114097	129352		6645	8515	5933	5561	6712	7335	7635	7125	7990	20511	14529	10800	10759	11522	9938	7234	6987	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	30	83	194	136	169	181	196	30842	9083	706	443	473	721	302	1557	500	1181		66347	79522	76603	109377	109231	150214	214545	219342	232155	303350	568925	403922	398126	234933	218242	195172	144078		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
3913	"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, ..."	281	746	619	642	651	419	415	279	204	336	879	597	478	525	389	761	1183		16348	20241	26079	32743	29574	37268	49471	67054	52188	58032	73894	69710	72561	72754	77231	107608	109734		5959	7178	8175	10903	12372	11894	13825	15288	12098	16589	22190	20914	27376	28190	23437	23677	22033	
3801	"Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or ..."	311	150	174	339	403	499	740	437	478	597	1229	1390	1463	894	647	919	1195		11053	10338	8305	12133	11887	11451	16101	23477	10169	16589	27466	20139	17903	18505	14202	16878	20596		3111	3520	5494	6439	7908	10091	14667	18328	10200	15727	26013	18033	18374	20511	20932	19530	24944	
4408	"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ..."	479	951	1332	1752	1984	2373	4560	2892	2520	2075	2198	3434	2879	4341	5066	1266	1196		86381	97942	116144	142531	142337	150599	192819	168488	114300	122382	126881	113203	107885	120519	100533	98144	119774		2597	5192	7632	12377	13144	15999	26086	32532	20291	27867	38303	39409	41153	47666	48648	41430	48752	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	7146	8135	6862	10618	6578	4723	9075	5250	1214	1445	1981	1534	952	1101	834	746	1202		96000	110722	142120	140029	126554	142222	172468	166178	122118	139709	181050	135228	155783	174340	152390	158656	171632		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
9701	"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ..."	110	71	66	156	165	256	239	196	155	577	491	919	1203	523	894	232	1203		47898	37033	44553	51468	86297	78876	153800	157359	66594	192993	115922	223134	270132	415945	277511	186437	171993		2344	978	1052	1825	2478	3939	12718	16390	8452	15826	22574	18647	32378	31389	20128	26163	21427	
