Product code	Product label	Turkey's imports from India-Value in 2001	Turkey's imports from India-Value in 2002	Turkey's imports from India-Value in 2003	Turkey's imports from India-Value in 2004	Turkey's imports from India-Value in 2005	Turkey's imports from India-Value in 2006	Turkey's imports from India-Value in 2007	Turkey's imports from India-Value in 2008	Turkey's imports from India-Value in 2009	Turkey's imports from India-Value in 2010	Turkey's imports from India-Value in 2011	Turkey's imports from India-Value in 2012	Turkey's imports from India-Value in 2013	Turkey's imports from India-Value in 2014	Turkey's imports from India-Value in 2015	Turkey's imports from India-Value in 2016	Turkey's imports from India-Value in 2017	India's exports to world- 	India's exports to world-Value in 2001	India's exports to world-Value in 2002	India's exports to world-Value in 2003	India's exports to world-Value in 2004	India's exports to world-Value in 2005	India's exports to world-Value in 2006	India's exports to world-Value in 2007	India's exports to world-Value in 2008	India's exports to world-Value in 2009	India's exports to world-Value in 2010	India's exports to world-Value in 2011	India's exports to world-Value in 2012	India's exports to world-Value in 2013	India's exports to world-Value in 2014	India's exports to world-Value in 2015	India's exports to world-Value in 2016	India's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3002	"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera ..."	2368	218	4417	1683	2001	13896	15680	34404	8507	13721	15581	12978	8692	30546	5978	7855	6242		58679	72158	74401	77927	73526	172213	160757	99304	304308	201060	404978	413773	599751	640762	696255	790525	749724		147179	160506	247106	329686	360295	427961	540852	698786	683602	828438	1139242	972409	1052351	1267887	1384170	1320145	1431163	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	54	16	203	121	46	89	533	79	40	143	174	95	3760	2716	2359	3997	6302		34371	52218	60076	151182	146849	166524	210639	296869	280234	257306	368244	371229	420704	508389	368480	449802	527471		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	20	44	35	80	238	119	210	196	132	489	117	1358	1393	93	320	124	6321		91915	94175	91224	123695	124279	194239	397407	349914	329364	426639	676881	676572	534302	735368	877680	843852	895979		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	113	27	195	555	705	1707	2972	6053	5070	7375	5618	3500	5337	5876	7541	9796	6341		401402	423675	352397	492989	619731	545777	537621	677682	587536	582872	937395	811673	974119	949697	880738	836061	1046608		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
2918	"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ..."	4367	4611	4274	4404	6622	4325	4414	5587	6249	5045	6332	7555	4594	6902	4544	5803	6542		16410	17469	20414	35922	34799	36637	49670	59579	72765	104867	148502	181034	258025	281243	315264	274155	282246		39500	52089	67990	73712	90602	82074	84926	103825	73759	85250	108148	101875	106828	116894	100235	94536	118878	
8546	"Electrical insulators of any material (excluding insulating fittings)"	279	362	92	132	1135	608	1117	4548	4452	2586	7830	9336	6821	5872	3920	3655	6662		34738	40912	34269	39645	71412	67243	69778	80475	61919	62904	68505	70382	74587	69440	70650	76986	84165		14618	11777	11355	12520	14783	14713	19529	44681	37398	38713	56840	56851	59139	59219	53105	45897	44896	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	0	506	0	0	0	0	0	0	3	819	3896	1213	8	2632	71	3964	6716		12700	11344	23238	39934	34723	55098	131350	136290	122057	132528	162916	221130	276770	297314	279303	292553	227186		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	6	7	96	906	2037	2243	3318	2756	1854	3374	5604	4034	5532	5604	5634	5357	6961		8147	4299	29838	29828	30046	24019	27600	62288	23350	52526	49613	50285	47516	47290	39453	40763	40635		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	399	888	1763	2160	2817	4930	6266	6662	4518	6715	8339	5715	8876	8400	6268	5866	6969		15103	12613	15224	11888	23035	36276	40473	65717	61931	80364	119382	95742	119841	112250	103287	109035	123460		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
2831	"Dithionites and sulfoxylates"	421	467	746	801	922	1022	1334	2567	1785	2554	2562	5631	6603	8053	4732	5706	7146		2818	3405	2850	4239	4811	5313	10491	16683	13899	17589	17979	28065	30829	34691	25244	28738	38614		8723	10102	10926	12870	12791	13887	15657	20881	16102	18986	18371	27454	30838	30864	25457	24102	23035	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	71	97	107	225	460	716	926	1415	977	1099	2310	1543	1823	2160	2396	3699	7338		11732	15269	16471	25791	45839	98332	199166	326395	269700	544129	433975	472711	552244	550195	493232	474164	585229		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	36	44	48	241	322	1078	654	1561	580	1914	2750	4858	7012	7115	6133	8081	7388		108555	110922	193912	201527	224933	237629	316688	485567	337176	437970	866709	1020706	979916	894880	937676	912245	1074617		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	9	460	21	0	361	52	0	0	0	287	7553		1123	277	908	7662	6016	13854	14600	33960	15564	45385	66604	83258	120910	58201	44124	66987	128184		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	14	51	916	5088	4060	3637	5060	5286	3437	6665	18281	8208	11768	10170	6182	5840	7641		10806	13210	16613	15722	27072	31522	57449	72453	63698	82968	125394	135399	189217	179656	157377	163741	184833		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
3903	"Polymers of styrene, in primary forms"	3371	5415	6338	5115	7825	13790	22026	5660	1888	9920	18011	22681	13652	7994	10707	9547	7821		28582	57621	48957	94007	124351	165236	140858	116072	65515	104653	99938	125440	170697	142856	113295	115711	114364		136860	204206	296351	482320	541883	635311	760997	683795	494539	779746	985348	1011585	1074679	973642	795017	698281	880629	
1515	"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ..."	705	1086	1611	1976	1991	2004	3144	4583	2681	5152	6660	5775	5585	6584	6619	5159	7949		144631	109384	110677	192060	242029	218763	302412	421472	466403	627019	878385	751166	806340	692005	734062	640955	956293		40630	65725	75264	75171	95586	93726	107832	150775	80218	68277	69777	53437	57063	36601	41644	60217	46003	
2924	"Carboxyamide-function compounds; amide-function compounds of carbonic acid"	1209	1405	2098	1905	2672	4180	3624	4478	7028	8838	6480	7306	8032	6953	7687	6927	8003		11881	13343	9194	11020	37310	49447	48547	70531	70065	101347	132733	153297	229060	269831	266270	277674	316294		21027	23475	28930	29462	28758	36055	36567	45206	41008	41445	49480	52715	49591	54575	48114	44803	60409	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	5267	8178	17206	12511	8081	8827	17581	37003	12380	29211	29865	21447	12651	25271	6661	8271	8128		148584	99708	152159	189076	187661	195905	353784	503551	291383	479591	626232	558849	690273	863680	523695	449414	472737		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
2925	"Carboxyimide-function compounds, incl. saccharin and its salts, and imine-function compounds"	157	1015	1603	2610	2408	3303	3264	5188	4892	5375	8851	9327	10170	10585	10092	9842	8147		3728	3429	5186	21802	21886	34504	37549	58591	49057	38553	43458	87231	104844	109240	111084	121884	114303		6017	9508	14912	17313	12113	9976	11153	13493	11296	12518	16902	29926	42603	39683	23779	21763	22377	
3603	"Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ..."	522	585	527	985	1214	2298	4651	4526	4475	6643	7980	7628	5808	5583	5239	4928	8257		6783	4701	5905	7421	6599	7406	8680	19181	15350	17404	23467	18014	23130	24990	22642	22869	32971		3151	4522	2621	3316	5969	8226	14428	14911	14473	20020	29523	30683	32565	34913	25532	25165	29994	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	2249	5853	7557	17702	13445	18292	48319	18149	10423	25131	33274	10994	4756	5884	6857	7250	8301		46818	68013	82024	104105	100409	119724	166893	145637	145211	182590	258131	160484	131527	109950	98399	128630	106339		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	288	1733	1506	3128	2385	2727	4511	5048	4612	1664	1513	1976	3844	3785	2528	4013	8376		350834	443014	589945	679027	610560	575121	680236	1033980	1406712	1402853	1488506	1020038	1248769	1202555	1070491	880378	909646		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	432	806	2271	3431	3917	5186	5715	6392	5467	10222	11726	10300	9647	11393	8608	7909	8556		51470	58941	77432	125731	181890	185621	217487	283774	153664	276018	386151	357436	402786	435786	417441	388722	518224		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
8544	"Insulated "incl. enamelled or anodised" wire, cable "incl. coaxial cable" and other insulated ..."	7	59	49	146	84	811	850	2014	1869	3862	8426	5411	6248	13022	9328	8438	8732		44154	63883	69159	81287	146943	291916	382730	523695	358167	383256	551226	563533	757703	694015	722566	735117	818197		89461	142440	150109	233984	289949	417597	535061	579367	449050	545269	661226	622917	698771	753778	761551	868276	910837	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	336	396	520	1545	2210	4366	5949	8916	12246	11790	14629	14942	20527	15450	8552	8176	8812		350552	377632	450477	562631	741162	866409	1044946	1221363	1179326	1341309	1649899	1491843	1964725	2126775	1923084	1885641	1854525		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
2926	"Nitrile-function compounds"	1072	1756	2931	2283	2808	4188	3451	5153	4066	7944	9550	6317	7012	9307	7004	7780	8838		3478	5924	9656	7580	9969	16688	20492	22796	26261	22642	55148	33353	43059	42180	45614	39495	64111		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	8925		53496	53108	79808	51123	171770	193994	270681	379277	189857	292837	585096	178164	437798	316760	142885	86060	209116		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
8428	"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics ..."	0	0	54	15	1	24	66	114	1433	736	421	568	392	1509	1216	2907	9017		4716	4752	8114	17109	15165	25896	30709	43691	26326	33749	49667	49639	61823	85066	80438	93600	97462		54682	56114	64594	108411	165152	227157	295839	351708	266614	331491	395154	471554	616779	550097	534149	634001	677973	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	4	22	5	11	39	39	19	36	49	638	893	730	3136	5762	6235	7285	9145		2917	4115	5731	9670	14504	15809	15371	24498	29451	47229	53550	51215	63344	64897	74351	81715	91734		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
7801	"Unwrought lead :"	0	0	0	0	0	0	593	164	0	471	0	457	744	410	3809	2465	9146		569	167	435	3939	7450	5040	27456	37787	69879	116882	177034	103628	207107	184724	170694	159428	362919		22970	34578	42559	65444	78966	108398	232926	199954	142249	173209	223309	223398	216807	244590	202328	211794	304375	
3926	"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."	47	127	301	738	861	628	725	1518	987	2315	2743	3597	5335	8011	8541	7133	9309		81177	73283	82921	105712	141638	180800	234882	266743	225208	299343	357710	440370	559043	536635	576119	656298	615184		156112	188727	241172	317215	348979	379313	444679	507656	396644	500372	616881	577665	642420	702630	657907	667837	683883	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	1468	2212	3353	4025	4404	6442	12271	12759	11746	11879	13935	11295	9888	12644	11971	7979	9724		444868	455324	459896	436654	434474	515085	577785	646237	541650	657245	963967	899262	979496	987344	1013840	966037	990112		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	4	2	37	53	115	166	73	21	62	35	223	672	24337	34760	35916	34823	9728		10097	11677	15682	28985	43723	68706	51880	72996	106851	122465	178189	232672	230157	221552	241593	252358	262285		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	3358	10438	17585	29797	38895	27511	24182	21452	11803	11475	14126	8402	8220	9586	9328	8479	9776		5631	8318	8505	8674	16882	11659	22401	26827	33152	45748	121175	136517	238974	218265	239917	227779	228844		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
8501	"Electric motors and generators (excluding generating sets)"	4	528	681	932	655	691	2291	2606	2331	2780	3318	13094	8759	10181	10397	9137	9910		56147	45344	74873	96460	142788	127236	157557	248027	205967	235966	309746	333664	414489	405928	422189	400301	454748		89877	181990	212167	278384	336871	396849	522843	581441	506704	588959	793028	704614	824942	778229	731024	737109	767887	
2917	"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ..."	2019	9081	1112	1122	2304	3889	19704	7923	6033	8048	4195	8297	3844	6408	9941	11519	10417		102125	166143	105618	98685	99585	130892	158672	189939	94059	132679	190559	162959	193926	197048	228697	337364	381879		131830	188842	251188	289700	344798	361898	418132	376656	287723	401097	508522	535320	620713	746197	538237	489330	547182	
1006	"Rice"	99	51	89	18	46	66	574	238	278	379	519	2824	13270	35545	21982	9183	10749		610579	1168645	919151	1178738	1636489	1456255	2352946	2843305	2398163	2295813	4073331	6127952	8169519	7905650	6380082	5315535	7081187		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
6206	"Women's or girls' blouses, shirts and shirt-blouses (excluding knitted or crocheted and vests)"	212	193	649	1319	7776	14887	23092	29490	25884	28389	38153	19662	20602	22735	17596	12083	10769		637165	827491	796314	904787	1214869	1261649	1077276	1218761	1360755	1468865	1709830	1287118	1596554	1579752	1633871	1352396	1371023		6039	7278	10349	13416	25150	41203	64248	94466	88738	105931	126935	99097	119413	130979	128632	112284	113121	
6204	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	226	539	1364	3375	9826	17803	21189	34338	31937	37653	40798	20073	20621	18525	17155	11897	11051		985987	875652	831246	978032	1576414	1842806	1752913	1873723	1966662	1876276	2528932	2255945	2456203	2580624	2686588	2465234	2416906		31790	41857	71103	90086	127106	176682	240893	347230	301743	395929	449420	355687	442724	414297	359459	311516	302746	
8414	"Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ..."	40	70	729	1066	9088	12678	10020	9652	3441	2398	9126	8878	8844	12563	10904	9555	11144		52968	76549	85939	113810	159848	278389	350205	431490	294943	482116	690302	711297	782912	748895	729574	669592	736016		148131	203916	299891	500790	539550	664336	874454	971338	753158	925545	1162388	1095167	1261214	1165614	999182	1104674	1149554	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	0	0	0	0	120	1	90	131	65	93	109	105	103	31	482	11553	11318		38992	1129	377	1227	1017	791	696	658	4966	613	1531	3190	2568	3504	8712	16704	42018		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
7207	"Semi-finished products of iron or non-alloy steel"	15	0	16	0	0	0	0	37317	0	8	0	0	5	0	0	14	11401		22523	28175	120758	76811	114598	348762	315323	587929	296139	258278	257636	305590	591198	753422	288915	541898	1114141		180204	172055	392722	628754	783499	1220885	1760684	3195545	1471923	1262581	1442835	1966077	2880981	2515445	1856027	1477335	2047602	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	220	126	48	220	380	652	530	2330	1782	3911	5385	4334	3683	10403	11521	9679	11595		31889	18365	28217	42280	62913	70904	76201	93022	155109	163618	232263	289729	318299	285523	312037	352519	422909		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
7208	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, ..."	0	0	0	0	28	150	1202	3408	13836	10	6929	309	2168	135	1	29817	11695		96806	205071	342590	546377	708510	927399	947031	1052233	477080	837041	980253	1100783	1913944	1331699	764960	816667	2709373		373751	573910	864469	1602720	2258760	2652463	3548918	4649930	1926608	2443772	2565426	2210567	2460236	1996889	1823976	1552978	2395750	
2921	"Amine-function compounds"	998	4136	6451	5747	4563	6237	7527	10011	10957	9594	9508	6510	8041	6942	7726	8552	11841		83391	100853	120852	129041	192279	207476	230762	317683	222140	252109	321996	370157	512282	432404	394565	395051	443876		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ..."	4208	4873	6654	8081	7636	9439	6330	6732	5885	7377	10610	9915	10862	13019	11723	12806	12010		93455	121882	132578	141508	169495	213730	248191	282219	309117	377087	487931	444902	599602	700102	625431	618654	653934		237883	247355	314033	465113	614655	674294	802572	859569	718524	816758	971585	915456	993186	1112584	925433	946463	927466	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	487	305	1542	1981	1998	2970	4481	9278	4209	7442	8694	6348	6088	9190	9711	10373	12081		113796	112986	152972	178141	335053	597777	707139	1004542	875305	882691	1074175	968134	1006341	1083298	1155719	1198939	1209581		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
8537	"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus ..."	7	38	976	311	143	78	774	350	1898	210	472	1042	12027	6370	7239	8113	12211		3418	6300	6682	9818	38732	69490	103844	194623	157515	169833	235179	273587	366219	425882	434393	446769	462921		78029	127932	136927	152660	161004	222503	347690	441167	382259	508221	555179	547648	820926	776583	733931	816437	944664	
5209	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m²"	40389	66152	56293	58710	53963	37385	44036	40265	37297	39730	44912	21997	19153	13547	12162	12621	12411		303250	334766	340119	263828	246536	250508	257348	313887	235826	257737	373784	530084	566536	544543	480113	428887	434574		238927	410138	381705	448364	429063	332781	348335	286121	268374	354825	447339	276779	299892	282893	256857	271925	352275	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	362	2631	984	1433	1302	1376	3036	1092	1029	2822	15612	8288	28415	20704	7802	18028	12667		33482	14178	24210	13255	25721	15601	26657	24533	14195	25691	92023	94180	141984	163296	200016	179097	242707		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	146	278	322	2771	615	6470	1962	1433	876	5751	2619	7378	11815	10864	7046	21192	12798		31931	33161	59916	107814	127362	267760	340344	429874	577545	780364	508505	439933	576381	518029	529611	560980	590117		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
7901	"Unwrought zinc :"	0	0	0	110	1219	1851	37543	15367	12932	13073	3070	0	0	2541	3775	8851	12873		1448	1295	7198	23745	20037	456813	366679	398395	335724	658955	772893	483806	474387	438040	670457	410548	876645		70579	85242	105269	163296	218919	469799	500752	326253	243033	422501	479627	470367	498616	583189	534111	547786	853480	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	1062	1695	2319	3531	5102	4038	8070	8078	3944	7665	10323	9693	11696	14954	14110	10705	13454		27563	39159	53201	77909	103394	158114	270961	228218	111021	231207	317069	281595	282125	278642	243618	204133	262023		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
0713	"Dried leguminous vegetables, shelled, whether or not skinned or split"	0	11	0	0	294	1051	2935	6148	2324	5690	3218	9047	34606	17098	8740	9252	13557		81748	77800	74179	101981	242522	206150	142073	101417	79108	193295	228489	190819	357122	208409	209182	217299	198475		64113	36985	14327	15201	58853	66880	78709	332831	207428	257844	282654	215283	260920	384320	370825	380383	439412	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	24	3	5	2	22	9	1	229	0	7	81	15	45	35	1175	7198	13600		11553	8857	50797	21008	92015	47532	63618	196859	331419	144484	248409	240253	174384	187407	136209	108646	173684		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	427	1078	1139	1886	2337	3543	4524	4346	4809	6817	7733	7182	4540	6177	6412	10259	13641		278239	310346	344310	420919	609489	630468	709702	1017955	1037929	1140234	1380427	1660848	2133217	1939991	1931128	2064095	2436373		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	1544	669	3933	14450	16827	8160	3958	7808	6567	10	2686	4171	3992	8801	13647	41014	14112		81174	141631	159055	239948	248602	317898	254723	481064	546004	755807	1230662	1318130	1648221	1841084	1783579	1606457	1905392		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	4904	5389	12134	15971	16649	18608	28886	23359	8159	12057	14630	11961	15485	23889	21892	18101	14370		33228	36536	53328	91530	119090	139020	176458	258020	125657	186189	392933	457287	335753	453846	376800	435484	538782		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	0	0	246	1439	1984	9370	10608	3305	12785	22049	17862	12123	23401	14241	14848	14448		4683	8351	9571	18259	20784	25114	28788	26063	16425	14027	18814	17696	22568	31019	24622	42680	30099		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	1718	661	1710	2712	4567	12762	16600	19149	18967	15056	14049	39490	40507	33553	40120	29014	14753		439818	321612	393062	494234	517568	516639	529247	713648	621199	593494	877039	878143	1067211	1045437	969108	887491	876945		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
4107	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of bovine ..."	83	1210	1060	3635	2617	2342	5758	8360	5086	8573	11034	16300	18240	12213	15520	12124	14967		995	1601	104123	174659	276681	312314	404773	395296	271616	442939	586335	592205	832535	888423	708611	575812	567093		8546	51932	63095	62185	65532	73034	78547	75349	54047	69606	87698	85574	93658	75777	59399	49998	61987	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	12097	13149	9296	5309	4340	3495	1741	1601	2995	4844	5046	6665	11189	9623	6782	7883	15172		17323	22684	41256	38748	80425	118815	181804	208683	167887	240224	310672	274999	378482	329892	247218	257324	288555		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
8481	"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, ..."	2262	107	225	1025	1015	2043	1463	1521	2099	2289	4303	3679	11598	7875	7689	11596	15249		87405	103946	128174	186832	295310	393994	508481	667172	542669	538898	798542	1007590	1213107	1149283	1159085	1107526	1251335		158455	197916	275621	388540	420211	564667	694232	742847	549057	709186	962655	927653	1106145	1056526	1005408	1132064	1184064	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	216	359	691	992	678	616	634	464	129	3931	6048	5261	6290	12491	16372	14364	15306		209	167	666	1778	1269	1907	6188	18608	8448	12725	24151	25975	21771	15135	17891	15769	32276		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	22	6	148	335	2187	3716	4322	8334	5142	10887	27945	17826	19774	14802	9666	10357	15615		8209	13660	15023	18668	33786	47056	59128	162154	117621	179575	279160	521241	357698	354631	293843	295836	329465		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
3004	"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put ..."	52	0	0	42	170	244	1014	5110	3952	2789	2507	5450	5655	6066	8996	13363	15636		763778	952564	1182995	1472701	2011307	2452790	3077178	4128398	3969385	5151308	7003412	8404489	10313989	10302730	11235590	11612017	11539747		814187	1128723	1579342	2146260	2235372	2344586	2684062	3354230	3124980	3292926	3240021	2738872	2822853	2875248	2642577	2610787	2717837	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	2511	902	582	1010	1681	3391	8137	13830	10489	14043	17584	19348	22407	21816	20366	18240	16803		11505	13229	18834	26352	46789	54676	66790	111273	108304	126723	138482	170185	240036	249369	235481	233372	274927		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
2922	"Oxygen-function amino-compounds"	1434	2779	2760	3570	2966	3428	4648	6230	5249	5604	9095	8612	13744	16537	17853	16523	18260		84363	93089	98648	85308	94584	123631	141817	208416	160203	202972	241967	281823	379857	414756	420940	427587	495487		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	72	160	242	299	547	687	2044	3348	2143	8530	11435	11722	10706	14779	16633	15941	18690		37731	42654	59088	75774	106620	131228	134935	177398	154719	184201	257040	303238	357926	356028	339257	361189	407972		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
