Product code	Product label	Turkey's imports from Spain-Value in 2001	Turkey's imports from Spain-Value in 2002	Turkey's imports from Spain-Value in 2003	Turkey's imports from Spain-Value in 2004	Turkey's imports from Spain-Value in 2005	Turkey's imports from Spain-Value in 2006	Turkey's imports from Spain-Value in 2007	Turkey's imports from Spain-Value in 2008	Turkey's imports from Spain-Value in 2009	Turkey's imports from Spain-Value in 2010	Turkey's imports from Spain-Value in 2011	Turkey's imports from Spain-Value in 2012	Turkey's imports from Spain-Value in 2013	Turkey's imports from Spain-Value in 2014	Turkey's imports from Spain-Value in 2015	Turkey's imports from Spain-Value in 2016	Turkey's imports from Spain-Value in 2017	Spain's exports to world- 	Spain's exports to world-Value in 2001	Spain's exports to world-Value in 2002	Spain's exports to world-Value in 2003	Spain's exports to world-Value in 2004	Spain's exports to world-Value in 2005	Spain's exports to world-Value in 2006	Spain's exports to world-Value in 2007	Spain's exports to world-Value in 2008	Spain's exports to world-Value in 2009	Spain's exports to world-Value in 2010	Spain's exports to world-Value in 2011	Spain's exports to world-Value in 2012	Spain's exports to world-Value in 2013	Spain's exports to world-Value in 2014	Spain's exports to world-Value in 2015	Spain's exports to world-Value in 2016	Spain's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4417	"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ..."	3	2	0	0	0	2	3	1	0	0	0	2	0	0	0	0	0		3553	3600	3856	3688	4238	4509	5218	5626	4516	3916	4902	4630	4174	5056	3623	4206	4873		223	221	204	423	718	981	909	1099	928	1275	1555	1721	2280	2159	2813	2829	2300	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	169	1138	1283	2348	1530	2870	4813	2524	1309	1239	579	650	560	339	116	0	0		37625	41250	43084	31213	26366	26329	29953	12684	11158	11177	13110	8339	9293	6315	5829	3999	2621		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
5110	"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1281	2366	1305	1011	844	928	224	129	8	123	110	0	2	0	0	4	4		1	0	128	0	0	0	70	172	140	0	298	620	560	679	597	564	91	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	1	207	144	112	44	38	64	124	200	521	88	123	295	863	562	3	0		9321	9331	10098	41178	17727	20699	33987	37580	20232	26962	22633	32349	30545	29317	30601	36845	43878		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		60	34	83	125	177	169	597	736	430	415	935	1207	2656	3017	3340	4803	4320		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
5904	"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		357	126	82	40	79	36	65	44	38	123	117	127	223	139	92	48	114		182	431	241	359	345	746	408	708	645	1194	334	1127	1682	863	715	912	1050	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	0	0	0	0	0	1	1	1	0	2	45	6	13	0	0		3134	3217	2138	1088	1412	1921	2430	4988	3110	4376	11262	12222	10354	16919	13033	16281	25713		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	10	28	11	11	0	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	25	1	56	97	0	23	8	11	300	121	47	49	6	20	5	29		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	5	1	7	2	18	25	22	17	6	30	23	30	73	74	70	31		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	59	19	200	241	321	6	268	274	264	41	12	7	52	47	9	43	0		45276	39992	43153	33698	43792	69838	74746	86156	39138	57308	38734	37911	34094	25027	14193	19164	25142		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		657	795	1530	4412	3353	5488	3192	2604	12536	3247	4431	4265	2308	9171	2191	4732	6484		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	41	2	0	0	0	0	0	2	0	0	0	0	37	50	0	4	0		1272	2060	1662	714	961	715	1218	1845	1697	2975	5414	1319	763	321	646	658	883		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	8	0	0	11	0	7	11	47	59	0	0	0	0	0	0	0		784	819	256	287	188	1613	3210	2184	2289	1868	4465	2927	4057	2827	1992	808	1228		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		189	916	559	881	1250	1684	3686	5442	11344	4414	64073	31788	11295	8083	2053	2701	25403		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		123	57	101	67	189	20	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	15639	44219	3020	0	26	154	0	45	441	78	21	1144	14472	747	293	851	0		35324	63787	64368	66951	48619	92489	93632	164055	38804	48550	90969	181543	98214	148097	50218	152827	59557		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	149	49	29	6	5	56	12	8	39	106	30	0	1	5	3	0	0		70601	84840	145688	134355	146017	109962	122382	135973	118658	66067	140766	142091	166914	60053	28975	31810	33141		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	7	246	2269	1691	90	93	362	821	107	47422	22218	143	35931	33404	59141	79450		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		2271	2294	2299	2166	925	642	524	44	19	438	618	144	215	629	48	127	1905		1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9502	"Dolls representing only human beings"	88	90	160	111	146	265	0	0	0	0	0	0	0	0	0	0	0		69833	58729	54014	51610	42089	38917	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		92729	114593	157878	191064	223568	271239	312685	355665	304459	325075	371494	389242	476721	525349	492586	504090	546654		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0		47880	59430	97481	115079	108776	98347	107696	101997	104518	105456	104392	94857	88181	93289	98322	111286	122111		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	13	0	98	0	0	8	0	0	0	0		103675	94493	110109	105177	69463	81297	104819	109841	84207	75698	122435	140242	108567	122160	103256	103312	166265		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	6	15	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0		114689	100111	139527	158629	200298	188640	225052	234068	191770	157967	168419	171856	191440	163135	144436	160513	177678		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1408	1195	1562	2775	2448	3685	4052	5052	5075	7119	8033	8002	8284	9181	8098	8500	7055		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	34	30	63	57	80	166	127	390	20	67	97	46	2624	393	60	2		2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		78	128	10	1156	3341	8962	7223	20537	13449	14641	25115	30374	28160	39166	37541	38442	45335		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		513	1014	1030	900	1274	1606	1206	1292	1537	1990	2193	3347	4596	8374	15931	7436	12382		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46550	55299	87742	87070	91202	71140	66341	102467	72040	94499	129086	147870	116367	118648	113064	128901	157496		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		244991	246832	360260	346392	393784	407354	509970	550595	514554	494127	545171	556860	617165	594872	528057	608502	641891		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
0902	"Tea, whether or not flavoured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		793	599	1619	1808	2265	1997	2060	2261	1939	4658	5751	7969	11299	11833	11070	8501	12731		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
1006	"Rice"	0	266	274	145	65	0	124	414	0	2677	4351	290	0	5642	4189	863	0		114338	145117	167923	168242	119493	141885	152810	163216	128587	188177	190397	218219	196004	184281	168457	154084	173770		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		649	423	609	437	378	378	4497	2646	689	807	2077	1243	3615	6183	1630	2828	1240		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
1107	"Malt, whether or not roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3063	4263	10757	15622	8316	6600	5321	9042	20613	15861	17392	22823	18447	18223	14723	18944	17090		454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	10	29	194	91	101	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	20	0	1	72	0	0		141	83	28	50	0	2	0	4799	5121	18946	30880	56810	87468	57749	38087	11667	9805		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6712	5869	6575	6363	8675	8749	11374	6114	6019	6986	7185	6823	10862	12110	13063	18959	22392		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	1641	0	0	0	0	0	0	4568	12992	23568	160338	44912	0	2445	12138	0		32422	26128	30656	23079	50716	50590	54284	96355	96574	94329	108699	257341	250164	209095	165786	168870	113429		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	25	121	122	21	19	10	2	1	94	17	0	0	0	12	4		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		976	581	1205	175	1387	1384	3311	7287	5747	7715	6201	24493	21516	17891	11143	20542	30544		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4167	3614	4662	6727	6744	6465	7353	9259	5015	3164	7763	8893	8262	10061	8369	8944	9235		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22994	24273	34894	35565	36791	38489	36785	35834	36629	31266	39845	49257	53894	38447	11935	5859	7020		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2820	"Manganese oxides"	2	1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2044	1939	2588	2435	2980	6809	10455	11116	12464	14157	24838	15802	21785	19733	16841	17093	20138		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
2840	"Borates; peroxoborates "perborates""	3716	2941	4658	4637	5626	6569	7813	6743	0	23	0	0	0	0	0	0	0		3221	1803	2309	3437	5360	6176	5060	7897	6992	9244	10885	10873	13440	13594	12088	11648	10960		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	0	0	0	0	38	857	194	0	0	4	0	0	0	0	43	0	0		27737	35300	43339	43276	29096	46842	57031	56946	49680	42396	45237	50607	64073	79773	57871	51954	66148		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		889	790	526	584	770	913	1334	846	651	577	1031	1647	2112	1769	2003	2100	4905		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	0	0	5	0	41	0	3	7	220	0	53	7	30	36	12	49	0		11982	10348	12482	12526	13842	11911	11858	13582	12147	11064	11555	14025	14200	14089	13822	12441	11929		889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	36	737	135	9	0	0	13	8	0	0	0	0	0	1	0	0	0		32366	28377	28619	18858	15692	12686	11782	9274	9306	7890	8196	3978	4763	2699	1944	1793	1981		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		857	512	1771	2557	1832	1187	1107	928	614	342	469	674	1047	249	593	1797	1368		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
4013	"Inner tubes, of rubber"	0	0	0	0	0	1	0	167	7	0	0	0	0	0	0	0	0		1690	1673	2012	2511	7810	4832	2469	2578	3026	2774	2800	1765	2207	3047	2366	10616	11133		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
4201	"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ..."	4	47	9	65	28	15	11	13	5	8	2	10	2	2	3	3	0		6853	6748	8906	9150	7424	7475	8750	11744	7435	6830	6648	5835	7880	8917	7560	15052	24102		427	429	495	686	781	862	1126	1241	976	1701	1787	1726	1832	2036	2025	1538	2006	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		137	26	7	2	5	18	2	0	379	38	5	9	5	0	6	11	0		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	0	5	5	0	2	0	0	1	1	0	0	0	1	0	3	0	0		358	303	542	714	497	545	600	689	504	537	690	395	426	436	322	382	434		16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1767	2004	1927	1879	1341	1937	2060	1437	455	318	222	45	272	324	479	273	115		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
5802	"Terry towelling and similar woven terry fabrics, tufted textile fabrics (excluding narrow woven ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		203	171	290	502	122	178	201	652	1158	321	445	278	275	690	978	825	849		79	136	655	901	2092	1467	1178	769	726	8479	4591	2873	1219	394	363	180	449	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		1623	2605	3176	5300	8505	5778	6211	7405	6841	5251	5144	4185	6079	7225	5317	5510	6010		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		547	385	705	1142	2455	3498	6431	4423	3288	2349	1796	1515	1723	2177	2541	3120	3979		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	3	137	34	44	10	18	2	0	8	37	7	1	41	63	1	5		13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0		1224	696	832	3378	5079	4469	23906	16527	4201	6823	13505	19335	23263	11342	7464	13209	10861		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	135	1	35	1	14	40	0	0	205	77106	24191	1	271	75	1	1543		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
7504	"Powders and flakes, of nickel (excluding nickel oxide sinters)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		58	17	15	130	261	149	231	137	151	115	184	108	193	347	247	877	553		596	594	837	1413	1883	2965	3949	4249	2135	3126	4089	3127	3588	2901	3558	2555	3009	
7611	"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ..."	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0		798	1137	919	511	2533	1896	2902	5537	3523	3570	6487	5739	11772	8286	2689	1920	3024		473	273	333	996	875	1071	929	1658	1279	761	519	1093	1012	1857	192	519	2230	
7801	"Unwrought lead :"	0	181	0	0	9	0	0	493	0	0	18	0	0	0	0	0	0		3432	5654	5114	9062	11299	11426	24954	43408	22782	18965	38961	82019	31163	23416	24506	16263	28051		22970	34578	42559	65444	78966	108398	232926	199954	142249	173209	223309	223398	216807	244590	202328	211794	304375	
7906	"Zinc tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0		249	270	147	117	328	723	0	0	0	0	0	0	0	0	0	0	0		18	14	15	38	145	227	0	0	0	0	0	0	0	0	0	0	0	
8007	"Articles of tin, n.e.s."	0	0	0	0	0	0	23	16	0	0	0	0	0	0	13	0	0		586	3404	370	470	282	169	325	2593	3502	1594	1831	3068	1667	2215	1977	2518	2219		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
8105	"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, ..."	0	0	0	0	0	17	24	2	6	8	0	0	0	0	36	0	0		221	104	265	390	272	175	375	289	311	200	413	349	119	397	1324	679	1653		2167	2387	4386	8883	7811	9670	14549	15971	7078	7967	8834	8393	9000	9075	8398	9079	11822	
8524	"Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. ..."	115	222	237	130	361	3793	0	0	0	0	0	0	0	0	0	0	0		180286	258743	291960	242648	241446	175059	0	0	0	0	0	0	0	0	0	0	0		141296	100128	132400	128662	236238	200487	0	0	0	0	0	0	0	0	0	0	0	
8606	"Railway or tramway goods vans and wagons (excluding self-propelled and luggage vans and post ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0		772	1535	3589	3086	0	38	851	11316	8097	204	12903	246	6479	318	3559	831	4643		1458	333	2259	9372	13924	30740	12535	11789	6110	5904	19189	5187	7610	30301	3068	4415	1442	
9110	"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ..."	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0		256	38	118	48	247	72	310	479	124	43	24	37	34	19	70	60	72		72	88	215	129	106	9	236	243	31	76	441	211	65	53	70	74	61	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		1049	1178	942	1082	819	851	978	907	861	905	1352	1258	1669	1697	1780	1768	2376		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
0406	"Cheese and curd"	0	0	0	0	0	0	0	42	23	0	0	104	25	54	13	168	0		126428	147129	188778	221751	215895	216682	261580	305724	255882	280935	303169	314425	387843	465119	425455	453173	513120		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
0408	"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		3246	4459	6262	11293	12310	15763	26154	40204	35295	24218	62202	40258	40073	43428	44481	39249	43916		544	407	142	350	260	369	266	596	805	844	610	435	448	444	369	231	280	
0409	"Natural honey"	0	0	232	80	0	0	0	0	0	0	0	0	0	0	0	0	0		15281	34226	39940	36040	27595	29943	44863	61882	62666	81717	79184	79843	91483	120428	101505	109019	110292		466	690	1212	639	521	126	215	4002	113	2	0	1	0	68	2	6	3	
0703	"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		147421	166083	178857	180197	199611	244409	295918	249695	252328	359737	337396	305340	384076	395481	459505	598147	506672		167	911	1441	189	56	1629	4343	6730	2124	4276	10516	4634	6796	6627	8615	8065	1365	
0803	"Bananas, incl. plantains, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		38169	25937	27965	20850	24296	31479	33995	43557	34214	55658	70010	94232	118958	139234	101986	116020	114461		16490	25622	36350	43250	61597	75220	100749	104829	84358	95349	110436	110391	115317	102537	108339	103121	102683	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0		24449	28221	44691	49543	35269	40231	64622	59892	50870	51618	75789	71002	75550	88874	78929	72851	82285		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
0814	"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5459	6120	7035	8092	8948	9077	9749	10215	11858	13816	14905	13795	19332	19525	18574	17373	19462		0	0	40	17	30	0	26	52	7	15	48	9	21	13	51	6	198	
0905	"Vanilla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		38	32	20	97	21	27	26	38	18	14	46	157	102	93	184	333	156		8	0	1	0	19	45	45	53	29	41	95	165	141	243	318	181	180	
0906	"Cinnamon and cinnamon-tree flowers"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		113	52	69	123	82	179	456	957	1306	496	726	546	661	874	882	1273	2379		163	297	300	377	255	530	500	413	581	1272	684	1061	1130	1732	1265	2083	3396	
0206	"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35755	36903	55470	84765	100982	102554	129935	194932	174057	158289	249326	288200	266077	332842	337332	422349	404205		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0208	"Meat and edible offal of rabbits, hares, pigeons and other animals, fresh, chilled or frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30748	24284	31933	43783	38305	35622	39841	37425	32373	47065	56473	57044	63697	75786	63851	66754	69181		0	0	66	183	8	38	0	117	19	54	165	0	62	0	0	0	1	
1003	"Barley"	0	0	0	0	0	0	63	6979	0	0	0	1434	0	0	0	0	0		26202	6036	18122	11710	11378	8346	243593	113020	7681	92009	40487	26008	23124	39194	9660	14700	20770		6327	2435	15718	39814	10608	12850	13588	92092	27770	11933	13693	26706	85782	164189	48081	9807	72391	
