Product code	Product label	Turkey's imports from Romania-Value in 2001	Turkey's imports from Romania-Value in 2002	Turkey's imports from Romania-Value in 2003	Turkey's imports from Romania-Value in 2004	Turkey's imports from Romania-Value in 2005	Turkey's imports from Romania-Value in 2006	Turkey's imports from Romania-Value in 2007	Turkey's imports from Romania-Value in 2008	Turkey's imports from Romania-Value in 2009	Turkey's imports from Romania-Value in 2010	Turkey's imports from Romania-Value in 2011	Turkey's imports from Romania-Value in 2012	Turkey's imports from Romania-Value in 2013	Turkey's imports from Romania-Value in 2014	Turkey's imports from Romania-Value in 2015	Turkey's imports from Romania-Value in 2016	Turkey's imports from Romania-Value in 2017	Romania's exports to world- 	Romania's exports to world-Value in 2001	Romania's exports to world-Value in 2002	Romania's exports to world-Value in 2003	Romania's exports to world-Value in 2004	Romania's exports to world-Value in 2005	Romania's exports to world-Value in 2006	Romania's exports to world-Value in 2007	Romania's exports to world-Value in 2008	Romania's exports to world-Value in 2009	Romania's exports to world-Value in 2010	Romania's exports to world-Value in 2011	Romania's exports to world-Value in 2012	Romania's exports to world-Value in 2013	Romania's exports to world-Value in 2014	Romania's exports to world-Value in 2015	Romania's exports to world-Value in 2016	Romania's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0902	"Tea, whether or not flavoured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		157	236	433	685	883	1498	1580	2098	1792	711	676	476	758	1031	1578	1896	2340		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
1006	"Rice"	0	0	0	0	0	0	0	0	0	5549	3357	1508	1321	356	0	0	0		178	21	122	82	252	398	1548	3842	9350	23297	27240	16577	15229	14616	10358	13599	9288		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	4	1	0	27	0	35	2014	860	1623	5264	1804	5583	3650	2247	3023		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
1107	"Malt, whether or not roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	97	47	0	0	227	1	0	0	1879	961	298	1741	1001	42	176		454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		159	160	189	159	47	43	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	13	100	478	223	101	68	11	0		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		198	35	38	54	276	8	448	65	79	3103	3819	2278	1763	3076	2295	3132	4084		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
1704	"Sugar confectionery not containing cocoa, incl. white chocolate"	0	44	0	0	0	107	38	0	0	0	0	0	0	0	0	0	0		1501	1707	2180	3247	4609	7930	8335	8810	9343	12123	14832	15531	19944	21858	18912	17251	18340		4762	2523	3212	4166	4771	5015	7394	16627	15224	10074	13011	10719	13623	16895	16214	15503	17761	
2009	"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ..."	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0		6905	7631	20040	14538	21699	11818	28445	10864	7863	16884	15388	19566	15752	9388	14699	14243	19344		4265	5382	6373	9051	11689	23547	34522	35650	17037	23752	28885	27815	29639	25880	22926	18165	16087	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		60	107	309	633	1065	751	679	1244	2270	3270	3696	4920	5168	5426	5262	6109	5679		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	30	34	1	2	0		0	0	0	2	52	126	251	239	521	1737	2355	2062	1760	2333	1756	1880	2085		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	13	3088	5791	0	0	0	0	0	0		1145	2440	2692	2161	4174	1647	23608	34836	46014	30191	33984	53272	69116	73286	62488	52489	51101		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2503	"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)"	0	0	141	495	943	1750	222	0	86	0	0	0	103	0	0	0	0		8	89	710	808	2892	3682	1677	14799	326	2234	7898	5102	3508	7086	5462	3623	5533		5296	6385	10306	10202	13511	15152	14544	52142	8106	15024	30790	28503	17903	22469	27298	26958	32497	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0		237	46	2	6	1	2	0	2	0	3	15	49	24	11	287	317	1		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	0	2	0	0	0	4	799	15	53	316	529	123	3641		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	4	0	0	7	0	1	0	13	198	229	97		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		351	93	1282	2473	858	1364	1482	3143	291	221	211	46	48	5	0	0	13		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	9	0	0	51	0	0	2	0	6	210	45	4	0	11	0	0	0		378	605	472	650	844	838	1439	2769	535	414	800	234	201	202	138	166	212		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	27	20	9	0	4	0	5	27	10	0	0	1	0	0	4	1		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	0	0	0	0	0	0	12	8	22	85	0	0	12	0	0	37	0		59	140	187	232	198	250	367	511	433	638	567	976	1124	724	499	545	879		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	3	2		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0		1	1	14	2	2	42	72	11	49	8	7	160	16	3	4	35	12		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2847	"Hydrogen peroxide, whether or not solidified with urea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		8	8	11	8	0	0	16	10	5	10	10	16	12	19	12	8	16		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
2907	"Phenols; phenol-alcohols"	0	0	0	0	0	0	0	0	0	0	0	49	1	0	0	8	0		1	125	152	612	70	314	41	12	35	1	29	58	7	44	125	237	771		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
2830	"Sulphides; polysulphides, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	0	0	0	11	1	0	0	0	0	0	1	0	9		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	3	0	0	0	4	39	37	15	0		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2926	"Nitrile-function compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41599	53599	56100	71127	100643	70514	0	3	2	3	0	0	0	5	7	40	16		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34	103	352	767	193	131	50	416	40	964	0	96	491	780	57	772	396		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	22	1	1	3	6	0	0	0	1	1	0	0	0	0	0	0		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3002	"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera ..."	0	0	0	0	45	23	0	14	0	0	25	3	2	3	29	3	0		238	110	310	254	804	395	983	882	2402	4201	5705	15717	19314	15574	12633	13235	12579		147179	160506	247106	329686	360295	427961	540852	698786	683602	828438	1139242	972409	1052351	1267887	1384170	1320145	1431163	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	0	0	0	2	0	0	0	10	0	126	245	58	31	1	0	0	0		351	344	821	1125	1241	1548	2523	4334	5472	6291	7384	5196	5418	6088	6253	6256	6756		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	15	0	32	71	44	194	64	18	244	273	422	517	53	0	5	0		889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0		81	124	190	209	136	100	970	53	7	5	45	148	11	67	101	224	236		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	5	862	47	140	85	120	1	3320	820	46	473	612	482	23	256	306		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		66	7	306	256	182	134	27	40	124	358	1969	286	53	93	140	268	333		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
3804	"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	27	0	0	6	0	0	0	56	11	7	37	50	49	70	51	63		3660	4364	6157	7844	9413	13778	24028	21381	17745	22833	28641	29287	33653	31996	23365	21505	20141	
3812	"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ..."	0	0	0	0	20	0	0	12	6	55	15	54	1	81	2	0	0		48	29	124	120	341	110	137	358	176	582	681	999	1435	833	700	407	1095		19643	29279	39983	47459	52878	58204	63007	67181	55049	67773	84349	74620	74657	77611	83134	80378	94046	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0		0	1	17	1	4	1	9	8	18	40	29	43	1087	98	76	142	312		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	0	0	0	0	0	0	0	0	65	41	10	5	0	0	0	0	0		9	3	10	11	4	114	15	21	155	135	227	343	526	322	726	338	341		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
4013	"Inner tubes, of rubber"	0	1	9	0	0	0	0	200	5	0	0	0	0	0	0	2	0		49	68	140	126	179	18	126	37	14	104	114	107	247	274	220	385	327		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
4416	"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"	0	0	0	0	0	0	0	0	0	0	37	0	0	20	0	0	0		2204	2125	2512	3025	2740	3647	4086	9235	1702	1856	2529	2774	5698	6927	4817	4827	4292		392	511	559	653	793	683	1143	970	726	1498	1656	1250	1360	2426	712	1543	1577	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		319	51	212	36	107	46	27	97	141	14	3	14	14	18	26	36	84		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1262	2361	2273	658	164	46	314	462	636	409	393	427	474	481	1009	1421	1876		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	4	0	0	0	11	31	65	1	0	1	0	6	0		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		0	0	0	0	0	3	0	14	1	10	12	12	4	14	4	0	0		16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	92	14	4	1	0	90	21	7		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
5205	"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ..."	0	15	251	9	42	68	51	227	53	28	0	44	125	0	17	15	0		4882	2073	1177	1419	1326	1005	1777	1496	1426	2092	7098	1914	7153	2526	3266	2833	2364		81461	127453	232316	249014	258543	286348	547003	407478	276276	545001	495057	334389	435078	439525	383812	444396	571180	
5403	"Artificial filament yarn, incl. artificial monofilament of < 67 decitex (excluding sewing thread ..."	0	0	0	0	0	0	119	50	62	18	0	3	0	0	0	0	0		8	33	9	248	510	350	1091	943	708	1038	1481	758	1625	2368	1610	2347	2686		49701	58251	58109	59504	62125	64799	93761	66981	46235	52308	65366	61902	59404	86726	58035	66700	69348	
5501	"Synthetic filament tow as specified in Note 1 to chapter 55"	8	41	0	0	20	5	0	0	0	111	0	0	0	0	0	22	0		236	817	928	1736	1134	191	191	771	369	766	1302	761	137	375	856	436	806		46191	93462	95649	107523	118722	126490	121888	133384	94370	129394	129876	146794	143517	145140	98592	99956	125455	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	1	0	70	48	51	26	96	88	18	0	0	0	0	0	0	0	0		335	278	1023	3693	5465	7004	6876	6853	5172	6163	7714	6932	6799	5711	6123	6332	6065		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	0	0	0	0	0	0	0	11	0	0	0	30	5	0	0	0	0		148	183	426	445	519	647	633	820	659	979	1191	728	753	706	730	1093	748		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
4113	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of goats ..."	0	5	0	0	0	5	6	0	23	16	0	0	0	0	0	0	0		0	706	720	1666	839	890	1988	5973	5082	5465	5014	3400	6856	3893	3460	3476	3139		0	18955	23671	20202	26380	41642	44054	42653	24738	36294	44190	44377	36670	34231	17284	10507	11781	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	0	1	9	0	224	121	10	0	24	0	5	21	0	0	45	0	0		3524	3431	5535	9367	11211	3877	15469	22558	27794	43595	52943	8304	20917	24666	28717	28579	31483		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
5802	"Terry towelling and similar woven terry fabrics, tufted textile fabrics (excluding narrow woven ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		594	200	534	446	284	585	190	29	14	146	8	6	17	9	73	10	52		79	136	655	901	2092	1467	1178	769	726	8479	4591	2873	1219	394	363	180	449	
6507	"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0		142	106	408	1881	4042	5017	6112	6889	4157	5690	7412	6047	5912	5438	3043	6195	6254		106	76	32	102	187	278	506	411	219	394	487	400	559	884	790	906	3114	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		406	205	463	2131	533	1569	5452	2055	111	136	90	71	24	32	50	64	52		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
6703	"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	478	560	331	1165	1389	1624	2641	5710	9694	8596	2999	3150	3636	2208	2404	2744		68	169	236	432	589	1032	758	894	1506	2090	2029	2220	3270	2595	2551	3058	3175	
6305	"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"	0	21	175	787	1725	1275	41	105	26	0	0	155	546	78	93	0	0		5048	6425	9132	13692	18723	21738	29803	35806	22959	29399	41823	39628	49975	54158	45928	46621	51084		3535	4438	9651	9236	10023	10531	13147	15311	8868	12474	8951	8528	11732	10441	9984	10717	6539	
6810	"Articles of cement, concrete or artificial stone, whether or not reinforced"	0	0	0	1	13038	4751	396	171	35	22	0	1282	51	1	279	0	0		434	660	3320	4684	11361	5397	6710	5262	9765	12536	11980	17034	16139	18484	13802	13987	17311		7425	611	480	2637	31539	15715	7436	8562	6587	13114	21269	21231	30498	33521	26059	26619	23947	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	2	1	7	2	9	0	0	31	6	82	2	0	0	59	0	0		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
7111	"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				13	1	8	8	27	43	43	30	7	16	1	2	0	27	29	12	8	
7112	"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	9988	0	0	0	0	0	0	0	0	0	0	0		14	0	272	67	0	0	0	0	0	1	2361	38	4	4435	4293	942	255	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	7	0	0	0	0	0	0	0	0	0	0	0	38	47	0	0	0		355	359	1427	1006	2	12	45	11	26	181	154	195	83	68	132	58	213		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7213	"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils"	0	0	0	2808	1397	0	0	0	0	3140	8969	650	1754	0	0	0	0		17287	13998	25692	27069	9408	1193	3949	10883	12272	72410	122510	41397	12652	2905	601	278	150		32820	46198	85809	160114	197038	175763	231724	319765	178805	259168	303863	286383	303206	342409	222630	178427	260897	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	156	3500	0	6107	25671	14668	4735	630	76	130	0	973	1116	1090	1369		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
7504	"Powders and flakes, of nickel (excluding nickel oxide sinters)"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0		0	1	0	0	0	0	127	157	23	110	94	86	69	92	95	87	22		596	594	837	1413	1883	2965	3949	4249	2135	3126	4089	3127	3588	2901	3558	2555	3009	
7508	"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		422	379	77	226	79	33	1251	3070	149	471	36	152	37	49	64	481	393		3546	4602	4250	24777	36190	45730	56804	78687	60831	65647	86380	98532	85147	91304	93061	91082	101293	
7906	"Zinc tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	19	2	12	43	151	0	0	0	0	0	0	0	0	0	0	0		18	14	15	38	145	227	0	0	0	0	0	0	0	0	0	0	0	
8007	"Articles of tin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	11	1	4	14	3843	5209	547	1	2	28	1	501	1063		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
8105	"Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	45	6	18	116	42	21	19	20	0	166	114	198		2167	2387	4386	8883	7811	9670	14549	15971	7078	7967	8834	8393	9000	9075	8398	9079	11822	
7611	"Reservoirs, tanks, vats and similar containers, of aluminium, for any material (other than ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	15	7	17	21	2	0	38	4	11	17	761	576	6	5	10	130		473	273	333	996	875	1071	929	1658	1279	761	519	1093	1012	1857	192	519	2230	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		228	275	25	307	342	868	23811	33691	26631	29483	37010	36954	35787	31114	26945	26478	27270		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
8429	"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, ..."	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2445	141	462	877	1564	3198	7335	15948	31335	25989	37414	25936	27279	24957	14268	9695	14288		138882	130680	231161	468897	817429	1076342	1188379	619935	437989	785606	1266183	1339147	1267814	1027980	995529	1067584	1028993	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	0	0	8	0	2	19	25	51	0	0	0	0	0	0	0	0	0		3	3	81	29	93	114	304	465	283	471	442	124	544	576	206	339	249		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
8454	"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ..."	0	0	0	0	752	2196	170	0	17	43	2	0	416	0	36	0	0		3471	2674	6877	6553	7767	6183	4964	19093	1581	1196	3783	3039	2151	885	1746	1051	1058		20924	18272	43777	29766	118346	154861	58906	92687	91787	67235	116156	62804	54475	67946	78543	46714	50207	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0		20	148	285	343	422	218	587	606	403	555	783	2638	498	48	215	137	498		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
8524	"Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. ..."	0	0	0	37	0	8	0	0	0	0	0	0	0	0	0	0	0		5704	6930	27890	8069	20432	19920	0	0	0	0	0	0	0	0	0	0	0		141296	100128	132400	128662	236238	200487	0	0	0	0	0	0	0	0	0	0	0	
8606	"Railway or tramway goods vans and wagons (excluding self-propelled and luggage vans and post ..."	330	0	0	0	0	0	0	0	0	0	1051	0	0	859	0	0	0		47022	71259	103467	128842	124546	129770	321374	419057	300042	94334	57410	70100	72507	155371	141942	154265	93196		1458	333	2259	9372	13924	30740	12535	11789	6110	5904	19189	5187	7610	30301	3068	4415	1442	
8701	"Tractors (other than tractors of heading 8709)"	76	0	36	19	33	15	12	44	0	129	0	0	0	0	0	0	0		7458	10526	14837	18392	19118	27659	23072	37094	63045	56715	59277	62669	70652	82057	66439	56986	52628		59233	108660	354649	580361	625391	727492	698971	676357	202700	724838	1223230	757190	646331	874958	1039328	681165	593257	
9107	"Time switches with clock or watch movement or with synchronous motor"	0	1	0	0	0	0	0	4	0	0	0	0	0	17	0	0	0		0	23	56	21	25	14	11	19	30	20	49	31	37	50	47	85	45		9066	11777	15141	18723	19107	16317	13773	14180	12205	13142	18224	17893	18345	19221	16440	15065	21659	
9110	"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	1	2	1	596	1162	907	826	445	433	519	341	290	168	105	139	45		72	88	215	129	106	9	236	243	31	76	441	211	65	53	70	74	61	
9206	"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		78	31	49	49	61	63	45	13	20	5	17	11	14	26	20	17	8		234	463	479	716	1217	1176	1344	1723	1056	1646	2047	1704	1500	1472	1067	1048	1080	
