Product code	Product label	Turkey's imports from Romania-Value in 2001	Turkey's imports from Romania-Value in 2002	Turkey's imports from Romania-Value in 2003	Turkey's imports from Romania-Value in 2004	Turkey's imports from Romania-Value in 2005	Turkey's imports from Romania-Value in 2006	Turkey's imports from Romania-Value in 2007	Turkey's imports from Romania-Value in 2008	Turkey's imports from Romania-Value in 2009	Turkey's imports from Romania-Value in 2010	Turkey's imports from Romania-Value in 2011	Turkey's imports from Romania-Value in 2012	Turkey's imports from Romania-Value in 2013	Turkey's imports from Romania-Value in 2014	Turkey's imports from Romania-Value in 2015	Turkey's imports from Romania-Value in 2016	Turkey's imports from Romania-Value in 2017	Romania's exports to world- 	Romania's exports to world-Value in 2001	Romania's exports to world-Value in 2002	Romania's exports to world-Value in 2003	Romania's exports to world-Value in 2004	Romania's exports to world-Value in 2005	Romania's exports to world-Value in 2006	Romania's exports to world-Value in 2007	Romania's exports to world-Value in 2008	Romania's exports to world-Value in 2009	Romania's exports to world-Value in 2010	Romania's exports to world-Value in 2011	Romania's exports to world-Value in 2012	Romania's exports to world-Value in 2013	Romania's exports to world-Value in 2014	Romania's exports to world-Value in 2015	Romania's exports to world-Value in 2016	Romania's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3102	"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ..."	45290	37439	57356	56831	60723	118140	118215	82420	98262	74220	109833	178528	78977	62447	6454	9	11879		134416	110562	177134	208183	348872	339696	452284	685279	289104	428531	753298	610605	378947	319730	69519	23716	56767		163365	180797	249522	390788	415316	519158	679057	941530	688096	664070	831557	848335	1036281	987545	736409	694886	849798	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	1222	1845	2847	3582	5278	5135	5593	7860	7183	9035	9744	11223	13647	14845	13078	12587	12480		111754	111241	130510	167638	244466	281358	431730	625941	519300	642155	811650	710497	692859	851028	740949	754673	824342		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
2905	"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	17918	28444	28751	53706	63839	93202	48560	26163	12384	29954	16849	24692	5	347	12771	8734	13900		31024	49007	51722	103181	90769	118888	83166	57529	22662	46906	34589	36458	5309	15449	27030	22446	44404		127464	136507	214001	315461	356868	432616	546469	580686	352973	560917	728557	690989	782094	850329	674051	589552	823367	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	275	79	0	128	57	460	3143	1782	2401	1558	320	856	1201	4430	8041	12372	15334		2569	354	121	747	576	5508	32145	41754	42967	58478	83821	72520	77940	78807	64698	64388	63872		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
2815	"Sodium hydroxide "caustic soda", potassium hydroxide "caustic potash"; peroxides of sodium ..."	16537	8505	11303	8941	22966	22505	24128	46414	12031	12342	20608	14467	6336	20213	11210	15828	15677		40042	22663	31087	41641	78439	79229	108426	156812	61607	56361	83335	47338	36823	44229	38658	42802	60291		32398	22525	28274	30282	61841	71622	81478	120722	80060	79916	109557	126296	130503	106254	98692	113407	169465	
8413	"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ..."	708	238	124	214	317	912	682	2392	1516	2098	847	469	3680	10900	11488	12708	16196		16412	15333	19629	21367	32409	37096	51242	67311	92011	160708	238509	243652	339598	424231	457516	526679	713058		161666	215639	275663	375431	421154	513470	611304	715898	553150	750269	876009	792653	968562	881495	851527	889133	975186	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	892	2217	3995	5213	13502	21128	23357	32890	7331	11485	15202	13831	24014	22047	9954	12274	16198		157688	176744	149702	256457	392202	454642	537479	658535	319235	492196	722351	683891	664780	746876	545634	410559	515708		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
3902	"Polymers of propylene or of other olefins, in primary forms"	7342	16325	20826	29163	36016	58926	55083	39779	20132	14630	11868	11107	36918	45206	18368	7415	17332		7474	17520	23857	38322	51691	74236	86220	93135	56823	77289	100334	104927	98922	104931	78389	66426	68370		303080	408913	612578	928860	1202209	1484348	1893219	2025208	1406453	2136786	2719038	2776713	2973585	3314344	2649741	2346213	2722314	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	0	0	712	1215	1570	1289	9	34	0	56	296	158	2459	6	99	4724	19300		88637	39120	114248	108894	88330	53648	6557	29417	51491	19523	64362	40484	19467	16770	10529	16004	26880		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
8501	"Electric motors and generators (excluding generating sets)"	453	2584	4652	14149	23255	24190	27096	19837	21546	16737	11623	11415	11327	9523	11246	14270	19347		70227	75623	101885	134577	149210	180710	180441	212389	167956	149676	208196	176460	156395	172889	176056	195187	271565		89877	181990	212167	278384	336871	396849	522843	581441	506704	588959	793028	704614	824942	778229	731024	737109	767887	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	15	0	8	10	13	14	17	43	104	33	99	503	429	372	3061	14623	19845		26	126	233	113	275	575	5260	5454	16070	35206	51403	66291	65555	121343	150400	194844	676786		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
1206	"Sunflower seeds, whether or not broken"	5575	4935	12378	4553	9646	28674	93837	93724	23814	39601	87132	46368	122845	127372	22730	37182	19987		25036	30006	82747	77960	55107	165209	145059	273724	203671	288782	701033	432274	734733	591189	501953	539204	598590		42707	42008	153335	157376	161759	116520	260166	365145	240620	349690	589577	443959	474002	406155	237984	263005	356471	
1001	"Wheat and meslin"	2798	8092	3246	5482	117	0	1469	48884	4514	866	2734	3854	9592	7846	22944	5810	20387		40188	24617	3008	4655	30233	118808	63641	559553	417207	500126	430492	693488	1303015	1280652	769342	1264071	1129408		49621	148010	277543	221868	25031	52624	570390	1483190	901858	655044	1623089	1125977	1289235	1545853	1103420	892409	1043332	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	7	9	26	304	783	3595	6024	8106	9145	12955	24415	23790	26560	28566	29704	16186	20644		88962	118392	153455	221695	250581	308607	608575	678550	725137	813834	1030433	1018123	1339930	1702379	1523677	1597744	1607445		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
8409	"Parts suitable for use solely or principally with internal combustion piston engine of heading ..."	40	352	937	1430	1210	3191	6740	4907	10518	53493	65271	42461	18979	13100	12906	16120	20922		13576	6238	14568	26340	51188	86122	122471	115665	108641	192523	267845	370854	396845	380968	401448	452339	472961		149663	196530	304472	437257	566294	569642	652859	638547	543484	653297	784527	734639	753265	816679	849975	930892	1033513	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	341	623	471	845	1159	3035	4039	5254	4978	9602	10656	16105	18988	20815	14331	16041	21008		27779	28188	35610	51981	98816	125615	105988	99639	84837	145815	205953	219508	230723	247874	229836	211341	249562		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
8536	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	15	6	84	938	1096	2539	11045	15319	12712	21085	25427	19080	16959	17865	17767	17537	21783		25725	30691	63412	116653	150641	183532	339826	452851	379398	528308	621378	640540	757174	871530	735351	772416	898894		177174	235030	335031	445295	487230	622221	907882	889048	672957	857610	1064535	982496	1118676	1093935	1074207	1029851	1176400	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	6083	10622	5888	23316	31892	44846	80217	41834	16363	26336	38633	17602	24652	30294	25698	36410	22881		25221	25951	18176	42643	53817	70164	107635	167366	43957	107008	136307	70131	68900	93161	101765	99596	128236		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
8414	"Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ..."	21	3	21	248	477	1729	3636	6458	5066	6100	8248	7078	17108	22320	21022	24683	25862		35959	76130	119477	472293	252532	340023	626534	626461	445934	649116	970986	869872	1034674	1110000	1015583	1044944	1032183		148131	203916	299891	500790	539550	664336	874454	971338	753158	925545	1162388	1095167	1261214	1165614	999182	1104674	1149554	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	1726	4578	13629	22457	39489	34889	53637	84340	51784	68282	86016	86168	82319	77808	50643	32495	28077		24700	37585	34672	53126	74848	89702	112809	137697	108168	124060	147890	146917	148178	145938	130078	113049	112987		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
7108	"Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured ..."	5	239	419	307	229	671	591	1620	8153	30176	35005	87408	74956	65466	85554	68940	32560		0	0	0	0	0	13303	0	0	0	0	0	0	0	0	0	0	0		989358	1406156	2598427	3497392	3894766	4012713	5325078	4991021	1632308	2523442	6251532	7636748	15127226	7106855	3425893	6458906	16577308	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	842	3258	6932	4029	457	5043	8004	4015	16225	10895	43292	52438	36165	40848	29658	33374		8829	13724	38762	64832	47264	68064	88701	114808	127111	211692	258421	375338	542459	530198	426468	422343	462779		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	39	2201	3861	5444	9802	12335	18686	17060	16129	17876	21268	24197	28763	31619	29404	34749	34371		68409	89199	131368	193434	268671	246786	301839	345596	260757	323320	381537	358322	445607	542761	482018	550469	641404		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	18	6	12	23	29	145	780	675	2117	1854	2831	13983	32198	36168	33032	32888	35601		2424	3971	9559	17909	27251	41820	88668	111311	121333	167127	236263	255804	314775	336750	320166	346223	374619		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
8544	"Insulated "incl. enamelled or anodised" wire, cable "incl. coaxial cable" and other insulated ..."	12	592	11	59	230	16108	31060	43399	38127	43231	71900	70906	70960	45637	40635	39954	35648		276812	497784	748254	1078988	1427958	1928161	2425263	2817289	2213443	2574028	3360200	3181870	3576529	3841798	3648104	4166708	4325244		89461	142440	150109	233984	289949	417597	535061	579367	449050	545269	661226	622917	698771	753778	761551	868276	910837	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	2	1	12	99	118	488	721	981	1790	2006	3109	8911	16575	18310	18325	22426	40292		800	2301	2790	7805	20949	42227	72704	84205	89696	152070	209552	249861	341040	388999	422936	563190	618236		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
0102	"Live bovine animals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45870		18754	34960	57921	62900	73860	94267	125077	120153	102967	130601	140087	183253	174264	154125	140398	176233	228740		830	0	3279	0	3854	1166	6625	16418	13307	273755	848736	775413	300758	110333	298797	587384	1159912	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	2	61	85	1031	3926	22213	26321	19060	22875	28565	31329	40031	57144	42620	38972	43318	55938		28878	41475	58097	90413	125691	186154	246224	263068	214880	247905	335003	352730	381647	408946	391624	393755	454334		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
1005	"Maize or corn"	195	10307	5712	6140	9546	1223	22094	3567	14591	22305	40465	25176	21906	53940	54476	18603	56650		5044	21103	15221	43336	55311	47485	102524	179877	344763	519776	795289	773093	977432	990686	1066701	773834	826180		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
