Product code	Product label	Turkey's imports from Bulgaria-Value in 2001	Turkey's imports from Bulgaria-Value in 2002	Turkey's imports from Bulgaria-Value in 2003	Turkey's imports from Bulgaria-Value in 2004	Turkey's imports from Bulgaria-Value in 2005	Turkey's imports from Bulgaria-Value in 2006	Turkey's imports from Bulgaria-Value in 2007	Turkey's imports from Bulgaria-Value in 2008	Turkey's imports from Bulgaria-Value in 2009	Turkey's imports from Bulgaria-Value in 2010	Turkey's imports from Bulgaria-Value in 2011	Turkey's imports from Bulgaria-Value in 2012	Turkey's imports from Bulgaria-Value in 2013	Turkey's imports from Bulgaria-Value in 2014	Turkey's imports from Bulgaria-Value in 2015	Turkey's imports from Bulgaria-Value in 2016	Turkey's imports from Bulgaria-Value in 2017	Bulgaria's exports to world- 	Bulgaria's exports to world-Value in 2001	Bulgaria's exports to world-Value in 2002	Bulgaria's exports to world-Value in 2003	Bulgaria's exports to world-Value in 2004	Bulgaria's exports to world-Value in 2005	Bulgaria's exports to world-Value in 2006	Bulgaria's exports to world-Value in 2007	Bulgaria's exports to world-Value in 2008	Bulgaria's exports to world-Value in 2009	Bulgaria's exports to world-Value in 2010	Bulgaria's exports to world-Value in 2011	Bulgaria's exports to world-Value in 2012	Bulgaria's exports to world-Value in 2013	Bulgaria's exports to world-Value in 2014	Bulgaria's exports to world-Value in 2015	Bulgaria's exports to world-Value in 2016	Bulgaria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0		579	720	1188	1783	1254	1789	3212	3147	1032	2248	512	575	588	386	613	817	1804		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0		1528	43	88	93	227	99	436	264	145	265	258	619	391	623	703	1957	1195		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	0	0	12	0	0	13	13	20	0	0	0	0		8	17	160	17	82	2	10	1	56	18	656	1018	834	1369	1681	2988	2823		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		0	0	14	0	3	1	0	0	0	0	0	0	538	44	22	386	34		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	0	0	0	0	0	0	13	152	0	0	0	0	0		182	327	104	140	320	258	266	1251	742	286	413	903	2333	1425	1760	958	1702		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	0	9	39	5	128	169	0	0	0	0	0	2	0	0	0	0	0		50	37	69	104	261	288	116	79	93	182	778	370	562	640	368	271	421		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	5	0	4	10	4	0	3	61	100	66	42	73	25	29	60		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	5	0	0	0	0	0	3	0	0	6	7	0	0	0		15	15	52	345	373	315	405	397	114	151	164	144	147	448	316	199	66		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	0	0	0	0	0	0	0	0	0	3	15	11	0	0	0		10	19	20	58	142	54	28	47	95	182	155	211	254	26	38	85	55		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	0	0	0	0	5	0	0	62	1	0	0	0	0	0	0	0		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	0	0	0	13	0	190	57	42	12	58	49	0	0	0	0	0	0		1646	1962	3084	321	4649	4809	1494	176	65	175	737	42	201	144	285	312	1411		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		89	73	71	73	67	28	6	48	3	0	236	165	358	395	526	606	447		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0		267	131	133	137	569	431	703	37	167	639	56	48	65	11	35	232	79		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24	0	0	0	11	0	0	0	0	0	1	4	0	0	0	0	1		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	6	3	0	0	1	126	739	532	476	664	525	466	604	386	0	0		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	30	0	0	0	0	0	128	0	0	0	0	0	0		0	1	0	13	6	0	0	0	0	0	207	136	0	4	21	51	10		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	0	0	0	1	3	2	0	0	0	0	1	0	8	3	0		110	149	92	117	279	228	240	312	381	530	62	138	404	348	274	78	166		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	8	3	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0		32	73	163	23	53	34	15	5	74	326	3	14	28	32	11	6	1332		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	743	292	35	0	0	4	0	0	0	0	0	4	0	5	0	0	0		1124	642	1682	1420	260	144	467	179	88	125	191	205	197	252	239	252	430		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	0	0	0	0	0	0	32	239	97	7	129	19	0	0	0		13196	14687	16567	14449	17745	19655	24773	25197	22581	44475	70078	78522	67675	76174	69809	73104	0		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	8	10	6	0	13	0	0	0	0	1	0	32	5	0	0	1	0		429	337	267	306	155	196	193	159	590	61	49	60	18	77	62	82	78		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	34	7	36	46	34	61	114	17	23	0	3	40	65	5	0	33		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		33	15	1	2	0	1	0	4	0	650	1044	1301	769	1194	877	755	1099		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	0	2	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0		138	215	192	90	147	141	199	31	6	38	152	153	99	477	557	629	443		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
7104	"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded ..."	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0		0	0	0	0	0	0	12	4	139	0	0	0	0	0	0	2	0		980	1263	1539	2770	2660	2884	3820	3067	2391	2813	3365	3663	4305	4156	2972	2231	2535	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	95	252	101	1453	1021	344	3229	21898	14131	9488	7294	8117	7009		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0		0	0	0	0	8	9	44	228	13	27	56	414	53	15	61	28	1		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		102	296	250	43	22	7	34	689	2706	5355	276	0	0	0	9	0	18		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	5	1	2	14	3	0	2	17	141	187	240	698	625	92	107	61		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0		12	21	0	76	22	4	804	7	4	0	23	0	0	0	0	0	0		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0		6	1	0	26	22	51	133	4	654	36	0	50	0	0	90	1	18		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7613	"Aluminium containers for compressed or liquefied gas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	3	11	2	5	1	33	2	14	2	15	6	1	6	61		671	671	1083	1459	1495	1036	2186	3794	1474	2357	2408	2167	2289	3042	8055	4943	7534	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	0	0	0	0	0	0	6	0	0	0	1	0	0	4	0	0	0		40	51	42	74	80	97	315	394	117	142	71	222	160	264	446	533	393		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
8461	"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ..."	125	89	140	7	244	18	20	207	15	56	1	46	14	0	0	0	0		1806	2199	2313	3166	3261	4533	5324	7027	3062	3422	3721	4024	4566	3474	3217	2994	2781		14426	16006	12887	28849	26568	38287	33709	31245	41175	28633	42635	38951	33262	43572	36352	48940	46855	
8474	"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ..."	23	26	50	0	223	0	1515	573	26	828	258	180	213	259	24	2	0		934	1584	3739	2354	6463	7293	10952	18952	17078	12695	16117	21137	22266	16517	12023	9315	12313		38554	70805	82216	120975	144993	263898	380693	313534	218071	237585	342302	316639	359951	284782	228828	332485	251545	
8540	"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		103	212	303	169	109	198	69	387	628	372	1484	903	1479	2052	2913	1568	1322		492853	769359	897260	1139526	708834	617075	269361	146247	51746	33194	22187	12305	10270	15432	21571	18252	15263	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	38	5	3	30	27	0	183	45	0	939	0	5	308	0	37	0	0		696	1822	939	1432	1423	2138	8857	11855	13021	38344	37380	31205	26327	25410	20514	21483	19746		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0		0	1	0	24	1	4	171	1169	234	539	1384	576	649	133	1836	673	1029		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	4	0	0	5	80	68	87	127	0	0	6	28	0	0	2	0	0		148	989	4357	1539	1687	1580	2207	3031	1798	1848	620	1069	1039	2959	1269	1329	2568		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	2	0	0	0	0	0	8	41	19	25	7	5	19	0		83	105	944	201	126	79	362	747	307	617	882	1758	1374	2087	3008	3749	3647		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
9010	"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ..."	0	0	0	0	0	0	4	4	0	0	3	0	0	0	0	0	0		852	970	1791	2846	2077	2101	3379	3736	2367	2742	3458	2870	2715	2655	1902	1734	2051		15857	20420	35854	53052	45644	24831	22164	18587	13167	11797	10684	9090	7476	7826	4593	3436	2866	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0		314	185	223	622	511	521	676	1688	1628	616	1394	1844	4814	7170	2027	2611	6360		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	1	0	1	3	0	0	0	0	8	25	1	0	0	2		41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9114	"Clock or watch parts, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	7	9	7	4	20	2	1	1	0	177	484	110	9	53	17	0		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9205	"Wind musical instruments "e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	28	11	16	23	28	15	1	1	13	21	12	8	4	4	70	139		335	581	717	1221	1420	1757	2242	3778	3239	3167	3502	3556	3617	3479	4316	5158	6652	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	3	0	2	0	3	1	1	3	3	1	600	363	820	734	971	922		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
9609	"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ..."	0	87	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	88	113	55	69	33	38	35	35	79	28	36	82	831	65	181	692		4692	7143	8874	10253	15153	16558	14509	17288	14561	18606	25639	18952	22637	23227	23420	45871	30433	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	0	0	0	0	1	0	0	0	0	2	17	2	0	0	0	0	0		46	95	101	48	41	58	54	17	38	1071	144	573	463	301	80	23	14		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
9617	"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)"	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0		7	4	1	2	2	34	10	4	27	4	16	12	18	21	12	41	25		1893	2466	4442	5528	4838	6688	8493	9075	5206	8156	14520	14086	17043	13986	17024	18238	19420	
9705	"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		8	19	8	12	6223	2	4	56	64	16	54	78	60	91	95	312	177		7514	82	523	196	324	286	1040	134	218	817	2534	3116	1069	616	862	1015	469	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	1	2	0	0	30	12	40	0	38	17	230	23	26	10	31	1	1		24	74	110	303	381	511	166	220	236	79	208	1145	148	74	206	235	430		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	296	0	0	2	0	3	38	0	28	0	0	0	0	0	0	0	1		75	119	156	139	121	104	507	616	355	850	1036	906	1050	339	782	568	1217		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	14	0	9	11	0	1	6	0	30	11	0	88	0	0	1	27	1		122	99	987	229	139	77	1819	2277	2131	1865	1279	802	1339	1907	2024	2869	2311		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	0	0	0	0	0	10	21	22	0	0	0	0	0	2	0	0	1		5536	5767	7004	7476	7430	7704	7823	8234	7789	8822	10769	9400	9875	9486	10653	8535	6856		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	0	0	0	0	0	0	2182	0	0	400	78	0	66	113	9	3	1		565	706	807	2548	2047	4111	4690	5238	3583	5932	7546	6096	11138	13975	9756	7888	11443		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
9703	"Original sculptures and statuary, in any material"	0	0	0	0	0	0	0	76	0	7	0	0	100	7	5	9	1		43	368	54	230	145	271	375	221	217	503	922	241	632	1032	1118	531	769		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
8306	"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments); statuettes ..."	0	0	0	11	51	0	1	1	4	0	0	0	5	0	0	0	1		288	516	503	368	326	354	449	218	391	1242	787	1068	1468	1274	1905	1431	3022		1615	1975	2227	2912	4068	4904	5858	7800	5045	9434	13409	11663	14998	14476	13352	12037	9471	
2938	"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other  ..."	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		171	227	259	193	377	349	411	1034	855	1215	939	1390	458	667	704	854	405		4242	3863	5622	5432	8357	13971	19633	26165	16798	21815	15779	10489	9588	7640	7371	6754	9929	
9607	"Slide fasteners and parts thereof"	7	2	1	1	172	89	0	20	9	239	3	0	3	4	62	1	1		469	266	299	261	436	398	347	792	446	1004	1174	1258	1148	1678	1824	1982	1905		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
7014	"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1		28	6	6	12	5	7	4	4	24	77	149	108	9	11	8	7	60		2040	2299	2112	2660	3061	3475	4761	4399	4088	4362	3938	3261	3862	2837	2792	3033	2790	
5609	"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1		5	16	22	17	31	23	46	58	12	15	23	19	28	69	56	45	21		372	394	506	701	837	1341	1890	1906	1576	1828	2064	2188	2753	2203	2039	2097	2898	
5903	"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ..."	0	0	0	4	62	22	14	13	8	0	60	103	645	16	367	85	1		350	572	507	570	446	848	473	549	1662	355	1886	1725	2200	3436	3758	2878	3934		35475	49876	61984	106842	132266	105711	115277	130497	115889	140271	193274	164289	184759	201020	167585	164291	190373	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	0	21	2	4	23	14	31	37	16	19	44	37	1	0	1	1	1		957	710	758	852	1154	1338	1598	1922	1008	1349	2087	1280	1797	1779	2025	1380	1716		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	21	20	370	18	48	18	105	47	16	2	5	3	2	5	0	1	1		858	732	717	816	591	750	2642	8923	1525	1616	2019	758	2231	2856	3008	4394	5630		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	1		52	40	78	100	142	152	88	21	15	80	92	433	280	263	381	2845	1322		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	1		47	24	20	117	172	51	269	312	63	117	151	221	341	217	431	191	51		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	0	0	0	0	0	0	0	22	0	0	34	0	0	11	2	2	1		78	131	0	2	1	1	1	21	5	0	32	0	0	11	1	2	2		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
5802	"Terry towelling and similar woven terry fabrics, tufted textile fabrics (excluding narrow woven ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		68	15	51	26	21	123	112	169	255	55	95	92	5	0	0	8	8		79	136	655	901	2092	1467	1178	769	726	8479	4591	2873	1219	394	363	180	449	
3812	"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1		32	62	91	51	39	22	37	146	134	102	58	141	323	172	114	93	38		19643	29279	39983	47459	52878	58204	63007	67181	55049	67773	84349	74620	74657	77611	83134	80378	94046	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1		1595	1447	1357	1339	1609	1775	11291	6976	1451	3253	2007	3661	8559	11107	7311	7163	7892		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	0	0	93	0	1	1	374	0	0	5	2	1	0	0	30	1		291	299	343	1156	4727	1528	1409	4120	381	376	438	583	361	627	2210	627	349		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1		35	47	90	75	80	36	99	80	439	1002	986	842	937	766	905	1599	2843		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
3814	"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ..."	0	4	2	0	0	0	0	0	2	6	9	0	0	2	0	0	1		75	138	226	467	313	246	696	5010	1033	897	1458	1375	4373	4931	4791	5585	11226		3325	4864	7367	8790	9508	10918	15593	20325	15189	17419	33138	21617	22648	23205	20344	18713	19470	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1		83	121	258	619	576	753	999	357	345	361	189	378	360	234	560	788	1244		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	0	0	0	0	0	0	0	1	5	8	29	55	58	99	1	1		206	162	57	77	56	207	180	334	3234	3878	5437	7151	7045	6836	5535	7656	5828		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	0	0	7	0	0	2	195	4	3	5	395	2	5	2	2	11	1		3709	3395	5356	6634	8169	7710	7926	8757	7798	6638	9258	7638	7055	7611	7046	7463	6553		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
5905	"Textile wallcoverings"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	1		0	1	0	8	8	18	16	3	0	0	0	0	9	274	671	882	708		61	157	188	201	263	394	1128	1565	649	781	861	672	1154	1698	976	678	844	
2930	"Organo-sulphur compounds"	0	0	0	0	27	31	0	0	0	0	0	0	0	0	0	0	1		27	38	14	17	65	141	2565	6287	6131	9424	10924	10260	8682	11331	11881	9484	8635		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	2	11	8	3	26	25	36	214	45	87	140	43	65	0	3	7	1		3757	5613	11176	27063	20471	29130	29741	33622	26601	13862	19851	16853	13835	21807	17791	20673	18301		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
