Product code	Product label	Turkey's imports from Bulgaria-Value in 2001	Turkey's imports from Bulgaria-Value in 2002	Turkey's imports from Bulgaria-Value in 2003	Turkey's imports from Bulgaria-Value in 2004	Turkey's imports from Bulgaria-Value in 2005	Turkey's imports from Bulgaria-Value in 2006	Turkey's imports from Bulgaria-Value in 2007	Turkey's imports from Bulgaria-Value in 2008	Turkey's imports from Bulgaria-Value in 2009	Turkey's imports from Bulgaria-Value in 2010	Turkey's imports from Bulgaria-Value in 2011	Turkey's imports from Bulgaria-Value in 2012	Turkey's imports from Bulgaria-Value in 2013	Turkey's imports from Bulgaria-Value in 2014	Turkey's imports from Bulgaria-Value in 2015	Turkey's imports from Bulgaria-Value in 2016	Turkey's imports from Bulgaria-Value in 2017	Bulgaria's exports to world- 	Bulgaria's exports to world-Value in 2001	Bulgaria's exports to world-Value in 2002	Bulgaria's exports to world-Value in 2003	Bulgaria's exports to world-Value in 2004	Bulgaria's exports to world-Value in 2005	Bulgaria's exports to world-Value in 2006	Bulgaria's exports to world-Value in 2007	Bulgaria's exports to world-Value in 2008	Bulgaria's exports to world-Value in 2009	Bulgaria's exports to world-Value in 2010	Bulgaria's exports to world-Value in 2011	Bulgaria's exports to world-Value in 2012	Bulgaria's exports to world-Value in 2013	Bulgaria's exports to world-Value in 2014	Bulgaria's exports to world-Value in 2015	Bulgaria's exports to world-Value in 2016	Bulgaria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	53	117	268	607	839	506	618	622	602	342	670	372	587	553	624	507	539		7205	6954	9348	12548	14525	17531	25058	29834	21079	22607	31900	31861	30094	32043	29439	28721	30162		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	0	0	9	0	30	15	0	188	0	0	0	0	0	0	0	67	541		138	165	236	318	985	923	978	4957	3630	6854	6735	3404	5589	9585	14895	27635	24742		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
8477	"Machinery for working rubber or plastics or for the manufacture of products from these materials, ..."	130	71	549	48	94	314	366	320	1505	143	1034	2662	1724	184	556	245	543		4646	5789	5820	7662	7685	8535	9982	12522	9597	7222	13273	14452	15073	12541	15881	10392	15031		141275	167977	257641	408299	421706	460149	486685	507079	315484	451863	691676	596366	526824	641009	576890	580682	583247	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	68	227	331	156	338	561	329	150	914	471	726	516	614	455	504	640	548		386	825	703	810	794	1755	859	1870	4982	4118	2320	1853	3176	3320	3518	3980	4786		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	4	0	0	23	22	266	0	549		0	0	70	0	3	1	25	0	37	121	68	87	45	113	100	273	206		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
0802	"Other nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts ..."	190	561	708	2005	1882	3627	2062	1284	841	622	622	733	2580	3115	6035	1844	565		3363	3283	4861	7923	6949	9483	10476	7999	5489	5901	8748	9207	19504	15548	12957	9038	15117		4487	18671	18436	28654	48028	74410	93656	142357	158467	143728	169477	251984	212751	199347	226597	297162	311405	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	0	11	170	30	14	10	36	65	32	147	303	269	157	217	204	982	583		13101	17501	32222	28290	22571	18223	24285	30605	21104	24156	34729	25872	22243	25661	22150	26055	29590		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	1	2	36	4	25	38	192	126	238	254	492	541	761	1181	394	468	594		14339	23839	37378	56761	83735	101448	145544	207643	193479	193625	203565	213425	225974	243590	232484	237002	246285		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	0	14	20	5	26	83	124	230	128	254	636	380	581	308	391	378	598		10917	14884	20250	19167	21110	20683	32519	40672	35778	38498	38758	42981	46292	50826	41561	45942	54941		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	0	0	0	0	0	9	101	284	189	724	658	532	486	444	320	335	618		921	1396	2334	2739	3358	3410	3308	6241	6722	8081	6237	4744	4811	5687	3468	4327	3720		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
3506	"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ..."	0	5	10	36	21	4	15	54	9	36	4	151	129	91	44	64	620		551	741	1197	1403	1825	2152	3683	4676	3978	3984	4474	4467	5165	5395	4252	5255	6373		31995	44686	59026	81158	102044	120076	151816	172711	160574	184496	234048	237236	258769	263656	232014	224860	245378	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	0	0	0	0	0	5	0	3	0	0	1	0	0	0	0	634		336	162	146	158	170	123	192	146	165	63	97	81	125	121	1144	572	554		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	48	93	68	135	178	72	119	76	4	106	177	758	309	403	684	462	637		6634	7592	9362	11539	15494	14654	17974	19470	15129	15762	24918	39807	52921	69341	72583	89241	96673		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
5811	"Quilted textile products in the piece, composed of one or more layers of textile materials ..."	0	0	0	0	0	0	0	0	0	0	0	1	61	283	265	1266	649		43	31	14	67	166	97	135	97	52	63	312	286	336	427	463	1187	1324		51051	77464	76637	31816	21186	19668	28181	26420	2509	1477	1162	1515	2209	5583	11541	17475	5573	
2401	"Unmanufactured tobacco; tobacco refuse"	0	0	0	0	1	2	1	52	437	371	327	4	68	2	128	573	657		40416	47598	56055	114686	98069	93333	140221	227425	289683	191240	226146	167672	221430	175733	142752	183770	138961		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
2814	"Ammonia, anhydrous or in aqueous solution"	0	15	0	175	132	211	364	901	0	146	1938	893	1096	1167	560	592	658		13152	2495	5505	12715	16953	7833	8134	17293	848	1436	5134	3143	2154	5065	20636	19351	22274		62586	71647	105600	151351	120129	176131	223654	338732	230041	304874	331546	316023	349205	292944	240364	167627	223601	
8715	"Baby carriages and parts thereof, n.e.s."	0	0	0	0	0	0	1	2	0	0	0	0	0	0	61	720	661		48	110	430	653	705	847	1514	2080	2293	2953	2981	3055	3169	3158	3617	5320	6044		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	0	0	0	0	0	0	0	0	3	0	4	51	73	1	3	161	662		166	105	263	156	70	72	1064	503	790	4588	5951	4575	5868	5764	4741	3695	3455		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	0	0	0	0	0	0	0	2	33	20	0	254	56	50	16	130	673		792	92	126	142	135	471	1011	1048	406	1183	2591	3873	4676	4935	4446	5626	7290		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
8410	"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ..."	374	5	425	0	0	12	1139	832	0	2529	3567	1409	2388	1348	386	0	688		1592	1919	1682	2475	5189	826	2350	3210	1356	7151	11947	8345	15918	5705	6082	5188	9311		15374	22977	24300	37478	9014	20780	50488	101625	144415	191138	186414	158474	163489	150354	93056	71083	18916	
8515	"Electric, incl. electrically heated gas, laser or other light or photon beam, ultrasonic, electron ..."	4	29	69	48	96	74	20	6	0	0	236	29	58	10	36	56	701		276	550	1832	1351	1308	2047	1669	2745	1071	1344	7006	3118	4066	6087	4141	1931	1666		28805	37564	62548	133565	104702	174263	137704	152809	70554	107745	156503	160556	155757	169771	170287	172617	187682	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	0	0	0	0	0	257	601	215	221	421	143	40	23	193	727	83	706		53	39	298	381	693	1804	635	2833	556	3923	462	964	496	702	790	1130	2184		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8479	"Machines and mechanical appliances having individual functions, not specified or included elsewhere ..."	110	81	846	218	317	151	302	181	94	253	532	729	557	368	974	1132	727		2896	2211	3336	4730	7659	9828	43111	11835	9041	15106	24476	14931	21102	22395	22148	19785	29588		279835	367671	427793	538739	624654	649777	893082	909142	657392	739214	1077434	1065127	1071952	1151202	1058581	1508990	1089006	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	0	3	324	114	3	286	22	27	3	72	7	98	22	83	703	1761	750		8826	8056	11635	28600	35382	59129	76102	105636	52349	52124	90182	80896	83250	85467	100608	122045	155748		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	261	597	827	1553	1278	1590	572	303	391	295	258	247	756	594	369	518	766		7293	7877	10069	17362	26079	35158	39216	54086	46238	74274	113271	112868	149974	257686	312070	316040	412826		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
8307	"Flexible tubing of base metal, with or without fittings"	33	0	0	0	0	2	0	5	33	679	761	640	638	1193	1171	235	776		44	6	6	5	10	14	23	125	369	661	762	2682	4305	1669	2113	1433	3375		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	0	131	2124	1130	1887	1762	1018	1114	1071	1022	773	769	846	1158	1816	1374	801		3068	13050	20637	29831	46022	53918	48204	62264	39356	50583	84652	71134	78085	81356	74333	76744	74878		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	74	0	90	859	942	2491	1357	300	10826	426	5073	11633	14077	32955	50227	31007	813		8	0	12	22	0	1	161	269	6375	4686	8644	12676	11990	27018	40325	20837	375		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
3926	"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."	46	160	93	217	68	163	386	419	284	531	539	1153	926	1183	448	515	813		3025	4908	8657	12405	15897	18779	22599	24849	22412	36108	55304	58325	88856	90608	72361	76680	75368		156112	188727	241172	317215	348979	379313	444679	507656	396644	500372	616881	577665	642420	702630	657907	667837	683883	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	53	80	81	403	847	1291	1013	1017	216	324	767	478	546	634	614	384	816		6267	7082	8586	10468	13821	20291	32203	51311	22164	29548	38504	41857	48708	44559	29392	29147	30325		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
6212	"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, ..."	0	2	11	3	47	64	20	56	4	15	521	422	409	217	389	234	819		9453	11260	15182	22166	23173	29622	19188	20288	15268	13665	19481	14323	13812	15343	12068	14787	15278		6178	9500	15125	21201	19568	31632	67937	76777	69929	92147	117926	34678	43585	49938	41844	43437	56715	
5403	"Artificial filament yarn, incl. artificial monofilament of < 67 decitex (excluding sewing thread ..."	1420	1580	2234	2892	2876	1892	1684	1332	1251	1129	899	934	1595	992	1476	1427	831		12876	15459	19156	16953	16800	15402	17153	13174	9453	9582	8716	8827	9453	8554	7960	8526	8231		49701	58251	58109	59504	62125	64799	93761	66981	46235	52308	65366	61902	59404	86726	58035	66700	69348	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	0	11	33	32	20	147	193	1655	157	465	435	467	406	400	364	355	842		277	383	424	1089	1182	1654	3479	9451	19184	6924	19351	5656	7603	12588	11067	16838	17419		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	4	359	1067	848		1109	264	283	254	1548	1082	1596	2658	1362	2584	3147	4311	7032	8242	9199	4218	5579		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	0	0	0	0	0	0	0	0	0	488	628	557	851	1162	785	965	864		20	38	58	51	72	144	897	589	497	607	663	906	795	307	181	130	269		604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
7325	"Articles of iron or steel, cast, n.e.s."	29	2	36	58	147	252	192	180	28	468	169	27	137	787	560	728	875		8963	8958	11888	17677	24729	30483	40375	58678	26260	31454	36677	30308	31986	36910	28717	27375	31527		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	3	5	3	37	77	42	138	82	338	419	349	917	1822	604	852	900		4118	5832	2805	4537	5599	7097	7589	11452	13786	15768	21765	25866	33988	34216	43012	35995	53528		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
6202	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	43	4	925	779	577	524	808	870	587	449	1075	711	884	1107	741	726	911		31127	36558	46659	72885	64859	64473	70872	94680	82864	85763	102576	86333	84288	90037	81716	84145	77255		6349	12767	18230	35159	36047	51115	69522	106311	100174	140565	152499	134964	165645	206681	163293	140021	159840	
6104	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	90	227	249	648	583	987	760	745	402	864	1152	2042	1821	2567	1255	826	925		24598	30902	39021	43809	37114	51664	85216	83111	84513	97860	127354	131522	163248	169490	124027	137667	128415		4602	9663	9651	21391	12532	20891	38754	57793	57419	77604	76755	68352	72559	86825	85613	81051	77559	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	235	460	430	801	926	453	19	53	20	54	271	298	228	99	18	173	959		4780	14728	25346	25957	21976	26674	34255	48823	38721	33259	38280	40056	39113	55836	57664	61645	75563		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
6006	"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics "incl. those ..."	0	215	175	365	119	464	752	688	691	1147	662	762	1222	1108	1356	560	974		0	4525	7767	7574	7167	14953	31632	25963	17543	18023	22370	19273	22324	21802	17889	18744	17632		0	45468	55021	51043	39607	41537	56048	66018	67741	102960	158442	87437	92506	89493	72937	80208	92516	
8535	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	0	0	0	7	306	641	772	460	323	253	321	763	1460	878	592	305	985		2392	1843	3613	3941	7772	11620	13014	18213	12448	12888	19811	21455	21559	18314	23383	19135	31623		32934	41143	31336	52649	46048	66540	94884	118446	124029	97611	145770	157278	195496	146356	137071	123278	126355	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	19	19	0	14	117	313	688	933	1072	1840	1409	515	786	906	543	685	986		3699	3298	3487	4030	4256	5578	8810	10059	10834	12354	15818	17862	27566	30808	28035	34721	37685		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
3306	"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used ..."	0	0	0	45	136	192	240	326	233	218	250	218	284	577	503	916	1008		25207	21009	19244	12940	10500	9068	8260	9215	9240	11593	7792	6949	7546	12884	24156	25808	27951		12279	12520	16112	19921	24429	32447	46033	47500	62293	69548	69587	70077	84288	104850	107173	98368	86880	
8413	"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ..."	382	380	548	1067	1269	1311	1714	1615	965	725	1255	1479	1234	1339	1166	874	1063		7733	8120	11338	15249	18351	22883	24215	30682	19433	40614	96706	87754	98027	106394	98256	108293	129231		161666	215639	275663	375431	421154	513470	611304	715898	553150	750269	876009	792653	968562	881495	851527	889133	975186	
7207	"Semi-finished products of iron or non-alloy steel"	3268	1840	10040	5288	1691	9434	9944	7628	3908	859	8878	1773	1569	2227	747	1955	1095		30307	19044	82453	101226	34210	67154	74614	62324	19256	8754	15614	9996	7815	3170	1110	1769	1350		180204	172055	392722	628754	783499	1220885	1760684	3195545	1471923	1262581	1442835	1966077	2880981	2515445	1856027	1477335	2047602	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	3003	0	0	0	0	0	0	312	0	0	0	0	1171		1609	2772	48	12416	4519	3	141	3	61	23	111	288	32	34	0	42	1008		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
3904	"Polymers of vinyl chloride or of other halogenated olefins, in primary forms"	416	714	824	1792	1962	1367	1323	1081	724	270	359	412	436	409	340	794	1178		381	617	982	1876	2299	1895	2275	1767	1328	947	957	1155	1121	3433	3403	5024	4926		133601	191847	267526	460939	570347	656451	842116	903835	604853	859942	1068273	917980	1116508	1021656	816485	705396	903420	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	27	9	0	0	4	58	26	116	365	578	489	798	1259		0	0	8	0	21	7	1	89	0	44	428	270	457	763	499	1272	979		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
8454	"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ..."	0	0	56	601	84	117	130	58	0	14	145	424	811	645	824	1270	1260		6185	4147	6780	7192	5171	7725	8192	7467	7405	9355	11870	11907	10014	13271	14460	14640	14930		20924	18272	43777	29766	118346	154861	58906	92687	91787	67235	116156	62804	54475	67946	78543	46714	50207	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	96	357	0	0	0	1	0	0	214	120	0	0	0	369	162	93	1268		1729	184	294	227	141	305	1733	1221	1027	1338	1750	1331	1935	1619	876	976	1749		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
2905	"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	11451	4525	10684	10922	11173	17796	28582	22590	3873	59	225	3	4	95	27	217	1341		24556	21353	35864	51102	53587	55548	74952	67234	23329	7399	7545	8776	8708	6415	4920	3465	6034		127464	136507	214001	315461	356868	432616	546469	580686	352973	560917	728557	690989	782094	850329	674051	589552	823367	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	85	444	606	1398	2858	1251	1024	1603	720	257	234	1546	2471	1684	1219	1102	1343		5071	6327	8814	11544	13514	15785	21994	31818	22738	24530	28509	25177	27911	29131	23931	27770	29380		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
9026	"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ..."	18	8	0	36	3	1	25	71	29	142	102	221	249	128	265	99	1345		2404	3028	9000	19581	11568	13966	13764	16996	11677	17700	23087	19041	20221	21378	20208	25697	58777		30008	37466	48030	59021	78378	89677	113644	133734	108907	135864	182210	182780	208285	211556	226267	235352	247148	
8501	"Electric motors and generators (excluding generating sets)"	6	4	92	316	336	315	117	455	64	112	60	230	946	925	487	144	1374		14938	14392	18800	22320	24405	24876	25521	32967	16048	19515	27142	28287	24362	21699	19559	18724	24546		89877	181990	212167	278384	336871	396849	522843	581441	506704	588959	793028	704614	824942	778229	731024	737109	767887	
