Product code	Product label	Turkey's imports from United Kingdom-Value in 2001	Turkey's imports from United Kingdom-Value in 2002	Turkey's imports from United Kingdom-Value in 2003	Turkey's imports from United Kingdom-Value in 2004	Turkey's imports from United Kingdom-Value in 2005	Turkey's imports from United Kingdom-Value in 2006	Turkey's imports from United Kingdom-Value in 2007	Turkey's imports from United Kingdom-Value in 2008	Turkey's imports from United Kingdom-Value in 2009	Turkey's imports from United Kingdom-Value in 2010	Turkey's imports from United Kingdom-Value in 2011	Turkey's imports from United Kingdom-Value in 2012	Turkey's imports from United Kingdom-Value in 2013	Turkey's imports from United Kingdom-Value in 2014	Turkey's imports from United Kingdom-Value in 2015	Turkey's imports from United Kingdom-Value in 2016	Turkey's imports from United Kingdom-Value in 2017	United Kingdom's exports to world- 	United Kingdom's exports to world-Value in 2001	United Kingdom's exports to world-Value in 2002	United Kingdom's exports to world-Value in 2003	United Kingdom's exports to world-Value in 2004	United Kingdom's exports to world-Value in 2005	United Kingdom's exports to world-Value in 2006	United Kingdom's exports to world-Value in 2007	United Kingdom's exports to world-Value in 2008	United Kingdom's exports to world-Value in 2009	United Kingdom's exports to world-Value in 2010	United Kingdom's exports to world-Value in 2011	United Kingdom's exports to world-Value in 2012	United Kingdom's exports to world-Value in 2013	United Kingdom's exports to world-Value in 2014	United Kingdom's exports to world-Value in 2015	United Kingdom's exports to world-Value in 2016	United Kingdom's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	8795	6016	16464	37700	22	0	45	10	84	4	89	19	50	13	243	322	2625		38811	41525	46280	67601	74244	60869	74468	84871	80052	97953	84934	72981	85285	90367	108287	192975	176661		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	1643	2168	2318	3106	2578	2234	1721	2861	2782	2059	2731	1876	1171	1226	1086	1205	2632		25090	36978	70579	78862	87101	74925	96895	78659	107768	60715	80033	86964	92307	91337	102094	85156	79026		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
8451	"Machinery (excluding of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing ..."	833	2493	2110	5615	2677	1918	1101	2964	586	1283	5192	5862	1392	2008	2543	1178	2658		131980	114106	182459	161314	189243	182428	210298	167701	123363	142645	159043	136382	149398	144335	144242	134260	107034		97161	254608	302325	272387	298842	218338	199338	149816	82678	174191	211253	262530	249128	241504	196181	197288	202100	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	1160	6473	2076	1843	3666	2993	2687	1793	1317	1432	3174	2262	3834	2320	1959	2205	2683		260716	310148	403627	439428	446326	558501	735231	756208	609282	530585	706039	884057	860246	857060	716803	541674	536919		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	3158	3797	6757	7908	9291	6830	6544	7799	4557	3950	5092	4185	4451	3682	2423	1934	2782		142086	132817	154934	207120	203041	182330	260747	267153	218239	207578	233241	234205	253275	260783	249393	233979	224813		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	9712	9354	9163	8512	7001	6385	5771	4181	5037	2286	2273	3790	4877	4037	3691	2846	2803		291807	334880	370460	374219	337291	320836	368861	328779	228885	250003	284121	272832	292909	298820	274445	249241	249451		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	625	885	1001	1254	1603	1978	2927	2406	1378	2154	2946	2965	2205	2595	3135	2440	2815		59014	64330	90802	97120	113075	95214	139610	138815	114209	134875	158854	172118	215137	215969	193092	190226	205980		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	308	386	471	623	451	1514	2878	1050	643	333	177	460	579	494	842	308	2870		75353	86589	90803	138314	99526	103403	136508	128140	56822	90851	88420	61387	71812	55708	47383	52310	44909		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	177	136	429	444	716	473	414	835	912	1354	1713	1249	1580	1457	1375	1634	2969		116724	118969	134663	155447	157159	156463	177753	172455	150861	198574	251606	258420	344501	344583	298299	297693	314377		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	3384	1917	2431	2530	2514	2646	2977	4118	1863	3631	3185	2843	4207	3448	3101	3529	3015		329723	365792	423038	488219	528055	536261	675005	672641	523731	504736	642642	631773	651141	706441	721325	703875	716778		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
4805	"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ..."	2651	2716	1954	1000	1003	659	2080	1856	2136	4948	3474	1390	2445	2223	2110	3165	3018		288149	261303	314252	303281	245509	194889	212867	217080	145068	175083	211377	189910	187627	127461	147465	167191	181791		31520	55756	94708	113784	131785	192605	248649	212942	170742	257900	308474	258152	284332	279278	209026	204214	236116	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	2762	1588	2107	2549	3189	5216	5451	2444	1719	3053	14151	6846	5216	4904	2650	3935	3030		927391	850949	878454	1020105	1053367	1106632	1267237	1099387	773798	797268	928681	869539	937515	1074220	967699	932288	963896		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	34899	4508	1259	1549	1899	3323	2673	3127	1421	1984	1801	2956	2798	4615	4215	3114	3046		514428	455956	669764	702563	769493	857906	1012057	1200170	845451	794658	788764	640456	728737	784428	683917	651769	661909		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	1143	2035	2770	1595	3319	2819	3772	3172	2663	4299	4958	4097	2776	2560	1597	1529	3063		119982	116588	132451	161550	200402	231545	301752	359271	263908	321394	399157	418996	367297	385051	361444	338039	357009		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
8302	"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, ..."	3612	7314	11375	16228	14612	15871	14296	16634	9073	15391	18046	14559	11573	4022	2799	2864	3114		296687	297663	372017	428855	418682	432428	461382	466489	325441	357517	372133	328693	490433	455867	411970	439277	508203		43794	62779	95105	150241	178210	217879	276466	302822	219382	316019	371464	356694	403659	444765	401401	386091	426597	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	1366	806	2259	2733	2149	2397	2102	1576	2029	2386	2726	1976	2320	1641	1717	2760	3158		484964	482738	573036	516629	413486	424232	439372	472809	350420	338503	383492	383856	399844	420332	374081	338970	384126		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	1532	1907	2688	3114	3108	2807	2735	3909	2145	2555	2177	2274	2621	2464	3498	2534	3186		171345	178361	201511	220749	219225	235240	301664	300000	283438	278403	341745	372118	405046	423529	416467	369671	412101		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
5703	"Carpets and other textile floor coverings, tufted "needle punched", whether or not made up"	227	224	665	358	491	699	1432	2140	993	2182	2638	1495	2711	3916	3254	2518	3189		131077	135623	137001	163202	158427	184102	348668	219851	167553	162327	183966	164024	187993	205795	170182	169368	173785		16937	21658	26582	43888	61307	56231	52603	57154	30253	42806	48481	42465	45887	45671	43872	31309	31145	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	662	1083	1987	2871	2270	1992	3419	3792	1167	845	1001	1282	2169	2605	3106	2797	3190		100052	130662	246170	320660	326172	380803	427284	386386	244110	224703	666708	402333	387647	387396	294998	248897	220011		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
8542	"Electronic integrated circuits; parts thereof"	12677	13483	16344	26257	25408	8582	5069	3969	2537	4108	2656	11069	1216	1361	933	1556	3192		8004446	8559560	3973639	5401484	5813705	5889841	3227500	2737177	78983	2487335	2201328	1941454	1735039	1677458	1544013	1567424	1539002		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
3305	"Preparations for use on the hair"	2462	2494	1688	2137	2111	2370	2507	2635	1808	2055	2333	2115	2151	2342	2711	2065	3289		408468	436340	467375	512021	513769	515153	572178	613480	482335	423272	484165	450393	523636	532940	505985	538836	551856		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	3207	4477	6000	4817	3613	4049	4928	5478	2622	4548	5178	5424	5979	5868	3743	3266	3299		127672	135688	154255	170165	179495	170347	190370	186443	132713	158266	172473	179923	173632	181381	166288	144398	139469		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	7068	12536	11636	10583	8684	9712	9005	9390	5025	5143	4976	3967	4720	4356	3725	2933	3335		462517	499559	482613	499454	496686	468613	451031	382357	283073	347520	346086	304282	305605	300106	251388	233449	252139		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
8541	"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ..."	1589	2337	2256	3497	3349	3707	3246	3037	1723	2669	2391	2386	2317	2730	2287	2004	3406		899669	765826	906719	1264847	1378979	1603941	1708045	1930158	1426463	1622952	1458843	1107425	1083783	822985	690429	632190	715118		56448	72058	86007	117950	111498	130138	182071	186968	163014	204073	260140	269003	314664	410827	630440	2963839	3789458	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	9965	9269	8995	1828	2410	2416	2994	3281	184	246	674	586	308	566	557	290	3437		1032586	806918	925195	1069116	1342119	1454829	1357338	1405920	1676717	1661316	1935869	2213272	1104042	1480377	4781600	1016283	972405		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	505	105	227	920	238	473	738	1143	2040	2247	2848	2282	2619	3812	4591	4273	3529		121205	210676	344493	274138	331806	376415	472848	534267	476518	505204	562031	509011	541729	539887	511834	495185	499811		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	790	1561	1625	2180	2255	2518	2589	2934	2896	3829	3886	5275	3784	4689	3288	3893	3603		175190	181637	228480	214213	286678	494422	669096	295274	258261	373388	296878	200463	371765	141138	126601	123285	162102		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	177	27	967	683	1200	6025	6642	12426	6169	21438	11089	2919	6839	10910	7227	1533	3610		1224261	1959249	1945290	2400162	2326317	3074635	4110349	3910713	1733602	2351728	2941527	2986060	2301312	1888537	1766463	1371971	1643476		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8707	"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ..."	15	30	6	6	248	14	56	18	11	1	26	93	24	729	1452	1625	3618		131977	71582	61303	52743	42932	73676	79757	79942	71502	44685	46388	45872	54882	50562	55198	54996	69997		5208	3293	7243	12833	13178	10957	14142	21627	12684	4531	24473	20240	28500	14746	5962	4423	7619	
0105	"Live poultry, "fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls""	3650	2498	1926	2244	3260	3581	3339	5724	4146	3796	8012	4911	1986	2974	5433	4873	3621		87836	106364	112287	145655	137827	134967	131967	129653	125545	151520	163743	163035	136031	126681	142586	181661	167169		8367	8312	6323	7379	7793	8955	8082	14473	13659	16294	24863	28750	18850	18105	16452	10292	10054	
3909	"Amino-resins, phenolic resins and polyurethanes, in primary forms"	2384	2856	2782	3847	4681	4847	6111	7866	6093	7088	7308	7013	6984	4617	3643	3501	3622		185539	218121	194802	230899	245714	267605	281908	281538	221368	263801	297392	308127	290398	345259	285898	248300	264640		62946	87770	103726	137923	158649	265303	366943	388156	286319	367758	493142	511605	554428	534336	447222	410734	553888	
7502	"Unwrought nickel"	465	1549	1281	4309	3881	12049	22121	14541	3642	2625	9319	11465	6815	8726	6883	5645	3687		242126	180001	211200	507755	597696	716116	1076936	738119	329449	517370	846092	733090	671246	637650	508328	429303	429583		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	3918	3988	4914	4850	4542	4530	4249	4401	4716	3448	3136	4981	4565	3817	3442	3939	3714		191720	203482	246900	252394	265789	294190	330309	305632	244183	284644	301797	274573	270359	365349	240724	214934	240592		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
7419	"Other articles of copper, n.e.s."	57	24	65	163	379	907	1746	1530	660	933	901	1616	1573	2300	3087	3732	3802		89106	60297	52669	66084	68451	80564	103056	107617	76742	86044	119389	109650	106400	117556	112201	104873	97954		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	10231	649	3038	1095	278	4257	10487	736	1624	11900	2079	4765	2799	19596	1817	3645	3898		251050	227684	219795	338166	506084	781473	1123548	1128778	823420	1017522	1364257	1340976	1455864	1749884	1579523	844329	614048		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
8422	"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ..."	2568	1301	5980	3302	6597	6149	5969	5193	7625	4442	5872	4895	5456	7169	3784	5924	3950		228776	252813	308751	348543	370918	397242	365809	447821	304961	331980	407710	357090	439672	405828	406595	432897	446626		112418	133313	194431	251785	314836	423534	403224	461696	330960	411874	554283	500366	651382	612683	586700	501869	497987	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	1775	2145	954	654	1137	1628	24324	23832	11541	8230	10700	10772	9255	12485	3449	3279	4037		315389	368019	360158	403346	735719	1262911	2866142	2697119	0	2518966	2261797	1819473	1771390	1806877	1778792	1804993	1792315		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
3905	"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ..."	829	528	1136	882	1149	1656	1883	2915	2030	2714	2644	2189	2958	1740	2524	3835	4186		80111	61539	68379	83033	92826	104929	190483	163317	136009	148577	162635	170780	179591	198872	185464	178099	191150		16222	22361	28643	41719	48792	57345	69767	78639	60899	76153	98431	95777	99461	103121	99522	106076	111302	
4823	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ..."	2100	1984	3859	4109	3184	2182	2533	3102	2316	4598	4487	4636	5187	5149	3118	3430	4191		269726	244745	286618	304730	258862	279087	327606	358525	277336	317060	375900	329189	352572	341178	311196	282079	286496		38259	43405	46123	62444	54832	48450	52793	57122	44875	39699	63170	60715	69419	82773	67386	59964	52161	
2309	"Preparations of a kind used in animal feeding"	2469	2385	3062	4286	5831	2491	2895	3117	1337	2382	2832	1969	4474	2943	3713	3645	4225		359766	407565	478480	511542	501051	568552	750304	811611	768761	844667	925633	1014045	1112063	1133906	1115834	1266448	1525816		23935	31817	38716	54561	61082	72707	87563	113479	90056	91206	118475	121297	131224	132021	135029	136430	146186	
7202	"Ferro-alloys"	2734	466	1088	1193	2183	1971	2190	1729	1486	1266	639	2125	1373	2053	2774	1975	4324		100988	134644	194904	425440	850127	723843	726284	681289	194726	389315	438697	399507	346092	397391	218835	165248	255041		88397	139768	167236	334690	326984	357368	597070	920847	435859	649035	698009	606591	550926	571980	455039	371673	680271	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	85	171	429	1345	1090	923	1941	2730	2251	2532	3138	3053	3955	4149	4171	3091	4355		133396	145050	177373	231424	227770	243347	280702	311884	290038	297744	335717	350456	401788	463771	428973	427829	427730		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	583	375	795	838	987	1018	1114	672	77	184	488	318	351	384	643	1382	4397		270470	256287	246816	271856	230180	277857	242470	239081	209455	216313	257769	184535	212948	270810	218592	240572	138483		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
3907	"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, ..."	2442	2822	4608	6352	11729	4329	6153	6572	3501	3081	3218	2985	4679	4621	4174	3277	4405		489201	500135	526631	539640	603265	674724	762372	676395	549676	702861	833438	782349	837643	792125	797484	697513	752174		180009	246238	340388	477241	598281	685841	837477	941414	693184	982043	1387072	1279135	1438003	1280189	1173779	1134117	1399822	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	98	378	521	1056	719	962	1331	784	1208	3305	3040	4936	2762	832	1932	2812	4431		28730	17116	28475	36235	44979	47450	45333	64061	53579	87603	50472	71901	77049	45105	47503	42543	39707		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	2257	2210	2723	4019	2973	4824	8042	10779	5588	5102	4564	8191	2423	3229	5185	3932	4471		1035634	786280	812531	791376	729162	742032	720857	694317	616307	648605	884114	900458	961369	953018	844078	784073	827793		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
8516	"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating ..."	2225	3185	3850	7162	7060	9905	12393	12013	7496	9108	11021	8010	9507	6125	5644	3975	4505		535964	619783	682409	620094	582193	598176	664753	648107	442325	477228	529520	488871	518236	551003	472805	486627	510762		60937	73084	110144	176496	238454	302230	368794	459461	335931	404419	466728	450467	546480	540797	485402	377943	411666	
1806	"Chocolate and other food preparations containing cocoa"	545	131	480	275	162	360	346	306	341	517	321	835	2408	2698	3665	3548	4515		454103	455311	462015	495966	520169	567636	660300	678461	575431	582459	676991	817586	894107	935862	865875	868944	893181		17230	20274	24060	36137	41544	58484	64349	80343	77269	89227	91693	100653	111379	98108	90108	92729	113354	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	408	300	393	514	691	568	564	837	1193	1790	2384	2908	3040	3597	3171	2357	4531		185141	173782	191017	223449	244960	256495	290751	257785	232394	238461	289424	302141	384402	458454	363265	317128	345336		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	1906	3366	5424	5997	3537	3419	4455	3972	3411	4133	4798	5177	11693	5468	6245	4384	4582		331731	316001	374317	388160	366570	335486	423599	484787	359832	420184	454929	415448	461775	627242	542694	505176	552332		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
8517	"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other ..."	37254	6465	3057	5759	3404	4927	67601	10023	11652	8139	8847	9878	18995	9569	10369	8293	4742		6249644	3706295	2952471	3173978	3377900	4205883	4788086	5313496	90953	5757250	6530688	5500074	6006967	6093741	4933797	4999975	5244488		321671	138738	179029	367221	485608	457535	2533076	2356545	2146056	2533130	2918347	2830607	3950656	4420076	4674820	4750825	4284907	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	1632	2023	3918	2027	3637	2844	3343	4435	3076	4271	4877	3395	4865	3734	4844	4360	4992		511699	519885	571568	643732	626279	711448	734458	715193	521863	545442	545180	525426	543690	549193	476009	371562	375075		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
0406	"Cheese and curd"	0	333	0	0	875	68	36	0	0	486	1030	19	1330	3082	1009	3966	5268		216200	228031	287605	369123	409181	417318	505458	535788	449666	524943	647191	635677	692648	771579	686264	674965	791398		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
9021	"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ..."	7990	5038	6673	7115	10712	9555	11407	15356	12166	13343	14861	13693	8138	7949	7389	5392	5379		616519	582011	645345	1276994	1619885	2052147	2342170	2153701	1465020	1445995	1345464	1079172	1084650	1217998	1149697	1173612	1305880		108245	106724	109311	147211	207061	261793	286927	353159	319143	359750	401844	417004	483839	493186	424268	442956	409891	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	589	1007	1562	2396	2010	2958	10689	7881	2370	2283	1384	2036	2074	4368	5477	3066	5456		180697	209087	253313	278905	447046	1123294	1128281	840322	672990	669395	716259	649190	694607	726000	693247	708790	531050		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	289	382	949	1727	3152	3987	6054	4742	2095	656	654	1206	1604	2970	5270	4656	5683		293894	306074	327609	361973	454456	442267	480779	447197	164114	136819	163752	148804	162248	178908	160160	158766	175573		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	24	170	62	63	85	2344	1586	2614	581	236	1364	1559	3058	6810	4922	3856	5708		41785	58299	66371	86420	90614	100918	104291	96142	73593	77848	76240	66228	81094	80979	91572	137216	173088		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	0	55	0	0	1	2	893	163	0	0	1	3	0	0	0	5904		107078	145693	284464	445068	508976	605314	814430	881651	540064	811328	956452	834594	772023	782719	755861	744243	834886		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
8437	"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery ..."	1803	4190	3915	5363	7331	6792	6033	8226	7860	11360	9004	9509	10408	10175	7044	4377	5906		30842	36839	59960	81009	78988	90725	103876	120441	132716	159105	163463	152952	150080	142539	121187	121441	131620		4607	8330	10537	12367	17611	23549	15881	23235	19240	23356	37215	33617	33119	28140	24883	25994	35000	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	66	160	106	1145	1232	904	735	1262	499	620	1425	1355	3407	2537	4495	2903	5969		170628	150004	127818	194672	361210	453976	435399	419264	265771	302839	351737	415987	435094	484948	508080	512956	516130		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
6806	"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed ..."	762	1089	1349	1730	2385	1822	2033	2515	1360	5023	6149	8480	5324	5834	6049	4774	6148		101022	98048	126624	188456	209602	259841	279157	246705	167614	226408	265026	261357	251914	306591	230703	219259	245524		9593	19827	16253	23543	24226	35206	41913	48582	32125	46632	54716	61690	57526	63681	49090	45385	52391	
8438	"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ..."	814	2509	1594	3625	2309	5717	2390	3868	2044	1358	3939	3004	4562	2432	2402	1898	6254		161120	187255	192061	243343	324670	283453	286966	248233	222049	218350	286487	256367	281917	282113	258713	232994	228232		26119	45870	62767	116989	94818	214103	184964	229166	121255	181457	241543	261300	320576	264709	251299	167892	153487	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	2300	2665	3342	4718	2682	3870	4767	5520	5409	6504	7925	6408	5497	6491	6524	6917	6258		100083	108156	139893	154799	151179	175310	208191	221855	173014	181811	224034	199736	204210	230724	210385	217968	229337		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
7404	"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	627	427	0	0	0	0	0	0	8	60	0	6514		175953	185945	237327	377389	456125	1097680	1298107	1435409	1090033	1656625	2117441	1680721	1273648	1205491	906544	918479	1010331		7170	8760	41489	80336	29229	34884	17301	6011	3976	25115	44063	23015	17780	56024	43785	72101	116500	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	119938	46459	9487	12535	20744	7186	4674	8768	6430	9050	4650	5882	5349	3331	3076	7296	6545		8579162	12000663	8165125	5814352	18073633	45259458	1345822	1415255	0	1265163	1251820	1118596	1088602	874177	747699	757944	690928		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	1442	3038	3972	6423	5944	2506	922	5399	2218	2890	2146	624	1113	459	351	2744	6616		180769	159979	175264	188171	167402	149809	145669	162038	134928	185472	267225	185651	203785	249018	239526	278132	201540		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
8415	"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature ..."	4261	17930	17243	9253	9557	11161	14947	16389	7074	7010	8431	7675	8015	6374	8223	9174	6628		383923	422832	474329	615927	511723	471116	555900	577941	456579	520136	500377	453855	430313	499698	487019	504387	550563		140276	126884	181407	247886	317355	375859	471837	515219	309715	383827	615388	557350	700444	544960	550041	633957	691274	
