Product code	Product label	Turkey's imports from Egypt-Value in 2001	Turkey's imports from Egypt-Value in 2002	Turkey's imports from Egypt-Value in 2003	Turkey's imports from Egypt-Value in 2004	Turkey's imports from Egypt-Value in 2005	Turkey's imports from Egypt-Value in 2006	Turkey's imports from Egypt-Value in 2007	Turkey's imports from Egypt-Value in 2008	Turkey's imports from Egypt-Value in 2009	Turkey's imports from Egypt-Value in 2010	Turkey's imports from Egypt-Value in 2011	Turkey's imports from Egypt-Value in 2012	Turkey's imports from Egypt-Value in 2013	Turkey's imports from Egypt-Value in 2014	Turkey's imports from Egypt-Value in 2015	Turkey's imports from Egypt-Value in 2016	Turkey's imports from Egypt-Value in 2017	Egypt's exports to world- 	Egypt's exports to world-Value in 2001	Egypt's exports to world-Value in 2002	Egypt's exports to world-Value in 2003	Egypt's exports to world-Value in 2004	Egypt's exports to world-Value in 2005	Egypt's exports to world-Value in 2006	Egypt's exports to world-Value in 2007	Egypt's exports to world-Value in 2008	Egypt's exports to world-Value in 2009	Egypt's exports to world-Value in 2010	Egypt's exports to world-Value in 2011	Egypt's exports to world-Value in 2012	Egypt's exports to world-Value in 2013	Egypt's exports to world-Value in 2014	Egypt's exports to world-Value in 2015	Egypt's exports to world-Value in 2016	Egypt's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	0	0	0	0	0	538	1075	231	0	319	1118	827	584	632	428	264	347		0	0	34	13	0	205	80	497	0	1258	96	102	131	75	25	14	28		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	0	0	0	0	8	269	22	126	205	590	422	61	195	631	98	132	348		23	1	0	1	5	0	24	90	371	922	1605	1068	1398	844	425	848	1233		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	130	0	0	184	14003	6735	0	1399	0	7	93	97	458	359		411	6738	9131	13352	17109	24544	17545	124946	246618	132860	275899	305332	252881	158525	210503	153907	148424		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
3921	"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ..."	0	0	0	6	14	14	131	256	703	139	368	48	507	939	9	326	381		3574	2810	2068	1342	2382	3408	5743	44275	19214	5579	10646	3851	3702	3303	2956	1797	3219		61058	75574	100469	129469	121380	142662	175936	175266	138079	188726	237330	217826	236538	276879	253818	249631	269583	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	673	71	73	0	140	1083	1350	1384	1374	1017	1082	1017	1042	1386	1363	1026	392		8448	3139	7399	15797	14499	19667	17237	43718	68086	51955	91303	79398	77860	71166	60434	55787	39708		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
8414	"Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ..."	2109	1284	1	23	0	0	2	9	660	1320	2244	1462	1102	576	567	37	400		74	466	135	2514	5070	5294	2578	8693	11381	10049	10242	16585	18351	15020	11561	8499	7053		148131	203916	299891	500790	539550	664336	874454	971338	753158	925545	1162388	1095167	1261214	1165614	999182	1104674	1149554	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	0	0	0	5	1	7	23	3	13	1	30	45	91	22	12	143	410		385	1730	312	244	299	367	366	13385	3909	1806	2416	1465	2711	4612	4679	4761	5403		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	189	213	0	34	238	299	415	615	677	499	1484	1059	1184	760	484	450	419		2423	2406	1135	1641	1623	1346	2438	2789	23895	2895	5521	26875	47120	56739	42303	46710	41824		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
3906	"Acrylic polymers, in primary forms"	6	0	0	0	0	112	103	8	34	0	0	18	242	836	216	107	421		88	7	2	0	12	187	145	197	607	881	837	441	2264	3013	2522	3448	8077		60289	84568	119098	159791	188252	220600	253765	275609	232704	305640	367448	374936	447052	451549	370241	301547	363575	
9607	"Slide fasteners and parts thereof"	687	489	1012	135	106	6	24	19	3	9	13	345	619	167	22	5	443		942	109	102	236	468	90	24	147	1600	738	1359	1727	2799	1647	2784	2266	1856		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	0	2	0	58	67	207	208	186	436	598	591	1818	1956	3161	1713	268	444		155	97	87	1	86	0	74	15238	16865	15759	17791	22925	16738	15745	11806	9729	10067		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
3207	"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, ..."	0	0	0	0	0	0	70	265	185	0	166	11	123	898	463	234	469		415	484	570	701	3532	8004	4555	1475	3194	1149	2790	2341	2613	4421	2506	4665	8589		31401	38114	49512	59522	71175	82820	99798	105742	79392	104902	136994	136590	125917	110922	94399	90081	100014	
2523	"Cement, incl. cement clinkers, whether or not coloured"	81	0	3733	12359	16823	33755	19143	2261	0	0	536	3175	0	0	0	0	472		2514	51756	193346	299132	323908	282051	189634	160245	77470	49146	109383	190749	140538	94267	70162	50516	86522		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	0	0	0	0	0	0	4	98	527	5055	6363	4718	4107	1134	489	3468	502		3	3214	27	5	5	2	124	23	114	118	134	257	29	3	2	47	46		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	57	121	238	509	563	456	572	658	400	499	538	1070	500	440	720	560	508		10135	14173	18961	16959	13998	14233	17396	12001	11441	12299	18586	10163	8758	11967	11715	14069	11392		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
4106	"Tanned or crust hides and skins of goats or kids, pigs, reptiles and other animals, without ..."	0	0	0	0	1	0	9	158	77	125	360	135	236	227	369	531	558		70	155	434	0	20	530	612	1399	2023	2124	1986	1528	3360	6318	800	80	613		7766	2316	1905	1973	4165	5079	4423	4096	3420	6800	10291	11030	11110	10981	7601	9528	8409	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	2	3	3	5	12	107	87	115	90	183	301	354	569	710	633	735	559		375	153	205	155	213	214	60	23172	9661	858	939	1068	968	713	750	615	351		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	4	0	0	0	0	0	58	153	1	0	0	0	0	0	959	456	564		148	183	263	202	71	0	158	133	341	263	103	88	59	68	22	36	17		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	22	92	418	480	599	1667	1664	2009	1725	2308	1434	890	1090	857	605	454	573		2234	2453	3243	8348	16442	3766	3793	8062	14277	18226	20879	31170	42212	26401	25297	21916	18706		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	0	4	0	25	134	110	15	760	1560	1308	545	1699	3503	4780	2124	349	594		99	359	73	740	91	573	804	10397	2698	3528	3506	1916	1758	1142	1006	601	866		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
6211	"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)"	0	2	0	7	4	4	1	9	22	31	20	111	34	550	671	955	607		292	454	494	5016	25359	521	287	841	1886	1828	2840	2772	2250	3434	29243	130305	147165		4252	5392	8747	11610	17097	23880	34004	46101	43285	54204	73137	47366	67818	53925	47254	84586	43570	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	196	0	70	30	0	1	21	0	7	273	0	199	298	650	442	224	609		5423	5562	5650	7287	5938	8777	10857	14126	30922	31516	30826	24811	10949	14293	12549	16352	19286		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ..."	0	4	0	2	0	0	0	22	2	15	31	60	114	158	142	587	612		948	1317	1633	1911	3213	4834	8802	37589	47449	53219	55333	60865	53708	43500	26821	32030	44360		27957	30988	41855	53607	60778	68831	67121	67940	57088	68571	64733	67510	68148	65923	58327	59796	50818	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	0	0	0	0	0	0	0	0	0	60	0	15	11	30	0	0	624		8	13	71	332	0	42	2	56	44	13	16	28	32	2	12	0	143		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
3306	"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used ..."	0	0	0	0	454	846	3015	3175	2816	2157	2184	2105	2016	1973	2231	2063	651		277	307	1395	5579	11496	11888	7314	24506	40943	10807	31721	21281	24609	31725	33452	36763	25183		12279	12520	16112	19921	24429	32447	46033	47500	62293	69548	69587	70077	84288	104850	107173	98368	86880	
6802	"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ..."	17	131	119	281	570	466	543	857	362	628	98	25	49	61	76	62	655		16011	159860	17658	26253	42508	52698	53522	29942	78161	83515	81716	180070	233022	252605	211701	210812	164355		14693	14812	18971	28390	63283	115147	127758	144888	139139	168472	209023	187049	235329	230479	200872	197877	172203	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	0	0	0	0	0	1	0	130	0	0	0	0	0	442	752	404	677		57	89	55	255	374	486	826	22937	39738	27782	23088	23786	53108	38374	34984	34648	34565		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	0	0	0	49	60	74	67	14	0	95	76	0	0	15	274	866	724		1025	1242	1235	3067	7050	2354	1579	5398	8625	7046	8992	8647	14978	38528	24945	17379	14713		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	8	7	16	23	50	121	173	301	293	586	670	658	622	649	600	951	745		13315	18735	19337	20568	30050	78701	193307	237354	256690	223595	264558	297995	323869	323787	327295	351648	309690		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
7007	"Safety glass, toughened "tempered", laminated safety glass (excluding multiple-walled insulating ..."	0	2	5	35	17	10	29	0	4	20	19	12	13	8	17	57	747		237	0	163	501	1444	686	1387	13000	20431	26852	43789	42864	37802	20933	17613	15845	13803		18852	20028	30102	51133	45077	47152	46824	61501	56003	66427	72040	75918	82893	84195	97286	105815	154781	
1211	"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ..."	3	24	71	68	18	99	64	62	196	118	132	277	454	284	203	304	752		11435	14458	19807	24351	24998	29712	32739	59387	81351	79964	123951	83049	109845	130784	118796	119187	114513		1030	1301	1770	2324	2600	2725	2675	5234	3291	4235	4390	4940	5034	7135	6505	7623	9965	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	16	0	0	2	0	4	3	0	24	67	10	33	0	1	85	786		76	201	148	292	127	462	237	31081	26111	28410	23570	22802	18725	18584	19162	4818	4961		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
3923	"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other ..."	9	18	0	0	1095	1490	1029	934	591	768	1093	475	708	488	564	819	804		2776	1027	2764	3879	3717	3956	4967	30434	29039	39379	46451	60999	52393	49959	48635	54944	69102		60506	88211	95982	123341	138253	171003	194208	203021	149794	172699	216826	196547	225224	245922	221179	268795	284205	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	0	0	0	0	8	2	0	447	1816	30	697	160	2	0	423	86	847		97	164	129	58	174	64	89	55	1	218	230	480	131	141	39	22	512		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	0	0	1	0	0	8	43	1878	1376	4845	2426	305	2763	1110	250	915		906	840	602	229	341	83	254	341	7772	15252	28869	24902	24739	21895	24459	21398	20933		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	0	115	0	0	0	0	73	2	5	5	54	0	199	12	0	186	927		858	655	411	433	1248	175	285	1150	1378	1596	777	1070	1045	906	438	547	393		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ..."	1414	1092	851	1770	1862	1752	1733	1527	1510	865	1034	953	743	411	303	710	977		1417	949	551	986	1212	1810	2681	29012	29810	26305	34807	34277	37213	36555	33579	27547	31637		237883	247355	314033	465113	614655	674294	802572	859569	718524	816758	971585	915456	993186	1112584	925433	946463	927466	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	0	171	4	381	0	0	0	4846	773	1768	2211	1643	4510	3285	1502	0	988		47667	82802	113839	159242	165084	266284	261740	26264	1738	856	40685	15460	54096	15028	685	5482	638		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
5210	"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ..."	0	0	0	5	3	0	0	372	369	57	122	52	1424	285	1709	3529	1065		34	44	81	362	506	38	115	484	265	44	179	105	213	995	349	257	226		24380	29380	41457	40222	35606	36660	59573	57997	40285	59390	66242	37589	44976	40517	26239	23900	27618	
7228	"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ..."	0	818	1687	0	7	5	137	1243	1040	2637	7065	8319	8634	1476	2	0	1096		47	170	3084	12145	821	995	14331	44684	15745	48956	76763	37915	43288	37107	1882	14928	38054		22107	32343	53734	85482	131027	133505	187977	227412	131601	185472	286206	229993	220035	218073	220520	192971	188789	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	7	1	3	4	0	63	858	285	16	545	918	2152	8043	9199	1128	1733	1111		5119	5427	4017	4205	3053	2000	7895	12735	22261	32432	56505	34552	39066	39810	63723	66011	70561		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	0	0	0	0	0	3	0	206	59	60	81	56	295	189	573	247	1114		131	279	109	182	54	138	132	3078	4180	5066	4289	4220	3466	960	995	1236	1284		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	1127		149	73	14	1	0	14	17	704	16011	25533	40995	28429	32439	28117	31614	31263	21919		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	0	15	58	0	226	208	386	745	331	561	367	267	147	252	647	2011	1141		886	1540	1572	2989	3380	3199	4025	13764	15181	15218	12112	11540	16019	19243	15617	20317	19484		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	0	0	0	20	15	115	151	376	120	353	402	602	724	863	819	500	1198		2	48	339	43	76	15062	3243	37	538	2350	5639	5667	5779	10057	9985	8795	12264		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
4810	"Paper and paperboard, coated on one or both sides with kaolin "China clay" or other inorganic ..."	0	0	0	0	0	0	19	3	1	0	0	0	0	0	0	0	1289		2210	1969	492	1417	3623	4177	2973	2859	1529	1243	3585	625	2068	1622	277	378	3562		142615	200354	260113	317445	377416	423712	584147	569897	512287	600850	689025	640682	712272	777643	622262	618048	715827	
5206	"Cotton yarn containing predominantly, but < 85% cotton by weight (excluding sewing thread and ..."	0	183	562	68	0	55	84	23	248	737	155	303	5591	5879	3173	15	1331		7621	7489	8573	5062	3738	1890	3499	190	925	2562	2600	4149	1618	1604	723	322	64		3317	3790	5174	4618	6904	5302	7230	6130	5441	11256	11441	9290	29275	69900	38589	62926	77014	
3907	"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, ..."	3	26	1	0	13	0	0	8	0	0	23	830	4576	5933	3239	2042	1393		5002	627	198	2401	610	22	102	29291	26906	41005	39195	58571	68872	187691	87522	64887	76164		180009	246238	340388	477241	598281	685841	837477	941414	693184	982043	1387072	1279135	1438003	1280189	1173779	1134117	1399822	
8421	"Centrifuges, incl. centrifugal dryers (excluding those for isotope separation); filtering or ..."	1652	1363	1469	2396	2343	2303	909	1210	3605	4326	2718	2854	3526	1636	2069	1237	1403		1132	992	1883	2049	2168	1769	2278	2863	3114	2577	1563	1424	1313	979	451	1160	1703		151026	250699	266274	339869	382319	532201	732520	808791	698784	743053	921241	880763	1106874	958780	1012030	1015701	1142297	
5204	"Cotton sewing thread, whether or not put up for retail sale"	0	0	0	0	1	0	23	226	639	1368	2034	3478	3508	1683	2115	2513	1632		36	41	12	0	190	0	9	1455	5134	7946	6548	5339	8069	3797	4895	5044	7874		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
0301	"Live fish"	2	1	3	3	0	0	0	0	5	3	434	0	0	1367	2261	1158	1651		102	59	49	34	9	2	5	50	19	29	58	265	1161	5503	6888	9301	5370		222	354	458	3167	16503	20573	14742	18739	10105	4486	7942	8150	11976	15733	20462	8649	12697	
6110	"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excluding ..."	3	3	64	31	7	50	152	1337	1086	2464	605	356	2272	992	500	808	1652		5303	3937	5425	2652	1008	1106	1602	2321	1558	599	829	1044	924	1203	1065	2332	378		35036	34540	54079	81762	108293	159274	218929	297787	320188	414367	399973	276508	323646	312062	233485	195680	184017	
6206	"Women's or girls' blouses, shirts and shirt-blouses (excluding knitted or crocheted and vests)"	0	0	3	43	2	0	37	236	87	26	25	3	9	36	397	987	1695		4090	2856	1862	1347	1087	1220	1402	2147	10186	16858	17097	9595	13806	7576	6998	4370	5837		6039	7278	10349	13416	25150	41203	64248	94466	88738	105931	126935	99097	119413	130979	128632	112284	113121	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	0	10	0	5222	437	359	1115	426	310	1366	2351	2037	3590	3229	2073	1792	1720		753	365	416	91	59	77	103	1746	10872	10031	7538	10833	17954	18312	17564	14819	15348		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	0	1	0	7	0	0	9	1	72	201	378	257	1733	1207	1411	1871	1798		44	42	17	13	6609	211	3	787	670	1481	1124	1941	1555	1275	771	723	37		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
4802	"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ..."	0	0	0	0	23	757	1998	637	369	14577	4696	924	0	1480	1136	2493	1799		3058	1185	1508	651	1995	1432	2116	22010	12411	42398	23520	11745	15531	17014	9398	8236	11273		48569	91218	119243	188617	217845	246876	307201	375759	310981	478982	465724	505251	536321	500338	510765	685819	626187	
3909	"Amino-resins, phenolic resins and polyurethanes, in primary forms"	0	0	71	296	167	10	203	417	314	1100	1581	3190	2428	4850	3037	1462	1877		3	1	10	42	5	2	233	13203	12404	16059	21767	23209	26750	28153	23910	18180	19698		62946	87770	103726	137923	158649	265303	366943	388156	286319	367758	493142	511605	554428	534336	447222	410734	553888	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	0	0	139	78	16	77	99	179	75	95	500	1280	5911	3579	16876	1220	1882		41	11	61	91	5	39	15	737	3460	1287	2073	3415	6096	5063	1832	1391	3797		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	0	0	0	0	0	0	0	0	0	56	2115	2003	2799	829	247	123	1911		87	0	0	41	245	322	560	1835	2014	4017	10138	10972	10997	12723	14309	9280	16550		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
