Product code	Product label	Turkey's imports from China-Value in 2001	Turkey's imports from China-Value in 2002	Turkey's imports from China-Value in 2003	Turkey's imports from China-Value in 2004	Turkey's imports from China-Value in 2005	Turkey's imports from China-Value in 2006	Turkey's imports from China-Value in 2007	Turkey's imports from China-Value in 2008	Turkey's imports from China-Value in 2009	Turkey's imports from China-Value in 2010	Turkey's imports from China-Value in 2011	Turkey's imports from China-Value in 2012	Turkey's imports from China-Value in 2013	Turkey's imports from China-Value in 2014	Turkey's imports from China-Value in 2015	Turkey's imports from China-Value in 2016	Turkey's imports from China-Value in 2017	China's exports to world- 	China's exports to world-Value in 2001	China's exports to world-Value in 2002	China's exports to world-Value in 2003	China's exports to world-Value in 2004	China's exports to world-Value in 2005	China's exports to world-Value in 2006	China's exports to world-Value in 2007	China's exports to world-Value in 2008	China's exports to world-Value in 2009	China's exports to world-Value in 2010	China's exports to world-Value in 2011	China's exports to world-Value in 2012	China's exports to world-Value in 2013	China's exports to world-Value in 2014	China's exports to world-Value in 2015	China's exports to world-Value in 2016	China's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9032	"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ..."	636	1569	2851	5808	7762	13502	18250	20241	16973	34261	29452	34020	45564	46823	48415	44602	55357		207416	225795	268193	331703	433450	708038	1176588	1660799	1514905	2139116	2482063	2585436	2851355	3285730	3225928	3285718	4277452		58245	88492	111399	154480	209300	236656	239145	279926	267252	454272	600988	518360	558333	586469	563842	639649	721907	
2941	"Antibiotics"	4144	5389	7170	11475	18883	14102	19106	22633	29861	42662	57824	61949	65380	66271	62272	59233	56542		538765	713031	827588	906948	1189542	1505403	2078216	2363778	2262930	2889778	3087149	2835835	2869882	3180912	3150081	3018841	3139775		191453	201486	190005	219313	227710	197422	186379	197178	181239	196859	222184	199614	196313	178947	188323	170080	149834	
8408	"Compression-ignition internal combustion piston engine "diesel or semi-diesel engine""	85	337	630	1956	7568	14682	22113	30286	14393	35177	35498	36664	58824	50552	51415	37682	56944		146074	156876	177095	211900	252602	318427	500220	686346	560615	884684	1398030	1279212	1461361	1592193	1432000	1520325	1513443		301109	489022	840172	1419928	1806844	2152866	2707440	2881491	1519465	2088211	2662027	2053930	2275790	2278151	2264919	2274270	2424973	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	1012	1853	4072	6171	7846	13215	20743	25581	21175	33435	41502	35029	37906	38499	44053	45359	57980		97244	154626	218982	280737	363137	538713	876411	1412568	1268736	1850143	2456653	3099095	3473519	4135262	4310793	4068137	4161452		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	4529	0	0	0	0	0	35176	49690	31531	50177	72456	75860	126904	123499	98393	50881	57992		1274697	0	0	0	0	0	2204201	2466906	2234330	2615862	2847968	3010270	3274167	3679275	3689146	3678365	4377830		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	17	594	1314	1347	2120	5066	15354	13147	15096	17013	52906	27137	17827	51699	40766	37797	58482		65445	81710	113805	166823	223316	388597	564567	676344	674240	950930	1532541	1433380	1498720	1884493	1577964	1394523	1732829		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
6110	"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excluding ..."	5280	3520	7787	12499	16883	10039	18386	34807	89258	139474	142116	93453	96053	90167	68007	55944	58638		4813301	5205573	5844888	6753858	9407383	12858754	16051916	16063903	14904542	17017463	20139148	19584010	20482717	21032612	19718754	17627993	17325002		35036	34540	54079	81762	108293	159274	218929	297787	320188	414367	399973	276508	323646	312062	233485	195680	184017	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	1074	0	16	75	21	96	33199	86207	141089	3591	13165	195379	354453	29543	188281	266744	58772		66093	59913	65007	126476	180262	324542	649546	1965327	2127207	1846172	2421980	1949098	1718797	1534696	1375491	1347107	1052690		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	6173	8347	19898	40092	107083	148065	129971	160504	137083	174420	238714	230759	231826	202592	128068	77332	59746		3509799	3924579	4653986	5554458	6667186	7860345	9199849	10662720	11055354	14466839	17602617	18223692	22119686	26459132	24510404	21405224	21573666		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	1546	2178	2941	7177	11187	14082	10091	26854	21449	25799	35658	33707	35486	44167	43167	42320	59791		1044152	1284913	1672728	2171058	2812468	3511684	4182842	4173311	3663994	4511057	5563874	6410877	7037980	7571440	7737518	6906276	7775067		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
3919	"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ..."	2209	3092	5169	7737	10869	16145	20171	23218	23668	33827	44129	49657	64264	64280	61902	59069	60728		117809	150922	213971	328798	493144	716607	908061	1061687	1041964	1463374	2068849	2327362	2506301	2923023	2906394	2700947	2887072		41056	57995	82605	113014	127276	147679	166608	186640	163427	209623	260226	267111	322522	338848	322622	331047	340945	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	224	499	968	2074	2347	2495	3210	3562	20240	40158	134373	159403	189005	184949	203587	250529	63282		1056785	956537	1141789	1231395	1846764	2379968	2907001	3390365	3379048	4139657	5300138	4915541	5657892	5699326	4745355	4084914	4014612		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	504	308	1687	2324	9314	30496	34100	38864	17034	17810	16836	28888	41499	61496	55455	51803	63992		56824	100805	177632	319897	700899	1197061	1473798	1383629	898015	1008148	1092383	1130389	1109121	1113896	927326	825721	912371		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	983	2226	2855	3428	6188	7865	7979	9480	13355	16742	19115	19984	39543	62318	50051	56602	64136		264265	236485	388803	706481	937376	1279205	1741650	2099196	1971782	2755726	3310682	3905346	3797508	4235992	4297350	3391446	3842027		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
2903	"Halogenated derivatives of hydrocarbons"	598	1388	1919	789	1528	1200	2447	4280	4611	10079	33297	35105	27718	28811	36162	41595	64375		116610	154917	242708	371872	584496	652964	794217	1080630	909059	1412707	2460588	1852880	1487256	1578015	1676184	1668413	2057064		26025	51069	32576	52904	58911	51775	65597	64049	55832	79949	127594	89226	74623	86238	76105	99150	111424	
2917	"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ..."	240	496	771	1633	3455	12317	17005	20233	9574	17731	20950	13333	9946	19096	35842	40967	65176		129636	138441	203862	294134	354777	442474	608954	738350	454097	858201	1084817	1026745	1105879	1566803	1543020	1541898	1885335		131830	188842	251188	289700	344798	361898	418132	376656	287723	401097	508522	535320	620713	746197	538237	489330	547182	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	84	466	2007	6233	12766	20605	34857	35030	18688	33114	63094	56353	66016	80387	63209	60739	65315		76642	89623	119129	202971	296009	459959	789848	1031352	466315	756785	1321449	1568963	1682310	1943517	1890125	1956010	2266258		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	870	1922	2192	5613	10513	15152	14660	19645	20166	26653	39337	32182	34961	44476	44455	51051	66162		181314	222993	313016	521883	727282	948302	1256618	1720830	1431990	2131407	3400541	3174909	3221676	3622429	3673671	3275550	3933420		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	4153	5097	8970	16405	29401	44843	50079	57002	42621	62546	60852	76761	91203	91720	69313	63570	69865		1677099	1867126	2324377	3144794	3961577	4908502	6110239	7199364	6193654	7835274	8684551	9407316	9857936	10862094	10576068	9246875	9733044		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	2179	1210	2841	11690	11934	30392	58989	67343	39147	63509	81629	83681	101128	82112	90865	78518	70270		531542	728597	963280	1749037	2463253	3637864	4911496	5330892	4546350	5752287	6618171	7134248	7387076	8020028	7878027	7908623	8966439		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
3921	"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ..."	173	628	2056	8145	10315	14370	18880	21246	22795	33451	47580	63251	67957	84702	73125	62858	70666		96315	121404	163973	288842	418786	472139	560607	540027	487461	785949	1181439	1479820	1713898	1865365	1971171	1866212	2009370		61058	75574	100469	129469	121380	142662	175936	175266	138079	188726	237330	217826	236538	276879	253818	249631	269583	
8543	"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ..."	6781	11562	15032	30920	44460	47827	56875	53487	46328	69705	90282	82447	108956	129434	129314	132706	71381		464792	622283	811380	1316746	1583890	2073335	3356439	5078655	4994601	7402435	10180559	8470522	8928235	8508642	8962369	9016325	10885030		70898	69422	122935	159406	187272	202272	248360	249489	206227	245472	317256	317840	341704	335405	306896	337190	261012	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	367	47	2167	46275	154999	282100	20164	16264	10572	35489	35922	51956	74622	77103	75571	79714	71556		746904	650043	1448288	1987882	2417775	3195533	3828400	4810115	3059946	4391172	5821904	5504630	5820982	5728987	6122605	5974486	6670653		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	3920	6060	12081	25110	25775	29974	43562	47812	79418	118468	120219	71020	69275	69986	72105	52578	73369		1339599	1518013	2086515	2398747	2694909	3163784	3447513	3899589	3697551	4358678	5617753	5405589	5945734	6295960	5583867	5324553	5839329		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	19772	36927	58117	77486	88458	112677	143504	152714	121166	268075	312818	161892	212376	166518	88795	70816	74168		1628081	1959546	2546724	2883147	3325150	3915676	4381411	5147402	4848558	7038514	8369579	7974359	9815484	8514337	8222048	7895008	7672532		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	916	2778	5134	10006	13710	18929	36496	50974	44348	58367	74041	88743	83734	72176	75204	74559	75049		193885	255239	398063	639356	858884	1180047	1602816	1861245	1298079	1765915	1959404	1977405	1956434	2160866	2131806	2127941	2341344		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	4783	7683	18811	44166	54273	53187	66687	75020	53074	91182	133517	118449	103282	105983	112773	96779	75726		752540	896274	1172316	1399976	1581270	1931244	2514093	3149257	2664524	3451633	4201853	4475846	5158288	6135514	5573851	5319256	5481206		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
2918	"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ..."	4579	5952	9355	13232	19318	17277	25420	38909	21844	36137	50933	54556	62476	65720	62548	55331	75852		330121	347653	423721	568256	682755	863616	1096625	1412616	1269577	1654233	1933896	2108910	2119635	2217745	2185152	2132290	2654103		39500	52089	67990	73712	90602	82074	84926	103825	73759	85250	108148	101875	106828	116894	100235	94536	118878	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	3932	3019	1209	3977	11107	17098	28637	39450	28780	41083	65605	71178	74060	79718	78199	82746	76265		418954	434709	506891	578366	720493	962703	1225265	1324546	1279154	1792980	1840959	2089085	2493248	2642784	2671611	2828514	2994832		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
3909	"Amino-resins, phenolic resins and polyurethanes, in primary forms"	175	496	741	1971	2110	7269	12333	19817	14289	26487	32303	30916	35838	40444	25216	30444	78558		37754	49213	59965	99127	143007	158027	304261	403748	434360	647415	824030	890207	995749	1268001	1204866	1195542	1920163		62946	87770	103726	137923	158649	265303	366943	388156	286319	367758	493142	511605	554428	534336	447222	410734	553888	
6202	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	1275	4725	7499	15961	18184	18929	22880	33203	60428	96375	93196	75219	87411	92590	74297	61877	78698		1048118	1555393	2327067	2677147	2832902	3688556	4300615	5159320	4644401	5632328	7203829	6388706	7603468	8581981	7900925	6893420	8966773		6349	12767	18230	35159	36047	51115	69522	106311	100174	140565	152499	134964	165645	206681	163293	140021	159840	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	10863	22692	50639	101741	175033	210285	218921	179480	150271	157102	140113	103523	101974	108862	112737	85442	81206		8176596	13272323	18404535	24108896	28594009	33033210	32738948	31989135	26199374	31312615	30641971	30424519	29391089	31228629	28853747	25856350	32942651		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	1089	1925	2715	7622	6998	14996	68601	76099	60236	83491	74447	78253	89096	80519	95416	84712	81642		279465	402643	645325	1295529	1734518	2003217	6546910	7669296	6402637	6536260	6485215	6772032	5743064	5755348	6434004	5293432	4252660		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
5903	"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ..."	843	3402	8065	18489	19924	21293	29883	38565	40190	60901	93638	77278	92727	111213	86487	74502	82054		301765	413388	560379	808292	1120815	1428578	1948313	2640499	2792990	4037308	5234312	4858922	5247896	5281963	5055825	4821607	5132945		35475	49876	61984	106842	132266	105711	115277	130497	115889	140271	193274	164289	184759	201020	167585	164291	190373	
8302	"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, ..."	1905	4245	6795	5614	10009	16697	29417	41885	28302	42349	58751	55224	69407	77961	67536	66703	84305		518198	766391	988461	1518545	2129137	2989135	3695563	3932182	3103174	4147670	5361460	5822089	6830980	8031157	9259762	7414046	8975317		43794	62779	95105	150241	178210	217879	276466	302822	219382	316019	371464	356694	403659	444765	401401	386091	426597	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	7539	251	8295	2516	5402	6248	40825	58985	65664	32506	61841	109691	52319	33717	75466	121095	84531		163583	161128	217158	331023	492685	732876	1271301	2226843	2250932	2315549	2693856	3210080	3321006	3827209	4685605	4824738	4610849		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
8483	"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ..."	847	2288	3386	6334	11060	13129	28431	47644	31827	36598	58092	70709	73932	88939	91690	79057	84885		442027	529146	734584	895424	1145180	1450776	1974533	3067009	2419722	3560058	4887520	5441607	5697303	6592462	6516026	6299460	6732929		82932	119100	155709	218750	257265	319619	406417	541093	452766	532454	618560	568285	639074	655650	627152	642063	704213	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	252	763	1429	5356	16705	22389	21950	14484	8568	35128	112056	64565	34911	52781	31280	41523	85687		119204	131710	158996	210088	355177	450171	433702	362547	329569	757842	1569807	1454332	1277032	1522221	1316749	1499570	2350238		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
8542	"Electronic integrated circuits; parts thereof"	3860	5601	11230	27903	76969	91455	62627	55764	67435	71722	66017	60859	69474	86583	89957	67267	90488		2626271	4315531	6587864	11223947	14601492	21555168	23874404	24692910	23614295	29608267	32900292	53745301	87880781	61213335	69361768	61156505	66507730		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
