Product code	Product label	Turkey's imports from Saudi Arabia-Value in 2001	Turkey's imports from Saudi Arabia-Value in 2002	Turkey's imports from Saudi Arabia-Value in 2003	Turkey's imports from Saudi Arabia-Value in 2004	Turkey's imports from Saudi Arabia-Value in 2005	Turkey's imports from Saudi Arabia-Value in 2006	Turkey's imports from Saudi Arabia-Value in 2007	Turkey's imports from Saudi Arabia-Value in 2008	Turkey's imports from Saudi Arabia-Value in 2009	Turkey's imports from Saudi Arabia-Value in 2010	Turkey's imports from Saudi Arabia-Value in 2011	Turkey's imports from Saudi Arabia-Value in 2012	Turkey's imports from Saudi Arabia-Value in 2013	Turkey's imports from Saudi Arabia-Value in 2014	Turkey's imports from Saudi Arabia-Value in 2015	Turkey's imports from Saudi Arabia-Value in 2016	Turkey's imports from Saudi Arabia-Value in 2017	Saudi Arabia's exports to world- 	Saudi Arabia's exports to world-Value in 2001	Saudi Arabia's exports to world-Value in 2002	Saudi Arabia's exports to world-Value in 2003	Saudi Arabia's exports to world-Value in 2004	Saudi Arabia's exports to world-Value in 2005	Saudi Arabia's exports to world-Value in 2006	Saudi Arabia's exports to world-Value in 2007	Saudi Arabia's exports to world-Value in 2008	Saudi Arabia's exports to world-Value in 2009	Saudi Arabia's exports to world-Value in 2010	Saudi Arabia's exports to world-Value in 2011	Saudi Arabia's exports to world-Value in 2012	Saudi Arabia's exports to world-Value in 2013	Saudi Arabia's exports to world-Value in 2014	Saudi Arabia's exports to world-Value in 2015	Saudi Arabia's exports to world-Value in 2016	Saudi Arabia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5694	2484	3110	1331	1177	610	564	1517	1393	700	975	2265	2846	2587	2278	2065	1540		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		166	0	35	0	0	0	134	298	330	474	171	200	233	269	430	568	1690		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		143	1283	1760	15030	18111	15505	5500	1982	2761	4169	8090	7264	13471	9027	6581	2341	2249		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0		0	0	0	38	87	433	55	126	38	43	253	159	0	168	365	1559	1881		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	1	0		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	216	333	290	0	0	81	668	328	0	2163	217	0	0	0	505	0	0		0	46	251	41	78	393	330	245	84	1336	201	0	0	488	107	8	0		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		124	0	1077	606	207	125	724	677	2724	159	533	455	262	0	0	237	34		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		27	0	0	169	84	0	0	0	0	0	0	0	30	0	0	14	1		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		70	0	775	1895	1714	3519	2167	3153	3298	4013	6597	5523	2569	4296	7211	2489	3927		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		349	455	2526	5844	9738	18162	11288	10710	7788	8585	9670	12923	14957	10606	13059	17545	15544		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	0	0	0	0	3	0	0	0	6	0	0	1	0	0	0	0	0		34	86	1878	2653	941	435	317	141	98	249	0	0	112	75	0	253	160		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4875	8767	14046	23565	21416	21245	27004	11110	17141	23523	32245	28305	35175	34682	22279	31962	63731		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		113	0	0	354	824	1119	654	1575	1470	874	501	1693	390	1249	1143	1162	109		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	12	0	0	0	0	0	50	44	0	0	1	0	3	0	0	0		5185	6102	15514	10840	12378	14082	9915	16350	15561	18786	13351	21136	10172	6298	7303	11880	4459		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0		0	0	0	0	29	0	0	42	34	0	0	0	0	0	0	28	0		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	38	0	0	0	88	0	0	134	0	0	0	0	0	0	0	0		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	2	13		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	155	485	287	0	0	114	60	0	225	121	595	625	533	1113	48	1		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	0	0	0	0	2	0	7	86	105	32	0	42	0	19	0	0		378	825	1532	2579	6867	8892	5318	14534	16645	23450	20549	16061	16774	19212	14843	19403	15805		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
3821	"Prepared culture media for the development or maintenance of micro-organisms "incl. viruses ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5		2892	4184	4711	6156	6336	7970	8792	12020	11877	12761	14312	15529	18193	20034	18748	17669	19097	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	176	32	0	0	0	0	0	0	0	0	61	0	0	0		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5201	"Cotton, neither carded nor combed"	0	0	0	0	0	1813	0	0	0	599	0	0	0	0	0	0	0		0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9		497301	492620	667313	836428	908201	969759	1277700	1000136	1002940	1720010	1849973	1274929	1681402	1750112	1232451	1238673	1676281	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		267	0	45	108	892	50	91	0	40	0	0	0	28	0	0	6	0		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0		85	103	2990	1992	1105	0	0	0	0	0	0	0	0	0	0	0	0		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5602	"Felt, whether or not impregnated, coated, covered or laminated, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		75	0	34	601	917	1759	5188	11434	8098	12067	7792	802	32915	33435	34	9120	18488		3974	6065	8277	12117	11861	15036	18871	20213	12540	16334	18402	22592	24305	26179	27386	25062	27459	
5701	"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made ..."	0	0	0	0	0	0	0	0	0	0	0	47	5	0	0	0	0		1689	2917	1147	1183	5139	334	0	148	148	338	130	135	67	1241	34	46	116		27797	25447	29246	40124	55387	83672	109902	122329	89382	111617	110970	104804	100034	94097	30164	9326	5393	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	39	0	82	54	0	283	0	0	0	41	250	1102	486	398	487	741		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
5808	"Braids of textile materials, in the piece; ornamental trimmings of textile materials, in the ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	138	32	207	64	32	87	0	250	0	1768	57	65	0	0	5	1		1769	1854	2614	3289	3919	3375	3388	4746	12622	21627	22099	13185	9611	10046	10103	6458	8153	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	118	0	0	0		200	134	184	0	413	32	342	155	182	60	318	933	439	1028	1299	636	423		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	27	31	88	36	517	1366	910	1955	3068	3161	3121	1749	1323	1077	1006	2122		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		0	27	0	267	0	0	0	0	0	157	0	97	0	0	0	697	18		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	6	4	4	11	16	6	5	8	4	14	0	0	0	1	0	1	0		31	559	1586	794	673	382	2672	5285	3039	3079	249	107	1308	535	0	512	608		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0		1316	1293	1483	1833	1579	2166	5992	8705	7633	8147	16654	19663	28993	35022	28156	25296	0		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0		0	0	143	897	168	120	172	336	717	629	142	439	124	0	102	210	176		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		238	109	219	8086	3340	1029	2035	1143	729	623	476	274	347	0	140	150	92		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2258	4514	8123	20585	27724	6320	10319	6701	14258	20161	29113	44072	50494	47233	33871	40468	37942		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7104	"Precious and semi-precious stones, synthetic or reconstructed, whether or not worked or graded ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	149	48	49	0	479	0	0	0	0	0	0	0	0	0	16		980	1263	1539	2770	2660	2884	3820	3067	2391	2813	3365	3663	4305	4156	2972	2231	2535	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		3654	5626	1974	5261	835	496	63	1789	82	677	1256	336	1650	363	590	1283	107		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
7114	"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal ..."	0	0	0	0	0	0	0	0	0	0	0	17	0	0	12	9	0		1618	10100	0	3406	1544	23429	7096	11013	19168	18944	27213	3632	544	490	0	583	460		893	800	554	941	556	1025	1467	1315	1119	930	906	1073	1710	874	529	1156	1383	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		74	258	0	0	8222	36535	296	798	1226	54	0	0	1889	0	202	4	124		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		99	231	500	59	265	775	300	90	1037	4425	13375	0	0	0	0	2	0		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		180	2448	18780	9809	8354	944	588	3873	2022	628	951	3591	1624	615	1837	888	830		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		777	0	494	2281	17881	21085	11889	23142	27930	23374	22578	24786	24057	23752	28114	19912	42395		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	0	0	1	0	0	5	0	0	0	0	0	0	1	0	0	0	0		33	893	559	150	134	279	312	199	434	473	495	606	1413	1121	1246	1439	1497		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		0	87	93	894	169	34	427	218	172	184	57	0	418	58	67	94	29		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	0	0	0	0	0	13	0	0	0	3	0	0	141	1	0	0		999	345	54025	61116	7015	5336	6981	7167	8018	10688	2960	3357	5059	9462	6918	8677	7706		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
7324	"Sanitary ware, and parts thereof, of iron or steel (excluding cans, boxes and similar containers ..."	0	1	1	0	0	0	0	0	0	14	0	0	0	0	36	5	0		512	1627	1160	1018	1567	2380	3014	1699	923	3780	3343	7256	3596	1183	624	1565	2426		3006	3180	4523	7774	10338	12591	14139	13520	9958	13802	15425	13126	16448	14983	13038	11739	12257	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	270	116	0	0	0	0	0	0	54	0	0	265	80		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
7408	"Copper wire (excluding surgical sutures, stranded wire, cables, plaited bands and the like ..."	6204	1186	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0		1779	7205	11974	9793	4208	5839	7799	13837	5183	1252	2729	8277	5304	3764	7764	5475	39209		24274	17925	20084	89347	138417	272277	375050	483792	277025	313089	536020	591825	574890	574513	303950	292204	402693	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	554	2413	0	0	0	34	0	0	0	71	73	249	24		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	0	0	51	219	340	31	102	811	3800	1254	3474	103	0	37	69	341		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
7613	"Aluminium containers for compressed or liquefied gas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	168	840	153	581	839	145	102	132	3974	3702	58	614	539	1210	985	818		671	671	1083	1459	1495	1036	2186	3794	1474	2357	2408	2167	2289	3042	8055	4943	7534	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		127	0	0	0	0	0	279	514	267	492	794	877	187	616	1038	949	1080		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8540	"Thermionic, cold cathode or photo-cathode valves and tubes, e.g. vacuum or vapour or gas filled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		63	0	70	222	0	212	900	178	2840	593	0	99	117	2208	278	439	261		492853	769359	897260	1139526	708834	617075	269361	146247	51746	33194	22187	12305	10270	15432	21571	18252	15263	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0		54	0	0	0	65	0	283	122	88	99	0	61	0	0	0	27	356		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	0	0	292	0	0	0	3	0	0	0	255	0	0	0	0	0	0		38070	48689	56820	98943	196562	385261	387941	357522	244532	299215	232517	211311	244005	270579	286596	85790	165761		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		292	1000	352	757	361	59	0	0	0	46	0	0	146	138	0	1	0		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		173	29	334	3345	938	619	3108	2041	1423	3020	2035	1685	1198	953	989	1246	829		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
8903	"Yachts and other vessels for pleasure or sports; rowing boats and canoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		503	119	1565	162	1131	1242	2137	2481	12271	2905	7773	4517	7763	7909	3972	2347	3875		16957	17179	10045	7688	19613	26704	31537	28641	510062	38222	54642	19333	59449	27810	30736	33346	1754451	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	7	0		158	0	356	396	202	220	846	735	214	552	66	243	102	0	446	390	951		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
9010	"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		86	543	1168	910	909	1920	898	584	803	185	583	157	1182	1093	302	196	336		15857	20420	35854	53052	45644	24831	22164	18587	13167	11797	10684	9090	7476	7826	4593	3436	2866	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	0	0	0	0	12	0	0	0	0	0	0	0	0	36	0	0	0		234	91	510	1658	1335	617	383	1913	3629	2438	3116	2958	707	2991	7107	2434	3025		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
9024	"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ..."	0	0	0	0	0	0	0	0	1	5	0	6	0	3	0	8	0		0	0	0	0	636	57	872	100	2088	243	640	740	2059	377	2639	2548	2918		13783	30375	29738	28104	30111	33774	48859	39513	27693	30139	43067	53159	57522	61005	43305	42983	34567	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	38	4		41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9114	"Clock or watch parts, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	76	0	0	59	0	0	0	0	0	29	5		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9205	"Wind musical instruments "e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		335	581	717	1221	1420	1757	2242	3778	3239	3167	3502	3556	3617	3479	4316	5158	6652	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2647	260	124	3321	657	245	405	1095	1623	1541	669	417	2052	589	473	240		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		13142	5021	8046	22511	21457	25053	43098	104563	130057	103188	75909	72613	35504	87796	109147	105433	110110		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		186	98	1210	614	1189	896	1615	3529	5043	7072	1527	3918	2635	2312	3224	3744	3253		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	0	0	1	0	3	1	9	13	0	0	207	9	83	1674	0	0	0		7594	9123	22537	15700	70358	97070	123775	109835	151512	175379	246135	201064	218635	296726	256825	238394	190992		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0		70	434	202	1139	837	422	728	440	0	40	277	606	571	29	0	203	448		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	200	0	459	214	739	168	104	0	0	309	214	243	228	123	399	373		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
8461	"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35	0	86	80	438	296	5957	318	152	260	988	381	251	523	2133	925	1466		14426	16006	12887	28849	26568	38287	33709	31245	41175	28633	42635	38951	33262	43572	36352	48940	46855	
8467	"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ..."	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0		135	792	1107	3383	2049	4936	10480	6101	9485	12073	4770	5802	4118	1820	3093	3255	2892		11026	42930	71485	112888	156174	172741	196096	196812	140022	232317	263397	264821	236182	242792	241979	228681	227877	
8209	"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	35	40	86	0	0	0	294	0	0	5	217		9336	12589	22197	38863	45981	54286	68415	71530	40023	64413	90054	91818	90449	100840	90288	84795	96295	
